year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,index,averagemwh
2013,15.73761,14.91442,14.95439,15.11001,13.90331,12.82473,11.9198,11.4709,10.91325,10.5094,10.22372,9.91389,9.71337,9.36798,9.32816,9.3436,9.53493,9.52599,9.65666,10.02029,10.45458,10.89477,11.25002,11.43544,12.40632,13.00398,13.63272,14.37577,15.20736,16.00531,16.5057,16.53427,16.44147,16.35107,16.2148,16.00582,15.94272,15.66455,15.41549,15.53352,15.45198,15.4407,15.30923,15.11735,15.32632,14.97014,15.27137,15.35867,15.40274,15.54532,15.1094,15.28559,15.11179,15.09824,14.93359,14.99871,15.04138,15.24874,15.19404,15.07938,14.99035,15.23454,15.38527,15.67813,15.80516,15.83643,15.93498,16.19938,16.50156,17.71198,18.69253,19.30722,19.85816,19.82308,19.01885,18.58528,17.97986,17.55031,17.32117,17.01032,16.75448,16.64073,16.31454,17.15592,19.9179,18.50423,18.42963,17.42557,16.37878,15.65134,16.08426,16.60921,17.40937,16.54734,15.79285,15.97977,0,14.829662371134024
2013,15.18858,14.34998,14.27251,14.32474,13.43797,12.5063,11.52797,11.12684,10.43592,10.25335,9.8999,9.60793,9.47073,9.52984,9.39234,9.43878,9.55089,9.63184,9.81282,9.91391,10.21518,10.63577,10.90519,11.05494,12.18945,12.54382,13.17402,13.88775,14.85521,15.49876,15.95766,16.31727,16.3422,16.16349,15.87849,15.65968,15.68082,15.35505,15.24246,15.17311,15.04535,15.13678,15.05437,14.99026,15.02292,14.70753,14.69763,15.11867,15.1579,15.23201,15.2153,14.98546,15.30423,15.36561,15.36035,15.27571,15.365,15.27492,15.38458,15.22145,15.20902,15.56162,15.71339,15.83875,15.97555,16.20468,16.29115,16.59019,16.88313,18.04127,19.05483,19.47195,19.73207,19.69647,19.076,18.63795,18.04856,17.72491,17.31095,17.00667,16.64217,16.45478,16.27362,17.07701,19.93553,18.3242,18.11369,17.23964,15.94345,15.25134,15.60894,16.24366,17.12654,16.28351,15.62709,15.79713,1,14.704442268041236
2013,15.16055,14.24363,14.28493,14.44745,13.3915,12.27521,11.44401,11.16282,10.55061,10.20868,9.82478,9.6242,9.57298,9.37004,9.26444,9.44065,9.54701,9.65758,9.64424,9.74995,9.95431,10.4459,10.82285,10.91283,11.72963,12.18557,12.61633,13.51814,14.20485,14.97947,15.6387,16.02073,16.14268,16.31325,16.54659,16.43823,16.20658,16.20636,16.03251,16.10915,16.12581,16.12787,15.92591,16.20055,16.1353,16.0243,15.90886,16.20383,15.96127,16.02801,16.14938,15.88113,15.74676,15.47256,15.38581,15.74331,15.34292,15.11898,15.16817,15.28416,15.37302,15.34228,15.31702,15.66551,15.83318,15.97866,15.74906,15.9081,16.38612,17.23659,18.10351,18.65542,19.04067,19.31268,18.47815,18.4897,18.19341,17.75224,17.4452,16.65443,16.42432,16.49905,16.21241,17.03522,19.48285,17.83032,17.7697,16.90225,15.97882,15.23847,15.53724,16.47461,17.32114,16.39464,15.76063,16.00834,2,14.758863608247433
2013,15.29365,14.26475,14.26969,14.30924,13.15575,11.97195,11.22685,10.82697,10.3165,10.10424,9.62846,9.4849,9.29989,9.23055,8.86553,9.24889,9.59955,9.74712,9.86136,9.87727,10.2275,10.74657,11.01438,11.03585,11.65375,12.29052,12.67457,13.24131,13.97367,14.64622,15.24829,15.75599,15.72828,15.61424,15.69803,15.79438,15.7358,15.34855,14.99202,14.86791,14.93654,14.9529,14.75279,14.82413,14.81288,14.73934,14.74243,14.94947,15.15524,14.99532,15.14179,15.26848,15.05986,15.18877,14.90035,14.86181,14.72597,14.84059,14.70688,14.77537,14.48544,14.49534,14.79686,15.15374,15.20258,15.14694,15.19374,15.38923,15.81846,16.72654,17.5016,18.12191,18.48854,18.63168,18.18979,17.65596,16.96312,16.63768,16.26626,15.96868,15.64713,15.84187,15.83092,16.80162,19.69216,18.00085,17.71197,17.04262,16.31827,15.65781,16.20068,17.02428,17.68247,17.04026,16.29166,16.45579,3,14.373982474226802
2013,15.79098,14.77236,14.12827,13.44297,14.25207,13.42195,12.46499,11.86405,11.20858,10.57722,10.26417,9.88292,9.66258,9.6461,9.32732,9.25489,9.21368,9.22741,9.26024,9.32381,9.42807,9.71152,9.83386,10.18853,10.56225,10.79154,11.23942,11.78758,12.71022,13.45126,13.83973,14.64017,15.15783,15.65846,16.07759,16.65072,16.90898,16.80947,16.68458,16.77744,16.82797,16.66862,16.46825,16.28257,15.85266,15.45071,15.58421,15.70109,15.00102,14.72874,14.75543,14.66008,14.67118,14.45268,14.43421,14.55925,14.12553,14.34473,13.90931,14.12874,14.17258,14.2472,13.90475,13.90675,14.27381,14.33934,14.27118,14.54136,15.27119,16.42014,17.23422,17.6372,18.144,18.163,17.54886,17.0285,16.65098,16.37007,16.30585,15.99069,15.90669,16.33819,18.49503,16.86397,15.95228,15.53275,16.7246,15.78462,16.19791,15.37455,14.51463,14.99329,15.8044,14.79393,14.50166,15.24675,4,14.143811134020618
2013,13.96516,12.86328,12.19768,11.60686,11.79145,11.3799,10.77244,10.60712,10.26379,9.92079,9.86353,9.7146,9.56948,9.5581,9.47669,9.45116,9.58106,9.55362,9.46524,9.51112,9.73767,9.76654,9.87397,10.09208,10.28763,10.53422,10.76395,11.09131,11.76653,12.39678,12.75245,13.51455,14.25464,14.75813,15.49865,15.73441,15.89995,15.85975,15.65228,15.83753,15.45563,15.30526,14.9932,14.6412,14.47459,14.34695,14.29349,14.43448,14.38802,14.24878,14.22246,14.15761,13.87552,13.71089,13.78731,13.48232,13.26039,13.40609,13.3956,13.49595,13.70088,13.71649,13.67382,13.56103,13.67445,13.98988,13.97143,14.39076,15.04172,16.35505,17.5234,18.42139,19.08706,19.20353,18.78599,18.27406,17.94958,17.64899,17.53948,17.44362,17.61494,17.87622,20.05092,18.51559,17.30877,16.83107,17.76428,16.9175,17.29954,16.08495,15.0616,15.43932,16.0501,14.86373,14.58877,15.15418,5,13.885937319587626
2013,13.97827,12.81344,12.77948,12.41748,11.6285,11.21356,10.66094,10.38536,10.02839,9.85211,9.67648,9.68565,9.52238,9.65373,9.51075,9.58452,9.68214,9.81743,10.1224,10.14728,10.48506,10.97253,11.49279,11.66049,12.98403,13.61971,14.31714,15.32675,16.30392,17.22407,17.66784,18.05893,18.054,18.10874,18.31458,18.25007,18.36388,18.30278,18.06859,17.69849,17.65415,17.42523,17.19604,17.33428,17.0757,17.031,17.00116,17.41901,17.57856,17.41543,17.14826,16.73306,16.31574,16.19936,15.74052,16.0172,16.04084,15.86908,15.72506,15.437,15.74153,15.95258,16.31988,16.99901,17.20525,17.31897,17.52052,17.84117,18.74728,20.33043,21.16781,21.94033,22.37832,22.47067,21.84736,21.52114,21.01979,20.60244,20.20081,20.04782,19.62631,19.31609,18.69316,19.46754,22.51706,20.94117,20.63901,19.657,18.3578,17.32505,17.49845,17.98645,18.7473,17.85496,17.1624,17.13708,6,16.07104432989691
2013,16.28634,15.47092,15.4661,15.58542,14.65653,13.68103,12.61738,12.04844,11.43081,11.06984,10.72342,10.30472,10.15964,10.01312,9.92336,9.99917,10.16087,10.18008,10.27755,10.48831,11.1967,11.75385,12.01078,12.18056,13.51622,14.44723,15.35744,16.39562,17.35412,17.94078,18.5953,18.48502,18.35738,18.14105,17.61103,17.19369,17.28728,16.91166,16.6065,16.39623,16.0974,15.98229,15.71451,15.53865,15.29554,15.2151,15.13071,15.57469,15.69597,15.53655,15.19369,15.17759,15.1608,15.26119,14.85643,14.93903,14.86313,14.87108,14.7797,14.733,14.98394,15.07047,15.31532,15.54315,15.81938,15.95796,16.19933,16.7126,17.18712,18.35081,19.4086,20.14294,20.52724,20.78989,20.12722,19.76301,19.3848,18.9871,18.60153,18.48265,18.02352,18.11642,17.92974,18.73475,21.68764,20.17193,20.15632,19.2023,17.76568,16.81829,17.04819,17.6757,18.41706,17.5469,17.03051,17.27534,7,15.689215360824742
2013,16.42942,15.49053,15.4619,15.54367,14.40779,13.39731,12.54026,12.03219,11.48816,10.95893,10.59246,10.22961,10.19004,9.99978,9.85416,10.01867,10.06222,10.04399,10.22432,10.49307,11.22464,11.54478,11.78538,12.03328,13.46948,14.00506,14.86784,15.84954,16.86896,17.70293,18.02047,18.34481,17.95118,17.62717,17.10094,16.8061,16.55292,16.26016,16.00305,15.85626,15.86017,15.70403,15.54876,15.36408,15.36608,15.17958,15.26764,15.37851,15.46812,15.48726,15.1608,15.13619,15.20091,15.01756,15.01301,15.06461,15.15785,15.10998,15.17413,15.22764,15.23049,15.50193,15.66184,15.9004,16.03277,16.32767,16.28611,16.39368,16.95787,18.04071,18.88445,19.4291,19.95527,19.92954,19.29504,18.93121,18.55727,18.13856,17.73052,17.65934,17.12875,17.13355,17.12552,18.18032,21.06864,19.57399,19.37705,18.29807,17.01995,16.01317,16.29318,16.84077,17.85879,16.91883,16.25391,16.60847,8,15.420175979381447
2013,15.97408,15.03565,15.09234,15.16226,14.08523,13.13156,12.38461,11.85562,11.24533,10.83002,10.43317,10.25363,10.11059,9.92954,9.76948,9.81411,9.99274,9.98742,10.18101,10.35447,10.76984,11.15385,11.55025,11.92969,13.01017,13.53132,14.28326,15.36681,16.27709,16.98851,17.19076,17.13861,17.14515,16.76463,16.44759,16.43197,16.32482,15.87698,15.5653,15.57757,15.49397,15.39134,15.22908,15.31229,15.20244,15.23217,15.28605,15.56628,15.49235,15.67806,15.59517,15.50531,15.28327,15.13933,15.22605,15.53361,15.44023,15.43117,15.33833,15.96679,15.83643,15.90922,16.0054,16.3105,16.59816,16.44299,16.15672,16.21499,16.60929,17.62346,18.41786,19.25521,19.64566,19.44033,18.98452,18.57188,18.27957,18.06835,17.67697,17.47452,16.86083,16.82826,16.7772,17.77801,20.50013,18.7046,18.67116,17.77786,16.69657,15.82622,16.20126,16.74813,17.74705,16.77603,16.36464,16.79225,9,15.246005670103086
