year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2015,8.421283291132477,1179.0,15.886027397260273,14.916438356164383,23.396164383561644
2016,10.463525819677338,701.0,16.589890710382512,15.314754098360655,24.12185792349727
2017,10.854131387833794,577.0,16.249725274725275,14.96510989010989,24.08712328767123
2018,10.896073743889664,553.0,16.713150684931506,14.775068493150684,23.876986301369865
2019,11.059896410905495,607.0,17.103287671232877,14.8375,24.47013698630137
2020,10.433356048649907,1051.0,15.646448087431695,14.774725274725276,23.535792349726776
2021,10.317520227392219,877.0,15.986027397260273,14.159279778393351,22.815616438356166
2022,10.160507003277754,616.0,15.811538461538461,14.430939226519337,22.412054794520547
2023,10.70804429908192,623.0,16.832602739726028,14.579338842975208,23.833977900552487
