year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01DEC2012,Date_01FEB2013,Date_01JAN2013,Date_01MAR2013,Date_02APR2013,Date_02DEC2012,Date_02FEB2013,Date_02JAN2013,Date_02MAR2013,Date_03APR2013,Date_03DEC2012,Date_03FEB2013,Date_03JAN2013,Date_03MAR2013,Date_04APR2013,Date_04DEC2012,Date_04FEB2013,Date_04JAN2013,Date_04MAR2013,Date_05APR2013,Date_05DEC2012,Date_05FEB2013,Date_05JAN2013,Date_05MAR2013,Date_06APR2013,Date_06DEC2012,Date_06FEB2013,Date_06JAN2013,Date_06MAR2013,Date_07APR2013,Date_07DEC2012,Date_07FEB2013,Date_07JAN2013,Date_07MAR2013,Date_08APR2013,Date_08DEC2012,Date_08FEB2013,Date_08JAN2013,Date_08MAR2013,Date_09APR2013,Date_09DEC2012,Date_09FEB2013,Date_09JAN2013,Date_09MAR2013,Date_10APR2013,Date_10DEC2012,Date_10FEB2013,Date_10JAN2013,Date_10MAR2013,Date_11APR2013,Date_11DEC2012,Date_11FEB2013,Date_11JAN2013,Date_11MAR2013,Date_12APR2013,Date_12DEC2012,Date_12FEB2013,Date_12JAN2013,Date_12MAR2013,Date_13APR2013,Date_13DEC2012,Date_13FEB2013,Date_13JAN2013,Date_13MAR2013,Date_14APR2013,Date_14DEC2012,Date_14FEB2013,Date_14JAN2013,Date_14MAR2013,Date_15APR2013,Date_15DEC2012,Date_15FEB2013,Date_15JAN2013,Date_15MAR2013,Date_16APR2013,Date_16DEC2012,Date_16FEB2013,Date_16JAN2013,Date_16MAR2013,Date_16NOV2012,Date_17APR2013,Date_17DEC2012,Date_17FEB2013,Date_17JAN2013,Date_17MAR2013,Date_17NOV2012,Date_18APR2013,Date_18DEC2012,Date_18FEB2013,Date_18JAN2013,Date_18MAR2013,Date_18NOV2012,Date_19APR2013,Date_19DEC2012,Date_19FEB2013,Date_19JAN2013,Date_19MAR2013,Date_19NOV2012,Date_20APR2013,Date_20DEC2012,Date_20FEB2013,Date_20JAN2013,Date_20MAR2013,Date_20NOV2012,Date_21APR2013,Date_21DEC2012,Date_21FEB2013,Date_21JAN2013,Date_21MAR2013,Date_21NOV2012,Date_22APR2013,Date_22DEC2012,Date_22FEB2013,Date_22JAN2013,Date_22MAR2013,Date_22NOV2012,Date_23APR2013,Date_23DEC2012,Date_23FEB2013,Date_23JAN2013,Date_23MAR2013,Date_23NOV2012,Date_24APR2013,Date_24DEC2012,Date_24FEB2013,Date_24JAN2013,Date_24MAR2013,Date_24NOV2012,Date_25APR2013,Date_25DEC2012,Date_25FEB2013,Date_25JAN2013,Date_25MAR2013,Date_25NOV2012,Date_26APR2013,Date_26DEC2012,Date_26FEB2013,Date_26JAN2013,Date_26MAR2013,Date_26NOV2012,Date_27APR2013,Date_27DEC2012,Date_27FEB2013,Date_27JAN2013,Date_27MAR2013,Date_27NOV2012,Date_28APR2013,Date_28DEC2012,Date_28FEB2013,Date_28JAN2013,Date_28MAR2013,Date_28NOV2012,Date_29APR2013,Date_29DEC2012,Date_29JAN2013,Date_29MAR2013,Date_29NOV2012,Date_30APR2013,Date_30DEC2012,Date_30JAN2013,Date_30MAR2013,Date_30NOV2012,Date_31DEC2012,Date_31JAN2013,Date_31MAR2013
2013,11.7936,11.4948,10.59077,11.2752,10.95336,10.25424,9.83016,9.76752,9.054,8.60112,8.0352,7.56432,7.3872,7.3872,7.3872,7.3872,7.3872,7.3872,7.3872,7.3872,7.3872,7.49088,8.0352,8.18064,8.80949,9.73584,10.40688,10.1088,10.68696,10.7568,11.31408,12.01464,11.49552,12.0528,12.0528,12.49848,12.7008,13.33224,13.3488,13.3488,13.3488,13.3488,13.3488,13.61016,13.35672,13.3488,13.3488,13.41576,13.9968,13.9968,13.9968,13.9968,13.9968,13.9968,13.9968,13.9968,13.9968,13.9968,14.25168,13.9968,13.9968,14.35392,14.6448,14.6448,14.6952,15.2928,15.2928,15.2928,15.2928,15.2928,15.2928,15.2928,15.2928,15.2928,14.8176,14.6448,14.52528,14.48064,13.9968,13.392,13.3488,13.3488,13.3488,13.3488,12.91536,12.48624,12.0528,11.99736,13.9081,13.60944,13.78728,13.00968,12.03264,11.3616,11.016,11.71325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,12.1824,11.86848,11.11968,11.664,11.2824,10.39248,9.88992,10.34352,9.59328,9.072,8.37389,8.2944,8.2944,7.76952,7.6464,7.6464,7.6464,7.6464,7.6464,7.6464,7.96176,8.2944,8.2944,8.41968,9.19656,10.07208,10.66896,10.4832,11.61288,11.53872,12.01032,12.1824,12.3408,12.8304,13.14432,13.4784,13.99104,14.1264,14.75784,14.7744,14.7744,14.7744,14.7744,14.7744,14.93712,14.7744,14.8248,15.4224,15.49368,16.0704,16.0704,16.0704,16.32096,17.79595,18.19958,18.0144,17.38267,16.848,17.06976,17.496,17.15616,16.848,16.848,17.24256,16.848,17.34264,17.496,17.496,17.496,17.496,17.496,17.22744,16.848,16.848,16.53048,16.2,16.2,16.05744,15.552,14.90688,14.904,14.904,14.904,14.904,14.4972,14.256,13.752,13.608,15.27178,14.84136,14.93395,13.88592,13.24872,12.5964,12.1824,12.72672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,13.0896,12.60144,11.60669,12.1824,11.87496,11.15712,10.92283,10.83816,10.2924,9.59112,8.87184,8.5536,8.5536,8.38584,7.9056,7.9056,7.9056,7.9056,7.98624,8.5536,8.5536,8.7804,9.2016,9.2124,10.12896,10.4976,10.9764,10.7388,11.58192,11.7936,12.34872,12.94704,13.82515,14.5152,15.24168,15.8112,16.57944,16.96896,17.3664,17.7313,18.13248,18.41904,17.8848,17.8848,17.8848,17.8848,17.8848,17.8848,17.8848,18.18072,17.8848,17.8848,17.8848,18.47952,18.13104,17.30376,17.2368,17.2368,17.2368,17.2368,17.28432,17.74944,17.2368,17.2368,17.2368,17.2368,17.2368,17.2368,17.16624,16.5888,16.5888,16.5888,16.5888,16.5888,16.5888,16.5888,16.11072,16.05384,15.2928,14.77008,15.2928,15.2928,15.04584,14.57064,13.82112,13.3488,12.92184,12.68712,14.19192,13.7448,13.27824,12.54888,11.67264,11.0232,11.22264,11.37542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,11.7936,11.10312,10.92384,11.99808,11.26008,10.34928,10.12536,10.14912,9.432,8.5716,8.424,8.0856,7.776,7.776,7.776,7.776,7.776,7.776,7.776,7.776,8.0136,8.424,8.424,8.424,9.02808,9.1476,10.0548,9.81576,10.41264,11.14272,11.016,11.016,11.29104,11.66544,12.312,12.3228,12.99254,13.0896,13.0896,13.0896,13.0896,13.0896,13.266,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.0896,13.49064,13.67064,13.11062,13.2192,12.91896,13.02984,13.2192,12.99528,12.66912,13.10328,12.5712,12.5712,12.5712,12.5712,12.5712,12.5712,12.11256,11.9232,11.3832,11.55586,13.40424,13.1832,13.61952,12.86712,12.19968,11.45232,11.7,11.99088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,12.63024,12.0708,11.41718,12.0528,11.70144,10.77552,9.93024,9.40176,9.77818,9.23976,8.64864,8.5536,7.95456,7.9056,7.9056,7.9056,7.31376,7.2576,7.2576,7.2576,7.51392,7.9056,7.9056,7.9056,8.17632,8.5536,8.86032,8.69688,9.2016,9.5328,10.53504,10.8072,11.76336,11.97216,12.5712,12.79008,13.2192,13.2192,13.2192,13.2192,13.73976,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.8672,13.54896,13.8672,13.8672,13.8672,13.8672,13.8672,13.88664,14.5152,14.5152,14.5152,14.5152,14.5152,14.5152,14.5152,14.5152,14.5152,14.5152,14.14512,13.8672,13.73112,13.2192,13.2192,13.2192,12.83184,12.5712,12.5712,12.57336,13.2192,13.21632,12.5712,12.5712,14.46869,13.60152,12.21192,12.0623,13.6152,12.81816,12.5712,12.09312,11.14416,11.0903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,11.4048,10.54656,10.30147,11.214,10.26216,9.324,8.6832,8.6832,8.6832,8.28936,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.0352,8.46504,8.6832,8.6832,8.6832,8.99496,9.48816,9.9792,10.79208,10.6272,11.33208,12.29112,13.37544,13.9968,13.9968,14.46811,15.2928,15.2928,15.87888,15.9408,15.9408,15.9408,16.23384,16.5888,17.03232,17.2368,17.2368,17.86464,17.8848,17.8848,18.306,18.5328,18.5328,18.5328,18.5328,18.5328,18.5328,18.5328,18.66384,19.1808,19.1808,19.1808,18.94392,17.8848,17.52192,17.2368,17.2368,16.71696,16.48944,16.17336,15.6816,15.6816,15.19488,15.25896,14.38704,14.3856,14.3856,14.3856,14.3856,14.3856,14.35608,13.7376,15.30792,14.29272,12.924,12.7103,13.91126,13.10616,13.2156,12.50352,11.76264,11.78136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,11.81664,11.04984,10.69546,11.62872,10.45512,9.64512,9.2016,9.2016,8.77176,8.5536,8.5536,8.5536,8.5536,7.93224,7.9056,7.9056,7.9056,7.9056,7.92432,8.5536,8.5536,8.5536,8.5536,8.5608,9.2016,9.68832,10.27152,10.4976,10.76184,11.1456,11.23272,11.7936,12.20472,12.46536,13.54896,14.22936,14.80608,15.43752,15.8112,15.8112,16.22736,16.39944,16.65648,17.7552,17.4816,18.08237,18.76968,19.56946,20.4768,21.02256,21.1248,21.15216,21.7728,21.7728,22.28544,22.4208,22.62384,23.0688,23.0688,23.37552,23.7168,23.7168,23.7168,23.7168,23.7168,23.7168,23.7168,23.6484,23.0688,22.7736,21.36672,19.926,19.26,18.6012,17.9352,17.40888,17.2368,17.2368,16.632,16.5888,17.0064,17.03088,16.5888,16.5888,16.15032,15.9408,15.3936,15.2928,17.2476,16.5996,16.45704,15.28272,14.11056,13.31568,13.25808,13.24454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,13.608,12.91464,12.25382,12.96,12.14064,11.2284,10.35648,9.72,9.72,9.63288,9.072,8.79696,8.424,8.424,8.19792,7.776,7.776,7.776,7.776,7.776,7.776,7.776,7.776,7.776,7.9416,8.424,8.424,8.424,9.02808,9.61848,10.25208,10.368,10.93824,11.64888,11.664,11.664,11.664,12.0312,12.312,12.312,12.312,12.312,12.312,11.74104,11.664,11.664,11.664,11.664,11.49696,11.016,11.016,10.91808,10.34064,9.72,9.55368,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.07488,9.072,9.18288,9.72,9.49032,9.072,9.072,9.23242,9.4608,9.4608,9.4608,9.4608,10.91218,10.14264,9.3312,9.3312,10.52064,10.14192,9.88704,9.3852,8.6832,9.15062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,9.88834,9.67104,9.02347,9.97416,8.90928,8.0568,7.8624,7.48627,8.10432,7.668,6.91776,6.8688,6.8688,6.8688,6.8688,6.8688,6.8688,6.8688,6.8688,6.87254,6.8688,6.8688,6.8688,6.9768,7.2576,7.2576,7.2576,7.2576,7.39354,7.5168,7.85664,8.1648,8.1648,8.80934,9.35064,9.4608,10.05192,10.18872,10.1088,10.59264,10.7568,10.7568,10.7568,11.00246,10.6308,10.368,10.368,10.368,10.368,10.368,10.368,10.37606,10.07784,9.72,9.72,9.72,9.72,9.72,9.72,9.17928,9.14904,9.34704,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.072,9.20664,9.072,9.072,9.072,9.072,9.072,9.25171,9.7416,9.4608,9.4608,9.4608,9.4608,10.026,10.08893,9.8496,9.8496,11.56075,10.66104,9.77472,9.58262,11.00866,10.70568,10.1088,9.79632,9.29232,9.35611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,10.20672,9.2808,9.07805,10.2204,9.20304,8.06904,7.79112,7.95384,7.40232,6.9984,6.9984,6.9984,6.9984,6.97234,6.8688,6.8688,6.88781,6.8688,6.88954,6.8688,6.8688,6.8688,6.8688,7.44523,7.79256,8.28778,8.87832,8.90352,8.8128,8.8128,9.162,9.4716,9.56808,10.1088,10.1088,10.57824,10.6272,10.6272,11.11176,10.6272,11.22696,11.2752,11.2752,11.2752,11.2752,11.2752,11.2752,11.2752,11.2752,11.63592,12.66408,12.5712,12.5712,12.5712,12.43512,11.2752,11.2752,11.2752,10.8504,10.6272,11.10024,11.2752,11.2752,11.2752,11.2752,11.2752,11.2752,11.67552,11.9232,11.9232,11.9232,12.28464,13.2192,13.2192,13.2192,13.2192,13.2192,13.2192,13.2192,13.03632,12.5712,13.19904,13.2192,13.2192,12.42072,11.30832,11.00664,10.6272,12.56573,12.35664,12.63528,12.13675,11.67336,11.07504,10.77667,11.35469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,11.664,11.29608,10.74888,11.2752,11.01096,10.02888,9.70488,9.8604,9.17496,8.56512,8.13456,7.9524,7.49088,7.3872,7.34098,7.2576,7.17048,7.128,7.128,7.31117,7.3872,7.3872,7.48267,7.5168,7.99056,8.1648,8.1648,8.1648,8.1648,8.54006,9.144,9.2016,9.75931,11.59632,11.9232,12.34872,11.63592,11.9232,11.9232,11.9232,12.01032,12.5712,12.5712,12.5712,12.5712,13.4136,14.5152,14.80752,15.1632,15.1825,14.53536,15.72912,15.43032,16.0704,16.0704,17.15184,17.3664,17.28648,16.34904,17.28576,17.38728,18.0144,18.11016,18.39672,17.80632,17.02152,16.272,15.4224,15.4224,14.82912,14.38848,13.4784,12.98736,12.8304,12.40142,12.43296,11.7936,11.89224,11.6604,11.1456,11.1456,11.1456,11.39947,11.466,10.8864,10.8864,10.62432,10.2384,12.39178,12.28392,12.84048,12.44952,11.6892,10.73448,10.908,11.1924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,11.72189,11.6532,10.87632,11.4048,10.91304,10.06186,9.43776,8.98632,9.39686,8.8128,8.48952,7.91136,7.77168,7.5168,7.5168,7.5168,7.3872,6.90869,6.9984,6.9984,7.38216,7.3872,7.3872,7.3872,7.61962,7.776,7.98322,8.1648,8.11325,8.24976,8.7359,9.55051,9.75269,10.7568,10.54598,10.8864,11.50488,11.5344,11.5344,11.5344,11.83536,11.95272,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,11.5344,10.95336,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,10.8864,11.15165,11.19715,10.71432,10.8864,10.39464,10.2384,10.2384,10.2384,10.78488,10.8864,10.25496,10.2384,12.26376,11.66688,10.36512,10.50926,11.95301,11.62872,11.4048,11.03544,10.24704,10.50048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,10.7568,9.8496,9.61632,10.71648,9.34632,8.35776,8.07408,7.5168,7.5168,7.5168,7.5168,7.37683,7.128,7.14211,7.128,7.128,7.11706,6.9984,6.9984,6.9984,6.9984,7.41744,7.128,7.14182,7.128,7.16818,7.2576,7.2576,7.2576,7.5924,7.9056,8.23968,8.55504,9.2016,9.8496,9.8496,10.37304,10.4976,10.4976,11.00016,11.36016,11.7936,11.68056,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.6892,11.7936,11.25648,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,11.1456,10.77552,10.8108,10.9283,10.5264,10.92096,11.10456,10.43712,10.55621,10.4976,10.4976,10.52496,10.65456,10.4976,10.8504,11.1456,10.59912,10.4976,10.4868,12.03998,11.43648,10.512,9.9792,11.65608,11.19456,11.16936,10.24344,9.70848,9.71568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2013,9.97128,9.4752,9.37181,10.4976,9.2664,8.4888,8.0352,8.24659,7.6464,7.6464,7.6464,7.46755,7.3872,7.3872,7.3872,7.33522,7.2576,7.35005,7.5168,7.5168,7.5168,7.5168,7.78752,7.776,8.05248,8.07782,8.79984,8.55792,8.60832,8.9424,9.67176,10.4976,10.2384,10.66003,11.016,11.484,11.664,11.664,11.6784,12.312,12.312,12.312,12.312,12.312,12.8304,12.96,12.96,13.608,13.608,13.608,14.1696,14.256,14.256,14.256,14.68368,14.904,14.904,14.904,15.02352,15.552,15.56424,16.2,16.2,16.24104,16.848,16.848,16.848,16.848,16.848,16.848,16.25904,15.552,15.5641,15.37992,14.72256,14.256,13.91256,14.256,13.25664,12.96,12.96,12.56472,12.83544,12.312,11.87136,11.664,11.79821,11.69712,13.63709,13.09032,13.49597,13.29192,12.44304,11.6244,12.09168,12.57336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
