year,Zone Substation,Date,unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
2022,Flemington 132_11kV,01MAY2021,MW,18.03455637,18.128854103,19.295748631,19.233054536,19.255435262,19.129795573,18.828232409,18.671536258,18.496735983,18.496735983,18.496735983,18.496735983,18.362753806,18.237811902,18.444057062,18.259833904,18.114946633,18.009267099,18.290920174,18.26371654,18.437471285,18.476292133,18.359939305,18.762634967,18.665777698,19.030725773,18.396984268,18.388409564,17.911077866,17.90094068,17.750247149,17.51759181,17.440553401,18.424567731,18.614597238,17.564164623,17.438645502,17.248518103,16.790548218,16.96573224,17.113586608,17.574529204,17.194148983,16.666955574,16.518251891,17.845081115,17.103494503,18.907485461,18.647583265,19.005471401,16.811858282,16.716112279,17.556295792,17.646192547,18.69824318,18.337301954,18.872976275,18.930446509,18.405373481,18.239218358,18.757068162,19.377585648,19.51267075,18.938491822,18.849686131,19.204809506,19.641375751,19.673354522,20.177717182,19.865971569,20.170101383,20.2771992,20.326052393,20.257040285,20.676738447,20.289973448,19.835527115,19.969048327,19.77660769,20.0091371,19.52583696,19.537575066,19.446283482,19.489900844,19.272247883,18.957996318,18.565229965,18.652680962,18.529604673,18.278730925,18.060088474,18.266919951,17.777418231,17.637494441,17.710871994,17.46723427
2022,Flemington 132_11kV,02MAY2021,MW,17.278063773,17.147432908,17.174239346,16.764123974,16.812994373,16.571500916,16.391354876,16.059391563,16.059391563,16.059391563,15.994782979,16.129844773,15.654539032,15.794644811,15.628569091,15.715755122,15.680665866,15.635017257,15.823608046,15.978146749,15.978146749,15.978146749,15.978146749,15.978146749,16.328418779,16.659467565,16.628105261,16.514275626,16.302596415,16.55806167,16.695864573,16.035465363,15.938652598,15.966295839,15.398906973,15.301106633,15.003835144,14.289613465,14.419370334,14.635816701,15.454476675,15.246463267,15.13461512,14.728011709,14.713099566,16.445873685,16.141736125,14.065427934,14.68542659,15.801691625,15.863805235,16.009011618,15.45338126,15.616614152,16.139717227,16.900910524,17.803116923,18.313753072,17.11722708,16.555170726,17.091019615,17.000183923,17.516470342,17.958980946,18.379798137,18.952319743,19.038368076,18.943872233,18.975095824,18.873224703,19.416038132,19.349431612,18.984204866,19.154365684,19.43958324,19.174744537,18.89182193,18.848796843,19.364019966,19.105501604,18.760472031,18.550899192,18.550899192,18.550899192,18.550899192,18.242202209,18.339005008,18.036348703,18.5501393,18.518195717,18.278352089,18.193855984,18.222277966,17.942900431,18.044938447,17.846777471
2022,Flemington 132_11kV,03MAY2021,MW,18.072520483,18.314997292,17.888673074,17.966363879,17.859687542,17.48336828,17.50185505,17.575961424,17.575961424,17.660196643,17.387512561,17.49471661,17.348126502,17.170088585,17.500845087,18.017108722,18.589809644,18.59479535,18.527874123,18.967502738,19.668414025,19.878537578,20.622469222,21.127917041,22.581083684,23.758784694,24.274077507,24.723009845,25.185936206,25.699310865,26.193397482,25.841597995,26.284915179,26.217747799,25.217660608,25.152291952,25.115232635,24.774440647,24.804650917,24.476452995,24.399781812,24.575941169,23.98524768,24.163229087,24.338878028,24.367325863,24.465513525,24.792113886,24.914705413,25.377511928,25.754606031,25.549288669,25.862593388,25.76623267,25.696488908,26.188169757,26.297544054,26.32027749,26.904110487,26.7595294,26.850797279,27.125014666,27.699193974,28.163978764,28.091070155,27.800824971,28.153325944,28.322748192,27.752671206,27.4178291,26.988341842,26.926755204,26.207877456,25.620708909,25.660618763,25.0785985,24.312766775,23.991184094,23.763469667,23.40079159,23.495913036,23.556614846,23.170911266,22.501730593,22.518912101,22.503953523,22.088902348,21.432799779,21.150733239,21.132418943,20.929043783,20.762114559,20.234293218,19.933221422,19.615540839,19.257914167
2022,Flemington 132_11kV,04MAY2021,MW,19.192566038,19.353768207,19.274601527,18.774062176,18.644864976,18.565124021,18.455336243,18.469237772,18.650911143,19.298812409,18.979599278,18.856178964,18.961112382,19.177726709,19.073429654,19.015653344,19.661244983,19.661244983,19.889494759,19.614421972,20.202877076,20.503509608,20.883833608,21.551491375,23.08541863,23.715186957,24.256012687,25.387032647,25.720293927,26.011147779,26.955135895,26.992224857,26.996504328,27.199628152,27.334833136,27.887265228,28.899355636,29.231634305,29.263286725,28.755199478,28.792758522,28.785484204,29.084292935,28.768432814,28.809327319,29.131311475,28.588274009,29.038527677,28.783030828,29.065206055,28.624665945,28.322948848,27.656675439,28.067820146,28.352025844,28.440067093,27.859044409,27.934954237,28.054422588,27.766338985,27.059307797,26.775939101,26.479815747,26.771818906,26.696383981,26.557218728,26.441144876,26.020124013,25.994497142,26.741834208,26.393761222,26.267207457,26.108314952,25.787737269,25.656283864,25.331096477,24.696234498,24.251294223,24.372443835,24.714582826,24.355504364,23.570932439,23.479770233,23.356791457,23.024696058,22.477731867,22.403770669,22.004409096,21.795735474,21.507582073,21.451587967,20.797936842,20.497897144,20.230323741,19.925938781,19.834405666
2022,Flemington 132_11kV,05MAY2021,MW,19.617147428,19.502526739,19.490544808,19.336013056,18.817396806,18.813893529,18.567443344,18.225919936,18.274795661,18.758372539,18.890182283,19.087926455,18.740470424,18.740470424,18.786271123,19.059874607,19.456807953,19.487461242,19.465901505,19.599972401,20.25454031,20.844712208,21.272628138,22.135457811,22.947858883,24.191666993,24.479182477,24.79413847,25.279770535,25.193613534,25.738580401,26.112855075,26.681124598,27.339722683,27.352035624,27.77756904,28.15286014,27.817544558,27.632582073,27.015620781,27.782559205,28.056440781,26.771132676,27.127540532,26.185963943,27.115201484,27.634069684,28.364611243,27.928596939,26.438782692,27.261320156,27.453247254,27.221867277,27.262549607,26.971088242,26.584437059,24.682801643,24.777505346,25.721975099,26.679738977,26.862222773,26.080449371,25.95130108,26.133535599,26.543143732,26.620647096,26.186781933,25.535348341,25.67804267,25.986896545,25.673020892,25.558416596,25.945094951,25.664655474,25.458911559,25.937043464,25.297852778,24.88133815,24.276358699,23.883270237,23.376871492,23.263098403,22.939690042,22.412712943,22.540029849,22.340554946,22.013049518,21.340541743,21.053162081,20.561959475,20.257040285,19.769189262,19.89700178,19.887737127,20.046158899,19.922081928
2022,Flemington 132_11kV,06MAY2021,MW,19.579937556,19.607081774,19.683169961,19.582231242,19.348277502,19.227939308,19.221733198,19.022684252,18.740470424,18.956342932,18.875878448,19.213288214,19.444228476,19.605094164,19.483250234,19.730898112,19.703515125,20.094550657,19.995517977,20.039461004,21.077197655,21.938844784,22.437955941,22.843661254,24.088186249,24.459862244,25.462715369,25.605990905,26.32400363,26.757622458,27.811506913,28.386991716,28.234007713,28.547305247,28.956565923,27.986074287,28.002064764,29.069730705,28.276976091,27.240379414,27.741113283,28.097073046,27.241679638,27.794684163,27.764731583,28.771214708,28.256841243,27.545981709,27.627391414,27.751305029,27.732016698,27.453628869,27.002963417,27.029651309,26.624394269,26.441650472,26.32484789,25.991616039,27.289306702,27.329792852,27.656020913,27.412260671,26.798979499,27.207033545,27.722780932,27.785726381,27.573688429,27.222469626,27.459736114,27.707695521,27.846242393,27.034788762,26.518683609,26.511786718,25.818790951,25.416994994,25.481724687,24.36905107,24.687438537,24.866571345,24.902081576,24.53034797,24.187339822,24.156096135,24.062842832,23.151448475,22.599211821,22.678201316,22.849017291,22.636247252,22.288956148,21.52339885,21.979423499,21.413398932,21.732518198,20.831066654
2022,Flemington 132_11kV,07MAY2021,MW,20.620641701,20.784812013,20.527856332,20.467702527,20.396531547,20.446611518,20.446611518,20.031355137,19.739242821,19.798407353,19.607055107,19.483161135,19.904025773,20.542917803,20.601444328,20.068042172,19.87852178,20.188508443,20.068165592,20.448265031,20.937851606,21.301094695,21.627120691,21.844946487,22.803916471,23.879522612,23.96307709,24.395628108,24.840862092,25.96536954,25.722475007,25.802485514,26.16841871,26.30721484,26.031662943,26.723081605,27.101889143,27.634675842,28.466599555,27.13834537,25.639262606,26.421221048,27.975887433,26.917144448,27.065615536,27.454912736,26.871789747,26.360342305,25.297928138,25.785799941,28.316665808,26.101541355,25.873783291,26.291126869,27.315597469,26.215640326,25.469386742,25.482681011,25.598562367,25.670578348,25.362075883,25.815616373,26.045636871,26.022087971,26.13411677,26.327610322,26.420806735,26.217928415,25.971258869,25.430130439,25.430989125,25.222292917,24.392992725,23.879962959,23.531764964,23.857634537,22.94827,22.691132204,22.883704656,22.42856507,22.164500846,21.957015042,21.910020514,21.665283728,21.208814597,20.958619676,20.337996066,19.821154637,19.734783798,19.547341234,19.393431727,19.003041404,18.821715238,19.071313263,18.648060713,18.442572773
2022,Flemington 132_11kV,08MAY2021,MW,17.992879677,17.883686087,17.78069339,17.298932605,17.331281004,17.278063773,17.227570338,17.169737354,17.111032921,16.786006633,16.715391295,17.016696949,17.100010022,17.106577455,17.061410936,17.018898323,16.892677914,17.175221469,17.015673445,16.902737376,17.570302741,17.574289622,17.246486929,17.15009967,17.707668421,18.034595476,17.906590607,17.499630748,17.250982168,17.250982168,17.15577769,16.817676494,16.865297997,16.510741693,16.857366607,16.146952891,16.364568659,16.776546451,15.74459685,15.506963822,15.422512997,15.185376392,15.851058231,16.990158078,15.984213245,17.703595402,16.887804291,16.848253756,15.810606709,16.477208618,17.611418286,16.36176185,18.457435627,15.626441326,16.140861154,16.538404974,17.870846175,18.57745953,18.385811301,16.664141218,18.489548759,18.222209919,18.655502468,18.354683849,18.605062401,18.605062401,18.984216331,19.10296951,19.270816349,19.634163378,19.634163378,19.453938784,19.575283113,19.25123727,19.298165971,19.332847541,18.970449704,18.952559831,19.092531285,18.772483589,18.401323896,18.449296468,18.092468829,18.265625667,18.191511132,18.156358,17.625544773,17.530266145,17.603043029,17.411702537,17.403748074,17.14265575,16.998097303,16.776982826,17.135283342,16.831299137
2022,Flemington 132_11kV,09MAY2021,MW,16.781666084,16.54394105,16.33020761,16.33020761,16.062068128,15.92398354,16.303280912,16.079888005,15.788575517,15.788575517,15.788575517,15.668258501,15.842738726,15.842738726,15.842738726,15.736460308,15.761493912,15.761493912,15.761493912,15.862752321,15.763245189,15.746420742,15.537370488,15.974869243,16.032309958,16.070430838,16.601023656,16.392874262,16.086473168,16.086473168,16.115339992,16.167717982,16.167717982,16.167717982,16.306539786,16.724782491,17.176112093,17.116380202,17.136493962,17.238365842,17.443722039,17.46338861,16.932922334,17.10936807,17.034329331,16.85717171,16.879450843,16.655186866,16.733638483,16.617138836,16.827711943,17.167312648,16.99867694,16.91428463,16.965681616,17.056164236,17.1062955,17.376692052,17.264296424,17.379628095,17.603043029,17.609694126,17.693246835,17.737398119,18.206093638,18.19723779,17.928022285,18.227759373,18.133109616,18.791092443,19.092355868,19.134681095,18.932286505,18.828669794,19.088517665,19.178055606,18.659959071,18.337986017,18.766956198,18.625067059,18.225919936,18.155401532,18.088389527,18.334246355,18.175015727,17.922611254,18.274273058,17.992457005,17.820207654,17.61077591,18.009267099,17.856667131,17.548879819,17.548879819,17.921241954,17.408760464
2022,Flemington 132_11kV,10MAY2021,MW,17.531513109,18.043478658,17.302316812,17.467635005,17.512277099,17.426804702,17.343627254,17.306661713,17.001181573,17.259118547,17.178017916,17.169737354,17.40515648,17.374225676,17.577059276,17.657206238,17.746362311,18.133169466,18.451429541,18.121418234,18.991818787,19.943057804,20.385162743,20.985694564,22.238420845,23.738534225,24.251500891,24.377411071,24.866695235,25.350472499,25.328028168,25.180033228,25.300734315,25.837987042,25.564163042,25.404743348,26.052134199,25.581561727,25.417249074,25.778107502,25.324821019,25.744462436,25.907101789,26.103874959,25.313308846,24.945941228,25.220678528,25.237011805,25.614128963,25.400305143,25.629153079,26.635235559,27.123393995,27.719309937,26.579502628,25.331919577,24.627036159,25.475485031,25.973940038,26.143086613,26.019430038,26.338274209,26.509110225,26.362479585,27.167594622,27.919406814,27.590725882,27.244107521,26.870188303,26.47672059,26.117953349,25.662271932,24.741229663,24.492917924,24.140229294,24.106360606,23.904624732,23.943226237,23.633500948,23.655088742,23.379814413,23.517226801,23.164909712,23.332950888,23.006023977,22.726268943,22.239607398,21.500016033,21.219915238,20.792023845,21.042406821,20.697516681,20.423920546,19.990425137,19.512347323,19.150063572
