Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),index
66058,2016,11,16,0.0,1.0,685
66058,2016,11,17,0.0,1.0,686
66058,2016,11,18,0.0,1.0,687
66058,2016,11,19,0.0,1.0,688
66058,2016,11,20,0.0,1.0,689
66058,2016,11,21,0.0,1.0,690
66058,2016,11,22,0.0,1.0,691
66058,2016,11,23,0.0,1.0,692
66058,2016,11,24,15.0,1.0,693
66058,2016,11,25,0.0,1.0,694
66058,2016,11,26,0.0,1.0,695
66058,2016,11,27,0.0,1.0,696
66058,2016,11,28,0.0,1.0,697
66058,2016,11,29,0.0,1.0,698
66058,2016,11,30,0.0,1.0,699
66058,2016,12,1,0.0,1.0,700
66058,2016,12,2,0.0,1.0,701
66058,2016,12,3,0.0,1.0,702
66058,2016,12,4,0.0,1.0,703
66058,2016,12,5,1.0,1.0,704
66058,2016,12,6,10.0,1.0,705
66058,2016,12,7,6.0,1.0,706
66058,2016,12,8,0.0,1.0,707
66058,2016,12,9,0.0,1.0,708
66058,2016,12,10,0.0,1.0,709
66058,2016,12,11,0.0,1.0,710
66058,2016,12,12,0.0,1.0,711
66058,2016,12,13,0.0,1.0,712
66058,2016,12,14,0.0,1.0,713
66058,2016,12,15,2.0,1.0,714
66058,2016,12,16,4.0,1.0,715
66058,2016,12,17,2.0,1.0,716
66058,2016,12,18,0.0,1.0,717
66058,2016,12,19,0.0,1.0,718
66058,2016,12,20,0.0,1.0,719
66058,2016,12,21,0.0,1.0,720
66058,2016,12,22,0.0,1.0,721
66058,2016,12,23,0.0,1.0,722
66058,2016,12,24,0.0,1.0,723
66058,2016,12,25,0.0,1.0,724
66058,2016,12,26,0.0,1.0,725
66058,2016,12,27,0.0,1.0,726
66058,2016,12,28,0.0,1.0,727
66058,2016,12,29,0.0,1.0,728
66058,2016,12,30,0.0,1.0,729
66058,2016,12,31,0.0,1.0,730
66058,2017,1,1,0.0,1.0,731
66058,2017,1,2,0.0,1.0,732
66058,2017,1,3,0.0,1.0,733
66058,2017,1,4,0.0,1.0,734
66058,2017,1,5,1.0,1.0,735
66058,2017,1,6,5.0,1.0,736
66058,2017,1,7,0.0,1.0,737
66058,2017,1,8,0.0,1.0,738
66058,2017,1,9,0.0,1.0,739
66058,2017,1,10,1.0,1.0,740
66058,2017,1,11,0.0,1.0,741
66058,2017,1,12,0.0,1.0,742
66058,2017,1,13,0.0,1.0,743
66058,2017,1,14,0.0,1.0,744
66058,2017,1,15,0.0,1.0,745
66058,2017,1,16,0.0,1.0,746
66058,2017,1,17,0.0,1.0,747
66058,2017,1,18,0.0,1.0,748
66058,2017,1,19,0.0,1.0,749
66058,2017,1,20,0.0,1.0,750
66058,2017,1,21,1.0,1.0,751
66058,2017,1,22,0.0,1.0,752
66058,2017,1,23,0.0,1.0,753
66058,2017,1,24,0.0,1.0,754
66058,2017,1,25,0.0,1.0,755
66058,2017,1,26,0.0,1.0,756
66058,2017,1,27,0.0,1.0,757
66058,2017,1,28,0.0,1.0,758
66058,2017,1,29,0.0,1.0,759
66058,2017,1,30,0.0,1.0,760
66058,2017,1,31,0.0,1.0,761
66058,2017,2,1,0.0,1.0,762
66058,2017,2,2,0.0,1.0,763
66058,2017,2,3,0.0,1.0,764
66058,2017,2,4,0.0,1.0,765
66058,2017,2,5,0.0,1.0,766
66058,2017,2,6,0.0,1.0,767
66058,2017,2,7,0.0,1.0,768
66058,2017,2,8,6.0,1.0,769
66058,2017,2,9,1.0,1.0,770
66058,2017,2,10,0.0,1.0,771
66058,2017,2,11,0.0,1.0,772
66058,2017,2,12,0.0,1.0,773
66058,2017,2,13,0.0,1.0,774
66058,2017,2,14,0.0,1.0,775
66058,2017,2,15,2.0,1.0,776
66058,2017,2,16,0.0,1.0,777
66058,2017,2,17,0.0,1.0,778
66058,2017,2,18,0.0,1.0,779
66058,2017,2,19,0.0,1.0,780
66058,2017,2,20,0.0,1.0,781
66058,2017,2,21,0.0,1.0,782
66058,2017,2,22,0.0,1.0,783
66058,2017,2,23,0.0,1.0,784
66058,2017,2,24,0.0,1.0,785
66058,2017,2,25,0.0,1.0,786
66058,2017,2,26,46.0,1.0,787
66058,2017,2,27,3.0,1.0,788
66058,2017,2,28,0.0,1.0,789
66058,2017,3,1,4.0,1.0,790
66058,2017,3,2,0.0,1.0,791
66058,2017,3,3,34.0,1.0,792
66058,2017,3,4,42.0,1.0,793
66058,2017,3,5,6.0,1.0,794
66058,2017,3,6,2.0,1.0,795
66058,2017,3,7,1.0,1.0,796
66058,2017,3,8,2.0,1.0,797
66058,2017,3,9,0.0,1.0,798
66058,2017,3,10,0.0,1.0,799
66058,2017,3,11,0.0,1.0,800
66058,2017,3,12,0.0,1.0,801
66058,2017,3,13,0.0,1.0,802
66058,2017,3,14,0.0,1.0,803
66058,2017,3,15,30.0,1.0,804
66058,2017,3,16,2.0,1.0,805
66058,2017,3,17,8.0,1.0,806
66058,2017,3,18,25.0,1.0,807
66058,2017,3,19,15.0,1.0,808
66058,2017,3,20,0.0,1.0,809
66058,2017,3,21,0.0,1.0,810
66058,2017,3,22,12.0,1.0,811
66058,2017,3,23,15.0,1.0,812
66058,2017,3,24,5.0,1.0,813
66058,2017,3,25,4.0,1.0,814
66058,2017,3,26,0.0,1.0,815
66058,2017,3,27,0.0,1.0,816
66058,2017,3,28,0.0,1.0,817
66058,2017,3,29,0.0,1.0,818
66058,2017,3,30,0.0,1.0,819
66058,2017,3,31,16.0,1.0,820
66058,2017,4,1,0.0,1.0,821
66058,2017,4,2,0.0,1.0,822
66058,2017,4,3,8.0,1.0,823
66058,2017,4,4,8.0,1.0,824
66058,2017,4,5,3.0,1.0,825
66058,2017,4,6,0.0,1.0,826
66058,2017,4,7,0.0,1.0,827
66058,2017,4,8,0.0,1.0,828
66058,2017,4,9,0.0,1.0,829
66058,2017,4,10,6.0,1.0,830
66058,2017,4,11,0.0,1.0,831
66058,2017,4,12,0.0,1.0,832
66058,2017,4,13,14.0,1.0,833
66058,2017,4,14,0.0,1.0,834
66058,2017,4,15,0.0,1.0,835
66058,2017,4,16,0.0,1.0,836
66058,2017,4,17,0.0,1.0,837
66058,2017,4,18,0.0,1.0,838
66058,2017,4,19,0.0,1.0,839
66058,2017,4,20,3.0,1.0,840
66058,2017,4,21,0.0,1.0,841
66058,2017,4,22,0.0,1.0,842
66058,2017,4,23,0.0,1.0,843
66058,2017,4,24,0.0,1.0,844
66058,2017,4,25,0.0,1.0,845
66058,2017,4,26,0.0,1.0,846
66058,2017,4,27,1.0,1.0,847
66058,2017,4,28,0.0,1.0,848
66058,2017,4,29,0.0,1.0,849
66058,2017,4,30,0.0,1.0,850
66058,2017,5,1,0.0,1.0,851
66058,2017,5,2,0.0,1.0,852
66058,2017,5,3,0.0,1.0,853
66058,2017,5,4,6.0,1.0,854
66058,2017,5,5,0.0,1.0,855
66058,2017,5,6,0.0,1.0,856
66058,2017,5,7,0.0,1.0,857
66058,2017,5,8,0.0,1.0,858
66058,2017,5,9,0.0,1.0,859
66058,2017,5,10,0.0,1.0,860
66058,2017,5,11,0.0,1.0,861
66058,2017,5,12,0.0,1.0,862
66058,2017,5,13,0.0,1.0,863
66058,2017,5,14,0.0,1.0,864
66058,2017,5,15,10.0,1.0,865
66058,2017,5,16,0.0,1.0,866
66058,2017,5,17,0.0,1.0,867
66058,2017,5,18,0.0,1.0,868
66058,2017,5,19,0.0,1.0,869
66058,2017,5,20,5.0,1.0,870
66058,2017,5,21,0.0,1.0,871
66058,2017,5,22,0.0,1.0,872
66058,2017,5,23,0.0,1.0,873
66058,2017,5,24,1.0,1.0,874
66058,2017,5,25,0.0,1.0,875
66058,2017,5,26,0.0,1.0,876
66058,2017,5,27,0.0,1.0,877
66058,2017,5,28,0.0,1.0,878
66058,2017,5,29,0.0,1.0,879
66058,2017,5,30,0.0,1.0,880
66058,2017,5,31,0.0,1.0,881
66058,2017,6,1,0.0,1.0,882
66058,2017,6,2,0.0,1.0,883
66058,2017,6,3,0.0,1.0,884
66058,2017,6,4,0.0,1.0,885
66058,2017,6,5,0.0,1.0,886
66058,2017,6,6,0.0,1.0,887
66058,2017,6,7,19.0,1.0,888
66058,2017,6,8,29.0,1.0,889
66058,2017,6,9,13.0,1.0,890
66058,2017,6,10,4.0,1.0,891
66058,2017,6,11,0.0,1.0,892
66058,2017,6,12,0.0,1.0,893
66058,2017,6,13,0.0,1.0,894
66058,2017,6,14,0.0,1.0,895
66058,2017,6,15,0.0,1.0,896
66058,2017,6,16,0.0,1.0,897
66058,2017,6,17,0.0,1.0,898
66058,2017,6,18,1.0,1.0,899
66058,2017,6,19,0.0,1.0,900
66058,2017,6,20,0.0,1.0,901
66058,2017,6,21,0.0,1.0,902
66058,2017,6,22,0.0,1.0,903
66058,2017,6,23,0.0,1.0,904
66058,2017,6,24,0.0,1.0,905
66058,2017,6,25,0.0,1.0,906
66058,2017,6,26,0.0,1.0,907
66058,2017,6,27,0.0,1.0,908
66058,2017,6,28,0.0,1.0,909
66058,2017,6,29,0.0,1.0,910
66058,2017,6,30,0.0,1.0,911
66058,2017,7,1,0.0,1.0,912
66058,2017,7,2,0.0,1.0,913
66058,2017,7,3,0.0,1.0,914
66058,2017,7,4,0.0,1.0,915
66058,2017,7,5,0.0,1.0,916
66058,2017,7,6,0.0,1.0,917
66058,2017,7,7,0.0,1.0,918
66058,2017,7,8,0.0,1.0,919
66058,2017,7,9,0.0,1.0,920
66058,2017,7,10,0.0,1.0,921
66058,2017,7,11,0.0,1.0,922
66058,2017,7,12,0.0,1.0,923
66058,2017,7,13,9.0,1.0,924
66058,2017,7,14,0.0,1.0,925
66058,2017,7,15,0.0,1.0,926
66058,2017,7,16,0.0,1.0,927
66058,2017,7,17,0.0,1.0,928
66058,2017,7,18,0.0,1.0,929
66058,2017,7,19,0.0,1.0,930
66058,2017,7,20,0.0,1.0,931
66058,2017,7,21,0.0,1.0,932
66058,2017,7,22,0.0,1.0,933
66058,2017,7,23,0.0,1.0,934
66058,2017,7,24,0.0,1.0,935
66058,2017,7,25,0.0,1.0,936
66058,2017,7,26,0.0,1.0,937
66058,2017,7,27,0.0,1.0,938
66058,2017,7,28,0.0,1.0,939
66058,2017,7,29,0.0,1.0,940
66058,2017,7,30,0.0,1.0,941
66058,2017,7,31,0.0,1.0,942
66058,2017,8,1,6.0,1.0,943
66058,2017,8,2,0.0,1.0,944
66058,2017,8,3,0.0,1.0,945
66058,2017,8,4,7.0,1.0,946
66058,2017,8,5,0.0,1.0,947
66058,2017,8,6,0.0,1.0,948
66058,2017,8,7,0.0,1.0,949
66058,2017,8,8,0.0,1.0,950
66058,2017,8,9,0.0,1.0,951
66058,2017,8,10,0.0,1.0,952
66058,2017,8,11,0.0,1.0,953
66058,2017,8,12,0.0,1.0,954
66058,2017,8,13,0.0,1.0,955
66058,2017,8,14,0.0,1.0,956
66058,2017,8,15,0.0,1.0,957
66058,2017,8,16,0.0,1.0,958
66058,2017,8,17,0.0,1.0,959
66058,2017,8,18,0.0,1.0,960
66058,2017,8,19,0.0,1.0,961
66058,2017,8,20,0.0,1.0,962
66058,2017,8,21,0.0,1.0,963
66058,2017,8,22,0.0,1.0,964
66058,2017,8,23,0.0,1.0,965
66058,2017,8,24,0.0,1.0,966
66058,2017,8,25,1.0,1.0,967
66058,2017,8,26,0.0,1.0,968
66058,2017,8,27,0.0,1.0,969
66058,2017,8,28,2.0,1.0,970
66058,2017,8,29,0.0,1.0,971
66058,2017,8,30,0.0,1.0,972
66058,2017,8,31,0.0,1.0,973
66058,2017,9,1,0.0,1.0,974
66058,2017,9,2,0.0,1.0,975
66058,2017,9,3,0.0,1.0,976
66058,2017,9,4,0.0,1.0,977
66058,2017,9,5,0.0,1.0,978
66058,2017,9,6,0.0,1.0,979
66058,2017,9,7,0.0,1.0,980
66058,2017,9,8,0.0,1.0,981
66058,2017,9,9,0.0,1.0,982
66058,2017,9,10,0.0,1.0,983
66058,2017,9,11,0.0,1.0,984
66058,2017,9,12,0.0,1.0,985
66058,2017,9,13,0.0,1.0,986
66058,2017,9,14,0.0,1.0,987
66058,2017,9,15,0.0,1.0,988
66058,2017,9,16,0.0,1.0,989
66058,2017,9,17,0.0,1.0,990
66058,2017,9,18,0.0,1.0,991
66058,2017,9,19,0.0,1.0,992
66058,2017,9,20,0.0,1.0,993
66058,2017,9,21,0.0,1.0,994
66058,2017,9,22,0.0,1.0,995
66058,2017,9,23,0.0,1.0,996
66058,2017,9,24,0.0,1.0,997
66058,2017,9,25,0.0,1.0,998
66058,2017,9,26,0.0,1.0,999
66058,2017,9,27,0.0,1.0,1000
66058,2017,9,28,0.0,1.0,1001
66058,2017,9,29,0.0,1.0,1002
66058,2017,9,30,0.0,1.0,1003
66058,2017,10,1,0.0,1.0,1004
66058,2017,10,2,0.0,1.0,1005
66058,2017,10,3,0.0,1.0,1006
66058,2017,10,4,0.0,1.0,1007
66058,2017,10,5,0.0,1.0,1008
66058,2017,10,6,0.0,1.0,1009
66058,2017,10,7,0.0,1.0,1010
66058,2017,10,8,0.0,1.0,1011
66058,2017,10,9,0.0,1.0,1012
66058,2017,10,10,0.0,1.0,1013
66058,2017,10,11,0.0,1.0,1014
66058,2017,10,12,0.0,1.0,1015
66058,2017,10,13,0.0,1.0,1016
66058,2017,10,14,0.0,1.0,1017
66058,2017,10,15,0.0,1.0,1018
66058,2017,10,16,0.0,1.0,1019
66058,2017,10,17,0.0,1.0,1020
66058,2017,10,18,0.0,1.0,1021
66058,2017,10,19,0.0,1.0,1022
66058,2017,10,20,9.0,1.0,1023
66058,2017,10,21,11.0,1.0,1024
66058,2017,10,22,0.0,1.0,1025
66058,2017,10,23,2.0,1.0,1026
66058,2017,10,24,0.0,1.0,1027
66058,2017,10,25,0.0,1.0,1028
66058,2017,10,26,2.0,1.0,1029
66058,2017,10,27,17.0,1.0,1030
66058,2017,10,28,0.0,1.0,1031
66058,2017,10,29,0.0,1.0,1032
66058,2017,10,30,0.0,1.0,1033
66058,2017,10,31,0.0,1.0,1034
66058,2017,11,1,0.0,1.0,1035
66058,2017,11,2,0.0,1.0,1036
66058,2017,11,3,0.0,1.0,1037
66058,2017,11,4,2.0,1.0,1038
66058,2017,11,5,7.0,1.0,1039
66058,2017,11,6,5.0,1.0,1040
66058,2017,11,7,11.0,1.0,1041
66058,2017,11,8,1.0,1.0,1042
66058,2017,11,9,0.0,1.0,1043
66058,2017,11,10,0.0,1.0,1044
66058,2017,11,11,0.0,1.0,1045
66058,2017,11,12,0.0,1.0,1046
66058,2017,11,13,0.0,1.0,1047
66058,2017,11,14,0.0,1.0,1048
66058,2017,11,15,0.0,1.0,1049
66058,2017,11,16,0.0,1.0,1050
66058,2017,11,17,0.0,1.0,1051
66058,2017,11,18,2.0,1.0,1052
66058,2017,11,19,1.0,1.0,1053
66058,2017,11,20,0.0,1.0,1054
66058,2017,11,21,0.0,1.0,1055
66058,2017,11,22,7.0,1.0,1056
66058,2017,11,23,0.0,1.0,1057
66058,2017,11,24,0.0,1.0,1058
66058,2017,11,25,0.0,1.0,1059
66058,2017,11,26,0.0,1.0,1060
66058,2017,11,27,0.0,1.0,1061
66058,2017,11,28,0.0,1.0,1062
66058,2017,11,29,0.0,1.0,1063
66058,2017,11,30,1.0,1.0,1064
66058,2017,12,1,0.0,1.0,1065
66058,2017,12,2,0.0,1.0,1066
66058,2017,12,3,9.0,1.0,1067
66058,2017,12,4,3.0,1.0,1068
66058,2017,12,5,7.0,1.0,1069
66058,2017,12,6,0.0,1.0,1070
66058,2017,12,7,8.0,1.0,1071
66058,2017,12,8,0.0,1.0,1072
66058,2017,12,9,5.0,1.0,1073
66058,2017,12,10,0.0,1.0,1074
66058,2017,12,11,0.0,1.0,1075
66058,2017,12,12,0.0,1.0,1076
66058,2017,12,13,0.0,1.0,1077
66058,2017,12,14,0.0,1.0,1078
66058,2017,12,15,0.0,1.0,1079
66058,2017,12,16,1.0,1.0,1080
66058,2017,12,17,1.0,1.0,1081
66058,2017,12,18,0.0,1.0,1082
66058,2017,12,19,0.0,1.0,1083
66058,2017,12,20,0.0,1.0,1084
66058,2017,12,21,15.0,1.0,1085
66058,2017,12,22,0.0,1.0,1086
66058,2017,12,23,0.0,1.0,1087
66058,2017,12,24,0.0,1.0,1088
66058,2017,12,25,0.0,1.0,1089
66058,2017,12,26,0.0,1.0,1090
66058,2017,12,27,3.0,1.0,1091
66058,2017,12,28,0.0,1.0,1092
66058,2017,12,29,0.0,1.0,1093
66058,2017,12,30,2.0,1.0,1094
66058,2017,12,31,0.0,1.0,1095
66058,2018,1,1,1.0,1.0,1096
66058,2018,1,2,0.0,1.0,1097
66058,2018,1,3,2.0,1.0,1098
66058,2018,1,4,0.0,1.0,1099
66058,2018,1,5,0.0,1.0,1100
66058,2018,1,6,0.0,1.0,1101
66058,2018,1,7,0.0,1.0,1102
66058,2018,1,8,0.0,1.0,1103
66058,2018,1,9,10.0,1.0,1104
66058,2018,1,10,8.0,1.0,1105
66058,2018,1,11,0.0,1.0,1106
66058,2018,1,12,0.0,1.0,1107
66058,2018,1,13,0.0,1.0,1108
66058,2018,1,14,1.0,1.0,1109
66058,2018,1,15,2.0,1.0,1110
66058,2018,1,16,0.0,1.0,1111
66058,2018,1,17,0.0,1.0,1112
66058,2018,1,18,0.0,1.0,1113
66058,2018,1,19,0.0,1.0,1114
66058,2018,1,20,0.0,1.0,1115
66058,2018,1,21,0.0,1.0,1116
66058,2018,1,22,0.0,1.0,1117
66058,2018,1,23,0.0,1.0,1118
66058,2018,1,24,0.0,1.0,1119
66058,2018,1,25,0.0,1.0,1120
66058,2018,1,26,0.0,1.0,1121
66058,2018,1,27,0.0,1.0,1122
66058,2018,1,28,0.0,1.0,1123
66058,2018,1,29,0.0,1.0,1124
66058,2018,1,30,0.0,1.0,1125
66058,2018,1,31,0.0,1.0,1126
66058,2018,2,1,0.0,1.0,1127
66058,2018,2,2,1.0,1.0,1128
66058,2018,2,3,19.0,1.0,1129
66058,2018,2,4,2.0,1.0,1130
66058,2018,2,5,0.0,1.0,1131
66058,2018,2,6,0.0,1.0,1132
66058,2018,2,7,0.0,1.0,1133
66058,2018,2,8,0.0,1.0,1134
66058,2018,2,9,0.0,1.0,1135
66058,2018,2,10,1.0,1.0,1136
66058,2018,2,11,2.0,1.0,1137
66058,2018,2,12,0.0,1.0,1138
66058,2018,2,13,0.0,1.0,1139
66058,2018,2,14,0.0,1.0,1140
66058,2018,2,15,0.0,1.0,1141
66058,2018,2,16,0.0,1.0,1142
66058,2018,2,17,0.0,1.0,1143
66058,2018,2,18,0.0,1.0,1144
66058,2018,2,19,0.0,1.0,1145
66058,2018,2,20,7.0,1.0,1146
66058,2018,2,21,0.0,1.0,1147
66058,2018,2,22,0.0,1.0,1148
66058,2018,2,23,0.0,1.0,1149
66058,2018,2,24,0.0,1.0,1150
66058,2018,2,25,4.0,1.0,1151
66058,2018,2,26,34.0,1.0,1152
66058,2018,2,27,0.0,1.0,1153
66058,2018,2,28,0.0,1.0,1154
66058,2018,3,1,0.0,1.0,1155
66058,2018,3,2,0.0,1.0,1156
66058,2018,3,3,0.0,1.0,1157
66058,2018,3,4,0.0,1.0,1158
66058,2018,3,5,0.0,1.0,1159
66058,2018,3,6,2.0,1.0,1160
66058,2018,3,7,3.0,1.0,1161
66058,2018,3,8,0.0,1.0,1162
66058,2018,3,9,0.0,1.0,1163
66058,2018,3,10,1.0,1.0,1164
66058,2018,3,11,0.0,1.0,1165
66058,2018,3,12,0.0,1.0,1166
66058,2018,3,13,11.0,1.0,1167
66058,2018,3,14,5.0,1.0,1168
66058,2018,3,15,0.0,1.0,1169
66058,2018,3,16,0.0,1.0,1170
66058,2018,3,17,0.0,1.0,1171
66058,2018,3,18,0.0,1.0,1172
66058,2018,3,19,0.0,1.0,1173
66058,2018,3,20,0.0,1.0,1174
66058,2018,3,21,9.0,1.0,1175
66058,2018,3,22,11.0,1.0,1176
66058,2018,3,23,4.0,1.0,1177
66058,2018,3,24,0.0,1.0,1178
66058,2018,3,25,0.0,1.0,1179
66058,2018,3,26,2.0,1.0,1180
66058,2018,3,27,0.0,1.0,1181
66058,2018,3,28,0.0,1.0,1182
66058,2018,3,29,0.0,1.0,1183
66058,2018,3,30,0.0,1.0,1184
66058,2018,3,31,0.0,1.0,1185
66058,2018,4,1,0.0,1.0,1186
66058,2018,4,2,0.0,1.0,1187
66058,2018,4,3,2.0,1.0,1188
66058,2018,4,4,0.0,1.0,1189
66058,2018,4,5,0.0,1.0,1190
66058,2018,4,6,0.0,1.0,1191
66058,2018,4,7,0.0,1.0,1192
66058,2018,4,8,0.0,1.0,1193
66058,2018,4,9,0.0,1.0,1194
66058,2018,4,10,0.0,1.0,1195
66058,2018,4,11,0.0,1.0,1196
66058,2018,4,12,0.0,1.0,1197
66058,2018,4,13,0.0,1.0,1198
66058,2018,4,14,0.0,1.0,1199
66058,2018,4,15,0.0,1.0,1200
66058,2018,4,16,0.0,1.0,1201
66058,2018,4,17,0.0,1.0,1202
66058,2018,4,18,0.0,1.0,1203
66058,2018,4,19,0.0,1.0,1204
66058,2018,4,20,0.0,1.0,1205
66058,2018,4,21,0.0,1.0,1206
66058,2018,4,22,0.0,1.0,1207
66058,2018,4,23,0.0,1.0,1208
66058,2018,4,24,0.0,1.0,1209
66058,2018,4,25,0.0,1.0,1210
66058,2018,4,26,0.0,1.0,1211
66058,2018,4,27,2.0,1.0,1212
66058,2018,4,28,10.0,1.0,1213
66058,2018,4,29,0.0,1.0,1214
66058,2018,4,30,0.0,1.0,1215
66058,2018,5,1,0.0,1.0,1216
66058,2018,5,2,0.0,1.0,1217
66058,2018,5,3,0.0,1.0,1218
66058,2018,5,4,0.0,1.0,1219
66058,2018,5,5,0.0,1.0,1220
66058,2018,5,6,0.0,1.0,1221
66058,2018,5,7,0.0,1.0,1222
66058,2018,5,8,0.0,1.0,1223
66058,2018,5,9,0.0,1.0,1224
66058,2018,5,10,0.0,1.0,1225
66058,2018,5,11,0.0,1.0,1226
66058,2018,5,12,4.0,1.0,1227
66058,2018,5,13,0.0,1.0,1228
66058,2018,5,14,5.0,1.0,1229
66058,2018,5,15,0.0,1.0,1230
66058,2018,5,16,0.0,1.0,1231
66058,2018,5,17,0.0,1.0,1232
66058,2018,5,18,0.0,1.0,1233
66058,2018,5,19,0.0,1.0,1234
66058,2018,5,20,0.0,1.0,1235
66058,2018,5,21,0.0,1.0,1236
66058,2018,5,22,0.0,1.0,1237
66058,2018,5,23,0.0,1.0,1238
66058,2018,5,24,0.0,1.0,1239
66058,2018,5,25,0.0,1.0,1240
66058,2018,5,26,0.0,1.0,1241
66058,2018,5,27,0.0,1.0,1242
66058,2018,5,28,0.0,1.0,1243
66058,2018,5,29,0.0,1.0,1244
66058,2018,5,30,7.0,1.0,1245
66058,2018,5,31,0.0,1.0,1246
66058,2018,6,1,0.0,1.0,1247
66058,2018,6,2,0.0,1.0,1248
66058,2018,6,3,0.0,1.0,1249
66058,2018,6,4,0.0,1.0,1250
66058,2018,6,5,2.0,1.0,1251
66058,2018,6,6,52.0,1.0,1252
66058,2018,6,7,20.0,1.0,1253
66058,2018,6,8,0.0,1.0,1254
66058,2018,6,9,9.0,1.0,1255
66058,2018,6,10,3.0,1.0,1256
66058,2018,6,11,2.0,1.0,1257
66058,2018,6,12,0.0,1.0,1258
66058,2018,6,13,0.0,1.0,1259
66058,2018,6,14,0.0,1.0,1260
66058,2018,6,15,0.0,1.0,1261
66058,2018,6,16,0.0,1.0,1262
66058,2018,6,17,0.0,1.0,1263
66058,2018,6,18,0.0,1.0,1264
66058,2018,6,19,9.0,1.0,1265
66058,2018,6,20,34.0,1.0,1266
66058,2018,6,21,1.0,1.0,1267
66058,2018,6,22,1.0,1.0,1268
66058,2018,6,23,0.0,1.0,1269
66058,2018,6,24,0.0,1.0,1270
66058,2018,6,25,0.0,1.0,1271
66058,2018,6,26,0.0,1.0,1272
66058,2018,6,27,0.0,1.0,1273
66058,2018,6,28,19.0,1.0,1274
66058,2018,6,29,7.0,1.0,1275
66058,2018,6,30,0.0,1.0,1276
66058,2018,7,1,0.0,1.0,1277
66058,2018,7,2,0.0,1.0,1278
66058,2018,7,3,8.0,1.0,1279
66058,2018,7,4,0.0,1.0,1280
66058,2018,7,5,0.0,1.0,1281
66058,2018,7,6,0.0,1.0,1282
66058,2018,7,7,0.0,1.0,1283
66058,2018,7,8,0.0,1.0,1284
66058,2018,7,9,0.0,1.0,1285
66058,2018,7,10,0.0,1.0,1286
66058,2018,7,11,0.0,1.0,1287
66058,2018,7,12,0.0,1.0,1288
66058,2018,7,13,1.0,1.0,1289
66058,2018,7,14,0.0,1.0,1290
66058,2018,7,15,0.0,1.0,1291
66058,2018,7,16,0.0,1.0,1292
66058,2018,7,17,0.0,1.0,1293
66058,2018,7,18,0.0,1.0,1294
66058,2018,7,19,0.0,1.0,1295
66058,2018,7,20,0.0,1.0,1296
66058,2018,7,21,0.0,1.0,1297
66058,2018,7,22,0.0,1.0,1298
66058,2018,7,23,0.0,1.0,1299
66058,2018,7,24,0.0,1.0,1300
66058,2018,7,25,0.0,1.0,1301
66058,2018,7,26,0.0,1.0,1302
66058,2018,7,27,0.0,1.0,1303
66058,2018,7,28,0.0,1.0,1304
66058,2018,7,29,0.0,1.0,1305
66058,2018,7,30,0.0,1.0,1306
66058,2018,7,31,0.0,1.0,1307
66058,2018,8,1,0.0,1.0,1308
66058,2018,8,2,0.0,1.0,1309
66058,2018,8,3,0.0,1.0,1310
66058,2018,8,4,0.0,1.0,1311
66058,2018,8,5,0.0,1.0,1312
66058,2018,8,6,1.0,1.0,1313
66058,2018,8,7,0.0,1.0,1314
66058,2018,8,8,0.0,1.0,1315
66058,2018,8,9,0.0,1.0,1316
66058,2018,8,10,0.0,1.0,1317
66058,2018,8,11,0.0,1.0,1318
66058,2018,8,12,0.0,1.0,1319
66058,2018,8,13,0.0,1.0,1320
66058,2018,8,14,0.0,1.0,1321
66058,2018,8,15,0.0,1.0,1322
66058,2018,8,16,0.0,1.0,1323
66058,2018,8,17,0.0,1.0,1324
66058,2018,8,18,0.0,1.0,1325
66058,2018,8,19,0.0,1.0,1326
66058,2018,8,20,0.0,1.0,1327
66058,2018,8,21,0.0,1.0,1328
66058,2018,8,22,0.0,1.0,1329
66058,2018,8,23,0.0,1.0,1330
66058,2018,8,24,1.0,1.0,1331
66058,2018,8,25,0.0,1.0,1332
66058,2018,8,26,0.0,1.0,1333
66058,2018,8,27,2.0,1.0,1334
66058,2018,8,28,0.0,1.0,1335
66058,2018,8,29,0.0,1.0,1336
66058,2018,8,30,0.0,1.0,1337
66058,2018,8,31,0.0,1.0,1338
66058,2018,9,1,2.0,1.0,1339
66058,2018,9,2,2.0,1.0,1340
66058,2018,9,3,0.0,1.0,1341
66058,2018,9,4,12.0,1.0,1342
66058,2018,9,5,1.0,1.0,1343
66058,2018,9,6,3.0,1.0,1344
66058,2018,9,7,3.0,1.0,1345
66058,2018,9,8,14.0,1.0,1346
66058,2018,9,9,1.0,1.0,1347
66058,2018,9,10,0.0,1.0,1348
66058,2018,9,11,0.0,1.0,1349
66058,2018,9,12,0.0,1.0,1350
66058,2018,9,13,0.0,1.0,1351
66058,2018,9,14,0.0,1.0,1352
66058,2018,9,15,0.0,1.0,1353
66058,2018,9,16,0.0,1.0,1354
66058,2018,9,17,0.0,1.0,1355
66058,2018,9,18,0.0,1.0,1356
66058,2018,9,19,0.0,1.0,1357
66058,2018,9,20,3.0,1.0,1358
66058,2018,9,21,0.0,1.0,1359
66058,2018,9,22,0.0,1.0,1360
66058,2018,9,23,0.0,1.0,1361
66058,2018,9,24,0.0,1.0,1362
66058,2018,9,25,0.0,1.0,1363
