year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01DEC2013,Date_01FEB2014,Date_01JAN2014,Date_01MAR2014,Date_01NOV2013,Date_01OCT2013,Date_01SEP2013,Date_02APR2014,Date_02DEC2013,Date_02FEB2014,Date_02JAN2014,Date_02MAR2014,Date_02NOV2013,Date_02OCT2013,Date_02SEP2013,Date_03APR2014,Date_03DEC2013,Date_03FEB2014,Date_03JAN2014,Date_03MAR2014,Date_03NOV2013,Date_03OCT2013,Date_03SEP2013,Date_04APR2014,Date_04DEC2013,Date_04FEB2014,Date_04JAN2014,Date_04MAR2014,Date_04NOV2013,Date_04OCT2013,Date_04SEP2013,Date_05APR2014,Date_05DEC2013,Date_05FEB2014,Date_05JAN2014,Date_05MAR2014,Date_05NOV2013,Date_05OCT2013,Date_05SEP2013,Date_06APR2014,Date_06DEC2013,Date_06FEB2014,Date_06JAN2014,Date_06MAR2014,Date_06NOV2013,Date_06SEP2013,Date_07APR2014,Date_07DEC2013,Date_07FEB2014,Date_07JAN2014,Date_07MAR2014,Date_07NOV2013,Date_07OCT2013,Date_08APR2014,Date_08DEC2013,Date_08FEB2014,Date_08JAN2014,Date_08MAR2014,Date_08NOV2013,Date_08OCT2013,Date_08SEP2013,Date_09APR2014,Date_09DEC2013,Date_09FEB2014,Date_09JAN2014,Date_09MAR2014,Date_09NOV2013,Date_09OCT2013,Date_09SEP2013,Date_10APR2014,Date_10DEC2013,Date_10FEB2014,Date_10JAN2014,Date_10MAR2014,Date_10NOV2013,Date_10OCT2013,Date_10SEP2013,Date_11APR2014,Date_11DEC2013,Date_11FEB2014,Date_11JAN2014,Date_11MAR2014,Date_11NOV2013,Date_11OCT2013,Date_11SEP2013,Date_12APR2014,Date_12DEC2013,Date_12FEB2014,Date_12JAN2014,Date_12MAR2014,Date_12NOV2013,Date_12OCT2013,Date_12SEP2013,Date_13APR2014,Date_13DEC2013,Date_13FEB2014,Date_13JAN2014,Date_13MAR2014,Date_13NOV2013,Date_13OCT2013,Date_13SEP2013,Date_14APR2014,Date_14DEC2013,Date_14FEB2014,Date_14JAN2014,Date_14MAR2014,Date_14NOV2013,Date_14OCT2013,Date_14SEP2013,Date_15APR2014,Date_15DEC2013,Date_15FEB2014,Date_15JAN2014,Date_15MAR2014,Date_15NOV2013,Date_15OCT2013,Date_15SEP2013,Date_16APR2014,Date_16DEC2013,Date_16FEB2014,Date_16JAN2014,Date_16MAR2014,Date_16NOV2013,Date_16OCT2013,Date_16SEP2013,Date_17AUG2013,Date_17DEC2013,Date_17FEB2014,Date_17JAN2014,Date_17MAR2014,Date_17NOV2013,Date_17OCT2013,Date_17SEP2013,Date_18APR2014,Date_18AUG2013,Date_18DEC2013,Date_18FEB2014,Date_18JAN2014,Date_18MAR2014,Date_18NOV2013,Date_18OCT2013,Date_18SEP2013,Date_19APR2014,Date_19DEC2013,Date_19FEB2014,Date_19JAN2014,Date_19MAR2014,Date_19NOV2013,Date_19OCT2013,Date_19SEP2013,Date_20APR2014,Date_20AUG2013,Date_20DEC2013,Date_20FEB2014,Date_20JAN2014,Date_20MAR2014,Date_20NOV2013,Date_20OCT2013,Date_20SEP2013,Date_21APR2014,Date_21DEC2013,Date_21FEB2014,Date_21JAN2014,Date_21MAR2014,Date_21NOV2013,Date_21OCT2013,Date_21SEP2013,Date_22APR2014,Date_22AUG2013,Date_22DEC2013,Date_22FEB2014,Date_22JAN2014,Date_22MAR2014,Date_22NOV2013,Date_22OCT2013,Date_22SEP2013,Date_23APR2014,Date_23DEC2013,Date_23FEB2014,Date_23JAN2014,Date_23MAR2014,Date_23NOV2013,Date_23OCT2013,Date_23SEP2013,Date_24APR2014,Date_24DEC2013,Date_24FEB2014,Date_24JAN2014,Date_24MAR2014,Date_24NOV2013,Date_24OCT2013,Date_24SEP2013,Date_25APR2014,Date_25DEC2013,Date_25FEB2014,Date_25JAN2014,Date_25MAR2014,Date_25NOV2013,Date_25OCT2013,Date_25SEP2013,Date_26APR2014,Date_26AUG2013,Date_26DEC2013,Date_26FEB2014,Date_26JAN2014,Date_26MAR2014,Date_26NOV2013,Date_26OCT2013,Date_26SEP2013,Date_27APR2014,Date_27DEC2013,Date_27FEB2014,Date_27JAN2014,Date_27MAR2014,Date_27NOV2013,Date_27OCT2013,Date_27SEP2013,Date_28APR2014,Date_28DEC2013,Date_28FEB2014,Date_28JAN2014,Date_28MAR2014,Date_28NOV2013,Date_28OCT2013,Date_28SEP2013,Date_29APR2014,Date_29AUG2013,Date_29DEC2013,Date_29JAN2014,Date_29MAR2014,Date_29NOV2013,Date_29OCT2013,Date_29SEP2013,Date_30APR2014,Date_30AUG2013,Date_30DEC2013,Date_30JAN2014,Date_30MAR2014,Date_30NOV2013,Date_30OCT2013,Date_30SEP2013,Date_31AUG2013,Date_31DEC2013,Date_31JAN2014,Date_31MAR2014,Date_31OCT2013
2014,2.7007,2.7007,2.7007,2.7007,2.44135,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.84484,1.85191,1.85191,1.85191,1.85191,1.85191,1.85191,1.85191,1.85191,1.85191,2.36238,2.85503,2.85503,2.85503,3.02667,3.70382,3.70382,3.70382,4.04891,4.59119,4.59119,4.59119,4.59119,4.59119,5.23799,5.47856,5.47856,5.47856,5.47856,5.47856,5.47856,5.47856,5.47856,5.47856,5.47856,5.54154,5.55573,5.55573,5.55573,5.83969,6.0187,5.80968,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,5.13133,4.76815,4.20538,4.20538,4.20538,4.20538,4.20538,4.16032,3.85814,3.85814,3.85814,3.85814,3.85814,3.30711,3.24084,3.24084,3.24084,3.24084,3.24084,3.24084,3.24084,3.24084,3.20535,2.35347,2.35347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.35347,2.72436,3.16368,3.16368,3.4905,3.66524,3.66524,3.66524,4.04771,4.39828,4.39828,4.39828,4.39828,4.39828,4.39828,4.39828,4.57842,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,5.24707,4.88068,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,3.78047,3.58807,3.58807,3.58807,3.58807,3.58807,3.58807,2.77015,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.66212,2.66212,2.66212,2.35883,1.6999,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.83939,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.85217,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.86756,1.92907,1.92907,1.92907,1.92907,1.92907,2.40028,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.85503,2.69564,2.00623,2.00623,2.00623,2.218,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.08931,2.00623,2.00623,2.00623,2.00623,1.98489,1.92907,1.92907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.72348,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.69758,1.70131,1.69758,1.69758,1.64858,1.62042,1.62042,1.62042,1.62042,1.62042,1.68678,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.91703,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.11765,2.12198,2.12198,2.15979,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.9772,3.1251,3.1251,3.84584,4.01337,4.01247,4.01247,4.01247,4.01247,4.01247,4.01247,4.01247,4.01247,4.01247,4.01247,4.39151,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,3.9666,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.85814,3.08763,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,2.76929,2.04482,2.04482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.04482,1.96834,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.79104,1.77475,1.77475,1.75048,1.69758,1.69758,1.69758,1.69758,1.69758,2.32415,2.50779,2.62667,2.7007,2.7007,3.48159,3.62665,3.62665,3.62665,4.32455,4.47545,4.47545,4.47545,4.32944,4.32112,4.32112,4.32112,4.32112,4.32112,4.32112,4.32112,4.32112,4.32112,4.65532,4.70693,4.70693,4.70693,4.70693,4.70693,4.70693,4.46876,4.3597,4.3597,4.3597,4.42555,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,4.43686,3.56625,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,3.54949,2.67691,2.66212,2.66212,2.66212,2.66212,2.66212,2.66212,2.66748,2.5967,2.54637,2.54637,2.54637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.54637,2.54637,2.54637,2.54637,2.54637,2.30524,1.96765,1.96684,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,2.57081,2.77786,2.77786,2.77786,2.77786,2.77786,2.77786,2.77786,2.9129,3.58807,3.77022,4.01247,4.01247,4.01247,4.01247,4.01247,4.43721,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,4.47545,5.35279,5.51714,5.3614,4.70693,4.85016,4.977,5.12469,5.16991,5.16991,5.16991,5.16991,5.16991,4.77239,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,3.85763,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.81956,3.14799,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,2.66431,2.39205,2.39205,2.39205,2.39205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.39205,2.06098,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,1.96765,2.23734,2.31489,2.44533,2.46921,2.46921,3.26047,3.318,3.318,3.50945,4.16679,4.16679,4.16679,4.16679,4.35143,4.74552,4.74552,4.74552,4.74552,4.74552,4.74552,4.75117,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,5.59431,4.8484,4.62977,4.62977,4.62977,4.62977,4.62977,4.62506,3.78098,3.78098,3.78098,3.78098,3.2934,2.93219,2.93219,2.93219,3.80884,3.89672,3.89672,3.89672,3.30167,3.08651,3.08651,3.08651,3.08651,3.08651,3.08651,3.08651,3.08651,2.27725,2.19914,2.20844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2.23772,2.23772,2.23772,2.23772,2.06809,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.82716,2.97077,2.97077,2.97077,3.62052,3.85814,3.85814,3.85814,3.85814,4.49422,4.55261,4.55261,4.55261,4.55261,4.55261,4.55261,4.55261,4.55261,4.55261,4.55261,4.70539,4.86126,4.86126,4.86126,4.86126,4.86126,4.86126,4.86126,4.76536,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.66835,4.1241,3.78098,3.78098,3.78098,3.78098,3.78098,3.78098,3.24624,2.97077,2.97077,2.85451,2.66212,2.66212,2.66212,3.17727,3.00935,3.00935,3.00935,3.00935,3.00935,3.00935,2.83291,2.19914,2.19914,2.19914,2.19914,2.19914,2.19914,2.12858,2.0834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,1.92311,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.89049,1.84531,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.75104,1.89049,1.89049,1.89049,1.89049,1.89049,1.91985,2.0834,2.0834,2.12232,2.12198,2.12198,2.12198,2.12198,2.12198,2.12198,2.12198,2.12198,2.12198,2.12198,2.91607,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.97077,2.18577,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.04482,2.084,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.05776,1.96765,1.97923,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,2.00623,1.89113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,1.89049,1.89049,1.89049,1.8844,1.81333,1.81333,1.81333,1.81333,1.81333,1.81333,1.81834,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.92907,1.89628,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,1.73616,2.08987,2.23772,2.23772,2.23772,2.12159,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.0834,2.14984,2.16056,2.18958,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23969,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,2.23772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
