Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66011,2015,1,1,30.7,0
66011,2015,1,2,19.8,1
66011,2015,1,3,31.2,2
66011,2015,1,4,25.2,3
66011,2015,1,5,15.2,4
66011,2015,1,6,27.5,5
66011,2015,1,7,30.7,6
66011,2015,1,8,31.8,7
66011,2015,1,9,25.5,8
66011,2015,1,10,14.2,9
66011,2015,1,11,3.1,10
66011,2015,1,12,11.8,11
66011,2015,1,13,20.5,12
66011,2015,1,14,29.9,13
66011,2015,1,15,29.9,14
66011,2015,1,16,27.7,15
66011,2015,1,17,32.1,16
66011,2015,1,18,30.5,17
66011,2015,1,19,3.9,18
66011,2015,1,20,18.8,19
66011,2015,1,21,28.3,20
66011,2015,1,22,28.7,21
66011,2015,1,23,28.3,22
66011,2015,1,24,27.5,23
66011,2015,1,25,26.4,24
66011,2015,1,26,3.1,25
66011,2015,1,27,3.1,26
66011,2015,1,28,4.0,27
66011,2015,1,29,27.2,28
66011,2015,1,30,29.3,29
66011,2015,1,31,27.3,30
66011,2015,2,1,17.4,31
66011,2015,2,2,25.5,32
66011,2015,2,3,22.8,33
66011,2015,2,4,16.9,34
66011,2015,2,5,11.4,35
66011,2015,2,6,14.6,36
66011,2015,2,7,20.6,37
66011,2015,2,8,27.8,38
66011,2015,2,9,6.9,39
66011,2015,2,10,21.3,40
66011,2015,2,11,25.4,41
66011,2015,2,12,25.1,42
66011,2015,2,13,15.2,43
66011,2015,2,14,17.9,44
66011,2015,2,15,22.8,45
66011,2015,2,16,25.1,46
66011,2015,2,17,27.0,47
66011,2015,2,18,26.3,48
66011,2015,2,19,18.0,49
66011,2015,2,20,12.4,50
66011,2015,2,21,11.2,51
66011,2015,2,22,18.9,52
66011,2015,2,23,15.8,53
66011,2015,2,24,15.1,54
66011,2015,2,25,10.5,55
66011,2015,2,26,14.8,56
66011,2015,2,27,20.6,57
66011,2015,2,28,21.3,58
66011,2015,3,1,17.5,59
66011,2015,3,2,11.5,60
66011,2015,3,3,19.9,61
66011,2015,3,4,17.3,62
66011,2015,3,5,22.0,63
66011,2015,3,6,24.1,64
66011,2015,3,7,16.0,65
66011,2015,3,8,17.3,66
66011,2015,3,9,23.6,67
66011,2015,3,10,9.6,68
66011,2015,3,11,16.4,69
66011,2015,3,12,18.8,70
66011,2015,3,13,3.1,71
66011,2015,3,14,20.0,72
66011,2015,3,15,11.6,73
66011,2015,3,16,12.7,74
66011,2015,3,17,11.8,75
66011,2015,3,18,14.9,76
66011,2015,3,19,21.7,77
66011,2015,3,20,18.0,78
66011,2015,3,21,5.8,79
66011,2015,3,22,6.8,80
66011,2015,3,23,18.6,81
66011,2015,3,24,6.2,82
66011,2015,3,25,15.8,83
66011,2015,3,26,20.2,84
66011,2015,3,27,21.3,85
66011,2015,3,28,19.0,86
66011,2015,3,29,16.0,87
66011,2015,3,30,9.9,88
66011,2015,3,31,12.3,89
66011,2015,4,1,11.0,90
66011,2015,4,2,14.5,91
66011,2015,4,3,3.4,92
66011,2015,4,4,2.9,93
66011,2015,4,5,16.8,94
66011,2015,4,6,14.5,95
66011,2015,4,7,15.5,96
66011,2015,4,8,11.8,97
66011,2015,4,9,12.7,98
66011,2015,4,10,11.9,99
66011,2015,4,11,11.0,100
66011,2015,4,12,11.7,101
