Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66195,2015,11,13,17.1,316
66195,2015,11,14,7.9,317
66195,2015,11,15,14.6,318
66195,2015,11,16,27.4,319
66195,2015,11,17,30.7,320
66195,2015,11,18,30.2,321
66195,2015,11,19,29.4,322
66195,2015,11,20,30.7,323
66195,2015,11,21,11.2,324
66195,2015,11,22,7.4,325
66195,2015,11,23,30.5,326
66195,2015,11,24,29.5,327
66195,2015,11,25,32.3,328
66195,2015,11,26,27.9,329
66195,2015,11,27,24.4,330
66195,2015,11,28,8.1,331
66195,2015,11,29,19.3,332
66195,2015,11,30,31.0,333
66195,2015,12,1,28.6,334
66195,2015,12,2,15.4,335
66195,2015,12,3,16.9,336
66195,2015,12,4,20.8,337
66195,2015,12,5,32.1,338
66195,2015,12,6,31.2,339
66195,2015,12,7,24.9,340
66195,2015,12,8,11.7,341
66195,2015,12,9,24.9,342
66195,2015,12,10,21.8,343
66195,2015,12,11,29.5,344
66195,2015,12,12,25.7,345
66195,2015,12,13,20.1,346
66195,2015,12,14,32.7,347
66195,2015,12,15,22.0,348
66195,2015,12,16,7.3,349
66195,2015,12,17,26.6,350
66195,2015,12,18,32.3,351
66195,2015,12,19,32.2,352
66195,2015,12,20,32.4,353
66195,2015,12,21,10.0,354
66195,2015,12,22,2.7,355
66195,2015,12,23,15.8,356
66195,2015,12,24,23.2,357
66195,2015,12,25,20.2,358
66195,2015,12,26,17.6,359
66195,2015,12,27,18.7,360
66195,2015,12,28,17.6,361
66195,2015,12,29,28.9,362
66195,2015,12,30,33.3,363
66195,2015,12,31,30.4,364
66195,2016,1,1,32.3,365
66195,2016,1,2,22.8,366
66195,2016,1,3,9.8,367
66195,2016,1,4,6.6,368
66195,2016,1,5,3.7,369
66195,2016,1,6,3.0,370
66195,2016,1,7,19.9,371
66195,2016,1,8,30.3,372
66195,2016,1,9,22.9,373
66195,2016,1,10,30.8,374
66195,2016,1,11,26.5,375
66195,2016,1,12,18.9,376
66195,2016,1,13,30.6,377
66195,2016,1,14,14.7,378
66195,2016,1,15,14.3,379
66195,2016,1,16,20.9,380
66195,2016,1,17,23.4,381
66195,2016,1,18,30.3,382
66195,2016,1,19,31.3,383
66195,2016,1,20,28.8,384
66195,2016,1,21,21.7,385
66195,2016,1,22,4.4,386
66195,2016,1,23,15.9,387
66195,2016,1,24,9.9,388
66195,2016,1,25,3.9,389
66195,2016,1,26,22.5,390
66195,2016,1,27,7.2,391
66195,2016,1,28,22.5,392
66195,2016,1,29,12.1,393
66195,2016,1,30,16.7,394
66195,2016,1,31,25.2,395
66195,2016,2,1,14.0,396
66195,2016,2,2,27.2,397
66195,2016,2,3,26.2,398
66195,2016,2,4,10.4,399
66195,2016,2,5,17.6,400
66195,2016,2,6,20.8,401
66195,2016,2,7,22.3,402
66195,2016,2,8,27.9,403
66195,2016,2,9,26.4,404
66195,2016,2,10,28.0,405
66195,2016,2,11,23.3,406
66195,2016,2,12,25.5,407
66195,2016,2,13,27.8,408
66195,2016,2,14,21.4,409
66195,2016,2,15,21.7,410
66195,2016,2,16,21.9,411
66195,2016,2,17,23.3,412
66195,2016,2,18,23.1,413
66195,2016,2,19,25.8,414
66195,2016,2,20,16.4,415
66195,2016,2,21,21.3,416
66195,2016,2,22,24.5,417
66195,2016,2,23,25.6,418
66195,2016,2,24,23.4,419
66195,2016,2,25,25.9,420
66195,2016,2,26,13.2,421
66195,2016,2,27,19.4,422
66195,2016,2,28,21.7,423
66195,2016,2,29,12.9,424
66195,2016,3,1,17.7,425
66195,2016,3,2,21.8,426
66195,2016,3,3,23.2,427
66195,2016,3,4,20.4,428
66195,2016,3,5,24.3,429
66195,2016,3,6,22.3,430
66195,2016,3,7,22.7,431
66195,2016,3,8,22.3,432
66195,2016,3,9,22.2,433
66195,2016,3,10,18.6,434
66195,2016,3,11,6.5,435
66195,2016,3,12,21.6,436
66195,2016,3,13,18.0,437
66195,2016,3,14,14.2,438
66195,2016,3,15,11.1,439
66195,2016,3,16,17.0,440
66195,2016,3,17,15.4,441
66195,2016,3,18,7.3,442
66195,2016,3,19,19.7,443
66195,2016,3,20,15.3,444
66195,2016,3,21,11.3,445
66195,2016,3,22,14.9,446
66195,2016,3,23,20.7,447
66195,2016,3,24,20.3,448
66195,2016,3,25,6.3,449
66195,2016,3,26,19.7,450
66195,2016,3,27,16.7,451
66195,2016,3,28,12.3,452
66195,2016,3,29,5.0,453
66195,2016,3,30,14.8,454
66195,2016,3,31,18.1,455
66195,2016,4,1,19.9,456
66195,2016,4,2,18.6,457
66195,2016,4,3,16.0,458
66195,2016,4,4,9.9,459
66195,2016,4,5,19.3,460
66195,2016,4,6,18.8,461
66195,2016,4,7,4.7,462
66195,2016,4,8,5.0,463
66195,2016,4,9,17.8,464
66195,2016,4,10,18.0,465
66195,2016,4,11,18.2,466
66195,2016,4,12,8.6,467
66195,2016,4,13,13.8,468
66195,2016,4,14,9.8,469
66195,2016,4,15,17.4,470
66195,2016,4,16,15.6,471
66195,2016,4,17,7.1,472
66195,2016,4,18,13.6,473
66195,2016,4,19,13.1,474
66195,2016,4,20,16.2,475
66195,2016,4,21,16.7,476
66195,2016,4,22,9.1,477
66195,2016,4,23,5.7,478
66195,2016,4,24,13.2,479
66195,2016,4,25,15.7,480
66195,2016,4,26,15.0,481
66195,2016,4,27,15.4,482
66195,2016,4,28,13.3,483
66195,2016,4,29,10.4,484
66195,2016,4,30,10.2,485
66195,2016,5,1,9.4,486
66195,2016,5,2,12.5,487
66195,2016,5,3,15.4,488
66195,2016,5,4,15.2,489
66195,2016,5,5,15.2,490
66195,2016,5,6,15.0,491
66195,2016,5,7,14.5,492
66195,2016,5,8,5.1,493
66195,2016,5,9,4.3,494
66195,2016,5,10,14.6,495
66195,2016,5,11,13.9,496
66195,2016,5,12,14.0,497
66195,2016,5,13,14.3,498
66195,2016,5,14,14.2,499
66195,2016,5,15,8.5,500
66195,2016,5,16,12.1,501
66195,2016,5,17,12.3,502
66195,2016,5,18,9.8,503
66195,2016,5,19,12.0,504
66195,2016,5,20,12.0,505
66195,2016,5,21,10.4,506
66195,2016,5,22,11.7,507
66195,2016,5,23,11.3,508
66195,2016,5,24,11.6,509
66195,2016,5,25,11.4,510
66195,2016,5,26,6.3,511
66195,2016,5,27,11.5,512
66195,2016,5,28,6.0,513
66195,2016,5,29,11.4,514
66195,2016,5,30,11.4,515
66195,2016,5,31,7.4,516
66195,2016,6,1,7.3,517
66195,2016,6,2,10.2,518
66195,2016,6,3,7.4,519
66195,2016,6,4,3.8,520
66195,2016,6,5,2.5,521
66195,2016,6,6,7.9,522
66195,2016,6,7,9.2,523
66195,2016,6,8,11.0,524
66195,2016,6,9,8.8,525
66195,2016,6,10,10.8,526
66195,2016,6,11,10.8,527
66195,2016,6,12,10.9,528
66195,2016,6,13,9.8,529
66195,2016,6,14,10.9,530
66195,2016,6,15,10.3,531
66195,2016,6,16,11.0,532
66195,2016,6,17,6.3,533
66195,2016,6,18,8.8,534
66195,2016,6,19,3.6,535
66195,2016,6,20,8.8,536
66195,2016,6,21,9.5,537
66195,2016,6,22,9.9,538
66195,2016,6,23,9.8,539
66195,2016,6,24,8.6,540
66195,2016,6,25,11.0,541
66195,2016,6,26,9.0,542
66195,2016,6,27,5.8,543
66195,2016,6,28,11.1,544
66195,2016,6,29,11.1,545
66195,2016,6,30,8.5,546
66195,2016,7,1,11.1,547
66195,2016,7,2,11.2,548
66195,2016,7,3,11.3,549
66195,2016,7,4,10.3,550
66195,2016,7,5,9.8,551
66195,2016,7,6,9.2,552
66195,2016,7,7,8.0,553
66195,2016,7,8,5.7,554
66195,2016,7,9,8.6,555
66195,2016,7,10,10.6,556
66195,2016,7,11,4.1,557
66195,2016,7,12,10.9,558
66195,2016,7,13,11.7,559
66195,2016,7,14,11.6,560
66195,2016,7,15,14.7,561
66195,2016,7,16,10.3,562
66195,2016,7,17,9.0,563
66195,2016,7,18,12.1,564
66195,2016,7,19,10.4,565
66195,2016,7,20,3.7,566
66195,2016,7,21,8.2,567
66195,2016,7,22,10.1,568
66195,2016,7,23,12.5,569
66195,2016,7,24,10.3,570
66195,2016,7,25,12.7,571
66195,2016,7,26,12.6,572
66195,2016,7,27,12.7,573
66195,2016,7,28,13.0,574
66195,2016,7,29,13.0,575
66195,2016,7,30,13.0,576
66195,2016,7,31,8.8,577
66195,2016,8,1,6.2,578
66195,2016,8,2,5.9,579
66195,2016,8,3,6.9,580
66195,2016,8,4,11.3,581
66195,2016,8,5,8.3,582
66195,2016,8,6,10.1,583
66195,2016,8,7,9.6,584
66195,2016,8,8,14.2,585
66195,2016,8,9,12.8,586
66195,2016,8,10,13.1,587
66195,2016,8,11,14.6,588
66195,2016,8,12,14.3,589
66195,2016,8,13,14.8,590
66195,2016,8,14,13.0,591
66195,2016,8,15,15.0,592
66195,2016,8,16,15.3,593
66195,2016,8,17,15.1,594
66195,2016,8,18,15.5,595
66195,2016,8,19,13.9,596
66195,2016,8,20,13.4,597
66195,2016,8,21,16.0,598
66195,2016,8,22,6.3,599
66195,2016,8,23,11.6,600
66195,2016,8,24,4.3,601
66195,2016,8,25,13.8,602
66195,2016,8,26,13.7,603
66195,2016,8,27,16.9,604
66195,2016,8,28,17.0,605
66195,2016,8,29,13.3,606
66195,2016,8,30,14.7,607
66195,2016,8,31,9.2,608
66195,2016,9,1,16.5,609
66195,2016,9,2,3.5,610
66195,2016,9,3,14.8,611
66195,2016,9,4,17.8,612
66195,2016,9,5,18.4,613
66195,2016,9,6,18.5,614
66195,2016,9,7,16.8,615
66195,2016,9,8,15.4,616
66195,2016,9,9,18.3,617
66195,2016,9,10,18.2,618
66195,2016,9,11,18.6,619
66195,2016,9,12,18.6,620
66195,2016,9,13,9.7,621
66195,2016,9,14,13.0,622
66195,2016,9,15,18.4,623
66195,2016,9,16,17.0,624
66195,2016,9,17,18.7,625
66195,2016,9,18,4.1,626
66195,2016,9,19,20.1,627
66195,2016,9,20,19.3,628
66195,2016,9,21,12.0,629
66195,2016,9,22,13.1,630
66195,2016,9,23,13.8,631
66195,2016,9,24,20.7,632
66195,2016,9,25,12.5,633
66195,2016,9,26,21.6,634
66195,2016,9,27,20.4,635
66195,2016,9,28,22.0,636
66195,2016,9,29,11.5,637
66195,2016,9,30,18.8,638
66195,2016,10,1,22.4,639
66195,2016,10,2,23.3,640
66195,2016,10,3,19.7,641
66195,2016,10,4,23.4,642
66195,2016,10,5,23.5,643
66195,2016,10,6,23.3,644
66195,2016,10,7,22.4,645
66195,2016,10,8,17.3,646
66195,2016,10,9,22.4,647
66195,2016,10,10,20.7,648
66195,2016,10,11,24.9,649
66195,2016,10,12,22.1,650
66195,2016,10,13,16.1,651
66195,2016,10,14,25.0,652
66195,2016,10,15,25.5,653
66195,2016,10,16,25.7,654
66195,2016,10,17,7.4,655
66195,2016,10,18,26.0,656
66195,2016,10,19,24.7,657
66195,2016,10,20,21.0,658
66195,2016,10,21,21.6,659
66195,2016,10,22,7.6,660
66195,2016,10,23,23.7,661
66195,2016,10,24,27.1,662
66195,2016,10,25,27.0,663
66195,2016,10,26,22.8,664
