Year,Month,Day,averagemwh,rainfall_mm,solar_exposure,min_temp,max_temp
2018,1,1,13.033619270833334,1.0,29.7,19.2,28.7
2018,1,1,12.940399583333331,1.0,29.7,19.2,28.7
2018,1,1,13.739174062500004,1.0,29.7,19.2,28.7
2018,1,1,13.8101315625,1.0,29.7,19.2,28.7
2018,1,1,13.304440104166671,1.0,29.7,19.2,28.7
2018,1,1,12.795739583333328,1.0,29.7,19.2,28.7
2018,1,1,12.957886874999998,1.0,29.7,19.2,28.7
2018,1,1,14.209706875000004,1.0,29.7,19.2,28.7
2018,1,1,14.580457395833342,1.0,29.7,19.2,28.7
2018,1,1,14.364650000000005,1.0,29.7,19.2,28.7
2018,1,1,14.319518958333337,1.0,29.7,19.2,28.7
2018,1,1,14.437966875,1.0,29.7,19.2,28.7
2018,1,1,13.601368854166674,1.0,29.7,19.2,28.7
2018,1,1,14.520838020833338,1.0,29.7,19.2,28.7
2018,1,1,14.775159062500004,1.0,29.7,19.2,28.7
2018,1,1,14.480114062499991,1.0,29.7,19.2,28.7
2018,1,1,14.689756875000002,1.0,29.7,19.2,28.7
2018,1,1,14.342507708333342,1.0,29.7,19.2,28.7
2018,1,1,14.397002708333334,1.0,29.7,19.2,28.7
2018,1,1,13.572110520833329,1.0,29.7,19.2,28.7
2018,1,1,13.382603854166666,1.0,29.7,19.2,28.7
2018,1,1,13.738728958333333,1.0,29.7,19.2,28.7
2018,1,1,13.465037604166668,1.0,29.7,19.2,28.7
2018,1,1,13.496721249999997,1.0,29.7,19.2,28.7
2018,1,1,14.024297291666665,1.0,29.7,19.2,28.7
2018,1,1,14.240376041666664,1.0,29.7,19.2,28.7
2018,1,1,13.8560746875,1.0,29.7,19.2,28.7
2018,1,1,13.687841979166665,1.0,29.7,19.2,28.7
2018,1,1,15.155250729166662,1.0,29.7,19.2,28.7
2018,1,1,16.524732291666663,1.0,29.7,19.2,28.7
2018,1,1,17.43601177083334,1.0,29.7,19.2,28.7
2018,1,1,17.540366979166667,1.0,29.7,19.2,28.7
2018,1,1,17.43895708333334,1.0,29.7,19.2,28.7
2018,1,1,16.819258854166666,1.0,29.7,19.2,28.7
2018,1,1,16.448270625,1.0,29.7,19.2,28.7
2018,1,1,16.60460625,1.0,29.7,19.2,28.7
2018,1,1,18.294792187500004,1.0,29.7,19.2,28.7
2018,1,1,19.899491354166667,1.0,29.7,19.2,28.7
2018,1,1,17.454402500000004,1.0,29.7,19.2,28.7
2018,1,1,17.314120104166665,1.0,29.7,19.2,28.7
2018,1,1,15.993618333333332,1.0,29.7,19.2,28.7
2018,1,1,15.990251041666667,1.0,29.7,19.2,28.7
2018,1,1,15.739255416666667,1.0,29.7,19.2,28.7
2018,1,1,16.722016770833324,1.0,29.7,19.2,28.7
2018,1,1,16.831114583333335,1.0,29.7,19.2,28.7
2018,1,1,16.158379791666658,1.0,29.7,19.2,28.7
2018,1,1,16.41250822916666,1.0,29.7,19.2,28.7
2018,1,1,15.976806458333334,1.0,29.7,19.2,28.7
2018,1,1,17.1437509375,1.0,29.7,19.2,28.7
2018,1,1,17.0686509375,1.0,29.7,19.2,28.7
2018,1,1,16.649512708333326,1.0,29.7,19.2,28.7
2018,1,1,17.389170833333335,1.0,29.7,19.2,28.7
2018,1,1,16.949345312500004,1.0,29.7,19.2,28.7
2018,1,1,17.516783541666676,1.0,29.7,19.2,28.7
2018,1,1,16.54997416666667,1.0,29.7,19.2,28.7
2018,1,1,16.997439479166676,1.0,29.7,19.2,28.7
2018,1,1,17.681543541666667,1.0,29.7,19.2,28.7
2018,1,1,18.463076875,1.0,29.7,19.2,28.7
2018,1,1,18.668826145833336,1.0,29.7,19.2,28.7
2018,1,1,18.76129239583333,1.0,29.7,19.2,28.7
2018,1,1,18.6662990625,1.0,29.7,19.2,28.7
2018,1,1,18.9525953125,1.0,29.7,19.2,28.7
2018,1,1,18.57684885416667,1.0,29.7,19.2,28.7
2018,1,1,19.330456875000007,1.0,29.7,19.2,28.7
2018,1,1,16.333702083333336,1.0,29.7,19.2,28.7
2018,1,1,15.638933645833337,1.0,29.7,19.2,28.7
2018,1,1,16.282688020833334,1.0,29.7,19.2,28.7
2018,1,1,16.628288020833327,1.0,29.7,19.2,28.7
2018,1,1,16.828190624999994,1.0,29.7,19.2,28.7
2018,1,1,17.228421250000007,1.0,29.7,19.2,28.7
2018,1,1,17.925272500000002,1.0,29.7,19.2,28.7
2018,1,1,17.802802916666668,1.0,29.7,19.2,28.7
2018,1,1,19.39596281250001,1.0,29.7,19.2,28.7
2018,1,1,17.880296354166656,1.0,29.7,19.2,28.7
2018,1,1,17.172660104166667,1.0,29.7,19.2,28.7
2018,1,1,16.878914895833336,1.0,29.7,19.2,28.7
2018,1,1,17.280704374999992,1.0,29.7,19.2,28.7
2018,1,1,17.43981625,1.0,29.7,19.2,28.7
2018,1,1,15.947384166666668,1.0,29.7,19.2,28.7
2018,1,1,17.152003437500007,1.0,29.7,19.2,28.7
2018,1,1,17.921875833333342,1.0,29.7,19.2,28.7
2018,1,1,18.29714333333333,1.0,29.7,19.2,28.7
2018,1,1,17.88214177083334,1.0,29.7,19.2,28.7
2018,1,1,17.149718124999996,1.0,29.7,19.2,28.7
2018,1,1,16.524473437499996,1.0,29.7,19.2,28.7
2018,1,1,16.471524479166657,1.0,29.7,19.2,28.7
2018,1,1,15.57240072916666,1.0,29.7,19.2,28.7
2018,1,1,16.238854166666666,1.0,29.7,19.2,28.7
2018,1,1,15.906722604166672,1.0,29.7,19.2,28.7
2018,1,1,15.920861979166668,1.0,29.7,19.2,28.7
2018,1,1,14.547584895833332,1.0,29.7,19.2,28.7
2018,1,1,16.386730937500005,1.0,29.7,19.2,28.7
2018,1,1,16.58836666666667,1.0,29.7,19.2,28.7
2018,1,1,17.109918125000004,1.0,29.7,19.2,28.7
2018,1,1,16.800367291666664,1.0,29.7,19.2,28.7
2018,1,1,16.55004822916667,1.0,29.7,19.2,28.7
2018,1,1,16.026619583333332,1.0,29.7,19.2,28.7
2018,1,1,15.268366562500004,1.0,29.7,19.2,28.7
2018,1,1,15.998960104166658,1.0,29.7,19.2,28.7
2018,1,1,16.46681416666666,1.0,29.7,19.2,28.7
2018,1,1,16.238249791666657,1.0,29.7,19.2,28.7
2018,1,1,15.143980937499997,1.0,29.7,19.2,28.7
2018,1,1,13.456048229166663,1.0,29.7,19.2,28.7
2018,1,1,14.202269999999997,1.0,29.7,19.2,28.7
2018,1,1,14.305050208333336,1.0,29.7,19.2,28.7
2018,1,1,14.834702083333331,1.0,29.7,19.2,28.7
2018,1,1,17.812882187500012,1.0,29.7,19.2,28.7
2018,1,1,13.602364374999995,1.0,29.7,19.2,28.7
2018,1,1,13.6738428125,1.0,29.7,19.2,28.7
2018,1,1,14.929996875,1.0,29.7,19.2,28.7
2018,1,1,16.391893854166668,1.0,29.7,19.2,28.7
2018,1,1,17.3679259375,1.0,29.7,19.2,28.7
2018,1,1,17.3787303125,1.0,29.7,19.2,28.7
2018,1,1,15.635473437499998,1.0,29.7,19.2,28.7
2018,1,1,15.0290684375,1.0,29.7,19.2,28.7
2018,1,1,15.558906458333334,1.0,29.7,19.2,28.7
2018,1,1,15.75503947916666,1.0,29.7,19.2,28.7
2018,1,1,15.251265416666667,1.0,29.7,19.2,28.7
2018,1,1,16.161047916666664,1.0,29.7,19.2,28.7
2018,1,1,18.173804479166662,1.0,29.7,19.2,28.7
2018,1,1,17.222932708333328,1.0,29.7,19.2,28.7
2018,1,1,16.159405104166662,1.0,29.7,19.2,28.7
2018,1,1,16.97968833333333,1.0,29.7,19.2,28.7
2018,1,1,16.085935312499995,1.0,29.7,19.2,28.7
2018,1,1,15.000828750000004,1.0,29.7,19.2,28.7
2018,1,1,13.484197187499992,1.0,29.7,19.2,28.7
2018,1,1,13.271678541666663,1.0,29.7,19.2,28.7
2018,1,1,14.0763046875,1.0,29.7,19.2,28.7
2018,1,1,14.351001249999998,1.0,29.7,19.2,28.7
2018,1,1,14.026875937499996,1.0,29.7,19.2,28.7
2018,1,1,14.073916041666669,1.0,29.7,19.2,28.7
2018,1,1,14.297407916666664,1.0,29.7,19.2,28.7
2018,1,1,14.18156125,1.0,29.7,19.2,28.7
2018,1,1,13.775864166666665,1.0,29.7,19.2,28.7
2018,1,1,13.019649687500005,1.0,29.7,19.2,28.7
2018,1,1,12.6359225,1.0,29.7,19.2,28.7
2018,1,1,12.764381562500004,1.0,29.7,19.2,28.7
2018,1,1,12.891881770833333,1.0,29.7,19.2,28.7
2018,1,1,13.221875312499996,1.0,29.7,19.2,28.7
2018,1,1,13.561024270833334,1.0,29.7,19.2,28.7
2018,1,1,13.03603645833333,1.0,29.7,19.2,28.7
2018,1,1,12.337712083333331,1.0,29.7,19.2,28.7
2018,1,1,12.927198750000002,1.0,29.7,19.2,28.7
2018,1,1,12.635559791666664,1.0,29.7,19.2,28.7
2018,1,1,12.078178437499997,1.0,29.7,19.2,28.7
2018,1,1,11.95782875,1.0,29.7,19.2,28.7
2018,1,1,11.981611354166668,1.0,29.7,19.2,28.7
2018,1,1,11.6586684375,1.0,29.7,19.2,28.7
2018,1,1,11.437938124999995,1.0,29.7,19.2,28.7
2018,1,1,11.776771979166664,1.0,29.7,19.2,28.7
2018,1,1,11.971646041666668,1.0,29.7,19.2,28.7
2018,1,1,11.359469062500002,1.0,29.7,19.2,28.7
2018,1,1,11.381499062499998,1.0,29.7,19.2,28.7
2018,1,1,11.199125000000002,1.0,29.7,19.2,28.7
2018,1,1,11.814383020833333,1.0,29.7,19.2,28.7
2018,1,1,11.7661375,1.0,29.7,19.2,28.7
2018,1,1,11.761948020833332,1.0,29.7,19.2,28.7
2018,1,1,11.854759479166669,1.0,29.7,19.2,28.7
2018,1,1,11.437079375,1.0,29.7,19.2,28.7
2018,1,1,11.999184062500005,1.0,29.7,19.2,28.7
2018,1,1,12.343572604166672,1.0,29.7,19.2,28.7
2018,1,1,11.943977187500002,1.0,29.7,19.2,28.7
2018,1,1,12.440897187499996,1.0,29.7,19.2,28.7
2018,1,1,12.162568958333337,1.0,29.7,19.2,28.7
2018,1,1,11.577567500000002,1.0,29.7,19.2,28.7
2018,1,1,12.46477135416667,1.0,29.7,19.2,28.7
2018,1,1,11.853923750000003,1.0,29.7,19.2,28.7
2018,1,1,11.653761979166667,1.0,29.7,19.2,28.7
2018,1,1,11.552726145833327,1.0,29.7,19.2,28.7
2018,1,1,11.6459334375,1.0,29.7,19.2,28.7
2018,1,1,11.667746458333337,1.0,29.7,19.2,28.7
2018,1,1,12.489794687499996,1.0,29.7,19.2,28.7
2018,1,1,11.606275625000004,1.0,29.7,19.2,28.7
2018,1,1,11.950050625,1.0,29.7,19.2,28.7
2018,1,1,11.630456875,1.0,29.7,19.2,28.7
2018,1,1,11.649311458333337,1.0,29.7,19.2,28.7
