Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61133,2015,1,1,31.0,0
61133,2015,1,2,24.7,1
61133,2015,1,3,31.3,2
61133,2015,1,4,26.9,3
61133,2015,1,5,14.3,4
61133,2015,1,6,30.3,5
61133,2015,1,7,31.1,6
61133,2015,1,8,31.7,7
61133,2015,1,9,27.5,8
61133,2015,1,10,14.3,9
61133,2015,1,11,3.2,10
61133,2015,1,12,10.8,11
61133,2015,1,13,27.4,12
61133,2015,1,14,30.4,13
61133,2015,1,15,28.9,14
61133,2015,1,16,27.9,15
61133,2015,1,17,32.0,16
61133,2015,1,18,30.1,17
61133,2015,1,19,3.0,18
61133,2015,1,20,20.6,19
61133,2015,1,21,25.7,20
61133,2015,1,22,26.1,21
61133,2015,1,23,23.4,22
61133,2015,1,24,29.6,23
61133,2015,1,25,28.6,24
61133,2015,1,26,3.2,25
61133,2015,1,27,2.7,26
61133,2015,1,28,10.3,27
61133,2015,1,29,28.8,28
61133,2015,1,30,29.3,29
61133,2015,1,31,28.2,30
61133,2015,2,1,20.9,31
61133,2015,2,2,26.0,32
61133,2015,2,3,14.8,33
61133,2015,2,4,16.3,34
61133,2015,2,5,16.8,35
61133,2015,2,6,27.0,36
61133,2015,2,7,18.7,37
61133,2015,2,8,28.8,38
61133,2015,2,9,17.9,39
61133,2015,2,10,23.3,40
61133,2015,2,11,25.1,41
61133,2015,2,12,26.0,42
61133,2015,2,13,22.8,43
61133,2015,2,14,21.5,44
61133,2015,2,15,22.4,45
61133,2015,2,16,25.4,46
61133,2015,2,17,27.0,47
61133,2015,2,18,20.2,48
61133,2015,2,19,12.1,49
61133,2015,2,20,9.1,50
61133,2015,2,21,13.7,51
61133,2015,2,22,17.0,52
61133,2015,2,23,23.6,53
61133,2015,2,24,14.2,54
61133,2015,2,25,11.6,55
61133,2015,2,26,16.5,56
61133,2015,2,27,21.4,57
61133,2015,2,28,19.3,58
61133,2015,3,1,20.0,59
61133,2015,3,2,9.7,60
61133,2015,3,3,24.5,61
61133,2015,3,4,20.1,62
61133,2015,3,5,23.1,63
61133,2015,3,6,24.8,64
61133,2015,3,7,20.7,65
61133,2015,3,8,16.0,66
61133,2015,3,9,23.8,67
61133,2015,3,10,17.6,68
61133,2015,3,11,21.4,69
61133,2015,3,12,16.9,70
61133,2015,3,13,4.5,71
61133,2015,3,14,21.9,72
