Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66034,2015,1,1,30.5,0
66034,2015,1,2,20.0,1
66034,2015,1,3,31.2,2
66034,2015,1,4,24.4,3
66034,2015,1,5,15.3,4
66034,2015,1,6,28.1,5
66034,2015,1,7,30.5,6
66034,2015,1,8,31.8,7
66034,2015,1,9,25.3,8
66034,2015,1,10,14.9,9
66034,2015,1,11,3.0,10
66034,2015,1,12,15.3,11
66034,2015,1,13,20.9,12
66034,2015,1,14,29.7,13
66034,2015,1,15,29.1,14
66034,2015,1,16,28.2,15
66034,2015,1,17,32.1,16
66034,2015,1,18,29.7,17
66034,2015,1,19,5.2,18
66034,2015,1,20,20.0,19
66034,2015,1,21,28.7,20
66034,2015,1,22,28.7,21
66034,2015,1,23,28.4,22
66034,2015,1,24,27.0,23
66034,2015,1,25,25.8,24
66034,2015,1,26,3.2,25
66034,2015,1,27,3.2,26
66034,2015,1,28,3.9,27
66034,2015,1,29,27.9,28
66034,2015,1,30,27.6,29
66034,2015,1,31,27.6,30
66034,2015,2,1,19.9,31
66034,2015,2,2,24.3,32
66034,2015,2,3,24.1,33
66034,2015,2,4,19.1,34
66034,2015,2,5,10.6,35
66034,2015,2,6,19.5,36
66034,2015,2,7,22.2,37
66034,2015,2,8,27.3,38
66034,2015,2,9,10.3,39
66034,2015,2,10,23.4,40
66034,2015,2,11,24.6,41
66034,2015,2,12,23.7,42
66034,2015,2,13,15.9,43
66034,2015,2,14,17.0,44
66034,2015,2,15,22.4,45
66034,2015,2,16,24.6,46
66034,2015,2,17,26.5,47
66034,2015,2,18,25.4,48
66034,2015,2,19,18.8,49
66034,2015,2,20,14.4,50
66034,2015,2,21,11.0,51
66034,2015,2,22,19.6,52
66034,2015,2,23,16.5,53
66034,2015,2,24,17.8,54
66034,2015,2,25,10.3,55
66034,2015,2,26,15.9,56
66034,2015,2,27,17.8,57
66034,2015,2,28,22.1,58
66034,2015,3,1,16.5,59
66034,2015,3,2,12.7,60
66034,2015,3,3,20.3,61
66034,2015,3,4,18.8,62
66034,2015,3,5,23.3,63
66034,2015,3,6,24.3,64
66034,2015,3,7,14.5,65
66034,2015,3,8,19.8,66
66034,2015,3,9,23.9,67
66034,2015,3,10,8.9,68
66034,2015,3,11,17.7,69
66034,2015,3,12,18.3,70
66034,2015,3,13,3.6,71
66034,2015,3,14,19.0,72
66034,2015,3,15,14.7,73
66034,2015,3,16,12.6,74
66034,2015,3,17,12.7,75
66034,2015,3,18,16.5,76
66034,2015,3,19,21.7,77
66034,2015,3,20,17.2,78
66034,2015,3,21,6.4,79
66034,2015,3,22,7.3,80
66034,2015,3,23,18.3,81
66034,2015,3,24,5.6,82
66034,2015,3,25,15.4,83
66034,2015,3,26,20.2,84
