Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,index,Quality_Y
61412,2015,5,12,8.5,1.0,131,True
61412,2015,5,13,8.0,1.0,132,True
61412,2015,5,14,4.1,1.0,133,True
61412,2015,5,15,6.7,1.0,134,True
61412,2015,5,16,13.2,1.0,135,True
61412,2015,5,17,10.2,1.0,136,True
61412,2015,5,18,10.6,1.0,137,True
61412,2015,5,19,9.8,1.0,138,True
61412,2015,5,20,13.4,1.0,139,True
61412,2015,5,21,13.4,1.0,140,True
61412,2015,5,22,13.9,1.0,141,True
61412,2015,5,23,11.6,1.0,142,True
61412,2015,5,24,6.0,1.0,143,True
61412,2015,5,25,6.0,1.0,144,True
61412,2015,5,26,4.7,1.0,145,True
61412,2015,5,27,8.3,1.0,146,True
61412,2015,5,28,6.7,1.0,147,True
61412,2015,5,29,11.5,1.0,148,True
61412,2015,5,30,8.4,1.0,149,True
61412,2015,5,31,11.5,1.0,150,True
61412,2015,6,1,7.4,1.0,151,True
61412,2015,6,2,3.9,1.0,152,True
61412,2015,6,3,3.0,1.0,153,True
61412,2015,6,4,2.0,1.0,154,True
61412,2015,6,5,3.5,1.0,155,True
61412,2015,6,6,5.3,1.0,156,True
61412,2015,6,7,3.7,1.0,157,True
61412,2015,6,8,6.1,1.0,158,True
61412,2015,6,9,5.2,1.0,159,True
61412,2015,6,10,6.0,1.0,160,True
61412,2015,6,11,11.5,1.0,161,True
61412,2015,6,12,11.6,1.0,162,True
61412,2015,6,13,9.9,1.0,163,True
61412,2015,6,14,4.6,1.0,164,True
61412,2015,6,15,7.3,1.0,165,True
61412,2015,6,16,10.9,1.0,166,True
61412,2015,6,17,13.2,1.0,167,True
61412,2015,6,18,9.9,1.0,168,True
61412,2015,6,19,10.4,1.0,169,True
61412,2015,6,20,5.7,1.0,170,True
61412,2015,6,21,5.8,1.0,171,True
61412,2015,6,22,3.5,1.0,172,True
61412,2015,6,23,3.1,1.0,173,True
61412,2015,6,24,7.9,1.0,174,True
61412,2015,6,25,10.4,1.0,175,True
61412,2015,6,26,9.6,1.0,176,True
61412,2015,6,27,3.2,1.0,177,True
61412,2015,6,28,2.2,1.0,178,True
61412,2015,6,29,6.9,1.0,179,True
61412,2015,6,30,3.7,1.0,180,True
61412,2015,7,1,8.9,1.0,181,True
61412,2015,7,2,2.6,1.0,182,True
61412,2015,7,3,7.5,1.0,183,True
61412,2015,7,4,0.3,1.0,184,True
61412,2015,7,5,-0.5,1.0,185,True
61412,2015,7,6,-0.3,1.0,186,True
61412,2015,7,7,2.6,1.0,187,True
61412,2015,7,8,4.0,1.0,188,True
61412,2015,7,9,1.5,1.0,189,True
61412,2015,7,10,3.4,1.0,190,True
61412,2015,7,11,3.0,1.0,191,True
61412,2015,7,12,7.1,1.0,192,True
61412,2015,7,13,7.8,1.0,193,True
61412,2015,7,14,6.9,1.0,194,True
61412,2015,7,15,2.9,1.0,195,True
61412,2015,7,16,4.2,1.0,196,True
61412,2015,7,17,5.7,1.0,197,True
61412,2015,7,18,7.9,1.0,198,True
61412,2015,7,19,7.6,1.0,199,True
61412,2015,7,20,6.1,1.0,200,True
61412,2015,7,21,2.9,1.0,201,True
61412,2015,7,22,3.9,1.0,202,True
61412,2015,7,23,7.3,1.0,203,True
61412,2015,7,24,7.3,1.0,204,True
61412,2015,7,25,5.5,1.0,205,True
61412,2015,7,26,4.3,1.0,206,True
61412,2015,7,27,8.2,1.0,207,True
61412,2015,7,28,2.7,1.0,208,True
61412,2015,7,29,1.9,1.0,209,True
61412,2015,7,30,2.5,1.0,210,True
61412,2015,7,31,8.2,1.0,211,True
61412,2015,8,1,1.9,1.0,212,True
61412,2015,8,2,6.3,1.0,213,True
61412,2015,8,3,6.5,1.0,214,True
61412,2015,8,4,2.0,1.0,215,True
61412,2015,8,5,3.1,1.0,216,True
61412,2015,8,6,2.2,1.0,217,True
61412,2015,8,7,1.0,1.0,218,True
61412,2015,8,8,2.2,1.0,219,True
61412,2015,8,9,1.1,1.0,220,True
61412,2015,8,10,2.6,1.0,221,True
61412,2015,8,11,1.6,1.0,222,True
61412,2015,8,12,0.0,1.0,223,True
61412,2015,8,13,9.2,1.0,224,True
61412,2015,8,14,1.1,1.0,225,True
61412,2015,8,15,1.7,1.0,226,True
61412,2015,8,16,3.5,1.0,227,True
61412,2015,8,17,2.4,1.0,228,True
61412,2015,8,18,2.6,1.0,229,True
61412,2015,8,19,4.9,1.0,230,True
61412,2015,8,20,2.3,1.0,231,True
61412,2015,8,21,3.8,1.0,232,True
61412,2015,8,22,8.5,1.0,233,True
61412,2015,8,23,13.1,1.0,234,True
61412,2015,8,24,13.4,1.0,235,True
61412,2015,8,25,10.8,1.0,236,True
61412,2015,8,26,12.8,1.0,237,True
61412,2015,8,27,10.5,1.0,238,True
61412,2015,8,28,7.2,1.0,239,True
61412,2015,8,29,4.1,1.0,240,True
61412,2015,8,30,2.5,1.0,241,True
61412,2015,8,31,4.9,1.0,242,True
61412,2015,9,1,3.4,1.0,243,True
61412,2015,9,2,1.9,1.0,244,True
61412,2015,9,3,8.9,1.0,245,True
61412,2015,9,4,12.2,1.0,246,True
61412,2015,9,5,7.0,1.0,247,True
61412,2015,9,6,12.3,1.0,248,True
61412,2015,9,7,5.7,1.0,249,True
61412,2015,9,8,4.5,1.0,250,True
61412,2015,9,9,4.3,1.0,251,True
61412,2015,9,10,6.8,1.0,252,True
61412,2015,9,11,7.0,1.0,253,True
61412,2015,9,12,4.5,1.0,254,True
61412,2015,9,13,6.4,1.0,255,True
61412,2015,9,14,6.3,1.0,256,True
61412,2015,9,15,7.4,1.0,257,True
61412,2015,9,16,6.2,1.0,258,True
61412,2015,9,17,7.8,1.0,259,True
61412,2015,9,18,10.4,1.0,260,True
61412,2015,9,19,9.3,1.0,261,True
61412,2015,9,20,13.0,1.0,262,True
61412,2015,9,21,6.9,1.0,263,True
61412,2015,9,22,9.4,1.0,264,True
61412,2015,9,23,9.3,1.0,265,True
61412,2015,9,24,9.0,1.0,266,True
61412,2015,9,25,9.7,1.0,267,True
61412,2015,9,26,10.7,1.0,268,True
61412,2015,9,27,9.5,1.0,269,True
61412,2015,9,28,6.0,1.0,270,True
61412,2015,9,29,5.8,1.0,271,True
61412,2015,9,30,8.4,1.0,272,True
61412,2015,10,1,11.6,1.0,273,True
61412,2015,10,2,12.0,1.0,274,True
61412,2015,10,3,8.9,1.0,275,True
61412,2015,10,4,10.4,1.0,276,True
61412,2015,10,5,9.2,1.0,277,True
61412,2015,10,6,10.8,1.0,278,True
61412,2015,10,7,11.6,1.0,279,True
61412,2015,10,8,13.0,1.0,280,True
61412,2015,10,9,12.8,1.0,281,True
61412,2015,10,10,10.3,1.0,282,True
61412,2015,10,11,9.8,1.0,283,True
61412,2015,10,12,13.0,1.0,284,True
61412,2015,10,13,17.7,1.0,285,True
61412,2015,10,14,15.5,1.0,286,True
61412,2015,10,15,10.8,1.0,287,True
61412,2015,10,16,13.2,1.0,288,True
61412,2015,10,17,13.5,1.0,289,True
61412,2015,10,18,19.4,1.0,290,True
61412,2015,10,19,17.8,1.0,291,True
61412,2015,10,20,13.2,1.0,292,True
61412,2015,10,21,15.7,1.0,293,True
61412,2015,10,22,17.4,1.0,294,True
61412,2015,10,23,14.2,1.0,295,True
61412,2015,10,24,9.5,1.0,296,True
61412,2015,10,25,10.2,1.0,297,True
61412,2015,10,26,12.8,1.0,298,True
61412,2015,10,27,15.2,1.0,299,True
61412,2015,10,28,12.0,1.0,300,True
61412,2015,10,29,8.5,1.0,301,True
61412,2015,10,30,7.9,1.0,302,True
61412,2015,10,31,11.1,1.0,303,True
61412,2015,11,1,14.0,1.0,304,True
61412,2015,11,2,18.3,1.0,305,True
61412,2015,11,3,19.4,1.0,306,True
61412,2015,11,4,17.9,1.0,307,True
61412,2015,11,5,16.4,1.0,308,True
61412,2015,11,6,17.3,1.0,309,True
61412,2015,11,7,15.2,1.0,310,True
61412,2015,11,8,15.0,1.0,311,True
61412,2015,11,9,11.8,1.0,312,True
61412,2015,11,10,10.4,1.0,313,True
61412,2015,11,11,14.6,1.0,314,True
61412,2015,11,12,14.6,1.0,315,True
61412,2015,11,13,16.0,1.0,316,True
61412,2015,11,14,16.1,1.0,317,True
61412,2015,11,15,15.7,1.0,318,True
61412,2015,11,16,12.4,1.0,319,True
61412,2015,11,17,9.1,1.0,320,True
61412,2015,11,18,12.0,1.0,321,True
61412,2015,11,19,14.1,1.0,322,True
61412,2015,11,20,17.1,1.0,323,True
61412,2015,11,21,18.7,1.0,324,True
61412,2015,11,22,15.5,1.0,325,True
61412,2015,11,23,12.1,1.0,326,True
61412,2015,11,24,16.0,1.0,327,True
61412,2015,11,25,12.8,1.0,328,True
61412,2015,11,26,16.4,1.0,329,True
61412,2015,11,27,16.3,1.0,330,True
61412,2015,11,28,15.1,1.0,331,True
61412,2015,11,29,20.0,1.0,332,True
61412,2015,11,30,18.3,1.0,333,True
61412,2015,12,1,14.4,1.0,334,True
61412,2015,12,2,19.8,1.0,335,True
61412,2015,12,3,14.9,1.0,336,True
61412,2015,12,4,9.6,1.0,337,True
61412,2015,12,5,9.7,1.0,338,True
61412,2015,12,6,10.9,1.0,339,True
61412,2015,12,7,13.9,1.0,340,True
61412,2015,12,8,14.9,1.0,341,True
61412,2015,12,9,20.4,1.0,342,True
61412,2015,12,10,20.2,1.0,343,True
61412,2015,12,11,15.6,1.0,344,True
61412,2015,12,12,17.9,1.0,345,True
61412,2015,12,13,16.8,1.0,346,True
61412,2015,12,14,13.0,1.0,347,True
61412,2015,12,15,13.7,1.0,348,True
61412,2015,12,16,19.7,1.0,349,True
61412,2015,12,17,14.7,1.0,350,True
61412,2015,12,18,13.8,1.0,351,True
61412,2015,12,19,14.7,1.0,352,True
61412,2015,12,20,12.9,1.0,353,True
61412,2015,12,21,19.3,1.0,354,True
61412,2015,12,22,17.9,1.0,355,True
61412,2015,12,23,16.6,1.0,356,True
61412,2015,12,24,14.6,1.0,357,True
61412,2015,12,25,13.2,1.0,358,True
61412,2015,12,26,15.6,1.0,359,True
61412,2015,12,27,17.2,1.0,360,True
61412,2015,12,28,15.1,1.0,361,True
61412,2015,12,29,12.2,1.0,362,True
61412,2015,12,30,10.5,1.0,363,True
61412,2015,12,31,13.3,1.0,364,True
61412,2016,1,1,12.8,1.0,365,True
61412,2016,1,2,14.7,1.0,366,True
61412,2016,1,3,17.0,1.0,367,True
61412,2016,1,4,18.1,1.0,368,True
61412,2016,1,5,18.2,1.0,369,True
61412,2016,1,6,18.4,1.0,370,True
61412,2016,1,7,16.3,1.0,371,True
61412,2016,1,9,15.6,1.0,373,True
61412,2016,1,10,14.3,1.0,374,True
61412,2016,1,11,16.3,1.0,375,True
61412,2016,1,12,18.1,1.0,376,True
61412,2016,1,13,21.7,1.0,377,True
61412,2016,1,14,19.3,1.0,378,True
61412,2016,1,15,14.9,1.0,379,True
61412,2016,1,16,14.5,1.0,380,True
61412,2016,1,17,14.9,1.0,381,True
61412,2016,1,18,13.8,1.0,382,True
61412,2016,1,19,13.5,1.0,383,True
61412,2016,1,20,15.7,1.0,384,True
61412,2016,1,21,20.0,1.0,385,True
61412,2016,1,22,21.2,1.0,386,True
61412,2016,1,23,22.3,1.0,387,True
61412,2016,1,24,19.9,1.0,388,True
61412,2016,1,25,18.8,1.0,389,True
61412,2016,1,26,21.1,1.0,390,True
61412,2016,1,27,17.8,1.0,391,True
61412,2016,1,28,20.3,1.0,392,True
61412,2016,1,29,20.0,1.0,393,True
61412,2016,1,30,19.0,1.0,394,True
61412,2016,1,31,17.4,1.0,395,True
61412,2016,2,1,13.9,1.0,396,True
61412,2016,2,2,14.6,1.0,397,True
61412,2016,2,3,15.3,1.0,398,True
61412,2016,2,4,20.1,1.0,399,True
61412,2016,2,5,18.2,1.0,400,True
61412,2016,2,6,18.5,1.0,401,True
61412,2016,2,7,16.1,1.0,402,True
61412,2016,2,8,15.4,1.0,403,True
61412,2016,2,9,17.0,1.0,404,True
61412,2016,2,10,16.3,1.0,405,True
61412,2016,2,11,14.6,1.0,406,True
61412,2016,2,12,17.0,1.0,407,True
61412,2016,2,13,15.7,1.0,408,True
61412,2016,2,14,14.9,1.0,409,True
61412,2016,2,15,21.4,1.0,410,True
61412,2016,2,16,16.6,1.0,411,True
61412,2016,2,17,19.3,1.0,412,True
61412,2016,2,18,16.6,1.0,413,True
61412,2016,2,19,17.8,1.0,414,True
61412,2016,2,20,20.2,1.0,415,True
61412,2016,2,21,21.8,1.0,416,True
61412,2016,2,22,17.8,1.0,417,True
61412,2016,2,23,14.8,1.0,418,True
61412,2016,2,24,15.3,1.0,419,True
61412,2016,2,25,16.3,1.0,420,True
61412,2016,2,26,19.2,1.0,421,True
61412,2016,2,27,18.8,1.0,422,True
61412,2016,2,28,15.7,1.0,423,True
61412,2016,2,29,14.6,1.0,424,True
61412,2016,3,1,18.4,1.0,425,True
61412,2016,3,2,14.9,1.0,426,True
61412,2016,3,3,16.7,1.0,427,True
61412,2016,3,4,17.8,1.0,428,True
61412,2016,3,5,14.5,1.0,429,True
61412,2016,3,6,13.4,1.0,430,True
61412,2016,3,7,15.3,1.0,431,True
61412,2016,3,8,14.9,1.0,432,True
61412,2016,3,9,18.5,1.0,433,True
61412,2016,3,10,17.9,1.0,434,True
61412,2016,3,11,20.0,1.0,435,True
61412,2016,3,12,17.8,1.0,436,True
61412,2016,3,13,16.3,1.0,437,True
61412,2016,3,14,17.6,1.0,438,True
61412,2016,3,15,20.9,1.0,439,True
61412,2016,3,16,19.7,1.0,440,True
61412,2016,3,17,18.1,1.0,441,True
61412,2016,3,18,14.9,1.0,442,True
61412,2016,3,19,10.6,1.0,443,True
61412,2016,3,20,11.8,1.0,444,True
61412,2016,3,21,15.6,1.0,445,True
61412,2016,3,22,14.7,1.0,446,True
61412,2016,3,23,12.6,1.0,447,True
61412,2016,3,24,11.9,1.0,448,True
61412,2016,3,25,12.6,1.0,449,True
61412,2016,3,26,12.6,1.0,450,True
61412,2016,3,27,13.8,1.0,451,True
61412,2016,3,28,15.5,1.0,452,True
61412,2016,3,29,18.3,1.0,453,True
61412,2016,3,30,18.9,1.0,454,True
61412,2016,3,31,10.9,1.0,455,True
61412,2016,4,1,11.9,1.0,456,True
61412,2016,4,2,12.7,1.0,457,True
61412,2016,4,3,13.4,1.0,458,True
61412,2016,4,4,16.5,1.0,459,True
61412,2016,4,5,13.4,1.0,460,True
61412,2016,4,6,14.6,1.0,461,True
61412,2016,4,7,17.6,1.0,462,True
61412,2016,4,8,17.1,1.0,463,True
61412,2016,4,9,14.4,1.0,464,True
61412,2016,4,10,12.0,1.0,465,True
61412,2016,4,11,8.9,1.0,466,True
61412,2016,4,12,11.8,1.0,467,True
61412,2016,4,13,11.8,1.0,468,True
61412,2016,4,14,12.3,1.0,469,True
61412,2016,4,15,9.9,1.0,470,True
61412,2016,4,16,9.3,1.0,471,True
61412,2016,4,17,12.8,1.0,472,True
61412,2016,4,18,13.7,1.0,473,True
61412,2016,4,19,12.2,1.0,474,True
61412,2016,4,20,12.4,1.0,475,True
61412,2016,4,21,12.1,1.0,476,True
61412,2016,4,22,10.6,1.0,477,True
61412,2016,4,23,15.8,1.0,478,True
61412,2016,4,24,14.6,1.0,479,True
61412,2016,4,25,7.3,1.0,480,True
61412,2016,4,26,11.1,1.0,481,True
61412,2016,4,27,8.1,1.0,482,True
61412,2016,4,28,9.4,1.0,483,True
61412,2016,4,29,9.6,1.0,484,True
61412,2016,4,30,14.9,1.0,485,True
61412,2016,5,1,13.0,1.0,486,True
61412,2016,5,2,9.9,1.0,487,True
61412,2016,5,3,12.1,1.0,488,True
61412,2016,5,4,8.4,1.0,489,True
61412,2016,5,5,8.4,1.0,490,True
61412,2016,5,6,7.3,1.0,491,True
61412,2016,5,7,6.5,1.0,492,True
61412,2016,5,8,11.1,1.0,493,True
61412,2016,5,9,15.1,1.0,494,True
61412,2016,5,10,12.2,1.0,495,True
61412,2016,5,11,5.5,1.0,496,True
61412,2016,5,12,10.2,1.0,497,True
61412,2016,5,13,10.1,1.0,498,True
61412,2016,5,14,4.2,1.0,499,True
61412,2016,5,15,3.8,1.0,500,True
61412,2016,5,16,7.7,1.0,501,True
61412,2016,5,17,10.4,1.0,502,True
61412,2016,5,18,5.8,1.0,503,True
61412,2016,5,19,5.2,1.0,504,True
61412,2016,5,20,8.5,1.0,505,True
61412,2016,5,21,8.6,1.0,506,True
61412,2016,5,22,8.8,1.0,507,True
61412,2016,5,23,8.2,1.0,508,True
61412,2016,5,24,6.9,1.0,509,True
61412,2016,5,25,2.2,1.0,510,True
61412,2016,5,26,7.1,1.0,511,True
61412,2016,5,27,4.5,1.0,512,True
61412,2016,5,28,5.1,1.0,513,True
61412,2016,5,29,6.2,1.0,514,True
61412,2016,5,30,-0.8,1.0,515,True
61412,2016,5,31,0.7,1.0,516,True
61412,2016,6,1,10.5,1.0,517,True
61412,2016,6,2,9.2,1.0,518,True
61412,2016,6,3,9.0,1.0,519,True
61412,2016,6,4,12.9,1.0,520,True
61412,2016,6,5,14.9,1.0,521,True
61412,2016,6,6,13.7,1.0,522,True
61412,2016,6,7,9.3,1.0,523,True
61412,2016,6,8,9.4,1.0,524,True
61412,2016,6,9,9.9,1.0,525,True
61412,2016,6,10,9.9,1.0,526,True
61412,2016,6,11,5.6,1.0,527,True
61412,2016,6,12,11.3,1.0,528,True
61412,2016,6,13,7.8,1.0,529,True
61412,2016,6,14,5.6,1.0,530,True
61412,2016,6,15,4.0,1.0,531,True
61412,2016,6,16,3.8,1.0,532,True
61412,2016,6,17,4.5,1.0,533,True
61412,2016,6,18,12.5,1.0,534,True
61412,2016,6,19,9.9,1.0,535,True
61412,2016,6,20,14.0,1.0,536,True
61412,2016,6,21,13.5,1.0,537,True
61412,2016,6,22,12.7,1.0,538,True
61412,2016,6,23,4.0,1.0,539,True
61412,2016,6,24,8.8,1.0,540,True
61412,2016,6,25,4.6,1.0,541,True
61412,2016,6,26,-0.4,1.0,542,True
61412,2016,6,27,5.8,1.0,543,True
61412,2016,6,28,9.6,1.0,544,True
61412,2016,6,29,-0.3,1.0,545,True
61412,2016,6,30,-1.3,1.0,546,True
61412,2016,7,1,6.8,1.0,547,True
61412,2016,7,2,4.9,1.0,548,True
61412,2016,7,3,-0.4,1.0,549,True
61412,2016,7,4,-1.3,1.0,550,True
61412,2016,7,5,5.9,1.0,551,True
61412,2016,7,6,8.9,1.0,552,True
61412,2016,7,7,12.6,1.0,553,True
61412,2016,7,8,12.2,1.0,554,True
61412,2016,7,9,8.1,1.0,555,True
61412,2016,7,10,5.0,1.0,556,True
61412,2016,7,11,8.4,1.0,557,True
61412,2016,7,12,11.9,1.0,558,True
61412,2016,7,13,10.6,1.0,559,True
61412,2016,7,14,-0.8,1.0,560,True
61412,2016,7,15,-1.4,1.0,561,True
61412,2016,7,16,1.6,1.0,562,True
61412,2016,7,17,8.6,1.0,563,True
61412,2016,7,18,5.9,1.0,564,True
61412,2016,7,19,9.5,1.0,565,True
61412,2016,7,20,14.9,1.0,566,True
61412,2016,7,21,14.1,1.0,567,True
61412,2016,7,22,8.0,1.0,568,True
61412,2016,7,23,15.9,1.0,569,True
61412,2016,7,24,1.2,1.0,570,True
61412,2016,7,25,1.8,1.0,571,True
61412,2016,7,26,2.7,1.0,572,True
61412,2016,7,27,5.9,1.0,573,True
61412,2016,7,28,3.6,1.0,574,True
61412,2016,7,29,-0.3,1.0,575,True
61412,2016,7,30,1.1,1.0,576,True
61412,2016,7,31,3.1,1.0,577,True
61412,2016,8,1,5.0,1.0,578,False
61412,2016,8,2,7.4,1.0,579,False
61412,2016,8,3,10.6,1.0,580,False
61412,2016,8,4,9.9,1.0,581,False
61412,2016,8,5,8.6,1.0,582,False
61412,2016,8,6,9.5,1.0,583,False
61412,2016,8,7,8.8,1.0,584,False
61412,2016,8,8,4.8,1.0,585,False
61412,2016,8,9,2.7,1.0,586,False
61412,2016,8,10,10.3,1.0,587,False
61412,2016,8,11,7.4,1.0,588,False
61412,2016,8,12,1.3,1.0,589,False
61412,2016,8,13,2.4,1.0,590,True
61412,2016,8,14,2.8,1.0,591,False
61412,2016,8,15,3.2,1.0,592,False
61412,2016,8,16,2.7,1.0,593,False
61412,2016,8,17,3.7,1.0,594,False
61412,2016,8,18,4.3,1.0,595,False
61412,2016,8,19,3.1,1.0,596,False
61412,2016,8,20,12.4,1.0,597,False
61412,2016,8,21,1.5,1.0,598,False
61412,2016,8,22,2.0,1.0,599,False
61412,2016,8,23,8.4,1.0,600,False
61412,2016,8,24,9.9,1.0,601,False
61412,2016,8,25,9.4,1.0,602,False
61412,2016,8,26,2.7,1.0,603,False
61412,2016,8,27,6.7,1.0,604,False
61412,2016,8,28,0.8,1.0,605,False
61412,2016,8,29,2.2,1.0,606,False
61412,2016,8,30,6.0,1.0,607,False
61412,2016,8,31,11.3,1.0,608,False
61412,2016,9,1,8.9,1.0,609,False
61412,2016,9,2,13.6,1.0,610,False
61412,2016,9,3,14.7,1.0,611,False
61412,2016,9,4,4.2,1.0,612,False
61412,2016,9,5,3.5,1.0,613,False
61412,2016,9,6,3.8,1.0,614,False
61412,2016,9,7,5.3,1.0,615,False
61412,2016,9,8,10.8,1.0,616,False
61412,2016,9,9,9.8,1.0,617,False
61412,2016,9,10,14.3,1.0,618,False
61412,2016,9,11,7.3,1.0,619,False
61412,2016,9,12,5.2,1.0,620,False
61412,2016,9,13,9.7,1.0,621,False
61412,2016,9,14,14.9,1.0,622,False
61412,2016,9,15,12.5,1.0,623,False
61412,2016,9,16,10.7,1.0,624,False
61412,2016,9,17,5.5,1.0,625,False
61412,2016,9,18,11.2,1.0,626,False
61412,2016,9,19,13.0,1.0,627,False
61412,2016,9,20,5.5,1.0,628,False
61412,2016,9,21,10.1,1.0,629,False
61412,2016,9,22,9.4,1.0,630,False
61412,2016,9,23,15.8,1.0,631,False
61412,2016,9,24,8.1,1.0,632,False
61412,2016,9,25,12.6,1.0,633,False
