Year,Rainfall,Solar_Exposure,Min_Temp,Max_Temp,Average_MWH
2015.0,0.0,31.0,14.9,30.1,3.8276377083333344
2015.0,0.0,24.7,22.4,29.5,3.6193157291666687
2015.0,0.0,31.3,20.4,30.3,3.636954166666669
2015.0,0.0,26.9,17.9,33.7,3.604127604166667
2015.0,0.4,14.3,21.9,26.1,4.206860104166665
2015.0,0.4,30.3,18.5,28.6,3.872216249999999
2015.0,0.0,31.1,16.9,29.2,3.6212834375
2015.0,0.0,31.7,14.4,29.8,3.583562499999998
2015.0,0.0,27.5,17.8,32.5,3.462554583333332
2015.0,0.0,14.3,20.2,29.1,3.5520585416666672
2015.0,4.0,3.2,21.0,23.0,4.279562812500001
2015.0,9.6,10.8,20.5,24.5,4.032002187499998
2015.0,3.8,27.4,19.7,27.9,3.6618415625
2015.0,0.0,30.4,23.0,35.0,3.6634491666666698
2015.0,0.0,28.9,18.7,29.2,3.840237395833331
2015.0,0.0,27.9,19.9,30.6,3.661887708333334
2015.0,0.0,32.0,13.6,35.7,4.822496770833331
2015.0,0.0,30.1,15.1,29.2,4.973426041666664
2015.0,16.6,3.0,19.3,20.8,4.053506979166665
2015.0,90.0,20.6,17.9,26.2,4.230319166666666
2015.0,1.0,25.7,17.9,28.8,4.369767187500002
2015.0,1.6,26.1,18.5,28.1,4.175882708333335
2015.0,0.0,23.4,18.6,30.1,4.395046458333334
2015.0,0.0,29.6,19.6,29.7,4.361218645833335
2015.0,0.0,28.6,20.2,35.7,4.363773750000003
2015.0,5.0,3.2,20.8,21.7,4.429266770833334
2015.0,46.6,2.7,18.7,20.5,4.434294166666667
2015.0,54.6,10.3,17.1,21.8,4.411942916666666
2015.0,10.8,28.8,15.2,24.2,4.133241562500001
2015.0,0.0,29.3,10.1,27.1,4.246797291666664
2015.0,0.0,28.2,12.5,26.2,4.755093541666668
2015.0,0.0,20.9,18.0,25.4,3.643803437499999
2015.0,6.6,26.0,16.9,25.7,4.293712604166664
2015.0,14.2,14.8,15.6,24.8,4.284693854166667
2015.0,0.0,16.3,12.9,24.3,4.264946041666667
2015.0,4.2,16.8,16.6,24.7,4.290828020833331
2015.0,0.0,27.0,15.2,25.2,5.079093437500004
2015.0,0.0,18.7,16.4,26.7,5.070759479166663
2015.0,0.0,28.8,14.1,34.2,5.217683125
2015.0,0.0,17.9,17.6,27.7,5.424325833333332
2015.0,0.2,23.3,20.8,28.1,5.4167728125
2015.0,0.0,25.1,17.2,28.3,5.222149062499999
2015.0,0.0,26.0,15.9,28.8,5.789163333333334
2015.0,0.0,22.8,19.1,27.7,5.517430000000002
2015.0,0.0,21.5,16.6,27.8,5.167012708333336
2015.0,0.0,22.4,16.3,29.8,4.983395833333331
2015.0,0.0,25.4,15.6,29.0,5.149386249999997
2015.0,0.0,27.0,14.5,28.1,5.112601875000002
2015.0,0.0,20.2,15.3,27.8,5.332027916666666
2015.0,0.0,12.1,15.8,26.6,5.255077604166667
2015.0,0.0,9.1,16.2,26.3,5.325488229166664
2015.0,9.8,13.7,20.1,26.1,5.403590208333334
2015.0,4.4,17.0,20.2,26.4,5.797551041666666
2015.0,4.4,23.6,20.4,28.0,5.832879895833333
2015.0,0.0,14.2,18.6,27.8,5.849771979166665
2015.0,3.2,11.6,19.7,27.3,5.536331354166665
2015.0,9.0,16.5,19.5,27.5,5.945001875000004
2015.0,3.2,21.4,17.2,27.9,6.045241979166668
2015.0,0.0,19.3,14.9,28.3,6.184549791666668
2015.0,0.0,20.0,16.6,36.4,5.906868020833333
2015.0,21.0,9.7,17.9,23.6,6.103142708333333
2015.0,0.0,24.5,12.3,28.2,5.865860208333331
2015.0,0.0,20.1,19.4,29.6,5.433920520833333
2015.0,0.0,23.1,15.7,30.2,5.454488854166662
2015.0,0.0,24.8,12.4,30.7,5.507659062500006
