Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61294,2015,1,1,30.7,0
61294,2015,1,2,21.1,1
61294,2015,1,3,31.4,2
61294,2015,1,4,26.0,3
61294,2015,1,5,14.7,4
61294,2015,1,6,27.4,5
61294,2015,1,7,31.2,6
61294,2015,1,8,31.6,7
61294,2015,1,9,24.1,8
61294,2015,1,10,13.2,9
61294,2015,1,11,3.2,10
61294,2015,1,12,10.6,11
61294,2015,1,13,23.9,12
61294,2015,1,14,29.1,13
61294,2015,1,15,31.2,14
61294,2015,1,16,29.1,15
61294,2015,1,17,31.8,16
61294,2015,1,18,30.0,17
61294,2015,1,19,3.4,18
61294,2015,1,20,23.5,19
61294,2015,1,21,28.9,20
61294,2015,1,22,27.2,21
61294,2015,1,23,28.5,22
61294,2015,1,24,29.1,23
61294,2015,1,25,28.4,24
61294,2015,1,26,3.3,25
61294,2015,1,27,3.1,26
61294,2015,1,28,5.8,27
61294,2015,1,29,28.0,28
61294,2015,1,30,28.5,29
61294,2015,1,31,28.4,30
61294,2015,2,1,21.8,31
61294,2015,2,2,25.1,32
61294,2015,2,3,18.0,33
61294,2015,2,4,8.8,34
61294,2015,2,5,16.8,35
61294,2015,2,6,25.5,36
61294,2015,2,7,19.2,37
61294,2015,2,8,28.5,38
61294,2015,2,9,6.2,39
61294,2015,2,10,21.4,40
61294,2015,2,11,25.3,41
61294,2015,2,12,26.0,42
61294,2015,2,13,22.4,43
61294,2015,2,14,20.8,44
61294,2015,2,15,23.8,45
61294,2015,2,16,25.4,46
61294,2015,2,17,27.3,47
61294,2015,2,18,26.2,48
61294,2015,2,19,16.2,49
61294,2015,2,20,9.0,50
61294,2015,2,21,13.5,51
61294,2015,2,22,16.8,52
61294,2015,2,23,21.6,53
61294,2015,2,24,14.7,54
61294,2015,2,25,11.2,55
61294,2015,2,26,10.0,56
61294,2015,2,27,19.9,57
61294,2015,2,28,19.6,58
61294,2015,3,1,20.6,59
61294,2015,3,2,9.2,60
61294,2015,3,3,23.4,61
61294,2015,3,4,16.7,62
61294,2015,3,5,22.0,63
61294,2015,3,6,24.0,64
61294,2015,3,7,18.8,65
61294,2015,3,8,17.7,66
61294,2015,3,9,23.7,67
61294,2015,3,10,13.5,68
61294,2015,3,11,19.3,69
61294,2015,3,12,16.5,70
61294,2015,3,13,3.1,71
61294,2015,3,14,22.4,72
61294,2015,3,15,7.5,73
61294,2015,3,16,15.7,74
61294,2015,3,17,12.3,75
61294,2015,3,18,16.5,76
61294,2015,3,19,21.9,77
61294,2015,3,20,15.8,78
61294,2015,3,21,4.0,79
61294,2015,3,22,6.0,80
61294,2015,3,23,19.0,81
61294,2015,3,24,9.1,82
61294,2015,3,25,19.5,83
61294,2015,3,26,20.4,84
61294,2015,3,27,21.5,85
61294,2015,3,28,19.3,86
61294,2015,3,29,16.9,87
61294,2015,3,30,12.2,88
61294,2015,3,31,11.0,89
61294,2015,4,1,15.0,90
61294,2015,4,2,13.1,91
61294,2015,4,3,3.4,92
61294,2015,4,4,3.2,93
61294,2015,4,5,16.8,94
61294,2015,4,6,13.8,95
61294,2015,4,7,14.9,96
61294,2015,4,8,14.7,97
61294,2015,4,9,11.8,98
61294,2015,4,10,13.2,99
61294,2015,4,11,15.0,100
61294,2015,4,12,13.4,101
61294,2015,4,13,14.7,102
61294,2015,4,14,16.7,103
61294,2015,4,15,16.6,104
61294,2015,4,16,14.7,105
61294,2015,4,17,7.4,106
61294,2015,4,18,11.9,107
61294,2015,4,19,13.6,108
61294,2015,4,20,3.5,109
61294,2015,4,21,3.1,110
61294,2015,4,22,5.8,111
61294,2015,4,23,13.0,112
61294,2015,4,24,14.0,113
61294,2015,4,25,13.8,114
61294,2015,4,26,5.5,115
61294,2015,4,27,15.3,116
61294,2015,4,28,15.2,117
61294,2015,4,29,6.6,118
61294,2015,4,30,8.5,119
61294,2015,5,1,8.2,120
61294,2015,5,2,7.0,121
61294,2015,5,3,3.3,122
61294,2015,5,4,4.9,123
61294,2015,5,5,13.8,124
61294,2015,5,6,14.4,125
61294,2015,5,7,14.0,126
61294,2015,5,8,13.8,127
61294,2015,5,9,13.6,128
61294,2015,5,10,11.9,129
61294,2015,5,11,13.0,130
61294,2015,5,12,13.3,131
61294,2015,5,13,12.1,132
61294,2015,5,14,13.1,133
61294,2015,5,15,10.2,134
61294,2015,5,16,5.7,135
61294,2015,5,17,10.3,136
61294,2015,5,18,5.9,137
61294,2015,5,19,8.6,138
61294,2015,5,20,9.0,139
61294,2015,5,21,11.7,140
61294,2015,5,22,3.3,141
61294,2015,5,23,8.5,142
61294,2015,5,24,10.1,143
61294,2015,5,25,10.3,144
61294,2015,5,26,10.7,145
61294,2015,5,27,10.2,146
61294,2015,5,28,11.1,147
61294,2015,5,29,3.2,148
61294,2015,5,30,8.2,149
61294,2015,5,31,3.8,150
61294,2015,6,1,10.8,151
61294,2015,6,2,11.3,152
61294,2015,6,3,11.2,153
61294,2015,6,4,11.1,154
61294,2015,6,5,7.3,155
61294,2015,6,6,10.8,156
61294,2015,6,7,11.0,157
61294,2015,6,8,11.0,158
61294,2015,6,9,10.4,159
61294,2015,6,10,4.8,160
61294,2015,6,11,5.4,161
61294,2015,6,12,8.3,162
61294,2015,6,13,9.7,163
61294,2015,6,14,9.0,164
61294,2015,6,15,4.6,165
61294,2015,6,16,3.4,166
61294,2015,6,17,3.6,167
61294,2015,6,18,8.2,168
61294,2015,6,19,5.3,169
61294,2015,6,20,10.3,170
61294,2015,6,21,8.2,171
61294,2015,6,22,10.7,172
61294,2015,6,23,10.5,173
61294,2015,6,24,10.0,174
61294,2015,6,25,6.5,175
61294,2015,6,26,9.7,176
61294,2015,6,27,10.7,177
61294,2015,6,28,10.7,178
61294,2015,6,29,9.7,179
61294,2015,6,30,7.0,180
61294,2015,7,1,8.8,181
61294,2015,7,2,10.6,182
61294,2015,7,3,10.7,183
61294,2015,7,4,11.1,184
61294,2015,7,5,11.1,185
61294,2015,7,6,11.2,186
61294,2015,7,7,8.2,187
61294,2015,7,8,9.1,188
61294,2015,7,9,10.9,189
61294,2015,7,10,9.4,190
61294,2015,7,11,11.0,191
61294,2015,7,12,11.2,192
61294,2015,7,13,8.3,193
61294,2015,7,14,11.6,194
61294,2015,7,15,11.5,195
61294,2015,7,16,6.9,196
61294,2015,7,17,5.5,197
61294,2015,7,18,8.6,198
61294,2015,7,19,11.1,199
61294,2015,7,20,9.8,200
