Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality_Y
61425,2017,3,28,19.9,1.0,False
61425,2017,3,29,21.5,1.0,False
61425,2017,3,30,22.6,1.0,False
61425,2017,3,31,15.9,1.0,False
61425,2017,4,1,15.4,1.0,True
61425,2017,4,2,17.8,1.0,False
61425,2017,4,3,14.6,1.0,False
61425,2017,4,4,14.5,1.0,False
61425,2017,4,5,13.2,1.0,False
61425,2017,4,6,10.3,1.0,False
61425,2017,4,7,11.8,1.0,False
61425,2017,4,8,12.2,1.0,False
61425,2017,4,9,13.1,1.0,False
61425,2017,4,10,9.5,1.0,False
61425,2017,4,11,10.4,1.0,False
61425,2017,4,12,15.7,1.0,False
61425,2017,4,13,15.8,1.0,False
61425,2017,4,14,12.8,1.0,False
61425,2017,4,15,11.1,1.0,False
61425,2017,4,16,12.0,1.0,False
61425,2017,4,17,12.7,1.0,False
61425,2017,4,18,13.4,1.0,False
61425,2017,4,19,13.2,1.0,False
61425,2017,4,20,13.2,1.0,False
61425,2017,4,21,12.3,1.0,False
61425,2017,4,22,15.7,1.0,False
61425,2017,4,23,13.2,1.0,False
61425,2017,4,24,13.2,1.0,False
61425,2017,4,25,16.1,1.0,False
61425,2017,4,26,15.5,1.0,False
61425,2017,4,27,12.8,1.0,False
61425,2017,4,28,12.0,1.0,False
61425,2017,4,29,8.0,1.0,False
61425,2017,4,30,10.7,1.0,False
61425,2017,5,1,10.0,1.0,True
61425,2017,5,2,10.4,1.0,True
61425,2017,5,3,13.5,1.0,True
61425,2017,5,4,12.5,1.0,True
61425,2017,5,5,9.4,1.0,True
61425,2017,5,6,9.3,1.0,True
61425,2017,5,7,12.0,1.0,True
61425,2017,5,8,8.3,1.0,True
61425,2017,5,9,9.5,1.0,True
61425,2017,5,10,9.7,1.0,True
61425,2017,5,11,9.7,1.0,True
61425,2017,5,12,12.1,1.0,True
61425,2017,5,13,12.4,1.0,True
61425,2017,5,14,12.9,1.0,True
61425,2017,5,15,12.8,1.0,True
61425,2017,5,16,10.9,1.0,True
61425,2017,5,17,7.4,1.0,True
61425,2017,5,18,8.6,1.0,True
61425,2017,5,19,14.0,1.0,True
61425,2017,5,20,16.3,1.0,True
61425,2017,5,21,13.5,1.0,True
61425,2017,5,22,12.8,1.0,True
61425,2017,5,23,13.5,1.0,True
61425,2017,5,24,11.6,1.0,True
61425,2017,5,25,8.7,1.0,True
61425,2017,5,26,7.3,1.0,True
61425,2017,5,27,8.1,1.0,True
61425,2017,5,28,8.7,1.0,True
61425,2017,5,29,11.1,1.0,True
61425,2017,5,30,2.5,1.0,True
61425,2017,5,31,6.4,1.0,True
61425,2017,6,1,9.6,1.0,False
61425,2017,6,2,8.8,1.0,False
61425,2017,6,3,12.4,1.0,False
61425,2017,6,4,11.1,1.0,False
61425,2017,6,5,7.3,1.0,False
61425,2017,6,6,6.2,1.0,False
61425,2017,6,7,9.7,1.0,False
61425,2017,6,8,11.6,1.0,False
61425,2017,6,9,10.6,1.0,False
61425,2017,6,10,13.1,1.0,False
61425,2017,6,11,12.5,1.0,False
61425,2017,6,12,9.2,1.0,True
61425,2017,6,13,8.7,1.0,False
61425,2017,6,14,12.1,1.0,False
61425,2017,6,15,8.6,1.0,False
61425,2017,6,16,11.1,1.0,False
61425,2017,6,17,13.1,1.0,False
61425,2017,6,18,12.5,1.0,False
61425,2017,6,19,12.3,1.0,False
61425,2017,6,20,12.8,1.0,False
61425,2017,6,21,7.1,1.0,False
61425,2017,6,22,9.8,1.0,False
61425,2017,6,23,6.1,1.0,False
61425,2017,6,24,9.1,1.0,False
61425,2017,6,25,5.2,1.0,False
61425,2017,6,26,4.7,1.0,True
61425,2017,6,27,4.8,1.0,False
61425,2017,6,28,8.4,1.0,False
61425,2017,6,29,9.9,1.0,False
61425,2017,6,30,5.7,1.0,False
61425,2017,7,1,4.0,1.0,True
61425,2017,7,2,3.8,1.0,True
61425,2017,7,3,2.3,1.0,True
61425,2017,7,4,8.5,1.0,True
61425,2017,7,5,10.0,1.0,True
61425,2017,7,6,6.6,1.0,True
61425,2017,7,7,2.6,1.0,True
61425,2017,7,8,3.8,1.0,True
61425,2017,7,9,5.0,1.0,True
61425,2017,7,10,3.1,1.0,True
61425,2017,7,11,3.2,1.0,True
61425,2017,7,12,8.1,1.0,True
61425,2017,7,13,6.0,1.0,True
61425,2017,7,14,4.5,1.0,True
61425,2017,7,15,8.9,1.0,True
61425,2017,7,16,5.1,1.0,True
61425,2017,7,17,5.0,1.0,True
61425,2017,7,18,5.0,1.0,True
61425,2017,7,19,7.9,1.0,True
61425,2017,7,20,5.8,1.0,True
61425,2017,7,21,6.9,1.0,True
61425,2017,7,22,3.7,1.0,True
61425,2017,7,23,2.8,1.0,True
61425,2017,7,24,6.9,1.0,True
61425,2017,7,25,3.7,1.0,True
61425,2017,7,26,7.2,1.0,True
61425,2017,7,27,6.6,1.0,True
61425,2017,7,28,8.0,1.0,True
61425,2017,7,29,3.5,1.0,True
61425,2017,7,30,7.7,1.0,True
61425,2017,7,31,13.0,1.0,True
61425,2017,8,1,9.0,1.0,True
61425,2017,8,2,6.8,1.0,True
61425,2017,8,3,8.2,1.0,True
61425,2017,8,4,8.6,1.0,True
61425,2017,8,5,4.7,1.0,True
61425,2017,8,6,7.1,1.0,True
61425,2017,8,7,8.5,1.0,True
61425,2017,8,8,8.8,1.0,True
61425,2017,8,9,6.9,1.0,True
61425,2017,8,10,4.2,1.0,True
61425,2017,8,11,6.9,1.0,True
61425,2017,8,12,8.0,1.0,True
61425,2017,8,13,5.8,1.0,True
61425,2017,8,14,4.5,1.0,True
61425,2017,8,15,7.5,1.0,True
61425,2017,8,16,14.6,1.0,True
61425,2017,8,17,6.4,1.0,True
61425,2017,8,18,12.3,1.0,True
61425,2017,8,19,7.2,1.0,True
61425,2017,8,20,7.5,1.0,True
61425,2017,8,21,7.0,1.0,True
61425,2017,8,22,6.2,1.0,True
61425,2017,8,23,4.5,1.0,True
61425,2017,8,24,8.4,1.0,True
61425,2017,8,25,10.4,1.0,True
61425,2017,8,26,7.8,1.0,True
61425,2017,8,27,5.6,1.0,True
61425,2017,8,28,8.2,1.0,True
61425,2017,8,29,7.7,1.0,True
61425,2017,8,30,5.9,1.0,True
61425,2017,8,31,9.1,1.0,True
61425,2017,9,1,8.4,1.0,False
61425,2017,9,2,3.7,1.0,False
61425,2017,9,3,6.0,1.0,False
61425,2017,9,4,6.6,1.0,False
61425,2017,9,5,6.4,1.0,False
61425,2017,9,6,11.8,1.0,True
61425,2017,9,7,9.3,1.0,False
61425,2017,9,8,7.1,1.0,False
61425,2017,9,9,8.9,1.0,False
61425,2017,9,10,3.9,1.0,False
61425,2017,9,11,5.2,1.0,False
61425,2017,9,12,7.1,1.0,False
61425,2017,9,13,13.4,1.0,False
61425,2017,9,14,10.5,1.0,False
61425,2017,9,15,9.3,1.0,False
61425,2017,9,16,8.2,1.0,False
61425,2017,9,17,6.5,1.0,False
61425,2017,9,18,4.3,1.0,False
61425,2017,9,19,10.1,1.0,False
61425,2017,9,20,8.6,1.0,False
61425,2017,9,21,6.5,1.0,False
61425,2017,9,22,8.0,1.0,False
61425,2017,9,23,10.6,1.0,False
61425,2017,9,24,19.8,1.0,False
61425,2017,9,25,10.2,1.0,False
61425,2017,9,26,7.6,1.0,False
61425,2017,9,27,12.4,1.0,False
61425,2017,9,28,15.1,1.0,False
61425,2017,9,29,8.5,1.0,False
61425,2017,9,30,13.4,1.0,False
61425,2017,10,1,8.2,1.0,True
61425,2017,10,2,9.3,1.0,True
61425,2017,10,3,15.2,1.0,True
61425,2017,10,4,14.2,1.0,True
61425,2017,10,5,16.0,1.0,True
61425,2017,10,6,14.6,1.0,True
61425,2017,10,7,14.0,1.0,True
61425,2017,10,8,10.8,1.0,True
61425,2017,10,9,14.5,1.0,True
61425,2017,10,10,16.3,1.0,True
61425,2017,10,11,17.5,1.0,True
61425,2017,10,12,18.6,1.0,True
61425,2017,10,13,13.3,1.0,True
61425,2017,10,14,16.8,1.0,True
61425,2017,10,15,15.6,1.0,True
61425,2017,10,16,13.6,1.0,True
61425,2017,10,17,14.2,1.0,True
61425,2017,10,18,16.9,1.0,True
61425,2017,10,19,14.5,1.0,True
61425,2017,10,20,17.7,1.0,True
61425,2017,10,21,14.1,1.0,True
61425,2017,10,22,10.1,1.0,True
61425,2017,10,23,12.1,1.0,True
61425,2017,10,24,9.7,1.0,True
61425,2017,10,25,14.8,1.0,True
61425,2017,10,26,17.9,1.0,True
61425,2017,10,27,14.6,1.0,True
61425,2017,10,28,16.0,1.0,True
61425,2017,10,29,17.4,1.0,True
61425,2017,10,30,15.8,1.0,True
61425,2017,10,31,13.0,1.0,True
61425,2017,11,1,13.3,1.0,True
61425,2017,11,2,11.4,1.0,True
61425,2017,11,3,14.6,1.0,True
61425,2017,11,4,15.6,1.0,True
61425,2017,11,5,14.8,1.0,True
61425,2017,11,6,14.6,1.0,True
61425,2017,11,7,14.7,1.0,True
61425,2017,11,8,13.5,1.0,True
61425,2017,11,9,10.6,1.0,True
61425,2017,11,10,10.7,1.0,True
61425,2017,11,11,11.0,1.0,True
61425,2017,11,12,11.2,1.0,True
61425,2017,11,13,11.3,1.0,True
61425,2017,11,14,10.7,1.0,True
61425,2017,11,15,12.3,1.0,True
61425,2017,11,16,14.4,1.0,True
61425,2017,11,17,15.9,1.0,True
61425,2017,11,18,19.4,1.0,True
61425,2017,11,19,16.5,1.0,True
61425,2017,11,20,16.2,1.0,True
61425,2017,11,21,15.7,1.0,True
61425,2017,11,22,14.5,1.0,True
61425,2017,11,23,14.5,1.0,True
61425,2017,11,24,14.9,1.0,True
61425,2017,11,25,15.1,1.0,True
61425,2017,11,26,17.1,1.0,True
61425,2017,11,27,18.2,1.0,True
61425,2017,11,28,18.1,1.0,True
61425,2017,11,29,18.8,1.0,True
61425,2017,11,30,18.6,1.0,True
61425,2017,12,1,18.0,1.0,False
61425,2017,12,2,21.4,1.0,False
61425,2017,12,3,15.0,1.0,False
61425,2017,12,4,18.3,1.0,False
61425,2017,12,5,16.8,1.0,False
61425,2017,12,6,17.3,1.0,False
61425,2017,12,7,14.5,1.0,False
61425,2017,12,8,17.9,1.0,True
61425,2017,12,9,18.4,1.0,False
61425,2017,12,10,14.3,1.0,False
61425,2017,12,11,15.1,1.0,False
61425,2017,12,12,18.2,1.0,False
61425,2017,12,13,16.7,1.0,False
61425,2017,12,14,18.4,1.0,False
61425,2017,12,15,21.0,1.0,False
61425,2017,12,16,20.6,1.0,False
61425,2017,12,17,21.4,1.0,False
61425,2017,12,18,21.0,1.0,False
61425,2017,12,19,20.8,1.0,False
61425,2017,12,20,23.2,1.0,False
61425,2017,12,21,19.8,1.0,False
61425,2017,12,22,19.5,1.0,False
61425,2017,12,23,18.4,1.0,False
61425,2017,12,24,19.1,1.0,False
61425,2017,12,25,18.1,1.0,False
61425,2017,12,26,18.0,1.0,False
61425,2017,12,27,18.0,1.0,False
61425,2017,12,28,16.8,1.0,False
61425,2017,12,29,19.3,1.0,False
61425,2017,12,30,22.3,1.0,False
61425,2017,12,31,21.4,1.0,False
61425,2018,1,1,19.6,1.0,True
61425,2018,1,2,20.7,1.0,True
61425,2018,1,3,20.1,1.0,True
61425,2018,1,4,19.5,1.0,True
61425,2018,1,5,14.0,1.0,True
61425,2018,1,6,16.9,1.0,True
61425,2018,1,7,19.7,1.0,True
61425,2018,1,8,22.4,1.0,True
61425,2018,1,9,21.7,1.0,True
61425,2018,1,10,20.1,1.0,True
61425,2018,1,11,17.7,1.0,True
61425,2018,1,12,20.1,1.0,True
61425,2018,1,13,23.4,1.0,True
61425,2018,1,14,16.2,1.0,True
61425,2018,1,15,16.4,1.0,True
61425,2018,1,16,17.6,1.0,True
61425,2018,1,17,17.5,1.0,True
61425,2018,1,18,12.3,1.0,True
61425,2018,1,19,13.4,1.0,True
61425,2018,1,20,13.8,1.0,True
61425,2018,1,21,16.7,1.0,True
61425,2018,1,22,17.5,1.0,True
61425,2018,1,23,20.8,1.0,True
61425,2018,1,24,20.2,1.0,True
61425,2018,1,25,20.7,1.0,True
61425,2018,1,26,22.9,1.0,True
61425,2018,1,27,24.1,1.0,True
61425,2018,1,28,23.9,1.0,True
61425,2018,1,29,20.3,1.0,True
61425,2018,1,30,18.9,1.0,True
61425,2018,1,31,17.6,1.0,True
61425,2018,2,1,17.3,1.0,True
61425,2018,2,2,15.7,1.0,True
61425,2018,2,3,16.6,1.0,True
61425,2018,2,4,16.7,1.0,True
61425,2018,2,5,14.9,1.0,True
61425,2018,2,6,16.5,1.0,True
61425,2018,2,7,16.1,1.0,True
61425,2018,2,8,15.8,1.0,True
61425,2018,2,9,18.1,1.0,True
61425,2018,2,10,20.5,1.0,True
61425,2018,2,11,21.5,1.0,True
61425,2018,2,12,20.2,1.0,True
61425,2018,2,13,22.2,1.0,True
61425,2018,2,14,22.3,1.0,True
61425,2018,2,15,21.9,1.0,True
61425,2018,2,16,17.6,1.0,True
61425,2018,2,17,18.4,1.0,True
61425,2018,2,18,19.3,1.0,True
61425,2018,2,19,22.6,1.0,True
61425,2018,2,20,19.9,1.0,True
61425,2018,2,21,17.6,1.0,True
61425,2018,2,22,16.4,1.0,True
61425,2018,2,23,17.8,1.0,True
61425,2018,2,24,19.0,1.0,True
61425,2018,2,25,23.5,1.0,True
61425,2018,2,26,17.7,1.0,True
61425,2018,2,27,16.1,1.0,True
61425,2018,2,28,12.5,1.0,True
61425,2018,3,1,19.3,1.0,True
61425,2018,3,2,18.7,1.0,True
61425,2018,3,3,17.2,1.0,True
61425,2018,3,4,19.3,1.0,True
61425,2018,3,5,21.5,1.0,True
61425,2018,3,6,18.1,1.0,True
61425,2018,3,7,17.7,1.0,True
61425,2018,3,8,15.4,1.0,True
61425,2018,3,9,16.6,1.0,True
61425,2018,3,10,15.0,1.0,True
61425,2018,3,11,14.1,1.0,True
61425,2018,3,12,13.8,1.0,True
61425,2018,3,13,18.1,1.0,True
61425,2018,3,14,18.0,1.0,True
61425,2018,3,15,18.5,1.0,True
61425,2018,3,16,22.2,1.0,True
61425,2018,3,17,19.8,1.0,True
61425,2018,3,18,17.6,1.0,True
61425,2018,3,19,21.4,1.0,True
61425,2018,3,20,21.0,1.0,True
61425,2018,3,21,18.9,1.0,True
61425,2018,3,22,17.4,1.0,True
61425,2018,3,23,17.8,1.0,True
61425,2018,3,24,15.5,1.0,True
61425,2018,3,25,18.3,1.0,True
61425,2018,3,26,19.6,1.0,True
61425,2018,3,27,9.9,1.0,True
61425,2018,3,28,14.6,1.0,True
61425,2018,3,29,16.1,1.0,True
61425,2018,3,30,17.8,1.0,True
61425,2018,3,31,20.9,1.0,True
61425,2018,4,1,17.3,1.0,True
61425,2018,4,2,16.8,1.0,True
61425,2018,4,3,19.3,1.0,True
61425,2018,4,4,19.1,1.0,True
61425,2018,4,5,16.8,1.0,True
61425,2018,4,6,15.3,1.0,True
61425,2018,4,7,16.1,1.0,True
61425,2018,4,8,16.0,1.0,True
61425,2018,4,9,16.3,1.0,True
61425,2018,4,10,18.3,1.0,True
61425,2018,4,11,16.6,1.0,True
61425,2018,4,12,15.5,1.0,True
61425,2018,4,13,20.9,1.0,True
61425,2018,4,14,23.1,1.0,True
61425,2018,4,15,18.4,1.0,True
61425,2018,4,16,15.0,1.0,True
61425,2018,4,17,13.8,1.0,True
61425,2018,4,18,11.5,1.0,True
61425,2018,4,19,12.6,1.0,True
61425,2018,4,20,13.3,1.0,True
61425,2018,4,21,17.9,1.0,True
61425,2018,4,22,13.1,1.0,True
61425,2018,4,23,12.8,1.0,True
61425,2018,4,24,12.6,1.0,True
61425,2018,4,25,15.1,1.0,True
61425,2018,4,26,14.4,1.0,True
61425,2018,4,27,16.5,1.0,True
61425,2018,4,28,14.3,1.0,True
61425,2018,4,29,14.2,1.0,True
61425,2018,4,30,12.3,1.0,True
61425,2018,5,1,11.1,1.0,True
61425,2018,5,2,11.1,1.0,True
61425,2018,5,3,10.2,1.0,True
61425,2018,5,4,17.0,1.0,True
61425,2018,5,5,6.8,1.0,True
61425,2018,5,6,7.2,1.0,True
61425,2018,5,7,9.1,1.0,True
61425,2018,5,8,10.7,1.0,True
61425,2018,5,9,10.3,1.0,True
61425,2018,5,10,9.8,1.0,True
61425,2018,5,11,9.7,1.0,True
61425,2018,5,12,11.5,1.0,True
61425,2018,5,13,14.2,1.0,True
61425,2018,5,14,13.5,1.0,True
61425,2018,5,15,11.6,1.0,True
61425,2018,5,16,10.2,1.0,True
61425,2018,5,17,7.5,1.0,True
61425,2018,5,18,6.0,1.0,True
61425,2018,5,19,6.7,1.0,True
61425,2018,5,20,8.0,1.0,True
61425,2018,5,21,6.6,1.0,True
61425,2018,5,22,8.3,1.0,True
61425,2018,5,23,10.4,1.0,True
61425,2018,5,24,8.9,1.0,True
61425,2018,5,25,14.1,1.0,True
61425,2018,5,26,8.3,1.0,True
61425,2018,5,27,7.3,1.0,True
61425,2018,5,28,9.2,1.0,True
61425,2018,5,29,8.1,1.0,True
61425,2018,5,30,13.3,1.0,True
61425,2018,5,31,7.2,1.0,True
61425,2018,6,2,11.8,1.0,False
61425,2018,6,3,13.4,1.0,False
61425,2018,6,4,10.9,1.0,False
61425,2018,6,5,12.3,1.0,False
61425,2018,6,6,11.0,1.0,False
61425,2018,6,7,9.3,1.0,False
61425,2018,6,8,8.9,1.0,False
61425,2018,6,9,11.3,1.0,False
61425,2018,6,10,10.8,1.0,False
61425,2018,6,11,11.1,1.0,False
61425,2018,6,12,5.9,1.0,False
61425,2018,6,13,7.7,1.0,False
61425,2018,6,14,8.1,1.0,False
61425,2018,6,15,4.9,1.0,False
61425,2018,6,16,5.4,1.0,False
61425,2018,6,17,7.7,1.0,False
61425,2018,6,18,9.9,1.0,False
61425,2018,6,19,9.1,1.0,False
61425,2018,6,20,10.1,1.0,False
61425,2018,6,21,10.8,1.0,False
61425,2018,6,22,6.0,1.0,False
61425,2018,6,23,4.8,1.0,False
61425,2018,6,24,4.1,1.0,False
61425,2018,6,25,4.3,1.0,False
61425,2018,6,26,4.3,1.0,False
61425,2018,6,27,7.0,1.0,False
61425,2018,6,28,10.9,1.0,False
61425,2018,6,29,5.4,1.0,False
61425,2018,6,30,4.3,1.0,False
61425,2018,7,1,4.5,1.0,True
61425,2018,7,2,10.3,1.0,True
61425,2018,7,3,8.4,1.0,True
61425,2018,7,4,6.1,1.0,True
61425,2018,7,5,9.0,1.0,True
61425,2018,7,6,12.6,1.0,True
61425,2018,7,7,7.7,1.0,True
61425,2018,7,8,6.4,1.0,True
61425,2018,7,9,6.1,1.0,True
61425,2018,7,10,6.3,1.0,True
61425,2018,7,11,3.2,1.0,True
61425,2018,7,12,4.2,1.0,True
61425,2018,7,13,3.7,1.0,True
61425,2018,7,14,6.4,1.0,True
61425,2018,7,15,1.5,1.0,True
61425,2018,7,16,1.1,1.0,True
61425,2018,7,17,4.8,1.0,True
61425,2018,7,18,5.5,1.0,True
61425,2018,7,19,1.8,1.0,True
61425,2018,7,20,7.0,1.0,True
61425,2018,7,21,5.4,1.0,True
61425,2018,7,22,0.9,1.0,True
61425,2018,7,23,1.0,1.0,True
61425,2018,7,24,5.3,1.0,True
61425,2018,7,25,5.9,1.0,True
61425,2018,7,26,4.3,1.0,True
61425,2018,7,27,3.6,1.0,True
61425,2018,7,28,4.3,1.0,True
61425,2018,7,29,10.8,1.0,True
61425,2018,7,30,8.6,1.0,True
61425,2018,7,31,4.9,1.0,True
61425,2018,8,1,7.8,1.0,False
61425,2018,8,2,4.9,1.0,False
61425,2018,8,3,6.0,1.0,False
61425,2018,8,4,9.3,1.0,False
61425,2018,8,5,4.7,1.0,False
61425,2018,8,6,9.4,1.0,False
61425,2018,8,7,7.9,1.0,False
61425,2018,8,8,2.4,1.0,False
61425,2018,8,9,5.1,1.0,False
61425,2018,8,10,3.6,1.0,False
61425,2018,8,11,5.3,1.0,False
61425,2018,8,12,10.0,1.0,False
61425,2018,8,13,4.8,1.0,False
61425,2018,8,14,4.3,1.0,False
61425,2018,8,15,8.2,1.0,False
61425,2018,8,16,8.6,1.0,False
61425,2018,8,17,3.5,1.0,False
61425,2018,8,18,2.5,1.0,False
61425,2018,8,19,9.4,1.0,False
61425,2018,8,20,9.0,1.0,False
61425,2018,8,21,4.3,1.0,False
61425,2018,8,22,4.9,1.0,False
61425,2018,8,23,5.0,1.0,False
61425,2018,8,24,9.6,1.0,False
61425,2018,8,25,10.2,1.0,False
61425,2018,8,26,9.5,1.0,False
61425,2018,8,27,9.9,1.0,False
61425,2018,8,28,9.1,1.0,True
61425,2018,8,29,2.4,1.0,True
61425,2018,8,30,1.9,1.0,False
61425,2018,8,31,6.2,1.0,False
61425,2018,9,1,10.4,1.0,False
61425,2018,9,2,6.0,1.0,False
61425,2018,9,3,9.5,1.0,False
61425,2018,9,4,10.5,1.0,False
61425,2018,9,5,9.6,1.0,False
61425,2018,9,6,6.8,1.0,False
61425,2018,9,7,13.2,1.0,False
61425,2018,9,8,13.2,1.0,False
61425,2018,9,9,7.4,1.0,False
61425,2018,9,10,10.3,1.0,False
61425,2018,9,11,7.8,1.0,False
61425,2018,9,12,10.1,1.0,False
61425,2018,9,13,12.3,1.0,False
61425,2018,9,14,14.7,1.0,False
61425,2018,9,15,9.3,1.0,False
61425,2018,9,16,10.3,1.0,False
61425,2018,9,17,5.1,1.0,False
61425,2018,9,18,7.0,1.0,False
61425,2018,9,19,9.6,1.0,False
61425,2018,9,20,11.6,1.0,False
61425,2018,9,21,4.7,1.0,False
61425,2018,9,22,6.7,1.0,False
61425,2018,9,23,9.2,1.0,True
61425,2018,9,24,11.5,1.0,False
61425,2018,9,25,10.5,1.0,False
61425,2018,9,26,8.1,1.0,False
61425,2018,9,27,6.4,1.0,False
61425,2018,9,28,7.7,1.0,False
61425,2018,9,29,13.2,1.0,False
61425,2018,9,30,9.0,1.0,False
61425,2018,10,1,7.7,1.0,True
61425,2018,10,2,7.3,1.0,True
61425,2018,10,3,9.8,1.0,True
61425,2018,10,4,16.6,1.0,True
61425,2018,10,5,14.8,1.0,True
61425,2018,10,6,13.2,1.0,True
61425,2018,10,7,12.4,1.0,True
61425,2018,10,8,12.2,1.0,True
61425,2018,10,9,10.3,1.0,True
61425,2018,10,10,16.4,1.0,True
61425,2018,10,11,11.9,1.0,True
61425,2018,10,12,10.2,1.0,True
61425,2018,10,13,10.1,1.0,True
61425,2018,10,14,13.1,1.0,True
61425,2018,10,15,14.1,1.0,True
61425,2018,10,16,16.5,1.0,True
61425,2018,10,17,17.8,1.0,True
61425,2018,10,18,17.6,1.0,True
61425,2018,10,19,17.0,1.0,True
61425,2018,10,20,16.2,1.0,True
61425,2018,10,21,15.6,1.0,True
61425,2018,10,22,15.3,1.0,True
61425,2018,10,23,13.2,1.0,True
61425,2018,10,24,15.1,1.0,True
61425,2018,10,25,14.2,1.0,True
61425,2018,10,26,12.0,1.0,True
61425,2018,10,27,15.1,1.0,True
61425,2018,10,28,15.8,1.0,True
61425,2018,10,29,14.1,1.0,True
61425,2018,10,30,10.6,1.0,True
61425,2018,10,31,16.1,1.0,True
61425,2018,11,1,18.4,1.0,True
61425,2018,11,2,20.7,1.0,True
61425,2018,11,3,21.6,1.0,True
61425,2018,11,4,18.3,1.0,True
61425,2018,11,5,18.0,1.0,True
61425,2018,11,6,19.7,1.0,True
61425,2018,11,7,19.5,1.0,True
61425,2018,11,8,12.0,1.0,True
61425,2018,11,9,10.3,1.0,True
61425,2018,11,10,12.3,1.0,True
61425,2018,11,11,11.2,1.0,True
61425,2018,11,12,12.1,1.0,True
61425,2018,11,13,13.9,1.0,True
61425,2018,11,14,16.2,1.0,True
61425,2018,11,15,15.3,1.0,True
61425,2018,11,16,15.2,1.0,True
61425,2018,11,17,14.2,1.0,True
61425,2018,11,18,15.0,1.0,True
61425,2018,11,19,11.1,1.0,True
61425,2018,11,20,13.3,1.0,True
61425,2018,11,21,19.0,1.0,True
61425,2018,11,22,18.2,1.0,True
61425,2018,11,23,15.2,1.0,True
61425,2018,11,24,15.4,1.0,True
61425,2018,11,25,11.5,1.0,True
61425,2018,11,26,14.8,1.0,True
61425,2018,11,27,14.2,1.0,True
61425,2018,11,28,18.3,1.0,True
61425,2018,11,29,15.2,1.0,True
61425,2018,11,30,14.7,1.0,True
61425,2018,12,1,14.0,1.0,True
61425,2018,12,2,14.8,1.0,True
61425,2018,12,3,14.6,1.0,True
61425,2018,12,4,16.0,1.0,True
61425,2018,12,5,16.7,1.0,True
61425,2018,12,6,17.3,1.0,True
61425,2018,12,7,13.5,1.0,True
61425,2018,12,8,14.5,1.0,True
61425,2018,12,9,15.0,1.0,True
61425,2018,12,10,18.2,1.0,True
61425,2018,12,11,19.9,1.0,True
61425,2018,12,12,18.5,1.0,True
61425,2018,12,13,19.6,1.0,True
61425,2018,12,14,19.7,1.0,True
61425,2018,12,15,21.2,1.0,True
61425,2018,12,16,20.7,1.0,True
61425,2018,12,17,19.1,1.0,True
61425,2018,12,18,21.8,1.0,True
61425,2018,12,19,21.1,1.0,True
61425,2018,12,20,18.1,1.0,True
61425,2018,12,21,21.1,1.0,True
61425,2018,12,22,17.2,1.0,True
61425,2018,12,23,14.9,1.0,True
61425,2018,12,24,12.3,1.0,True
61425,2018,12,25,15.1,1.0,True
61425,2018,12,26,16.4,1.0,True
61425,2018,12,27,16.5,1.0,True
61425,2018,12,28,17.8,1.0,True
61425,2018,12,29,17.8,1.0,True
61425,2018,12,30,18.7,1.0,True
61425,2018,12,31,20.4,1.0,True
61425,2019,1,1,22.3,1.0,True
61425,2019,1,2,18.9,1.0,True
61425,2019,1,3,19.8,1.0,True
61425,2019,1,4,19.1,1.0,True
61425,2019,1,5,20.9,1.0,True
61425,2019,1,6,18.7,1.0,True
61425,2019,1,7,18.3,1.0,True
61425,2019,1,8,19.2,1.0,True
61425,2019,1,9,19.6,1.0,True
61425,2019,1,10,21.5,1.0,True
61425,2019,1,11,19.5,1.0,True
61425,2019,1,12,19.9,1.0,True
61425,2019,1,13,19.1,1.0,True
61425,2019,1,14,21.8,1.0,True
61425,2019,1,15,20.3,1.0,True
61425,2019,1,16,20.4,1.0,True
61425,2019,1,17,20.8,1.0,True
61425,2019,1,18,20.7,1.0,True
61425,2019,1,19,23.9,1.0,True
61425,2019,1,20,20.1,1.0,True
61425,2019,1,21,21.0,1.0,True
61425,2019,1,22,21.1,1.0,True
61425,2019,1,23,20.6,1.0,True
61425,2019,1,24,21.6,1.0,True
61425,2019,1,25,21.4,1.0,True
61425,2019,1,26,21.9,1.0,True
61425,2019,1,27,23.1,1.0,True
61425,2019,1,28,23.2,1.0,True
61425,2019,1,29,20.9,1.0,True
61425,2019,1,30,21.6,1.0,True
61425,2019,1,31,21.5,1.0,True
61425,2019,2,1,18.9,1.0,True
61425,2019,2,2,18.8,1.0,True
61425,2019,2,3,19.1,1.0,True
61425,2019,2,4,18.9,1.0,True
61425,2019,2,5,22.6,1.0,True
61425,2019,2,6,20.4,1.0,True
61425,2019,2,7,19.4,1.0,True
61425,2019,2,8,20.0,1.0,True
61425,2019,2,9,20.3,1.0,True
61425,2019,2,10,15.7,1.0,True
61425,2019,2,11,14.6,1.0,True
61425,2019,2,12,14.8,1.0,True
61425,2019,2,13,20.2,1.0,True
61425,2019,2,14,19.8,1.0,True
61425,2019,2,15,15.0,1.0,True
61425,2019,2,16,16.4,1.0,True
61425,2019,2,17,16.5,1.0,True
61425,2019,2,18,17.4,1.0,True
61425,2019,2,19,20.5,1.0,True
61425,2019,2,20,19.9,1.0,True
61425,2019,2,21,19.9,1.0,True
61425,2019,2,22,20.0,1.0,True
61425,2019,2,23,18.1,1.0,True
