Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61384,2015,1,1,30.9,0
61384,2015,1,2,21.2,1
61384,2015,1,3,31.4,2
61384,2015,1,4,27.0,3
61384,2015,1,5,13.9,4
61384,2015,1,6,28.2,5
61384,2015,1,7,31.3,6
61384,2015,1,8,31.8,7
61384,2015,1,9,25.7,8
61384,2015,1,10,13.1,9
61384,2015,1,11,3.1,10
61384,2015,1,12,12.2,11
61384,2015,1,13,22.5,12
61384,2015,1,14,29.2,13
61384,2015,1,15,29.2,14
61384,2015,1,16,27.6,15
61384,2015,1,17,32.1,16
61384,2015,1,18,26.9,17
61384,2015,1,19,3.2,18
61384,2015,1,20,21.0,19
61384,2015,1,21,28.9,20
61384,2015,1,22,26.7,21
61384,2015,1,23,27.9,22
61384,2015,1,24,28.9,23
61384,2015,1,25,28.2,24
61384,2015,1,26,3.4,25
61384,2015,1,27,3.1,26
61384,2015,1,28,6.5,27
61384,2015,1,29,27.1,28
61384,2015,1,30,29.3,29
61384,2015,1,31,25.9,30
61384,2015,2,1,19.6,31
61384,2015,2,2,23.3,32
61384,2015,2,3,17.4,33
61384,2015,2,4,11.1,34
61384,2015,2,5,15.6,35
61384,2015,2,6,21.5,36
61384,2015,2,7,20.1,37
61384,2015,2,8,28.4,38
61384,2015,2,9,5.6,39
61384,2015,2,10,20.7,40
61384,2015,2,11,25.5,41
61384,2015,2,12,25.4,42
61384,2015,2,13,22.2,43
61384,2015,2,14,20.7,44
61384,2015,2,15,23.2,45
61384,2015,2,16,25.3,46
61384,2015,2,17,26.5,47
61384,2015,2,18,25.8,48
61384,2015,2,19,12.7,49
61384,2015,2,20,8.8,50
61384,2015,2,21,13.9,51
61384,2015,2,22,12.4,52
61384,2015,2,23,21.5,53
61384,2015,2,24,12.3,54
61384,2015,2,25,9.9,55
61384,2015,2,26,9.7,56
61384,2015,2,27,17.8,57
61384,2015,2,28,18.1,58
61384,2015,3,1,20.5,59
61384,2015,3,2,9.3,60
61384,2015,3,3,23.3,61
61384,2015,3,4,15.8,62
61384,2015,3,5,22.6,63
61384,2015,3,6,24.6,64
61384,2015,3,7,20.6,65
61384,2015,3,8,16.7,66
61384,2015,3,9,23.8,67
61384,2015,3,10,11.7,68
61384,2015,3,11,18.7,69
61384,2015,3,12,19.4,70
61384,2015,3,13,3.5,71
61384,2015,3,14,20.7,72
