year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2016,,1343.0,16.233879781420764,11.848087431693989,24.145081967213116
2017,10.000863457382435,818.0,15.912087912087912,11.774175824175824,24.142148760330578
2018,11.027376881295789,688.0,16.322465753424655,11.799999999999999,24.139285714285716
2019,11.88061519059066,771.0,16.921369863013698,11.984657534246574,24.573611111111113
2020,12.114681459189498,1484.0,15.357103825136612,12.222527472527473,23.18263305322129
2021,11.076428280105311,1207.0,15.61123287671233,11.333241758241758,22.655710306406686
2022,10.702210752363161,2562.0,15.477472527472528,12.11917808219178,22.126795580110496
2023,10.290468921687442,1077.0,16.508767123287672,11.67335164835165,24.026536312849164
