Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,index,Quality_Y
66037,2015,8,4,8.5,1.0,215,True
66037,2015,8,5,5.7,1.0,216,True
66037,2015,8,6,6.9,1.0,217,True
66037,2015,8,7,6.1,1.0,218,True
66037,2015,8,8,7.1,1.0,219,True
66037,2015,8,9,5.8,1.0,220,True
66037,2015,8,10,8.5,1.0,221,True
66037,2015,8,11,9.5,1.0,222,True
66037,2015,8,12,6.8,1.0,223,True
66037,2015,8,13,8.2,1.0,224,True
66037,2015,8,14,7.1,1.0,225,True
66037,2015,8,15,8.2,1.0,226,True
66037,2015,8,16,10.8,1.0,227,True
66037,2015,8,17,9.4,1.0,228,True
66037,2015,8,18,10.0,1.0,229,True
66037,2015,8,19,8.9,1.0,230,True
66037,2015,8,20,8.4,1.0,231,True
66037,2015,8,21,9.7,1.0,232,True
66037,2015,8,22,14.5,1.0,233,True
66037,2015,8,23,15.2,1.0,234,True
66037,2015,8,24,14.6,1.0,235,True
66037,2015,8,25,12.4,1.0,236,True
66037,2015,8,26,12.8,1.0,237,True
66037,2015,8,27,11.9,1.0,238,True
66037,2015,8,28,10.5,1.0,239,True
66037,2015,8,29,9.0,1.0,240,True
66037,2015,8,30,7.4,1.0,241,True
66037,2015,8,31,9.5,1.0,242,True
66037,2015,9,1,8.6,1.0,243,True
66037,2015,9,2,7.7,1.0,244,True
66037,2015,9,3,11.6,1.0,245,True
66037,2015,9,4,12.5,1.0,246,True
66037,2015,9,5,11.1,1.0,247,True
66037,2015,9,6,12.7,1.0,248,True
66037,2015,9,7,9.9,1.0,249,True
66037,2015,9,8,9.6,1.0,250,True
66037,2015,9,9,10.2,1.0,251,True
66037,2015,9,10,11.4,1.0,252,True
66037,2015,9,11,14.4,1.0,253,True
66037,2015,9,12,11.2,1.0,254,True
66037,2015,9,13,12.6,1.0,255,True
66037,2015,9,14,14.0,1.0,256,True
66037,2015,9,15,14.1,1.0,257,True
66037,2015,9,16,12.2,1.0,258,True
66037,2015,9,17,12.2,1.0,259,True
66037,2015,9,18,13.3,1.0,260,True
66037,2015,9,19,12.5,1.0,261,True
66037,2015,9,20,12.0,1.0,262,True
66037,2015,9,21,12.2,1.0,263,True
66037,2015,9,22,15.2,1.0,264,True
66037,2015,9,23,10.6,1.0,265,True
66037,2015,9,24,9.2,1.0,266,True
66037,2015,9,25,10.2,1.0,267,True
66037,2015,9,26,12.7,1.0,268,True
66037,2015,9,27,12.2,1.0,269,True
66037,2015,9,28,11.2,1.0,270,True
66037,2015,9,29,11.6,1.0,271,True
66037,2015,9,30,17.0,1.0,272,True
66037,2015,10,1,16.4,1.0,273,True
66037,2015,10,2,16.9,1.0,274,True
66037,2015,10,3,14.4,1.0,275,True
66037,2015,10,4,17.3,1.0,276,True
66037,2015,10,5,15.6,1.0,277,True
66037,2015,10,6,20.0,1.0,278,True
66037,2015,10,7,19.0,1.0,279,True
66037,2015,10,8,16.6,1.0,280,True
66037,2015,10,9,17.4,1.0,281,True
66037,2015,10,10,16.1,1.0,282,True
66037,2015,10,11,15.1,1.0,283,True
66037,2015,10,12,16.7,1.0,284,True
66037,2015,10,13,17.3,1.0,285,True
66037,2015,10,14,17.0,1.0,286,True
66037,2015,10,15,17.1,1.0,287,True
66037,2015,10,16,18.1,1.0,288,True
66037,2015,10,17,19.4,1.0,289,True
66037,2015,10,18,18.9,1.0,290,True
66037,2015,10,19,19.2,1.0,291,True
66037,2015,10,20,19.4,1.0,292,True
66037,2015,10,21,19.0,1.0,293,True
66037,2015,10,22,18.8,1.0,294,True
66037,2015,10,23,14.8,1.0,295,True
66037,2015,10,24,13.2,1.0,296,True
66037,2015,10,25,15.5,1.0,297,True
66037,2015,10,26,17.1,1.0,298,True
66037,2015,10,27,15.7,1.0,299,True
66037,2015,10,28,13.5,1.0,300,True
66037,2015,10,29,13.7,1.0,301,True
66037,2015,10,30,15.3,1.0,302,True
66037,2015,10,31,16.6,1.0,303,True
66037,2015,11,1,17.5,1.0,304,True
66037,2015,11,2,18.4,1.0,305,True
66037,2015,11,3,17.9,1.0,306,True
66037,2015,11,4,17.0,1.0,307,True
66037,2015,11,5,16.4,1.0,308,True
66037,2015,11,6,18.3,1.0,309,True
66037,2015,11,7,17.8,1.0,310,True
66037,2015,11,8,16.3,1.0,311,True
66037,2015,11,9,13.8,1.0,312,True
66037,2015,11,10,15.8,1.0,313,True
66037,2015,11,11,19.1,1.0,314,True
66037,2015,11,12,18.3,1.0,315,True
66037,2015,11,13,17.7,1.0,316,True
66037,2015,11,14,16.9,1.0,317,True
66037,2015,11,15,15.3,1.0,318,True
66037,2015,11,16,14.5,1.0,319,True
66037,2015,11,17,14.3,1.0,320,True
66037,2015,11,18,17.6,1.0,321,True
66037,2015,11,19,18.3,1.0,322,True
66037,2015,11,20,20.9,1.0,323,True
66037,2015,11,21,19.9,1.0,324,True
66037,2015,11,22,18.3,1.0,325,True
66037,2015,11,23,17.7,1.0,326,True
66037,2015,11,24,18.1,1.0,327,True
66037,2015,11,25,18.3,1.0,328,True
66037,2015,11,26,21.0,1.0,329,True
66037,2015,11,27,16.3,1.0,330,True
66037,2015,11,28,16.8,1.0,331,True
66037,2015,11,29,20.0,1.0,332,True
66037,2015,11,30,18.2,1.0,333,True
66037,2015,12,1,20.0,1.0,334,False
66037,2015,12,2,18.7,1.0,335,False
66037,2015,12,3,16.9,1.0,336,False
66037,2015,12,4,15.5,1.0,337,True
66037,2015,12,5,15.8,1.0,338,False
66037,2015,12,6,17.8,1.0,339,False
66037,2015,12,7,19.1,1.0,340,False
66037,2015,12,8,20.8,1.0,341,False
66037,2015,12,9,21.5,1.0,342,False
66037,2015,12,10,19.3,1.0,343,False
66037,2015,12,11,20.7,1.0,344,False
66037,2015,12,12,18.2,1.0,345,False
66037,2015,12,13,18.2,1.0,346,False
66037,2015,12,14,18.0,1.0,347,False
66037,2015,12,15,20.3,1.0,348,False
66037,2015,12,16,20.7,1.0,349,False
66037,2015,12,17,15.6,1.0,350,False
66037,2015,12,18,20.2,1.0,351,False
66037,2015,12,19,20.5,1.0,352,False
66037,2015,12,20,19.3,1.0,353,False
66037,2015,12,21,22.3,1.0,354,False
66037,2015,12,22,18.0,1.0,355,False
66037,2015,12,23,17.2,1.0,356,False
66037,2015,12,24,18.1,1.0,357,False
66037,2015,12,25,17.6,1.0,358,False
66037,2015,12,26,19.6,1.0,359,False
66037,2015,12,27,16.5,1.0,360,False
66037,2015,12,28,15.1,1.0,361,False
66037,2015,12,29,16.3,1.0,362,False
66037,2015,12,30,14.9,1.0,363,False
66037,2015,12,31,18.1,1.0,364,False
66037,2016,1,1,18.6,1.0,365,False
66037,2016,1,2,18.1,1.0,366,False
66037,2016,1,3,19.9,1.0,367,False
66037,2016,1,4,20.2,1.0,368,False
66037,2016,1,5,17.6,1.0,369,False
66037,2016,1,6,17.2,1.0,370,False
66037,2016,1,7,16.9,1.0,371,False
66037,2016,1,8,15.8,1.0,372,False
66037,2016,1,9,18.7,1.0,373,False
66037,2016,1,10,19.1,1.0,374,False
66037,2016,1,11,21.1,1.0,375,False
66037,2016,1,12,23.7,1.0,376,False
66037,2016,1,13,21.1,1.0,377,False
66037,2016,1,14,22.9,1.0,378,False
66037,2016,1,15,14.3,1.0,379,False
66037,2016,1,16,14.4,1.0,380,False
66037,2016,1,17,16.3,1.0,381,False
66037,2016,1,18,17.2,1.0,382,False
66037,2016,1,19,19.1,1.0,383,False
66037,2016,1,20,22.2,1.0,384,False
66037,2016,1,21,23.4,1.0,385,False
66037,2016,1,22,22.7,1.0,386,False
66037,2016,1,23,22.5,1.0,387,False
66037,2016,1,24,20.2,1.0,388,False
66037,2016,1,25,21.1,1.0,389,False
66037,2016,1,26,20.1,1.0,390,False
66037,2016,1,27,20.2,1.0,391,False
66037,2016,1,28,21.6,1.0,392,False
66037,2016,1,29,22.1,1.0,393,False
66037,2016,1,30,19.7,1.0,394,False
66037,2016,1,31,18.8,1.0,395,False
66037,2016,2,1,20.6,1.0,396,False
66037,2016,2,2,16.4,1.0,397,False
66037,2016,2,3,19.9,1.0,398,False
66037,2016,2,4,19.1,1.0,399,False
66037,2016,2,5,19.8,1.0,400,False
66037,2016,2,6,19.8,1.0,401,False
66037,2016,2,7,20.4,1.0,402,False
66037,2016,2,8,19.4,1.0,403,False
66037,2016,2,9,21.5,1.0,404,False
66037,2016,2,10,20.4,1.0,405,False
66037,2016,2,11,20.4,1.0,406,False
66037,2016,2,12,21.5,1.0,407,False
66037,2016,2,13,22.4,1.0,408,False
66037,2016,2,14,21.4,1.0,409,False
66037,2016,2,15,22.4,1.0,410,False
66037,2016,2,16,21.1,1.0,411,False
66037,2016,2,17,18.9,1.0,412,False
66037,2016,2,18,17.9,1.0,413,False
66037,2016,2,19,21.5,1.0,414,False
66037,2016,2,20,22.9,1.0,415,False
66037,2016,2,21,20.6,1.0,416,False
66037,2016,2,22,21.5,1.0,417,False
66037,2016,2,23,22.3,1.0,418,False
66037,2016,2,24,22.1,1.0,419,False
66037,2016,2,25,22.5,1.0,420,False
66037,2016,2,26,23.2,1.0,421,False
66037,2016,2,27,22.2,1.0,422,False
66037,2016,2,28,20.7,1.0,423,False
66037,2016,2,29,21.0,1.0,424,False
66037,2016,3,1,21.3,1.0,425,False
66037,2016,3,2,20.9,1.0,426,False
66037,2016,3,3,22.8,1.0,427,False
66037,2016,3,4,23.4,1.0,428,False
66037,2016,3,5,20.0,1.0,429,False
66037,2016,3,6,19.6,1.0,430,False
66037,2016,3,7,20.4,1.0,431,False
66037,2016,3,8,23.0,1.0,432,False
66037,2016,3,9,22.0,1.0,433,False
66037,2016,3,10,21.7,1.0,434,False
66037,2016,3,11,22.6,1.0,435,False
66037,2016,3,12,21.8,1.0,436,False
66037,2016,3,13,23.2,1.0,437,False
66037,2016,3,14,21.6,1.0,438,False
66037,2016,3,15,19.5,1.0,439,False
66037,2016,3,16,19.5,1.0,440,False
66037,2016,3,17,19.5,1.0,441,False
66037,2016,3,18,20.1,1.0,442,False
66037,2016,3,19,15.2,1.0,443,False
66037,2016,3,20,17.5,1.0,444,False
66037,2016,3,21,15.4,1.0,445,False
66037,2016,3,22,14.4,1.0,446,False
66037,2016,3,23,14.7,1.0,447,False
66037,2016,3,24,16.7,1.0,448,False
66037,2016,3,25,19.9,1.0,449,False
66037,2016,3,26,17.5,1.0,450,False
66037,2016,3,27,19.7,1.0,451,False
66037,2016,3,28,19.3,1.0,452,False
66037,2016,3,29,20.3,1.0,453,False
66037,2016,3,30,18.9,1.0,454,False
66037,2016,3,31,16.9,1.0,455,False
66037,2016,4,1,17.0,1.0,456,False
66037,2016,4,2,17.7,1.0,457,False
66037,2016,4,3,19.3,1.0,458,False
66037,2016,4,4,18.4,1.0,459,False
66037,2016,4,5,18.1,1.0,460,False
66037,2016,4,6,19.3,1.0,461,False
66037,2016,4,7,19.6,1.0,462,False
66037,2016,4,8,17.9,1.0,463,False
66037,2016,4,9,16.2,1.0,464,False
66037,2016,4,10,15.8,1.0,465,False
66037,2016,4,11,14.7,1.0,466,False
66037,2016,4,12,17.8,1.0,467,False
66037,2016,4,13,16.2,1.0,468,False
66037,2016,4,14,15.7,1.0,469,False
66037,2016,4,15,16.6,1.0,470,False
66037,2016,4,16,16.8,1.0,471,False
66037,2016,4,17,18.8,1.0,472,False
66037,2016,4,18,14.7,1.0,473,False
66037,2016,4,19,17.0,1.0,474,False
66037,2016,4,20,16.8,1.0,475,False
66037,2016,4,21,17.5,1.0,476,False
66037,2016,4,22,17.4,1.0,477,False
66037,2016,4,23,16.5,1.0,478,False
66037,2016,4,24,15.7,1.0,479,False
66037,2016,4,25,12.6,1.0,480,False
66037,2016,4,26,13.9,1.0,481,False
66037,2016,4,27,15.3,1.0,482,False
66037,2016,4,28,15.9,1.0,483,False
66037,2016,4,29,16.1,1.0,484,False
66037,2016,4,30,18.8,1.0,485,False
66037,2016,5,1,17.2,1.0,486,False
66037,2016,5,2,14.0,1.0,487,False
66037,2016,5,3,12.2,1.0,488,False
66037,2016,5,4,15.4,1.0,489,False
66037,2016,5,5,13.5,1.0,490,False
66037,2016,5,6,13.6,1.0,491,False
66037,2016,5,7,12.2,1.0,492,False
66037,2016,5,8,16.2,1.0,493,False
66037,2016,5,9,17.9,1.0,494,False
66037,2016,5,10,17.1,1.0,495,False
66037,2016,5,11,12.9,1.0,496,False
66037,2016,5,12,13.1,1.0,497,False
66037,2016,5,13,13.5,1.0,498,False
66037,2016,5,14,11.9,1.0,499,False
66037,2016,5,15,12.4,1.0,500,False
66037,2016,5,16,12.0,1.0,501,False
66037,2016,5,17,14.4,1.0,502,False
66037,2016,5,18,12.8,1.0,503,False
66037,2016,5,19,11.8,1.0,504,False
66037,2016,5,20,12.0,1.0,505,False
66037,2016,5,21,13.8,1.0,506,False
66037,2016,5,22,13.8,1.0,507,False
66037,2016,5,23,13.2,1.0,508,False
66037,2016,5,24,11.4,1.0,509,False
66037,2016,5,25,9.8,1.0,510,False
66037,2016,5,26,12.7,1.0,511,False
66037,2016,5,27,12.0,1.0,512,False
66037,2016,5,28,8.9,1.0,513,False
66037,2016,5,29,7.7,1.0,514,False
66037,2016,5,30,7.4,1.0,515,False
66037,2016,5,31,8.8,1.0,516,False
66037,2016,6,1,12.0,1.0,517,False
66037,2016,6,2,11.5,1.0,518,False
66037,2016,6,3,11.8,1.0,519,False
66037,2016,6,4,14.6,1.0,520,False
66037,2016,6,5,16.0,1.0,521,False
66037,2016,6,6,13.9,1.0,522,False
66037,2016,6,7,10.6,1.0,523,False
66037,2016,6,8,10.6,1.0,524,False
66037,2016,6,9,15.1,1.0,525,False
66037,2016,6,10,12.4,1.0,526,False
66037,2016,6,11,10.9,1.0,527,False
66037,2016,6,12,7.2,1.0,528,False
66037,2016,6,13,7.4,1.0,529,False
66037,2016,6,14,9.1,1.0,530,False
66037,2016,6,15,8.9,1.0,531,False
66037,2016,6,16,9.4,1.0,532,False
66037,2016,6,17,11.4,1.0,533,False
66037,2016,6,18,14.6,1.0,534,False
66037,2016,6,19,14.4,1.0,535,False
66037,2016,6,20,15.1,1.0,536,False
66037,2016,6,21,15.0,1.0,537,False
66037,2016,6,22,12.8,1.0,538,False
66037,2016,6,23,9.6,1.0,539,False
66037,2016,6,24,12.0,1.0,540,False
66037,2016,6,25,6.8,1.0,541,False
66037,2016,6,26,5.4,1.0,542,False
66037,2016,6,27,8.0,1.0,543,False
66037,2016,6,28,8.7,1.0,544,False
66037,2016,6,29,7.3,1.0,545,False
66037,2016,6,30,5.6,1.0,546,False
66037,2016,7,1,8.9,1.0,547,False
66037,2016,7,2,7.8,1.0,548,False
66037,2016,7,3,6.1,1.0,549,False
66037,2016,7,4,6.3,1.0,550,False
66037,2016,7,5,8.2,1.0,551,False
66037,2016,7,6,9.7,1.0,552,False
66037,2016,7,7,12.8,1.0,553,False
66037,2016,7,8,12.7,1.0,554,False
66037,2016,7,9,8.8,1.0,555,False
66037,2016,7,10,10.7,1.0,556,False
66037,2016,7,11,13.1,1.0,557,False
66037,2016,7,12,11.5,1.0,558,False
66037,2016,7,13,9.6,1.0,559,False
66037,2016,7,14,5.7,1.0,560,False
66037,2016,7,15,6.4,1.0,561,False
66037,2016,7,16,7.0,1.0,562,False
66037,2016,7,17,10.0,1.0,563,False
66037,2016,7,18,9.9,1.0,564,False
66037,2016,7,19,14.2,1.0,565,False
66037,2016,7,20,15.9,1.0,566,False
66037,2016,7,21,14.4,1.0,567,False
66037,2016,7,22,12.1,1.0,568,False
66037,2016,7,23,14.8,1.0,569,False
66037,2016,7,24,7.0,1.0,570,False
66037,2016,7,25,7.4,1.0,571,False
66037,2016,7,26,9.2,1.0,572,False
66037,2016,7,27,10.9,1.0,573,False
66037,2016,7,28,7.9,1.0,574,False
66037,2016,7,29,7.3,1.0,575,False
66037,2016,7,30,8.3,1.0,576,False
66037,2016,7,31,10.7,1.0,577,False
66037,2016,8,1,9.9,1.0,578,False
66037,2016,8,2,11.5,1.0,579,False
66037,2016,8,3,10.5,1.0,580,False
66037,2016,8,4,11.0,1.0,581,False
66037,2016,8,5,10.1,1.0,582,False
66037,2016,8,6,9.3,1.0,583,False
66037,2016,8,7,10.3,1.0,584,False
66037,2016,8,8,8.6,1.0,585,False
66037,2016,8,9,8.4,1.0,586,False
66037,2016,8,10,12.2,1.0,587,False
66037,2016,8,11,12.1,1.0,588,False
66037,2016,8,12,7.4,1.0,589,False
66037,2016,8,13,8.0,1.0,590,False
66037,2016,8,14,8.9,1.0,591,False
66037,2016,8,15,8.9,1.0,592,False
66037,2016,8,16,9.9,1.0,593,False
66037,2016,8,17,10.9,1.0,594,False
66037,2016,8,18,10.7,1.0,595,False
66037,2016,8,19,10.6,1.0,596,False
66037,2016,8,20,10.0,1.0,597,False
66037,2016,8,21,8.1,1.0,598,False
66037,2016,8,22,9.5,1.0,599,False
66037,2016,8,23,8.2,1.0,600,False
66037,2016,8,24,12.2,1.0,601,False
66037,2016,8,25,9.0,1.0,602,False
66037,2016,8,26,7.0,1.0,603,False
66037,2016,8,27,7.5,1.0,604,False
66037,2016,8,28,8.3,1.0,605,False
66037,2016,8,29,8.7,1.0,606,False
66037,2016,8,30,11.4,1.0,607,False
66037,2016,8,31,14.1,1.0,608,False
66037,2016,9,1,12.1,1.0,609,False
66037,2016,9,2,14.5,1.0,610,False
66037,2016,9,3,15.1,1.0,611,False
66037,2016,9,4,9.6,1.0,612,False
66037,2016,9,5,9.4,1.0,613,False
66037,2016,9,6,10.4,1.0,614,False
66037,2016,9,7,14.1,1.0,615,False
66037,2016,9,8,15.4,1.0,616,False
66037,2016,9,9,15.3,1.0,617,False
66037,2016,9,10,14.1,1.0,618,False
66037,2016,9,11,11.9,1.0,619,False
66037,2016,9,12,12.3,1.0,620,False
66037,2016,9,13,16.1,1.0,621,False
66037,2016,9,14,16.3,1.0,622,False
66037,2016,9,15,14.8,1.0,623,False
66037,2016,9,16,14.2,1.0,624,False
66037,2016,9,17,11.1,1.0,625,False
66037,2016,9,18,14.1,1.0,626,False
66037,2016,9,19,13.0,1.0,627,False
66037,2016,9,20,9.6,1.0,628,False
66037,2016,9,21,14.3,1.0,629,False
66037,2016,9,22,12.8,1.0,630,False
