year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00,index,averagemwh
2022,14.741296798,14.098815893,13.445387453,13.003780322,13.003780322,12.527132103,12.090299469,12.090299469,12.090299469,12.034095524,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,11.222493116,12.106822873,12.631796608,13.385161413,14.191252543,15.125411861,15.997885797,16.783895497,17.504576605,17.74603344,18.543661759,19.29729372,19.411468112,19.92855002,20.364913295,20.364913295,20.364913295,20.364913295,20.364913295,19.489119199,19.405759085,19.405759085,19.405759085,19.405759085,19.405759085,18.943976017,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,18.547467016,19.180105431,19.430498963,19.430498963,19.430498963,20.180847512,20.33446439,20.385866186,21.227011763,21.785422856,22.591439575,23.756231741,23.950326097,23.950326097,23.950326097,23.950326097,23.538143003,23.080617135,22.392702738,22.172844149,21.455072344,21.188618886,20.429618646,19.878871011,19.52375059,19.52375059,18.677723581,18.617697156,17.774814919,17.774814919,17.774814919,17.46424142,16.886073944,16.27509633,15.643998062,15.137139414,14.548334854,0,17.14943736419588
2022,14.22556119,13.95872015,13.32730479,13.32730479,12.690367097,12.469013863,12.414996124,11.591690942,11.591690942,11.591690942,11.591690942,11.591690942,11.591690942,11.050630068,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,10.733400015,11.585750519,11.631656415,12.523677223,12.939873639,13.468376607,14.418302091,15.298901648,15.436224407,16.25424946,16.672012286,17.824493185,18.151625542,18.159680216,19.219256973,19.219256973,19.219256973,19.219256973,19.837799199,19.873500714,19.226868628,19.226868628,19.226868628,19.226868628,19.597680803,19.221159601,19.221159601,19.221159601,19.221159601,18.417999546,18.357158505,18.357158505,18.458386095,19.089523509,17.794679702,18.509405314,18.509405314,18.509405314,18.798271101,19.369600012,19.369600012,19.369600012,19.963412788,20.662985428,21.429861719,22.604601235,23.718903431,25.536564816,25.630751181,25.630751181,25.790895812,26.542327083,25.900800481,25.666907933,24.700589065,24.338535572,23.377082512,22.958819212,22.296807173,21.923078539,21.131857508,20.294284783,19.633795973,19.409565484,18.615349643,18.149912327,17.660629812,17.186260842,16.257706281,15.569973038,15.013374995,14.174177664,13.767088861,1,17.156070453082467
2022,13.275921264,12.853430432,12.417630337,12.417630337,12.417630337,11.844185538,11.540308558,11.540308558,11.540308558,11.540308558,10.664016862,10.655373982,10.655373982,10.655373982,10.655373982,10.655373982,10.655373982,10.655373982,10.655373982,10.655373982,10.769952989,11.528889362,11.984709647,12.434758559,13.21914919,14.406768158,15.685330464,17.011924658,18.331917335,19.491117705,20.302798177,20.71888665,19.923461684,19.820631411,19.715648615,18.924278781,18.924278781,18.924278781,18.915592663,18.039344205,17.820080959,17.150603231,17.150603231,17.150603231,17.150603231,17.934551642,17.415120529,17.093510678,17.093510678,17.093510678,17.093510678,17.093510678,17.093510678,17.093510678,17.093510678,17.093510678,17.676666692,17.993669706,17.993669706,17.993669706,17.993669706,17.993669706,18.282638697,18.857670802,18.857670802,19.679002694,20.150868441,21.044913333,22.147928121,23.407433408,24.793333805,25.979747854,26.295293752,27.075190914,27.075190914,27.075190914,27.075190914,26.751659651,26.154099586,25.834646121,24.780301155,24.230096565,23.485972874,23.049919459,21.990694849,21.26256832,20.5910502,19.49991955,19.164067048,18.364803541,17.798222104,16.80029872,15.887172356,14.976229648,14.619491624,13.913454776,2,17.41478839053608
2022,13.910011371,13.047551051,12.669857263,12.187357495,12.187357495,11.691807321,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,11.329065426,12.276240495,13.396024889,14.743229781,16.248441701,17.117834618,18.610345481,20.192790304,20.246922932,20.246922932,20.246922932,20.246922932,20.246922932,20.246922932,20.246922932,20.246922932,20.125016438,19.356278187,19.356278187,19.356278187,19.356278187,19.356278187,19.356278187,19.356278187,19.356278187,20.184787108,20.243115372,20.243115372,20.243115372,20.243115372,20.243115372,20.243115372,20.243115372,19.709745397,19.344860134,20.117449543,20.233599947,20.233599947,20.233599947,20.233599947,20.233599947,20.233599947,20.91817816,21.436645247,22.089107928,22.451413522,23.900598541,25.255113601,26.577849214,27.232215798,27.486259163,28.226436197,28.367386179,28.367386179,28.367386179,28.290557282,27.503385063,27.369837741,26.299446151,25.722097877,25.298573232,24.341491083,23.3791772,22.952920448,22.226131445,21.395938123,20.406782557,19.671693116,18.947772234,18.139799638,17.105092873,15.964981437,15.327571055,14.723935657,3,18.64976285036083
2022,14.238883014,13.587023002,13.37297929,12.673146898,12.501366538,12.501366538,11.644734416,11.637365442,11.637365442,11.637365442,11.637365442,11.637365442,11.637365442,11.440874987,10.741012812,10.741012812,10.741012812,10.741012812,10.741012812,10.741012812,11.579884945,11.606916537,12.351533926,12.785091122,14.065060397,15.416935497,16.979664168,18.479537249,20.1969993,21.60210097,22.344121809,22.344121809,23.029954859,23.280441072,22.95488565,22.359347403,21.834153291,21.449671807,21.378844822,20.49106462,21.333584072,20.954599745,20.444844259,20.444844259,19.889394253,20.274118189,20.404877607,20.404877607,20.404877607,20.243190297,18.718666783,19.721359945,20.385846756,20.385846756,20.376506966,18.995685827,19.450099351,19.615097286,19.615097286,19.615097286,19.615097286,19.615097286,19.615097286,20.15278696,20.515257476,20.54385072,21.383063829,21.885962975,23.022157272,24.527949919,25.674010475,27.02957031,27.613764932,27.613764932,27.683855918,28.521535597,28.163710284,27.651826635,27.619315546,26.793535707,26.201151919,25.431716016,24.688417275,24.17869631,23.493784582,22.761529215,22.034130426,21.073598934,20.592534016,19.773054283,19.136493134,18.14514312,17.072583973,16.157192576,15.436224159,14.627002454,4,18.91220568385567
2022,14.326732278,13.540450551,13.30253844,12.670740428,12.670740428,12.670740428,11.965841281,11.806740473,11.806740473,11.806740473,11.806740473,11.806740473,11.806740473,11.522558046,10.942739377,10.942739377,10.942739377,10.942739377,10.942739377,10.942739377,11.554598063,11.806740473,11.872276844,12.722123954,13.801112008,15.232780821,16.79114627,18.45306172,19.836823601,21.535005915,22.687888823,23.436493118,23.436493118,23.436493118,22.730832813,22.964760225,23.108999252,22.196791525,20.509547288,20.509547288,20.963989073,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.526675529,20.468355258,19.184270675,19.575132975,20.100420548,19.607486811,19.607486811,19.003034932,19.636033088,19.636033088,19.636033088,20.005870046,20.696777958,21.482025643,21.482025643,22.210813095,22.796390384,24.218468334,25.457292357,26.156873751,26.879174537,27.317878779,27.743175652,27.743175652,27.644794107,26.848725651,26.699387403,25.990432402,25.990432402,25.285253787,24.201608732,23.807339339,22.996009492,22.376475645,21.80552699,20.916524436,20.543803752,19.315836049,18.714939419,18.072383704,17.314415963,16.403695688,15.469334624,14.730516963,5,18.926252559701034
2022,14.322618074,13.988037195,13.464327147,13.215656725,12.594617023,12.295925475,11.728713299,11.728713299,11.728713299,11.728713299,11.364652052,10.870422371,10.870422371,10.870422371,10.870422371,10.870422371,10.870422371,10.870422371,10.870422371,10.870422371,11.315353279,11.761065974,11.761065974,12.452853169,13.575942422,14.696637043,16.009421252,17.367095871,18.260806448,19.695536203,20.253718563,20.728402075,20.82549114,21.67804202,22.072203147,22.488533407,21.169427224,20.621829785,20.686049487,20.918753196,19.708348933,19.708348933,19.676344617,19.263389326,20.414448812,20.721078813,20.231380036,19.797795322,19.25144781,19.211658125,18.962917499,19.875821336,19.875821336,19.875821336,19.875821336,19.875821336,19.338267885,19.828244208,19.828244208,19.828244208,19.828244208,19.956391146,20.758853302,20.758853302,20.758853302,21.369174352,21.99666496,22.963314128,23.584476369,24.387903827,25.135949053,25.333423307,26.100812271,26.100812271,26.064368419,25.221587883,24.558102666,24.157762831,23.778882812,23.122167478,22.38408612,21.838498091,21.504861732,20.7827433,20.578060217,20.335526312,19.67409479,19.353609681,18.811996303,18.811996303,18.556266748,17.867958203,17.01561807,16.162529093,15.302706905,14.778785044,6,18.197710475453608
2022,14.394936222,14.012065357,13.511904274,13.511904274,12.855468332,12.642194151,11.987337864,11.778194197,11.778194197,11.778194197,11.778194197,11.778194197,11.778194197,11.778194197,11.778194197,11.778194197,11.492237028,10.919902127,10.919902127,10.919902127,10.919902127,10.919902127,11.400264388,11.793418649,12.314754085,12.651709577,13.529486554,14.450125005,15.145756279,15.699016063,16.838902954,17.205792014,17.87141352,18.651750942,19.000402186,19.971855521,20.041388827,20.041388827,20.38221565,20.094676123,20.094676123,20.094676123,20.094676123,19.920303723,19.86834105,20.006456805,20.265953783,19.991655713,19.80475243,20.113706974,19.238601091,19.456132778,18.674318981,19.504810574,18.516858518,18.17826919,18.17826919,19.616902877,19.228772399,19.228772399,19.228772399,19.228772399,19.228772399,19.228772399,19.228772399,19.995553288,20.340481926,21.108647957,21.972374191,23.026013246,23.815207511,23.939751129,24.686819102,24.126595607,23.811399952,23.811399952,23.352786471,22.708683567,22.077689893,21.40358,21.211786169,20.513101908,20.345882444,19.543632292,19.462851639,18.679991906,18.60646334,18.60646334,18.39086298,17.732946818,17.732946818,17.289212627,16.754708851,15.978302119,15.308296418,15.105696414,7,17.389242492659797
2022,14.204627711,14.198948752,13.302564912,13.302564912,12.757957486,12.417630337,12.417630337,11.589593762,11.55362924,11.55362924,11.55362924,11.55362924,11.55362924,11.098661271,10.689629286,10.689629286,10.689629286,10.689629286,10.689629286,10.689629286,10.689629286,10.689629286,10.689629286,10.928353157,11.557435639,11.776783287,12.581009146,13.293049487,13.907281072,14.462989023,15.160611038,15.91359791,16.519155291,17.418713382,18.392501117,19.116712068,19.573104362,20.347785053,20.347785053,21.238041473,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,21.247945243,20.99266689,20.281177075,20.281177075,20.281177075,20.281177075,19.548258368,19.419080909,19.419080909,19.419080909,19.419080909,19.419080909,19.419080909,19.419080909,19.419080909,20.279422164,20.882001521,21.171821838,21.906271215,22.787855752,23.897871857,24.992509132,25.704969635,25.704969635,25.704969635,25.704969635,25.704969635,25.405549262,24.816229822,24.645134896,23.94652086,23.783833022,23.015145526,22.104408904,21.331681444,21.209785018,20.471485586,19.780070463,19.115176297,18.678780345,18.139411979,17.786232972,16.699268709,16.050620266,15.225304932,14.609870521,14.194991401,8,17.780925092278345
2022,13.439587268,13.439587268,12.927423523,12.579392571,12.175308207,11.679233543,11.679233543,11.679233543,11.679233543,11.269751325,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,10.805717021,11.187333771,11.665911718,11.665911718,12.319394149,13.577919594,14.911547077,16.429074337,17.364324313,18.68193823,19.806479708,20.593283508,20.593283508,20.593283508,20.593283508,20.280257333,19.702641067,19.702641067,19.702641067,19.557105487,18.842445208,17.917590853,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,17.906128248,18.066402212,18.672196546,17.947325549,18.452869109,17.972736227,18.74071056,17.987781275,17.982251652,18.376185721,18.869088856,18.869088856,19.746545449,20.106924798,20.88349727,22.153442196,23.590185434,24.958346375,26.276424721,26.940072347,26.940072347,27.343192399,27.063772879,27.063772879,27.063772879,26.850351647,25.973306501,25.270246458,24.543821154,24.216758013,23.331674977,22.799503299,21.564647494,21.251075589,20.16355395,19.614227653,18.397912978,17.938479781,17.036486636,16.02593004,15.02545892,14.400645249,13.900183364,9,17.81901066738143
