Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66037,2015,1,1,30.5,0
66037,2015,1,2,19.0,1
66037,2015,1,3,30.9,2
66037,2015,1,4,22.1,3
66037,2015,1,5,16.5,4
66037,2015,1,6,30.4,5
66037,2015,1,7,30.4,6
66037,2015,1,8,31.7,7
66037,2015,1,9,22.3,8
66037,2015,1,10,15.4,9
66037,2015,1,11,3.2,10
66037,2015,1,12,15.8,11
66037,2015,1,13,21.5,12
66037,2015,1,14,29.7,13
66037,2015,1,15,30.2,14
66037,2015,1,16,27.2,15
66037,2015,1,17,32.1,16
66037,2015,1,18,30.6,17
66037,2015,1,19,5.4,18
66037,2015,1,20,18.8,19
66037,2015,1,21,27.6,20
66037,2015,1,22,28.3,21
66037,2015,1,23,28.6,22
66037,2015,1,24,27.7,23
66037,2015,1,25,27.0,24
66037,2015,1,26,3.7,25
66037,2015,1,27,3.6,26
66037,2015,1,28,4.5,27
66037,2015,1,29,28.7,28
66037,2015,1,30,27.7,29
66037,2015,1,31,29.4,30
66037,2015,2,1,21.7,31
66037,2015,2,2,26.3,32
66037,2015,2,3,27.8,33
66037,2015,2,4,23.3,34
66037,2015,2,5,11.1,35
66037,2015,2,6,17.9,36
66037,2015,2,7,21.2,37
66037,2015,2,8,28.2,38
66037,2015,2,9,14.2,39
66037,2015,2,10,22.7,40
66037,2015,2,11,25.2,41
66037,2015,2,12,23.1,42
66037,2015,2,13,16.8,43
66037,2015,2,14,17.5,44
66037,2015,2,15,22.8,45
66037,2015,2,16,24.6,46
66037,2015,2,17,26.4,47
66037,2015,2,18,25.3,48
66037,2015,2,19,17.1,49
66037,2015,2,20,15.0,50
66037,2015,2,21,11.7,51
66037,2015,2,22,21.8,52
66037,2015,2,23,14.7,53
66037,2015,2,24,19.1,54
66037,2015,2,25,12.2,55
66037,2015,2,26,13.4,56
66037,2015,2,27,22.8,57
66037,2015,2,28,19.7,58
66037,2015,3,1,18.3,59
66037,2015,3,2,15.1,60
66037,2015,3,3,19.8,61
66037,2015,3,4,19.0,62
66037,2015,3,5,22.6,63
66037,2015,3,6,23.7,64
66037,2015,3,7,17.9,65
66037,2015,3,8,20.6,66
66037,2015,3,9,23.7,67
66037,2015,3,10,8.9,68
66037,2015,3,11,20.4,69
66037,2015,3,12,20.1,70
66037,2015,3,13,4.0,71
66037,2015,3,14,19.9,72
66037,2015,3,15,15.3,73
66037,2015,3,16,17.0,74
66037,2015,3,17,12.2,75
66037,2015,3,18,17.5,76
66037,2015,3,19,21.4,77
66037,2015,3,20,14.9,78
66037,2015,3,21,8.7,79
66037,2015,3,22,7.7,80
66037,2015,3,23,17.6,81
66037,2015,3,24,5.3,82
66037,2015,3,25,17.8,83
66037,2015,3,26,20.1,84
66037,2015,3,27,21.1,85
66037,2015,3,28,19.8,86
66037,2015,3,29,17.0,87
66037,2015,3,30,8.4,88
66037,2015,3,31,7.3,89
