year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2017,,871.4,16.249725274725275,14.96510989010989,24.08712328767123
2018,,831.4,16.713150684931506,14.775068493150684,23.876986301369865
2019,15.735577632783881,749.4,17.103287671232877,14.8375,24.47013698630137
2020,17.252144923230592,1225.4,15.646448087431695,14.774725274725276,23.535792349726776
2021,17.46071655364731,1198.4,15.986027397260273,14.159279778393351,22.815616438356166
2022,19.62301544279908,2276.0,15.811538461538461,14.430939226519337,22.412054794520547
2023,20.39045589988426,1000.8,16.832602739726028,14.579338842975208,23.833977900552487
