Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66194,2015,1,1,30.4,0
66194,2015,1,2,19.7,1
66194,2015,1,3,31.2,2
66194,2015,1,4,23.1,3
66194,2015,1,5,15.9,4
66194,2015,1,6,27.8,5
66194,2015,1,7,30.6,6
66194,2015,1,8,31.8,7
66194,2015,1,9,24.9,8
66194,2015,1,10,14.8,9
66194,2015,1,11,3.1,10
66194,2015,1,12,18.9,11
66194,2015,1,13,20.8,12
66194,2015,1,14,28.3,13
66194,2015,1,15,29.1,14
66194,2015,1,16,28.1,15
66194,2015,1,17,32.2,16
66194,2015,1,18,30.5,17
66194,2015,1,19,5.2,18
66194,2015,1,20,19.7,19
66194,2015,1,21,27.7,20
66194,2015,1,22,28.6,21
66194,2015,1,23,28.8,22
66194,2015,1,24,26.4,23
66194,2015,1,25,26.7,24
66194,2015,1,26,3.6,25
66194,2015,1,27,3.6,26
66194,2015,1,28,3.8,27
66194,2015,1,29,27.7,28
66194,2015,1,30,27.3,29
66194,2015,1,31,27.5,30
66194,2015,2,1,19.8,31
66194,2015,2,2,25.8,32
66194,2015,2,3,25.9,33
66194,2015,2,4,20.1,34
66194,2015,2,5,11.2,35
66194,2015,2,6,16.4,36
66194,2015,2,7,22.3,37
66194,2015,2,8,28.1,38
66194,2015,2,9,14.6,39
66194,2015,2,10,21.7,40
66194,2015,2,11,23.6,41
66194,2015,2,12,22.8,42
66194,2015,2,13,16.8,43
66194,2015,2,14,16.0,44
66194,2015,2,15,22.5,45
66194,2015,2,16,24.0,46
66194,2015,2,17,26.5,47
66194,2015,2,18,25.6,48
66194,2015,2,19,18.1,49
66194,2015,2,20,15.8,50
66194,2015,2,21,10.3,51
66194,2015,2,22,15.4,52
66194,2015,2,23,17.3,53
66194,2015,2,24,20.6,54
66194,2015,2,25,10.9,55
66194,2015,2,26,15.6,56
66194,2015,2,27,21.3,57
66194,2015,2,28,20.0,58
66194,2015,3,1,16.8,59
66194,2015,3,2,11.7,60
66194,2015,3,3,21.2,61
66194,2015,3,4,18.4,62
66194,2015,3,5,23.3,63
66194,2015,3,6,24.1,64
66194,2015,3,7,17.4,65
66194,2015,3,8,20.9,66
66194,2015,3,9,23.8,67
66194,2015,3,10,10.2,68
66194,2015,3,11,18.9,69
66194,2015,3,12,19.2,70
66194,2015,3,13,3.7,71
66194,2015,3,14,19.0,72
66194,2015,3,15,13.5,73
66194,2015,3,16,15.5,74
66194,2015,3,17,12.5,75
66194,2015,3,18,15.7,76
66194,2015,3,19,21.7,77
66194,2015,3,20,14.9,78
66194,2015,3,21,9.7,79
66194,2015,3,22,8.6,80
66194,2015,3,23,17.4,81
66194,2015,3,24,4.5,82
66194,2015,3,25,14.9,83
66194,2015,3,26,20.3,84
66194,2015,3,27,21.1,85
66194,2015,3,28,19.0,86
66194,2015,3,29,16.2,87
66194,2015,3,30,10.0,88
66194,2015,3,31,7.3,89
66194,2015,4,1,12.7,90
66194,2015,4,2,13.8,91
66194,2015,4,3,3.3,92
66194,2015,4,4,3.3,93
66194,2015,4,5,16.6,94
66194,2015,4,6,14.3,95
66194,2015,4,7,14.4,96
66194,2015,4,8,12.7,97
66194,2015,4,9,12.9,98
66194,2015,4,10,12.1,99
66194,2015,4,11,11.3,100
66194,2015,4,12,13.5,101
66194,2015,4,13,14.1,102
66194,2015,4,14,16.0,103
66194,2015,4,15,16.1,104
66194,2015,4,16,14.8,105
66194,2015,4,17,3.9,106
66194,2015,4,18,11.0,107
66194,2015,4,19,13.0,108
66194,2015,4,20,3.2,109
66194,2015,4,21,4.2,110
66194,2015,4,22,3.4,111
66194,2015,4,23,12.5,112
66194,2015,4,24,13.8,113
66194,2015,4,25,13.1,114
66194,2015,4,26,4.1,115
66194,2015,4,27,15.0,116
66194,2015,4,28,15.0,117
66194,2015,4,29,9.2,118
66194,2015,4,30,7.8,119
66194,2015,5,1,8.7,120
66194,2015,5,2,7.2,121
66194,2015,5,3,6.0,122
66194,2015,5,4,7.4,123
66194,2015,5,5,13.4,124
66194,2015,5,6,14.0,125
66194,2015,5,7,13.8,126
66194,2015,5,8,13.6,127
66194,2015,5,9,13.4,128
66194,2015,5,10,11.4,129
66194,2015,5,11,12.8,130
66194,2015,5,12,13.1,131
66194,2015,5,13,12.4,132
66194,2015,5,14,12.9,133
66194,2015,5,15,11.6,134
66194,2015,5,16,12.1,135
66194,2015,5,17,9.9,136
66194,2015,5,18,7.4,137
66194,2015,5,19,7.1,138
66194,2015,5,20,10.8,139
66194,2015,5,21,9.5,140
66194,2015,5,22,4.4,141
66194,2015,5,23,11.6,142
66194,2015,5,24,11.7,143
66194,2015,5,25,9.9,144
66194,2015,5,26,10.8,145
66194,2015,5,27,10.1,146
66194,2015,5,28,10.5,147
66194,2015,5,29,4.0,148
66194,2015,5,30,6.3,149
66194,2015,5,31,5.2,150
