year,averagemwh,Rainfall amount (millimetres),Daily global solar exposure (MJ/m*m),Minimum temperature (Degree C),Maximum temperature (Degree C)
2012,9.615710208333336,0.0,22.1,12.2,16.9
2012,10.004298229166665,0.0,14.9,11.7,18.3
2012,9.99058875,0.0,20.8,10.3,18.9
2012,10.032141979166664,0.0,24.7,11.1,22.4
2012,9.80881458333333,0.0,20.4,14.7,21.1
2012,9.95744125,0.8,11.4,8.3,16.1
2012,10.443014583333335,0.0,21.8,9.4,17.8
2012,10.043288125,0.0,14.0,11.9,15.6
2012,9.921918645833331,0.0,12.6,5.8,17.2
2012,10.363823333333327,0.0,12.9,7.8,20.6
2012,13.45490875,0.0,18.9,8.9,20.7
2012,10.802307812500004,0.0,16.7,9.4,17.2
2012,10.4419478125,0.0,14.9,15.6,19.7
2012,10.214382187500002,0.0,18.4,11.7,17.8
2012,10.059053854166669,0.0,15.7,10.0,15.8
2012,10.401606354166669,0.0,26.6,15.8,19.6
2012,10.262618020833337,0.0,26.5,13.1,16.6
2012,10.408689687500004,0.0,26.5,9.9,23.9
2012,10.95588708333333,0.0,6.3,11.1,18.9
2012,9.7842228125,0.0,13.8,10.6,24.4
2012,10.378643750000004,0.0,25.6,11.7,16.8
2012,9.228334791666663,0.0,6.7,8.1,15.6
2012,9.112317291666669,0.0,14.1,8.9,17.5
2012,9.960118958333336,0.0,21.6,8.1,13.3
2012,10.559152187499995,0.0,21.8,9.2,15.6
2012,11.853437916666662,0.0,14.2,9.4,16.1
2012,13.4099146875,0.0,2.2,6.4,16.9
2012,9.856597291666665,0.0,12.7,12.2,20.6
2012,9.5358475,8.4,22.2,12.2,18.3
2012,9.142150729166666,29.0,9.3,11.1,18.9
2012,9.368774062499998,4.3,9.2,13.3,16.7
2012,9.756397916666664,0.0,30.4,14.7,26.1
2012,9.173404791666671,0.0,30.2,15.6,20.0
2012,10.79588375,0.0,15.2,16.7,18.3
2012,11.695741145833331,0.0,28.7,13.3,20.3
2012,10.610503229166664,0.0,31.9,14.4,22.8
2012,10.637139479166668,0.0,31.7,13.9,27.2
2012,9.339404479166667,0.0,31.9,14.2,20.3
2012,9.6797840625,0.0,30.2,17.2,20.0
2012,9.9247440625,0.0,23.0,10.0,23.1
2012,9.686388541666664,0.0,12.7,11.9,20.3
2012,9.715017083333334,0.0,24.5,11.6,18.3
2012,9.641684270833334,0.0,19.1,11.0,24.7
2012,9.423329062499995,0.0,7.0,13.3,18.5
2012,9.185968645833334,0.0,21.4,10.6,21.0
2012,10.019747604166668,0.0,25.9,15.0,19.4
2012,10.137840104166669,0.0,26.3,15.0,17.8
2012,9.789627395833335,0.0,33.0,17.8,20.0
2012,10.067822187499996,0.0,32.7,16.1,20.6
2012,10.520787083333332,2.5,31.1,14.4,18.3
2012,10.878176666666665,4.6,28.1,15.0,20.0
2012,9.944729583333332,0.0,27.3,13.6,27.8
2012,11.402001041666663,0.0,21.3,17.2,31.1
2012,10.874033958333332,0.0,28.1,18.9,21.1
2012,10.541244895833335,0.0,31.6,17.8,20.6
2012,9.1854475,0.0,10.3,8.9,17.8
2012,9.18910645833333,0.0,7.4,10.0,21.1
2012,9.122323125,0.0,11.9,15.0,26.7
2012,8.635394583333335,0.0,28.5,13.9,17.8
2012,9.032701458333332,0.0,27.1,13.9,17.8
2012,10.346583958333335,0.0,29.2,12.2,27.2
2012,12.150887812500002,0.0,27.2,17.2,32.2
2012,10.292176979166667,0.5,29.6,13.3,25.6
2012,10.597480625000005,0.0,33.1,16.7,19.7
2012,10.726795833333336,3.8,30.4,14.2,23.1
2012,11.032725416666665,0.0,27.9,16.7,40.0
2012,10.9166128125,0.0,3.7,18.2,27.8
2012,10.385031562499996,0.0,11.0,19.4,35.6
2012,9.7246721875,0.0,26.2,17.2,26.9
2012,10.653483645833331,0.0,31.1,16.7,25.8
2012,10.438755625,0.0,33.6,15.6,21.7
2012,9.90610510416667,0.0,19.4,17.2,19.4
2012,9.431398541666669,0.0,30.9,15.0,32.2
2012,9.942941770833334,0.0,26.7,16.1,29.4
2012,10.46409833333333,0.0,29.8,16.7,25.0
2012,11.326246041666664,0.0,31.6,15.6,19.4
2012,12.073462499999998,0.0,21.6,16.1,18.9
2012,11.433215937499996,0.0,30.3,16.7,19.0
2012,10.84873625,0.3,28.1,14.4,21.7
2012,10.865221249999998,0.0,33.2,15.6,29.4
2012,11.299223125,0.0,30.2,18.3,38.3
2012,10.66874072916667,11.7,15.4,17.8,20.6
2012,10.505660625,1.3,31.6,17.2,38.6
2012,11.617429270833334,9.7,33.6,18.3,21.3
2012,14.198094999999997,50.8,29.7,13.9,19.4
2012,11.863245104166667,0.0,32.0,15.0,20.2
2012,14.258959062500011,0.0,29.2,17.8,21.7
2012,13.622527500000002,0.0,30.3,17.8,24.4
2012,12.748430625000005,0.0,33.1,18.6,21.2
2012,10.715516458333331,7.6,21.7,16.1,31.4
2012,10.791386562499996,1.3,10.8,13.9,16.9
2012,10.457304791666669,0.0,26.1,10.6,18.1
2012,10.242422187499995,0.0,34.0,12.8,19.1
2012,10.270015937500002,0.0,34.0,13.3,21.7
2012,10.812260416666666,0.0,31.6,15.6,23.6
2012,10.299745416666664,0.0,14.5,18.3,22.3
2012,10.466859166666667,0.0,10.6,19.4,23.1
2012,10.354153437499996,9.4,17.3,15.6,20.8
2012,10.544923645833336,1.3,29.7,17.2,20.7
2012,10.904909583333335,0.0,9.9,16.4,29.2
2012,11.330449687500002,0.0,18.6,22.8,38.6
2012,12.113991770833335,5.3,27.3,20.0,25.0
2012,10.827664479166662,0.0,17.4,18.9,22.2
2012,11.193075000000002,0.0,32.2,12.2,21.7
2012,10.852488125,0.0,32.6,15.0,35.0
2012,10.9413253125,0.5,22.5,17.8,20.6
2012,10.915623125000002,0.3,27.8,16.4,38.3
2012,10.91552135416667,0.8,29.8,18.3,20.6
2012,11.424539791666666,0.0,20.9,15.6,23.9
2012,10.89786802083333,0.0,26.7,15.6,18.6
2012,10.811432604166669,0.0,31.5,13.1,24.7
2012,9.902585833333331,0.0,30.9,16.7,19.2
2012,10.108760833333331,0.0,30.4,16.1,19.7
2012,10.354462291666664,0.0,16.3,17.5,20.6
2012,10.314223854166668,4.6,28.5,18.9,21.9
2012,10.268257083333332,17.0,29.1,18.3,21.7
2012,9.9455178125,0.8,21.2,17.2,21.7
2012,9.970982604166666,0.0,25.8,18.3,22.5
2012,10.875280000000002,0.0,29.3,16.4,20.7
2012,11.167783541666664,0.0,29.9,19.2,29.4
2012,10.494781979166666,0.0,29.3,16.1,20.0
2012,11.299401458333334,0.0,30.9,17.8,24.1
2012,10.831667187500004,0.3,30.4,20.6,29.7
2012,10.449617708333331,0.0,15.3,17.8,29.2
2012,10.727319375,0.0,8.8,18.6,21.1
2012,10.571328854166664,0.0,3.5,18.7,24.1
2012,10.463393645833332,0.0,13.8,18.9,21.7
2012,24.445141145833343,0.0,6.0,13.2,18.8
2012,17.53171427083333,0.0,18.2,13.1,18.3
2012,25.587304687499994,0.0,21.0,11.7,16.8
2012,24.628603645833337,0.0,12.3,9.7,19.7
2012,23.40847427083334,0.0,22.3,9.3,17.5
2012,17.3440165625,0.0,31.4,11.9,16.1
2012,15.842629062500004,0.0,23.8,4.6,17.8
2012,24.056848645833337,0.0,29.8,7.2,16.8
2012,25.2051715625,0.0,8.6,4.4,18.6
2012,14.63991625,0.0,13.3,20.0,31.7
2012,14.68984260416667,0.0,27.1,21.7,35.6
2012,14.5437234375,0.0,26.4,19.4,22.2
2012,10.590737083333336,0.0,31.5,20.8,22.3
2012,10.682816354166665,0.0,30.3,21.1,26.1
2012,9.4920140625,0.0,28.7,22.2,38.6
2012,9.292935625,0.0,31.6,17.2,18.9
2012,18.008176874999997,0.0,8.5,10.3,18.2
2012,16.80113791666667,0.0,2.2,12.6,16.6
2012,24.97127208333333,0.0,4.4,5.8,18.7
2012,24.84787249999999,0.0,26.2,5.6,18.8
2012,24.31654479166667,0.0,22.8,9.0,14.9
2012,23.841237291666665,0.0,21.0,8.3,14.7
2012,17.33477593750001,0.0,16.3,9.7,15.4
2012,16.364332291666667,0.0,16.2,9.7,15.4
2012,24.99899291666667,0.0,12.6,6.1,15.6
2012,23.525327499999992,0.0,17.2,11.6,16.7
2012,16.42593520833334,0.0,5.0,11.6,16.9
2012,15.501116458333335,0.0,1.6,12.7,17.9
2012,24.22837552083334,0.0,10.1,12.7,19.2
2012,24.66364072916666,0.0,29.4,11.7,19.0
2012,25.484119791666668,0.0,24.9,13.3,19.2
2012,25.9170746875,0.0,5.1,13.4,18.9
2012,17.780822291666663,0.0,28.2,2.7,18.1
2012,26.191016770833343,0.0,28.8,8.3,17.6
2012,26.616848854166665,0.0,26.4,2.9,19.4
2012,16.35547645833333,0.0,27.9,12.3,19.2
2012,25.038072812499987,0.0,23.0,11.7,16.1
2012,25.15723708333334,0.0,27.3,13.3,15.8
2012,16.973241875000003,0.0,20.5,3.4,16.2
2012,24.90793604166665,0.0,15.3,1.8,16.4
2012,25.529166354166662,0.0,25.0,5.9,21.1
2012,25.824670312500007,0.0,25.8,4.8,16.7
2012,16.41053552083333,0.0,32.3,12.5,16.8
2012,24.267647499999995,0.0,19.3,12.8,16.6
2012,24.6570953125,0.0,24.3,11.9,14.4
2012,25.13317343750001,0.0,31.6,5.8,15.4
2012,24.68962927083333,0.0,17.9,8.7,15.9
2012,24.306533958333343,0.0,30.9,9.3,16.6
2012,24.43320645833334,0.0,23.0,7.2,18.6
2012,24.48114145833333,0.0,1.2,3.8,17.7
2012,23.382677604166663,0.0,16.5,4.4,15.7
2012,25.514535729166667,0.0,23.5,12.8,19.2
2012,24.77529645833333,0.0,12.8,9.3,17.0
2012,25.084082812500004,0.0,3.3,6.0,15.1
2012,22.567396875,17.3,17.9,4.1,14.2
2012,22.77627041666668,0.0,19.3,8.3,14.9
2012,22.815927916666663,0.0,10.4,7.5,15.6
2012,22.74277364583334,0.0,20.4,8.6,19.0
2012,26.0210303125,0.0,25.6,5.8,15.2
2012,26.356576354166663,0.0,28.7,7.8,15.7
2012,26.24549749999999,0.0,26.1,5.9,17.2
2012,24.186985520833336,0.0,21.7,3.0,16.0
2012,17.274905833333335,0.0,27.7,1.9,16.6
2012,16.833287083333342,0.0,15.5,4.7,18.1
2012,24.51925791666667,0.0,11.6,2.1,15.4
2012,17.986615937499995,0.5,8.3,4.2,14.7
2012,17.080085104166656,16.5,3.5,4.9,14.5
2012,25.987341041666653,0.0,22.7,6.0,19.4
2012,24.151755416666663,0.0,21.3,8.6,17.2
2012,17.85108854166667,0.0,4.1,3.8,14.9
2012,27.43001177083332,9.4,5.3,6.4,15.6
2012,25.90533104166667,0.0,7.0,9.3,15.3
2012,19.53728614583334,0.0,3.2,11.9,16.4
2012,17.997396458333334,0.0,5.8,10.6,17.5
2012,25.70242614583333,0.0,10.7,1.9,16.4
2012,24.069361354166663,0.0,26.1,6.6,15.4
2012,18.241306875,0.0,26.4,8.6,16.1
2012,16.735684583333324,0.0,22.1,6.6,15.8
2012,25.542257395833342,0.0,5.4,9.9,16.4
2012,25.813504479166667,0.0,4.3,7.5,20.9
2012,16.580136458333325,0.0,15.6,5.6,16.9
2012,24.307881875,0.0,15.9,1.9,18.3
2012,24.97069395833334,0.0,15.8,7.9,15.9
2012,17.28337614583333,0.0,9.6,4.0,16.0
2012,15.986048958333331,0.0,13.6,1.6,16.3
2012,23.42580020833333,0.0,18.8,2.5,14.2
2012,16.664647708333334,0.0,15.1,6.4,16.2
2012,15.703829791666664,0.0,15.4,9.1,14.2
2012,23.843547187500004,0.0,15.3,7.0,20.4
2012,25.5990471875,0.0,14.1,6.4,17.6
2012,17.503030104166665,0.0,14.0,7.1,17.8
2012,16.626145729166673,0.0,16.3,8.3,16.9
2012,24.24300583333333,0.0,18.7,8.4,17.3
2012,25.83987802083332,0.0,3.6,7.2,18.3
2012,25.689142812500005,0.0,9.2,9.2,19.3
2012,26.087061562500008,0.0,3.4,5.6,13.6
2012,23.93518166666666,0.0,13.4,6.4,16.4
2012,24.600882291666665,4.1,11.8,8.9,17.3
2012,25.22269083333335,0.0,12.5,4.2,20.1
2012,24.3022990625,26.9,1.7,7.2,15.0
2012,27.0276665625,0.0,8.0,6.1,17.2
2012,27.072136562499995,0.0,17.7,8.4,20.7
2012,23.69011645833333,0.0,4.3,7.2,20.8
2012,23.86876614583333,0.0,11.7,10.8,25.8
2012,25.183225520833343,0.0,10.8,9.6,18.8
2012,23.96136322916667,0.0,12.4,11.4,24.7
2012,24.945090624999995,0.0,7.0,6.0,19.4
2012,26.39989020833333,36.1,0.5,4.8,20.4
2012,25.42155354166668,0.0,2.3,12.3,16.6
2012,25.998121770833333,0.0,14.7,8.3,18.4
2012,24.374875520833328,0.5,15.6,8.2,19.7
2012,17.66704916666667,0.0,15.3,10.6,20.3
2012,22.609453229166675,4.1,7.0,9.2,30.7
2012,21.04022739583333,25.7,6.9,10.0,13.1
2012,15.924733958333336,39.9,6.2,10.3,19.4
2012,26.0177571875,0.0,12.4,6.8,16.2
2012,23.864337916666667,0.0,16.0,4.7,16.2
2012,23.041934270833337,0.0,13.5,10.0,14.1
2012,25.29182489583333,42.4,7.4,13.1,21.7
2012,24.005221979166667,2.3,9.9,11.8,23.6
2012,17.322953541666674,0.0,3.9,13.8,25.4
2012,15.856671041666669,0.0,10.7,15.3,26.7
2012,26.64688072916667,0.0,14.7,8.6,24.0
2012,26.0529871875,0.0,13.4,8.6,24.3
2012,23.9532778125,0.0,5.7,9.2,20.6
2012,17.35595208333333,0.0,8.1,5.3,19.3
2012,16.2380459375,0.0,13.9,5.8,24.6
2012,24.880021875,0.0,13.8,11.7,20.1
2012,14.884929791666671,0.0,7.5,14.8,20.0
2012,22.40733739583332,2.0,10.7,12.8,15.3
2012,23.84533895833334,0.0,10.5,12.7,17.5
2012,24.568540624999983,0.0,8.1,11.0,20.3
2012,17.04466312500001,0.0,6.1,7.3,18.2
2012,16.48522833333334,0.0,9.1,6.4,18.3
2012,15.361562708333333,40.6,9.0,12.3,20.4
2012,15.170004791666658,4.8,10.8,8.8,23.3
2012,20.607525,4.3,10.6,10.4,27.8
2012,22.780270937500003,0.0,10.3,15.3,26.9
2012,23.113163541666665,0.0,3.3,9.2,31.4
2012,16.566853125,0.0,3.2,14.3,16.7
2012,14.990579270833331,0.0,4.0,11.4,18.1
2012,21.74326041666667,0.0,5.9,7.9,25.7
2012,22.8825365625,0.0,12.0,9.8,27.0
2012,22.27997895833335,14.7,7.0,13.8,23.0
2012,22.358128229166667,27.9,8.3,17.1,25.0
2012,22.74048875,3.8,10.6,16.2,32.0
2012,21.23084145833333,3.0,9.8,19.4,30.7
2012,15.676238333333332,50.8,11.7,10.4,19.4
2012,23.64190322916668,0.0,7.8,11.1,27.2
2012,24.52917770833333,2.5,8.6,13.6,26.1
2012,23.39189802083333,0.0,11.0,12.3,19.2
2012,22.72616010416668,0.0,11.1,13.4,21.7
2012,22.66092416666667,0.0,11.5,10.1,27.9
2012,21.177861354166662,0.0,8.3,14.7,30.8
2012,23.49917749999999,0.0,10.3,15.4,18.1
2012,24.546900104166664,18.8,8.4,15.0,22.2
2012,23.96185791666666,2.8,8.9,15.3,19.6
2012,22.240289583333333,0.0,10.6,12.0,20.7
2012,21.37036166666668,0.0,7.8,10.7,27.8
2012,15.362694166666666,0.0,4.2,11.5,30.8
2012,22.49010614583333,3.3,12.3,14.8,20.6
2012,16.558986250000004,0.0,12.0,12.1,21.7
2012,16.107241874999996,0.0,9.7,13.1,28.7
2012,23.157918645833337,4.8,10.5,12.5,17.8
2012,23.61154854166666,0.0,10.3,12.3,19.2
2012,21.849632708333345,0.0,7.4,11.9,18.3
2012,21.665993541666666,0.0,5.2,13.9,23.3
2012,21.3552784375,0.0,11.7,15.0,23.1
2012,16.704728541666668,0.0,12.2,12.9,19.2
2012,15.602895729166663,4.6,6.4,7.5,22.8
2012,21.956157812499995,0.0,8.4,15.2,36.4
2012,22.968812916666668,0.0,10.4,17.5,19.6
2012,20.985172916666663,0.0,10.1,12.8,28.1
2012,15.42510125,0.0,9.8,14.4,20.0
2012,15.41831364583333,0.0,10.7,13.6,26.7
2012,21.426170104166665,42.9,10.9,14.7,32.8
2012,15.985066458333328,0.0,13.0,13.2,19.7
2012,24.487320520833325,0.0,15.4,10.3,21.1
2012,24.967723020833333,0.0,14.9,9.2,27.1
2012,15.712625625,0.0,6.6,11.7,20.8
2012,14.324210104166664,0.0,10.9,14.2,18.6
2012,22.46126020833333,0.0,10.7,13.6,16.6
2012,16.84764291666666,0.0,9.5,14.0,32.8
2012,15.607231145833332,0.0,13.8,15.6,38.9
2012,24.990913958333337,0.0,8.5,19.7,26.1
2012,24.24259489583333,0.0,7.3,14.2,26.2
2012,16.20490614583333,8.4,8.0,15.2,36.1
2012,14.25369770833334,0.0,11.4,24.4,36.7
2012,22.705042916666667,0.0,9.3,14.3,20.6
2012,22.99803604166667,0.0,5.6,10.1,17.8
2012,22.1778825,0.0,7.5,9.3,18.6
2012,22.654325625,9.1,0.5,9.4,21.1
2012,22.664130312500006,0.0,19.3,10.8,23.4
2012,21.657133229166675,0.0,18.7,13.2,22.9
2012,21.41334999999999,0.0,5.4,12.8,22.1
2012,25.740741458333343,1.3,2.9,20.4,34.7
2012,23.071190104166664,7.4,0.9,21.6,30.6
2012,22.397155729166663,0.0,11.4,14.2,26.1
2012,25.01089958333333,0.0,19.9,10.0,34.3
2012,25.737347395833336,1.3,21.5,15.7,32.2
2012,21.93617416666666,0.0,19.7,18.6,33.9
2012,20.61959260416668,0.0,14.9,18.3,30.7
2012,22.44259489583333,7.1,12.3,9.7,33.1
2012,21.339063854166664,0.0,12.8,13.4,38.1
2012,23.05761489583334,0.0,13.7,15.1,22.5
2012,21.809285104166666,0.0,13.7,15.6,21.4
2012,21.30286458333333,0.0,13.1,16.6,22.2
2012,16.242048125000004,0.0,14.2,12.8,16.7
2012,22.11679572916667,3.0,21.3,18.3,23.3
2012,15.895699583333329,1.3,17.8,16.7,27.3
2012,15.25466010416667,0.0,20.7,16.6,31.4
2012,26.78016770833333,0.0,14.6,14.3,26.9
2012,26.25300760416667,0.0,13.0,14.4,27.2
2012,22.43486375,0.0,8.5,13.6,28.6
2012,22.137346145833337,0.0,15.5,16.7,21.1
2012,21.2953228125,0.0,20.9,16.4,21.1
2012,22.81948833333334,0.0,21.4,16.1,25.6
2012,23.60815395833332,0.0,25.1,16.1,29.2
2012,22.38452447916667,4.8,17.6,11.1,28.6
2012,20.5537915625,0.0,15.1,12.8,27.8
2012,21.69069374999999,0.0,17.6,15.6,31.3
2012,16.80842489583334,0.0,17.1,16.4,35.7
2012,15.579893229166675,0.0,16.2,15.3,24.3
2012,20.851120000000005,0.0,8.8,14.2,20.6
2012,14.774257083333332,0.0,26.7,21.1,35.8
2012,17.027321458333336,0.5,26.5,20.1,33.3
2012,17.189655312499998,2.0,3.6,21.4,24.4
2012,20.629396666666675,0.0,10.8,14.3,21.2
2012,16.489979375000008,0.0,15.8,13.6,23.4
2012,14.199961770833328,0.0,16.0,12.3,27.9
2012,15.71865854166667,0.8,21.9,21.1,29.2
2012,20.70896093750001,0.0,18.3,22.2,38.6
2012,22.45466041666666,0.0,8.1,20.3,41.1
2012,20.390702708333325,52.1,23.6,22.2,27.8
2012,14.906990104166669,0.0,8.0,22.8,31.7
2012,13.77725208333334,0.0,19.0,15.7,30.0
2012,19.80509510416666,11.9,21.4,18.9,21.7
2012,20.928988020833344,1.0,4.6,19.7,20.3
2012,21.06718864583333,0.0,18.3,17.2,21.4
2012,23.16357520833333,0.0,22.8,14.9,23.3
2012,19.151047291666668,0.0,30.7,19.7,22.5
2012,19.844689375,10.2,9.4,17.5,25.8
2012,15.706403854166666,4.8,27.3,17.1,28.4
2012,22.099639062500007,0.0,24.6,20.3,21.7
2012,23.4198021875,0.0,20.3,20.0,20.3
2012,22.27083354166666,0.0,8.8,17.7,19.2
2012,25.759783333333328,0.0,30.7,16.4,26.4
2012,25.514492083333327,0.0,13.2,14.9,28.3
2012,23.877013958333333,0.0,29.7,16.7,28.9
2012,17.099720416666667,2.0,23.0,14.3,29.2
2012,23.0740178125,0.0,16.2,19.4,21.7
2012,21.1416621875,0.0,7.0,16.2,26.9
2012,19.12917583333333,0.0,20.1,11.1,34.2
2012,14.835344791666664,0.0,23.2,13.9,33.1
2012,14.028576041666668,0.0,24.9,22.8,28.3
2012,15.26371,0.0,25.8,20.6,29.2
2012,16.53636020833333,0.0,33.2,20.8,30.1
2012,16.337261249999997,0.0,25.1,17.8,33.8
2012,27.75794114583333,0.0,24.8,17.1,27.8
2012,17.111787187500003,0.0,20.6,20.6,25.8
2012,14.116813541666668,0.0,20.8,16.6,36.1
2012,14.00859104166667,0.0,17.0,16.8,26.7
2012,21.920335833333336,0.0,31.0,21.2,33.3
2012,16.437753229166667,0.0,32.5,19.7,29.2
2012,16.783161666666672,0.0,33.1,18.6,29.7
2012,25.4377559375,0.0,14.6,19.4,21.1
2012,18.80469760416667,0.0,29.3,22.1,22.5
2012,15.320838125000009,0.0,29.1,17.9,28.2
2012,16.37798666666667,0.0,29.3,18.1,28.6
2012,23.53443468750001,0.0,25.6,13.2,30.0
2012,22.44881645833333,0.0,29.1,16.1,31.0
2012,23.04705718749999,0.0,30.5,16.9,31.4
2012,23.77539062499999,0.0,30.1,18.1,28.6
2012,23.611737291666675,0.0,13.5,17.5,28.6
2012,25.098570416666664,0.0,23.9,19.4,29.7
2012,15.08817864583333,0.0,31.2,18.4,27.2
2012,23.34080395833334,0.0,31.6,18.8,26.9
2012,23.43092593750001,0.0,32.1,14.7,27.2
2012,16.920231041666668,0.0,32.3,18.6,23.9
2012,24.54746520833334,0.0,30.4,15.8,28.3
2012,25.352158229166665,0.0,32.7,19.9,24.4
2012,23.555928333333338,0.0,19.7,20.3,27.5
2012,15.774845,0.0,31.8,13.8,35.4
2012,24.50391260416665,0.0,29.1,15.4,33.1
2012,24.379476041666663,0.0,23.0,18.1,35.8
2012,24.5397353125,1.5,32.3,18.9,26.1
2012,18.14140927083334,0.0,31.7,21.1,29.3
2012,22.18203166666667,0.0,33.3,19.2,29.4
2012,25.0120309375,6.6,32.9,18.6,28.6
2012,22.340971666666665,24.1,19.3,17.6,26.8
2012,15.809724583333342,14.2,26.1,17.1,27.2
2012,27.39424572916665,0.0,28.1,18.9,27.2
2012,24.555761458333336,0.0,24.5,16.8,28.6
2012,22.5210275,0.0,25.2,16.9,31.9
2012,22.657719375,0.0,21.6,12.5,26.4
2012,23.36569062500001,0.0,24.8,14.4,28.4
2012,16.764872812500005,0.0,18.1,13.8,26.6
2012,15.565564062500002,6.1,27.5,16.4,26.8
2012,24.79879041666666,0.0,7.6,16.9,20.2
2012,24.42849604166668,0.0,29.0,15.0,21.9
2012,24.371745625000003,0.0,28.0,14.2,20.0
2012,22.77480395833333,0.0,33.3,15.8,24.4
2012,16.09291291666667,0.0,28.0,17.5,31.2
2012,15.366654062500006,0.0,33.0,18.1,31.7
2012,22.589468125,1.3,10.0,13.3,22.8
2012,23.426400416666663,0.0,27.2,17.9,25.0
2012,22.847650416666664,0.0,25.1,8.3,17.5
2012,25.241296562500008,0.0,17.9,16.1,28.6
2012,22.95655656250001,0.0,27.3,19.4,30.0
2012,17.45832645833334,0.0,31.8,19.2,27.8
2012,15.948678854166667,0.0,17.4,16.4,25.6
2012,14.9526178125,0.0,28.7,15.6,28.3
2012,22.01724656249999,0.0,22.4,16.9,24.4
2012,23.66094677083332,0.0,32.1,12.8,22.1
2012,24.684534166666666,0.0,31.3,20.4,30.6
2012,24.95622260416666,1.5,27.2,18.9,31.9
2012,19.293206770833333,0.0,22.2,18.6,26.9
2012,18.190430208333336,0.0,28.9,19.7,27.8
2012,26.96814302083333,0.0,28.0,19.7,25.6
2012,28.59789135416668,0.0,33.4,18.9,26.6
2012,27.48682177083332,0.0,28.7,15.1,26.6
2012,20.28720197916666,0.0,22.4,19.2,26.1
2012,16.019570416666674,3.0,33.3,16.9,24.7
2012,24.6302346875,0.0,12.0,12.3,25.3
2012,23.8790878125,0.0,28.2,10.8,26.6
2012,24.946420520833325,3.6,28.7,10.3,24.4
2012,25.685068125,0.0,27.7,11.4,26.7
2012,25.849536041666664,2.3,17.1,16.1,18.3
2012,25.446637708333327,0.0,23.7,17.8,20.8
2012,23.26312500000001,7.1,29.9,16.9,27.8
2012,23.926411458333337,0.0,23.6,18.3,30.3
2012,24.08572916666668,0.0,5.9,14.4,20.0
2012,24.776165937499982,0.0,9.8,18.1,24.2
2012,24.621939166666664,0.0,16.0,12.7,25.8
2012,16.379117395833333,0.0,26.0,10.4,31.1
2012,14.727876041666663,0.0,20.7,14.7,25.0
2012,16.895653437499995,0.0,26.8,6.1,17.8
2012,15.743791562499998,0.0,27.5,8.4,18.1
2012,24.028035000000006,0.0,2.1,15.6,27.5
2012,23.00086427083333,0.0,18.5,21.4,28.3
2012,22.307787812499985,0.0,29.4,17.5,21.7
2012,21.031882708333328,0.0,17.1,11.7,16.4
2012,21.699876666666658,5.3,16.1,5.3,15.8
2012,16.6371753125,3.8,26.0,6.7,15.3
2012,15.555966875,0.0,26.1,5.6,15.8
2012,23.855708854166675,16.0,31.7,13.6,20.6
2012,23.082879479166653,0.0,30.8,8.6,22.8
2012,16.5471075,0.0,25.3,8.6,25.0
2012,16.30064843749999,62.7,28.2,10.3,26.4
2012,24.32007895833334,1.8,31.2,7.5,27.5
2012,26.05779802083333,0.0,30.1,8.6,28.2
2012,26.548087708333327,0.0,29.5,10.6,25.0
2012,3.693096562500001,0.0,15.1,14.4,31.4
2012,3.808474375,0.0,17.4,10.1,31.4
2012,3.825345833333336,0.0,29.0,14.5,35.6
2012,23.26378385416666,0.8,25.6,6.1,18.2
2012,23.24315291666666,0.0,0.4,9.9,19.7
2012,16.01200125,0.0,9.7,9.4,15.8
2012,18.832679791666667,0.0,29.8,11.1,23.9
2012,18.21315083333334,0.0,8.0,11.0,20.1
2012,18.668406354166667,5.8,12.8,16.1,23.3
2012,19.423403333333333,0.0,16.7,16.1,13.8
2012,18.99111479166667,0.0,21.5,10.6,13.8
2012,25.96807031249999,0.0,28.7,10.6,16.1
2012,25.908705833333325,0.0,7.0,7.2,18.8
2012,26.10042322916665,30.5,13.9,5.6,14.2
2012,24.45184812500001,0.0,25.3,4.2,19.4
2012,23.88759572916668,0.0,16.1,7.5,15.0
2012,10.466093124999995,0.0,28.7,21.1,26.4
2012,10.673747291666665,0.0,32.2,20.8,37.1
2012,11.017520729166664,8.9,31.8,22.8,38.3
2012,3.7936436458333342,0.0,10.2,10.0,18.9
2012,3.7947853125,0.0,26.0,8.1,25.6
2012,3.6435083333333353,0.0,20.8,5.7,32.8
2012,3.6467732291666657,2.8,10.4,12.8,32.8
2012,3.7696273958333326,0.0,14.1,2.8,29.4
2012,3.776007291666668,0.0,17.9,8.3,29.4
2012,3.393638541666665,0.0,11.4,9.4,29.4
2012,3.5791998958333333,0.0,14.4,15.6,25.0
2012,3.828237708333331,0.0,20.5,16.4,31.1
2012,3.9300715625,0.0,9.2,13.9,29.3
2012,4.100810104166667,0.0,19.7,15.4,35.6
2012,3.4919771875,0.0,5.3,8.3,23.9
2012,3.543672291666665,0.3,26.0,5.0,23.3
2012,9.7360809375,0.0,27.6,20.3,22.2
2012,10.155778020833331,66.0,27.7,20.3,33.9
2012,10.218190833333331,0.0,27.7,18.9,24.4
2012,10.446732395833337,0.0,25.9,19.2,21.7
2012,10.917445208333334,0.0,26.0,18.9,22.9
2012,10.124774687499997,0.0,18.7,20.6,22.2
2012,9.15407364583333,5.1,22.7,18.1,26.1
2012,9.392312395833336,8.1,29.4,19.7,22.5
2012,9.744398020833335,0.0,19.8,20.0,21.7
