year,averagemwh,Rainfall amount (millimetres),Daily global solar exposure (MJ/m*m),Minimum temperature (Degree C),Maximum temperature (Degree C)
2018,31.931901875,0.0,15.0,9.0,19.7
2018,33.7406790625,0.0,12.5,8.0,23.1
2018,33.74344260416667,0.0,12.6,10.6,15.6
2018,34.41317010416667,0.0,11.5,7.7,15.7
2018,34.9622596875,0.0,9.8,7.9,16.9
2018,34.55927833333333,0.0,16.7,8.9,18.1
2018,33.57482635416668,0.0,7.3,10.5,25.9
2018,32.910429687500006,0.0,5.6,11.4,24.0
2018,34.855640312500014,1.0,18.0,16.1,28.3
2018,34.4441690625,0.0,13.4,10.6,18.3
2018,32.9416259375,0.0,9.9,9.4,20.9
2018,33.12228645833334,0.0,4.0,7.9,25.1
2018,34.36341416666665,0.0,7.2,9.4,29.2
2018,36.71674031250001,0.0,3.7,4.4,19.9
2018,35.213802604166666,0.8,12.5,15.0,19.3
2018,35.38893416666667,0.0,12.4,9.8,24.6
2018,34.54506166666665,0.0,9.1,8.9,14.8
2018,34.47200802083335,0.0,5.5,7.5,14.9
2018,34.198944583333336,0.0,2.8,10.0,14.7
2018,38.27950354166666,0.0,10.6,8.1,18.2
2018,33.33572197916669,0.0,5.3,6.7,21.8
2018,33.54441947916666,0.0,12.2,10.4,21.1
2018,33.56061072916668,0.0,13.2,10.1,16.4
2018,34.84892770833334,0.0,7.5,11.4,16.3
2018,34.00604239583333,0.0,12.1,12.2,17.2
2018,34.26370510416668,0.0,13.4,11.7,15.7
2018,34.41553947916666,0.0,10.5,10.6,18.2
2018,33.97030458333334,0.0,9.9,5.1,17.4
2018,33.019813437500005,0.0,11.0,3.8,20.4
2018,37.531391250000006,0.0,7.5,9.3,17.9
2018,35.776910312500014,0.0,7.6,8.2,17.8
2018,34.536177708333355,10.9,10.1,5.1,20.4
2018,35.779871979166664,0.0,6.0,6.6,20.4
2018,35.23670604166667,3.6,6.7,6.3,19.6
2018,34.088771249999986,11.7,10.9,5.6,25.2
2018,34.46411031250002,0.0,10.9,6.8,25.4
2018,32.757214375000004,0.0,11.1,10.3,22.7
2018,34.48958062500001,0.0,11.4,9.4,23.3
2018,34.505968750000015,0.0,11.5,7.8,15.4
2018,35.023663958333344,0.0,7.2,4.6,13.8
2018,34.74882374999999,0.0,8.9,3.1,19.4
2018,35.299493125000005,0.0,11.7,6.7,22.3
2018,36.19351604166666,2.0,8.7,5.6,19.3
2018,37.10491354166668,0.0,10.6,8.8,19.5
2018,36.03042822916665,0.0,6.6,8.4,17.7
2018,42.27042958333334,0.0,13.7,3.3,15.1
2018,35.37866781250002,0.0,7.4,5.7,18.7
2018,34.76106604166665,0.0,9.8,5.5,18.0
2018,33.78747281250002,0.0,10.3,11.4,20.1
2018,33.72863479166664,0.0,10.4,4.0,19.9
2018,34.06014177083333,0.0,10.4,8.9,18.3
2018,33.53908822916667,0.0,6.1,7.8,17.7
2018,33.96497354166667,0.0,8.9,7.2,17.8
2018,34.37506354166668,0.0,10.7,4.4,19.0
2018,33.27096114583332,0.0,10.6,11.0,25.4
2018,32.5339053125,0.0,9.9,11.7,23.2
2018,32.385626145833335,0.0,7.8,13.3,27.6
2018,34.248700625000005,0.0,10.2,12.9,20.6
2018,43.06375052083334,0.0,4.0,3.9,15.7
2018,40.42748864583333,0.0,4.9,4.0,15.8
2018,36.77241916666664,0.0,11.9,7.9,16.7
2018,43.79687395833334,11.2,16.3,6.7,18.3
2018,38.63786322916665,0.0,8.5,14.9,16.7
2018,39.28468635416667,2.3,6.1,9.9,14.9
2018,38.51998895833336,0.0,8.5,6.4,15.9
2018,38.27535718750002,0.0,11.5,6.6,18.4
2018,38.011375729166666,0.0,7.2,6.5,18.7
2018,37.86684666666667,0.0,8.6,8.8,18.5
2018,38.33202375000001,0.0,8.6,6.8,18.9
2018,36.89266249999999,1.8,9.9,3.4,15.0
2018,36.24958947916666,0.8,8.4,2.5,15.6
2018,35.9299284375,0.0,10.7,4.9,12.6
2018,35.92025427083335,10.7,10.3,2.7,14.2
2018,36.00969677083332,0.0,8.9,2.7,16.7
2018,38.10408697916665,0.0,5.8,7.3,16.7
2018,37.67070427083335,0.0,10.1,4.6,18.8
2018,39.57668093750001,0.0,13.7,4.2,15.6
2018,44.66720447916666,0.0,4.2,8.3,16.0
2018,43.78301489583333,0.0,13.3,3.9,16.6
2018,44.96892947916666,0.0,8.6,5.5,18.2
2018,42.26132197916668,0.0,10.7,6.1,16.2
2018,41.17974458333333,0.0,5.7,5.1,16.3
2018,41.65866354166666,0.0,6.6,3.8,16.6
2018,41.9839490625,0.5,8.5,3.6,14.4
2018,40.02412135416666,0.0,3.9,3.5,15.0
2018,41.982562916666666,0.0,11.6,2.2,14.6
2018,46.955881041666665,0.0,8.8,3.6,13.8
2018,45.36469604166666,0.0,11.0,5.0,14.4
2018,43.31795437500002,0.0,3.2,5.9,15.6
2018,44.84420041666667,0.0,3.3,3.9,15.0
2018,42.08808760416667,4.6,2.0,7.7,19.1
2018,42.95089447916667,0.5,15.6,6.2,16.3
2018,44.11780291666667,0.0,16.6,7.4,13.2
2018,44.8790459375,0.0,0.3,7.4,20.4
2018,42.76103052083334,1.0,13.5,7.1,17.8
2018,41.38406208333332,0.0,16.1,4.0,13.1
2018,39.33534041666666,0.0,15.2,2.6,13.9
2018,41.7509228125,0.0,10.0,6.2,13.9
2018,42.9576265625,0.0,16.2,8.8,13.4
2018,42.77389843749999,0.0,13.4,3.8,14.4
2018,40.9726546875,0.0,15.5,6.1,14.2
2018,38.09755447916668,0.0,15.6,6.8,14.7
2018,37.92867479166666,0.0,15.5,6.7,13.6
2018,37.92234031249999,0.0,14.7,3.8,13.3
2018,39.85999395833334,0.0,14.8,3.9,14.9
2018,40.74358927083333,3.8,13.3,5.8,17.2
2018,43.421697291666646,0.0,19.9,5.6,16.4
2018,41.69152854166666,0.0,2.0,4.7,16.2
2018,42.74400322916667,0.0,12.0,6.1,14.9
2018,41.1787546875,5.1,15.0,11.2,23.7
2018,43.76064322916665,0.0,13.4,8.3,17.1
2018,45.14750979166669,0.0,13.1,7.8,17.5
2018,46.45835104166665,0.0,4.8,11.6,18.1
2018,45.590791875,0.0,2.4,11.2,16.2
2018,43.57869770833332,0.0,7.9,5.4,16.6
2018,41.68578750000001,0.0,18.2,4.8,17.6
2018,42.726382916666665,0.0,6.5,6.1,19.8
2018,41.33060718749999,0.0,5.4,10.6,17.2
2018,41.96157697916667,0.0,3.1,4.8,18.9
2018,41.38307260416666,0.0,7.6,12.1,20.4
2018,40.906924375,7.4,6.8,5.8,15.6
2018,38.62676083333333,0.0,0.3,12.5,19.3
2018,45.21581343749998,9.9,26.2,11.7,17.2
2018,45.171267916666665,0.8,22.0,12.1,18.0
2018,44.81628531250001,0.0,7.9,9.8,21.3
2018,41.66935520833335,0.0,22.4,8.9,19.6
2018,44.939430312500015,0.0,23.7,7.2,18.9
2018,47.5690321875,5.3,2.2,9.0,16.5
2018,42.33299208333333,11.4,20.8,9.6,17.2
2018,41.03165375,0.0,10.7,6.6,18.1
2018,41.55749479166668,0.0,14.7,6.7,17.8
2018,42.17618979166667,0.0,21.0,11.1,19.3
2018,42.085909479166666,0.0,22.0,6.1,18.5
2018,42.79171708333334,0.0,21.1,6.9,18.9
2018,44.86637385416666,0.0,9.9,7.3,18.2
2018,45.20155906250002,0.0,22.4,10.1,16.7
2018,47.58031729166668,0.0,18.2,6.1,17.8
2018,44.66245229166668,0.0,17.7,6.1,17.2
2018,39.93760291666667,2.8,29.1,9.2,21.2
2018,42.61452312500002,24.4,26.3,9.8,23.3
2018,42.375756458333335,8.6,29.5,10.3,25.5
2018,37.90768958333336,0.0,26.1,17.3,24.7
2018,40.83406666666666,13.5,28.7,12.6,23.6
2018,39.741006250000005,5.8,29.0,12.9,24.2
2018,41.554920208333336,0.0,25.7,12.0,19.4
2018,42.39001083333332,0.0,24.4,14.4,23.0
2018,41.78062062499999,0.0,20.1,11.8,20.7
2018,42.91268489583334,1.5,6.1,13.9,23.1
2018,42.54800104166667,0.0,26.0,13.3,21.6
2018,42.877245000000016,0.0,18.4,12.6,20.3
2018,6.822121979166671,0.0,5.9,15.0,21.0
2018,6.886758750000001,0.0,1.8,11.0,18.0
2018,6.814435729166665,0.8,30.0,14.0,18.0
2018,6.809903749999999,1.3,23.1,14.0,17.0
2018,6.935235416666662,0.0,27.1,14.0,18.0
2018,6.104023645833333,0.0,21.3,16.0,22.0
2018,5.795030416666665,0.0,13.3,14.0,20.0
2018,6.67432458333333,4.1,24.8,15.0,25.0
2018,6.6792517708333285,0.0,31.2,20.0,31.0
2018,6.847739374999999,0.0,32.6,15.0,27.0
2018,7.268270625000002,0.0,22.2,11.0,20.0
2018,5.793255416666672,0.0,22.0,16.0,23.0
2018,7.004208749999997,0.0,26.8,13.0,16.0
2018,6.896809062499995,0.0,27.8,11.0,15.9
2018,6.719453229166668,0.0,9.4,11.0,15.0
2018,6.744085312499995,0.0,24.6,12.0,14.0
2018,6.773645104166668,0.0,21.3,12.0,16.0
2018,5.761529583333332,1.8,18.2,13.0,20.0
2018,5.987952916666667,0.0,23.6,13.0,17.0
2018,5.8774009375,68.6,15.2,13.0,18.0
2018,6.942526041666672,22.1,3.2,15.0,19.0
2018,7.085593854166665,0.0,24.8,16.0,21.0
2018,7.073770937499996,1.8,17.4,17.0,20.0
2018,7.043423020833331,0.0,17.0,18.0,21.0
2018,6.874933854166673,0.0,12.1,17.0,27.0
2018,5.850403333333333,0.0,26.4,17.0,19.0
2018,5.729013645833338,0.0,28.1,17.0,22.0
2018,5.999185312499992,0.0,25.3,18.0,22.0
2018,6.910405312500001,0.3,10.2,10.0,16.0
2018,6.832172708333331,0.8,30.9,12.0,18.0
2018,6.763201041666663,0.0,24.9,15.0,19.0
2018,5.701427708333338,0.0,6.0,18.0,31.0
2018,6.692652187499999,0.8,4.8,11.0,26.0
2018,6.801035416666665,0.0,16.7,12.0,16.0
2018,6.971889166666661,0.0,22.6,16.0,21.0
2018,6.872175937500001,0.5,14.9,18.0,23.0
2018,6.839856041666668,0.0,4.3,15.0,19.0
2018,6.431148333333332,0.0,23.2,17.0,20.0
2018,5.949723854166667,2.3,17.7,19.0,24.0
2018,5.891392291666675,0.0,23.7,19.0,32.0
2018,7.004010833333326,0.0,26.3,18.0,21.0
2018,7.043029999999998,1.3,10.2,19.0,21.0
2018,6.928930312500003,0.0,25.4,17.0,34.0
2018,7.027066979166668,0.0,26.3,18.0,21.0
2018,5.734532500000001,0.0,31.6,14.0,19.0
2018,6.866461458333334,0.0,15.7,17.0,24.0
2018,6.998493854166665,0.0,26.1,15.0,20.0
2018,6.839857187500002,0.0,11.9,11.0,17.0
2018,7.001448750000006,0.0,3.7,12.0,17.0
2018,6.982727291666671,0.0,4.0,11.0,16.0
2018,6.971692916666668,0.0,11.0,19.0,21.0
2018,6.931097499999994,0.0,13.4,19.0,22.0
2018,5.9363243750000025,0.8,20.1,19.0,23.0
2018,5.920756874999994,0.0,21.5,20.0,25.0
2018,7.041452499999999,0.0,20.2,20.0,29.0
2018,7.036920625000004,0.0,11.3,21.0,32.0
2018,7.05583760416667,0.5,20.8,18.0,21.0
2018,6.967554375000005,0.3,17.5,19.0,28.0
2018,6.920259374999996,0.0,18.3,18.0,21.0
2018,5.867550104166668,0.0,19.0,19.0,25.0
2018,6.877300416666663,0.0,24.8,19.0,24.0
2018,6.937600520833332,0.0,29.2,17.0,26.0
2018,6.819757291666668,0.0,16.7,17.0,21.0
2018,5.823602916666668,0.0,28.4,17.0,19.0
2018,5.73965718750001,0.0,28.9,17.0,20.0
2018,6.906463437500006,0.0,26.0,16.0,20.0
2018,5.871887187500005,0.0,1.9,21.0,22.0
2018,7.002827604166671,0.0,7.4,18.0,23.0
2018,6.951591458333335,0.0,18.1,18.0,21.0
2018,6.8658705208333295,0.8,5.7,19.0,21.0
2018,6.879072395833332,5.3,6.7,20.0,24.0
2018,6.846754375000002,3.8,3.3,21.0,24.0
2018,5.866955624999998,0.0,5.9,20.0,28.0
2018,5.84784395833334,4.3,6.6,20.0,23.0
2018,6.681220208333333,35.6,0.3,19.0,24.0
2018,6.946467812499996,10.2,2.7,21.0,28.0
2018,7.087171874999999,15.0,21.4,18.0,25.0
2018,6.139693125000005,0.0,7.2,17.0,22.0
2018,6.055546562500008,0.0,0.3,15.0,23.0
2018,7.155355416666669,0.0,22.9,18.0,23.0
2018,6.999478229166665,0.0,2.4,19.0,22.0
2018,6.9787848958333285,0.0,21.0,18.0,21.0
2018,41.60560437499999,0.0,24.3,13.1,21.3
2018,41.9350475,0.0,26.4,9.7,19.2
2018,44.03385864583333,0.0,19.1,8.7,16.7
2018,44.46684614583333,0.0,25.8,7.3,17.8
2018,36.445390520833335,0.0,20.5,14.4,21.7
2018,35.48913677083333,0.0,31.5,10.2,22.1
2018,39.03836645833332,0.0,13.8,8.8,19.6
2018,34.1892871875,0.0,0.6,20.0,24.0
2018,42.91862302083334,0.0,11.5,8.9,21.7
2018,43.70481177083334,0.0,4.0,8.8,22.3
2018,43.53692322916668,0.0,3.7,8.6,18.8
2018,41.6778678125,8.6,26.1,12.2,20.0
2018,40.84297656249999,0.0,14.0,13.4,20.0
2018,42.26548052083336,0.0,3.1,13.8,20.8
2018,45.07029666666668,0.0,25.5,13.9,21.4
2018,48.42075239583332,0.0,18.5,12.6,21.7
2018,5.838976875000004,0.0,1.5,20.0,33.0
2018,6.945286666666672,0.0,13.3,18.0,21.0
2018,6.961049583333335,0.0,3.3,19.0,22.0
2018,6.923806562499999,0.0,11.6,20.0,23.0
2018,6.563180937499997,0.0,7.6,21.0,23.0
2018,5.970022708333339,0.0,3.0,20.0,22.0
2018,6.965583229166666,3.6,14.6,21.0,24.0
2018,6.800642500000001,0.0,14.9,20.0,25.0
2018,6.793351458333334,0.0,15.3,20.0,27.0
2018,5.847057604166671,0.0,15.7,24.0,31.0
2018,5.77808354166667,0.0,15.8,21.0,31.0
2018,6.821136770833338,0.0,15.5,21.0,25.0
2018,6.947651041666664,7.9,11.7,22.0,24.0
2018,6.936418125000002,6.9,15.9,22.0,24.0
2018,6.987456145833332,0.0,13.2,19.0,25.0
2018,6.944103020833335,1.8,15.1,19.0,21.0
2018,5.709109791666667,3.8,15.3,18.0,22.0
2018,5.591069895833333,2.5,15.2,21.0,24.0
2018,6.771475625000005,0.0,14.3,21.0,23.0
2018,6.803991979166674,0.0,14.8,21.0,23.0
2018,6.782117395833328,0.0,13.4,21.0,23.0
2018,6.823304583333329,0.8,4.7,21.0,28.0
2018,43.63630968750001,0.0,18.9,14.4,17.7
2018,42.985146250000014,10.7,10.5,10.9,18.4
2018,40.648954270833336,0.5,25.9,10.7,20.6
2018,39.05737229166667,0.0,29.2,9.3,19.8
2018,37.85047197916666,0.0,3.2,15.6,24.9
2018,37.773654479166666,0.0,12.5,16.1,25.3
2018,37.55963625000001,0.0,32.6,16.5,24.1
2018,14.447351354166663,0.0,16.2,20.6,35.0
2018,36.33214520833333,0.0,8.6,16.4,24.7
2018,38.317710625,0.0,5.5,16.1,28.3
2018,38.09300114583335,3.0,16.9,17.2,25.9
2018,38.20466354166666,0.0,29.1,17.5,21.8
2018,37.63665135416668,0.0,24.7,15.6,25.4
2018,37.836019583333325,0.0,26.4,13.4,23.2
2018,35.53843375,1.3,21.0,14.0,17.6
2018,34.85658208333333,0.0,14.1,11.7,16.1
2018,36.682970104166685,0.0,26.5,10.5,17.8
2018,36.68851406250001,0.0,30.3,12.2,18.3
2018,37.10863322916668,0.0,32.6,12.1,21.4
2018,39.11142291666669,0.0,23.6,10.0,23.3
2018,32.010260208333335,131.6,27.4,23.0,27.0
2018,47.98540333333332,24.9,27.5,21.0,26.0
2018,47.41366729166668,0.0,25.8,19.0,24.0
2018,51.94036510416668,0.5,8.4,8.0,18.0
2018,11.147800833333337,0.0,15.7,16.7,35.0
2018,11.821639166666664,0.0,21.5,12.6,27.8
2018,12.57402916666667,0.0,16.3,13.9,25.7
2018,12.971025729166668,0.5,24.5,12.2,35.0
2018,11.845295208333338,2.5,27.2,12.8,28.9
2018,12.5157940625,0.0,20.5,25.1,35.4
2018,11.321087187499998,3.8,25.8,18.9,39.1
2018,11.106138333333334,4.3,26.6,20.0,38.7
2018,12.706994895833333,0.0,24.5,20.0,31.7
2018,14.17992125,0.5,10.7,18.2,32.8
2018,14.241889270833326,10.2,4.9,17.2,33.3
2018,13.43335479166666,6.9,24.5,22.6,34.2
2018,13.006644583333332,2.8,9.7,19.7,39.9
2018,12.663553125000002,0.0,14.8,21.1,34.6
2018,12.533796354166666,0.0,21.0,20.6,32.8
2018,13.7286190625,5.3,12.8,12.9,30.6
2018,47.412163125,0.3,9.3,21.0,23.0
2018,45.31886843750001,0.0,12.2,20.0,25.0
2018,32.523901770833334,0.0,15.5,20.0,25.0
2018,31.0925875,0.0,26.8,21.0,23.0
2018,44.187617395833314,0.0,26.6,17.0,25.0
2018,35.77225124999999,0.0,26.9,19.9,24.3
2018,35.28442302083332,0.0,27.4,18.2,25.9
2018,36.15000104166666,0.0,10.3,18.6,22.2
2018,36.0646715625,1.0,26.1,18.6,22.6
2018,35.16840468749999,2.3,23.6,19.8,24.3
2018,34.121671666666664,0.0,16.5,20.4,24.3
2018,37.14209135416668,0.0,8.1,16.7,25.0
2018,51.79409322916669,0.0,27.9,12.0,17.0
2018,35.6582028125,0.3,25.6,12.0,19.0
2018,33.19490666666666,0.8,29.6,10.0,16.0
2018,12.652191666666669,0.0,16.6,11.1,27.6
2018,13.326160416666667,0.0,8.0,16.0,37.7
2018,13.17549104166667,0.0,11.6,16.7,30.7
2018,13.398010729166671,0.0,12.9,21.4,30.9
2018,13.017738541666668,0.0,10.8,16.9,31.6
2018,11.974700104166663,0.0,13.5,16.1,37.2
2018,11.638209479166669,0.0,20.4,6.7,38.8
2018,13.744718125,0.0,16.5,22.2,37.2
2018,14.77703625,3.8,16.9,15.3,39.4
2018,14.47044208333333,10.2,2.0,17.8,30.6
2018,14.110025312499998,1.5,9.0,13.3,27.2
2018,12.845287083333336,0.3,7.7,10.0,27.3
2018,11.628140729166669,0.0,10.8,10.4,26.7
2018,11.175402812500002,0.0,9.8,14.4,26.8
2018,13.372948437499993,0.0,2.0,14.4,32.9
2018,13.04713125,0.0,4.0,14.6,31.1
2018,11.310415208333332,1.5,5.8,6.1,23.3
2018,12.290913854166662,0.5,17.8,14.4,29.2
2018,13.061025520833336,5.1,3.0,20.0,32.8
2018,12.341059270833336,0.0,12.5,17.8,35.6
2018,11.671090520833332,0.0,1.9,20.0,32.2
2018,11.817077604166665,0.0,7.6,19.4,40.6
2018,12.848865729166668,1.5,3.9,17.8,32.3
2018,12.388377708333335,3.0,1.1,19.4,20.0
2018,12.574006145833332,0.0,3.0,18.9,21.7
2018,12.426740312499994,0.0,16.6,18.9,25.0
2018,11.660545729166666,0.0,13.5,16.5,24.4
2018,10.79571229166667,5.3,15.9,12.2,26.4
2018,12.007349479166669,0.0,16.8,13.9,27.2
2018,12.28690979166666,0.0,16.5,16.7,27.8
2018,12.709030729166663,0.5,15.4,11.9,26.8
2018,12.759964166666668,0.0,12.6,10.6,27.1
2018,11.512493437500003,13.7,10.4,5.6,24.4
2018,10.498868333333329,0.0,13.6,17.8,29.2
2018,10.621093437500004,4.6,16.0,16.1,28.9
2018,12.459484479166663,0.3,16.1,15.6,30.3
2018,12.873211041666671,5.8,16.1,15.2,32.2
2018,12.767170520833332,8.9,14.0,16.1,32.8
2018,12.873383645833334,1.3,13.8,14.4,35.8
2018,10.7597265625,0.0,14.3,10.6,35.6
2018,9.7031475,9.9,8.1,8.9,20.0
2018,9.817661458333337,0.0,10.7,4.8,23.3
2018,12.053814895833328,0.0,12.0,10.6,24.4
2018,13.36325875,0.0,14.2,13.6,27.7
2018,11.521419375,1.5,13.7,16.7,29.0
2018,11.055866979166671,0.0,13.1,12.8,31.7
2018,10.9993190625,3.3,11.1,11.4,33.4
2018,10.805611875000004,0.0,5.8,8.9,27.6
2018,10.743851041666666,0.0,11.2,12.2,29.8
2018,13.295936874999995,0.8,9.0,12.8,26.7
2018,12.367522499999994,0.3,4.2,9.4,30.6
2018,11.630471979166664,0.0,11.2,9.2,27.2
2018,11.278740312499991,0.0,12.7,5.6,30.6
2018,11.335673750000003,0.0,8.6,6.7,31.7
2018,10.375003229166666,15.2,3.1,15.6,33.3
2018,10.306774895833334,4.1,7.2,12.2,34.6
2018,12.650394166666668,0.0,11.4,14.5,35.0
2018,13.127725937500008,0.0,7.9,4.4,26.2
2018,12.746641250000003,0.0,12.6,16.1,28.9
2018,12.915753958333331,0.0,6.1,12.8,25.3
2018,12.215729583333337,0.3,3.4,8.9,25.0
2018,10.228812708333331,0.0,6.2,17.8,33.3
2018,9.298508229166664,0.0,8.0,10.6,20.0
2018,10.570925104166664,0.0,11.8,10.6,22.2
2018,8.967762395833333,7.1,11.5,11.1,21.9
2018,11.545725729166668,1.3,6.7,8.9,26.4
2018,11.686820833333336,23.6,5.9,9.0,29.4
2018,10.709616979166668,56.6,9.8,10.0,30.6
2018,9.8981934375,16.8,6.8,10.6,32.5
2018,9.961916041666663,0.0,11.0,14.4,30.6
2018,11.533925625,12.4,10.0,8.4,22.8
2018,11.72101104166667,0.0,8.8,7.8,26.1
2018,11.000930104166663,0.0,8.3,7.8,22.8
2018,10.951528854166668,0.5,10.3,10.6,23.9
2018,10.435276145833337,0.0,9.2,11.7,25.6
2018,9.2076034375,0.0,3.6,11.7,22.6
2018,9.4123596875,0.0,9.6,6.7,24.1
2018,10.792596250000004,7.1,11.0,15.6,28.3
2018,10.818626145833331,0.0,11.0,13.7,27.8
2018,10.674546041666666,0.0,11.1,10.0,28.4
2018,10.425314791666668,0.0,11.4,7.8,24.1
2018,9.482505729166668,0.5,7.8,12.5,31.3
2018,9.23523541666666,1.0,9.0,7.2,31.7
2018,10.203280625,0.0,11.2,9.6,31.9
2018,9.618253333333334,15.2,11.2,10.6,32.3
2018,9.332690937500002,31.8,7.8,6.1,25.6
2018,9.526360416666664,15.7,7.5,6.6,23.3
2018,9.894478333333335,0.0,9.0,4.6,20.0
2018,9.159055104166663,73.7,11.3,6.1,22.2
2018,8.620167083333333,0.0,11.1,6.7,24.4
2018,8.252115937500005,0.0,11.5,7.2,23.7
2018,9.426217291666664,0.3,11.7,8.9,21.7
2018,9.417632708333334,3.0,7.8,8.3,20.8
2018,10.040549791666663,0.0,10.5,8.9,22.2
2018,9.641269791666668,0.0,7.5,13.3,22.3
2018,8.819392083333332,0.0,9.0,6.7,17.7
2018,9.919943645833335,0.3,9.0,10.6,19.4
2018,10.935312291666664,0.3,11.3,10.3,23.9
2018,11.1158003125,49.5,11.7,9.4,25.6
2018,11.920949375,7.9,12.0,11.0,27.8
2018,11.755840520833338,0.0,12.0,9.4,23.9
2018,10.581700624999998,0.0,11.0,3.4,23.3
2018,9.3621778125,0.0,9.8,0.8,25.0
2018,8.827145625,0.0,12.2,3.3,22.8
2018,10.62980635416667,2.8,11.7,1.1,17.8
2018,10.508576354166664,6.4,3.0,3.4,18.9
2018,10.708521458333331,18.8,5.3,8.9,20.1
2018,10.88615635416667,6.9,12.6,12.2,21.7
2018,10.586146562500002,1.8,10.9,10.6,20.1
2018,8.839755208333335,0.0,9.3,8.1,17.8
2018,8.700347187500002,0.0,5.8,6.7,21.2
2018,9.829096041666666,5.8,1.9,10.6,22.8
2018,8.653985416666666,1.0,18.3,1.8,18.3
2018,11.388183645833337,1.0,3.0,7.0,24.0
2018,10.872950000000005,1.3,12.4,1.7,20.6
2018,8.520060625000001,0.0,12.7,2.2,24.5
2018,8.239695104166666,0.0,7.0,2.2,25.0
2018,9.677947916666666,0.0,13.7,0.0,22.8
2018,13.067993541666665,0.0,12.7,-2.2,20.0
2018,9.7129096875,73.7,14.9,2.8,18.1
2018,9.268428229166668,0.0,14.6,10.6,18.3
2018,9.358863541666665,0.0,14.7,12.2,20.4
2018,10.333951145833336,0.3,16.0,8.9,18.9
2018,8.1591815625,3.0,15.3,6.1,18.3
2018,8.324791666666664,0.0,15.9,4.6,18.3
2018,8.810823229166663,0.0,14.1,7.1,18.3
2018,9.711239375,0.0,14.2,9.4,21.1
2018,10.258753124999997,7.1,10.2,10.0,17.2
2018,11.12919,0.0,11.3,-1.1,17.2
2018,9.02851395833333,49.5,11.4,10.6,18.9
2018,7.354886666666666,7.9,15.1,8.3,17.8
2018,7.386677604166667,0.0,11.0,7.1,20.0
2018,9.876330625,0.0,10.1,1.1,13.9
2018,10.021405729166675,0.0,18.6,1.1,13.9
2018,9.880804583333331,0.0,16.8,2.2,14.9
2018,10.136514895833333,2.8,15.4,3.9,18.9
2018,9.909865312499994,6.4,17.2,1.4,16.4
2018,7.921555312500001,18.8,16.7,1.1,16.7
2018,7.564359479166666,6.9,6.4,1.1,16.1
2018,9.321936666666664,1.8,20.3,3.9,16.1
2018,9.113989166666668,0.0,18.1,10.6,17.2
2018,9.159220312500002,0.0,5.2,4.4,16.7
2018,9.860858958333331,5.8,10.7,4.7,18.2
2018,9.78260833333333,0.0,15.2,8.3,22.8
2018,8.242328645833334,0.5,13.8,0.0,20.0
2018,9.448302604166669,1.3,19.8,8.3,18.9
2018,10.602982604166668,0.0,21.9,3.3,18.9
2018,10.679969583333335,0.0,21.6,2.2,16.7
2018,10.521711770833337,0.0,16.6,2.2,14.4
2018,11.8040290625,13.5,7.5,7.8,15.6
2018,13.467014374999998,5.6,9.0,0.0,16.4
2018,9.581913229166664,5.8,22.3,-0.6,19.0
2018,8.187809895833338,1.3,11.4,-1.1,17.8
2018,10.156864583333332,3.8,7.9,6.1,15.1
2018,10.280979687499997,1.0,23.4,-3.1,16.1
2018,10.236946770833336,0.8,17.7,1.1,16.7
2018,11.791013854166664,0.0,16.1,6.9,17.8
2018,10.992228125000002,0.0,19.0,1.1,16.9
2018,8.129736979166669,0.0,24.6,6.1,15.8
2018,8.380417083333333,0.0,21.2,-2.2,18.3
2018,14.849378958333329,0.0,32.2,7.8,19.7
2018,12.741502708333336,0.0,17.3,0.3,17.8
2018,14.627920833333334,0.0,22.4,-2.8,17.8
2018,17.18134666666667,0.0,14.4,-0.6,19.4
2018,14.01695395833333,1.0,25.0,0.6,18.4
2018,12.477145625000004,0.0,19.4,-1.7,16.1
2018,11.62774,0.0,11.8,6.7,18.6
2018,14.584726250000005,0.0,19.1,7.2,19.5
2018,17.650224375,0.0,20.8,3.2,14.9
2018,18.0737484375,0.0,26.4,10.0,17.2
2018,10.802784583333333,11.4,26.8,5.6,17.0
2018,9.320391979166663,0.0,19.0,6.1,17.8
2018,11.435575624999998,0.0,27.0,6.1,17.2
2018,13.089049375000002,11.4,5.3,4.4,17.5
2018,7.736138437500005,17.8,23.3,10.6,14.4
2018,7.5141084374999965,1.5,23.6,6.1,19.7
2018,12.85431520833333,0.0,23.5,18.9,17.3
2018,10.696733437500002,0.0,12.0,0.6,20.1
2018,13.955964479166663,10.7,20.0,0.6,18.3
2018,11.696827708333329,1.0,12.7,-0.1,16.9
2018,8.484968124999998,1.0,16.9,-1.1,18.4
2018,10.1519821875,0.0,29.5,0.6,19.4
2018,10.081083020833336,0.0,29.3,0.0,16.7
2018,8.73349125,0.8,29.5,3.3,20.1
2018,8.502992604166666,0.0,27.1,2.2,17.2
2018,9.717561458333332,0.0,25.7,3.3,12.8
2018,13.227132604166664,0.0,28.8,3.3,13.3
2018,17.66172197916666,0.0,30.3,4.4,15.8
2018,17.506415416666673,0.0,15.3,7.8,16.6
2018,14.894309791666666,0.0,29.1,1.4,17.3
2018,10.466008229166668,2.3,31.9,0.0,18.6
2018,11.116621666666664,5.1,31.3,1.1,16.0
2018,13.839111249999997,0.0,32.6,5.0,25.6
