Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),index,Quality_Y
66194,2015,7,25,0.0,1.0,205,False
66194,2015,7,26,0.0,1.0,206,False
66194,2015,7,27,0.0,1.0,207,False
66194,2015,7,28,0.0,1.0,208,False
66194,2015,7,29,0.0,1.0,209,False
66194,2015,7,30,0.0,1.0,210,False
66194,2015,7,31,0.0,1.0,211,False
66194,2015,8,1,0.0,1.0,212,False
66194,2015,8,2,0.0,1.0,213,False
66194,2015,8,3,0.0,1.0,214,False
66194,2015,8,4,0.0,1.0,215,False
66194,2015,8,5,0.0,1.0,216,False
66194,2015,8,6,0.0,1.0,217,False
66194,2015,8,7,0.0,1.0,218,False
66194,2015,8,8,0.0,1.0,219,False
66194,2015,8,9,0.0,1.0,220,False
66194,2015,8,10,0.0,1.0,221,False
66194,2015,8,11,0.0,1.0,222,False
66194,2015,8,12,0.0,1.0,223,False
66194,2015,8,13,0.0,1.0,224,False
66194,2015,8,14,0.0,1.0,225,False
66194,2015,8,15,0.0,1.0,226,False
66194,2015,8,16,0.0,1.0,227,False
66194,2015,8,17,2.2,1.0,228,False
66194,2015,8,18,0.2,1.0,229,False
66194,2015,8,19,0.0,1.0,230,False
66194,2015,8,20,0.0,1.0,231,False
66194,2015,8,21,0.0,1.0,232,False
66194,2015,8,22,0.0,1.0,233,False
66194,2015,8,23,3.2,1.0,234,False
66194,2015,8,24,3.4,1.0,235,False
66194,2015,8,25,45.6,1.0,236,False
66194,2015,8,26,6.0,1.0,237,False
66194,2015,8,27,0.2,1.0,238,False
66194,2015,8,28,0.0,1.0,239,False
66194,2015,8,29,0.0,1.0,240,False
66194,2015,8,30,0.0,1.0,241,False
66194,2015,8,31,0.0,1.0,242,False
66194,2015,9,1,0.0,1.0,243,False
66194,2015,9,2,0.0,1.0,244,False
66194,2015,9,3,2.2,1.0,245,False
66194,2015,9,4,4.8,1.0,246,False
66194,2015,9,5,0.0,1.0,247,False
66194,2015,9,6,1.8,1.0,248,False
66194,2015,9,7,4.6,1.0,249,False
66194,2015,9,8,0.2,1.0,250,False
66194,2015,9,9,0.0,1.0,251,False
66194,2015,9,10,0.0,1.0,252,False
66194,2015,9,11,0.0,1.0,253,False
66194,2015,9,12,0.0,1.0,254,False
66194,2015,9,13,0.0,1.0,255,False
66194,2015,9,14,0.0,1.0,256,False
66194,2015,9,15,0.0,1.0,257,False
66194,2015,9,16,0.0,1.0,258,False
66194,2015,9,17,0.0,1.0,259,False
66194,2015,9,18,6.4,1.0,260,False
66194,2015,9,19,9.4,1.0,261,False
66194,2015,9,20,0.6,1.0,262,False
66194,2015,9,21,1.8,1.0,263,False
66194,2015,9,22,0.0,1.0,264,False
66194,2015,9,23,0.0,1.0,265,False
66194,2015,9,24,0.2,1.0,266,False
66194,2015,9,25,12.4,1.0,267,False
66194,2015,9,26,3.8,1.0,268,False
66194,2015,9,27,4.2,1.0,269,False
66194,2015,9,28,0.0,1.0,270,False
66194,2015,9,29,0.0,1.0,271,False
66194,2015,9,30,0.0,1.0,272,False
66194,2015,10,1,0.0,1.0,273,False
66194,2015,10,2,0.0,1.0,274,False
66194,2015,10,3,0.0,1.0,275,False
66194,2015,10,4,0.0,1.0,276,False
66194,2015,10,5,0.0,1.0,277,False
66194,2015,10,6,0.0,1.0,278,False
66194,2015,10,7,0.0,1.0,279,False
66194,2015,10,8,0.0,1.0,280,False
66194,2015,10,9,0.0,1.0,281,False
66194,2015,10,10,0.0,1.0,282,False
66194,2015,10,11,0.0,1.0,283,False
66194,2015,10,12,3.6,1.0,284,False
66194,2015,10,13,0.0,1.0,285,False
66194,2015,10,14,0.6,1.0,286,False
66194,2015,10,15,0.0,1.0,287,False
66194,2015,10,16,0.0,1.0,288,False
66194,2015,10,17,0.0,1.0,289,False
66194,2015,10,18,1.8,1.0,290,False
66194,2015,10,19,0.2,1.0,291,False
66194,2015,10,20,0.0,1.0,292,False
66194,2015,10,21,7.2,1.0,293,False
66194,2015,10,22,3.8,1.0,294,False
66194,2015,10,23,7.2,1.0,295,False
66194,2015,10,24,0.0,1.0,296,False
66194,2015,10,25,0.0,1.0,297,False
66194,2015,10,26,0.0,1.0,298,False
66194,2015,10,27,4.0,1.0,299,False
66194,2015,10,28,0.0,1.0,300,False
66194,2015,10,29,0.0,1.0,301,False
66194,2015,10,30,0.0,1.0,302,False
66194,2015,10,31,0.0,1.0,303,False
66194,2015,11,1,0.0,1.0,304,False
66194,2015,11,2,11.0,1.0,305,False
66194,2015,11,3,0.0,1.0,306,False
66194,2015,11,4,3.4,1.0,307,False
66194,2015,11,5,10.2,1.0,308,False
66194,2015,11,6,13.0,1.0,309,False
66194,2015,11,7,5.8,1.0,310,False
66194,2015,11,8,0.0,1.0,311,False
66194,2015,11,9,0.4,1.0,312,False
66194,2015,11,10,0.0,1.0,313,True
66194,2015,11,11,0.0,1.0,314,False
66194,2015,11,12,0.2,1.0,315,False
66194,2015,11,13,2.6,1.0,316,False
66194,2015,11,14,16.8,1.0,317,False
66194,2015,11,15,13.0,1.0,318,False
66194,2015,11,16,0.4,1.0,319,False
66194,2015,11,17,0.0,1.0,320,False
66194,2015,11,18,0.0,1.0,321,False
66194,2015,11,19,0.0,1.0,322,False
66194,2015,11,20,0.0,1.0,323,False
66194,2015,11,21,0.0,1.0,324,False
66194,2015,11,22,0.0,1.0,325,False
66194,2015,11,23,0.0,1.0,326,False
66194,2015,11,24,0.0,1.0,327,False
66194,2015,11,25,0.0,1.0,328,False
66194,2015,11,26,0.0,1.0,329,False
66194,2015,11,27,0.0,1.0,330,False
66194,2015,11,28,0.0,1.0,331,False
66194,2015,11,29,0.0,1.0,332,False
66194,2015,11,30,0.0,1.0,333,False
66194,2015,12,1,0.0,1.0,334,False
66194,2015,12,2,0.0,1.0,335,False
66194,2015,12,3,0.0,1.0,336,False
66194,2015,12,4,0.0,1.0,337,False
66194,2015,12,5,0.0,1.0,338,False
66194,2015,12,6,0.0,1.0,339,False
66194,2015,12,7,0.0,1.0,340,False
66194,2015,12,8,0.0,1.0,341,False
66194,2015,12,9,1.2,1.0,342,False
66194,2015,12,10,11.6,1.0,343,False
66194,2015,12,11,0.0,1.0,344,False
66194,2015,12,12,0.0,1.0,345,False
66194,2015,12,13,0.0,1.0,346,False
66194,2015,12,14,0.0,1.0,347,False
66194,2015,12,15,0.0,1.0,348,False
66194,2015,12,24,0.2,1.0,357,False
66194,2015,12,25,0.0,1.0,358,False
66194,2015,12,26,0.2,1.0,359,False
66194,2015,12,27,2.4,1.0,360,False
66194,2015,12,28,1.0,1.0,361,False
66194,2015,12,29,0.0,1.0,362,False
66194,2015,12,30,0.0,1.0,363,False
66194,2015,12,31,0.0,1.0,364,False
66194,2016,1,1,0.0,1.0,365,False
66194,2016,1,2,0.0,1.0,366,False
66194,2016,1,3,0.0,1.0,367,False
66194,2016,1,4,4.4,1.0,368,False
66194,2016,1,5,36.0,1.0,369,False
66194,2016,1,6,39.2,1.0,370,False
66194,2016,1,7,39.2,1.0,371,False
66194,2016,1,8,0.0,1.0,372,False
66194,2016,1,9,0.0,1.0,373,False
66194,2016,1,10,0.0,1.0,374,False
66194,2016,1,11,0.0,1.0,375,False
66194,2016,1,12,0.0,1.0,376,False
66194,2016,1,13,0.0,1.0,377,False
66194,2016,1,14,0.0,1.0,378,False
66194,2016,1,15,27.6,1.0,379,False
66194,2016,1,16,7.4,1.0,380,False
66194,2016,1,17,0.0,1.0,381,False
66194,2016,1,18,0.0,1.0,382,False
66194,2016,1,19,0.0,1.0,383,False
66194,2016,1,20,0.0,1.0,384,False
66194,2016,1,21,0.0,1.0,385,False
66194,2016,1,22,28.2,1.0,386,False
66194,2016,1,23,22.0,1.0,387,False
66194,2016,1,24,0.2,1.0,388,False
66194,2016,1,25,0.0,1.0,389,False
66194,2016,1,26,1.6,1.0,390,False
66194,2016,1,27,1.4,1.0,391,False
66194,2016,1,28,0.0,1.0,392,True
66194,2016,1,29,0.0,1.0,393,False
66194,2016,1,30,12.2,1.0,394,False
66194,2016,1,31,40.2,1.0,395,False
66194,2016,2,1,0.0,1.0,396,False
66194,2016,2,2,1.0,1.0,397,False
66194,2016,2,3,0.0,1.0,398,False
66194,2016,2,4,2.2,1.0,399,False
66194,2016,2,5,0.4,1.0,400,False
66194,2016,2,6,2.4,1.0,401,False
66194,2016,2,7,0.0,1.0,402,False
66194,2016,2,8,0.0,1.0,403,False
66194,2016,2,9,0.0,1.0,404,False
66194,2016,2,10,0.0,1.0,405,False
66194,2016,2,11,0.0,1.0,406,False
66194,2016,2,12,0.0,1.0,407,False
66194,2016,2,13,0.0,1.0,408,False
66194,2016,2,14,0.0,1.0,409,False
66194,2016,2,15,0.6,1.0,410,False
66194,2016,2,16,0.0,1.0,411,False
66194,2016,2,17,0.0,1.0,412,False
66194,2016,2,18,0.0,1.0,413,False
66194,2016,2,19,0.0,1.0,414,False
66194,2016,2,20,0.0,1.0,415,False
66194,2016,2,21,7.0,1.0,416,False
66194,2016,2,22,0.2,1.0,417,False
66194,2016,2,23,0.0,1.0,418,False
66194,2016,2,24,0.0,1.0,419,False
66194,2016,2,25,0.0,1.0,420,False
66194,2016,2,26,0.0,1.0,421,False
66194,2016,2,27,0.0,1.0,422,False
66194,2016,2,28,0.2,1.0,423,False
66194,2016,2,29,0.0,1.0,424,False
66194,2016,3,1,1.2,1.0,425,False
66194,2016,3,2,0.0,1.0,426,False
66194,2016,3,3,0.0,1.0,427,False
66194,2016,3,4,0.0,1.0,428,False
66194,2016,3,5,0.0,1.0,429,False
66194,2016,3,6,0.0,1.0,430,False
66194,2016,3,7,0.0,1.0,431,False
66194,2016,3,8,0.0,1.0,432,False
66194,2016,3,9,0.0,1.0,433,False
66194,2016,3,10,0.0,1.0,434,False
66194,2016,3,11,0.0,1.0,435,True
66194,2016,3,12,0.0,1.0,436,False
66194,2016,3,13,0.0,1.0,437,False
66194,2016,3,14,0.0,1.0,438,False
66194,2016,3,15,11.2,1.0,439,False
66194,2016,3,16,9.4,1.0,440,False
66194,2016,3,17,6.6,1.0,441,False
66194,2016,3,18,0.0,1.0,442,False
66194,2016,3,19,1.8,1.0,443,False
66194,2016,3,20,0.2,1.0,444,False
66194,2016,3,21,54.4,1.0,445,False
66194,2016,3,22,5.0,1.0,446,False
66194,2016,3,23,0.0,1.0,447,False
66194,2016,3,24,0.0,1.0,448,False
66194,2016,3,25,0.0,1.0,449,False
66194,2016,3,26,0.0,1.0,450,False
66194,2016,3,27,0.0,1.0,451,False
66194,2016,3,28,3.2,1.0,452,False
66194,2016,3,29,0.2,1.0,453,False
66194,2016,3,30,6.4,1.0,454,False
66194,2016,3,31,0.0,1.0,455,False
66194,2016,4,1,0.0,1.0,456,False
66194,2016,4,2,0.0,1.0,457,False
66194,2016,4,3,0.0,1.0,458,False
66194,2016,4,4,15.4,1.0,459,False
66194,2016,4,5,1.6,1.0,460,False
66194,2016,4,6,0.2,1.0,461,False
66194,2016,4,7,0.0,1.0,462,False
66194,2016,4,8,0.0,1.0,463,False
66194,2016,4,9,0.2,1.0,464,False
66194,2016,4,10,0.2,1.0,465,False
66194,2016,4,11,0.0,1.0,466,False
66194,2016,4,12,2.0,1.0,467,False
66194,2016,4,13,0.2,1.0,468,False
66194,2016,4,14,0.0,1.0,469,False
66194,2016,4,15,0.4,1.0,470,False
66194,2016,4,16,0.2,1.0,471,False
66194,2016,4,17,0.0,1.0,472,False
66194,2016,4,18,11.8,1.0,473,False
66194,2016,4,19,13.4,1.0,474,False
66194,2016,4,20,7.6,1.0,475,False
66194,2016,4,21,0.0,1.0,476,False
66194,2016,4,22,0.0,1.0,477,False
66194,2016,4,23,3.8,1.0,478,False
66194,2016,4,24,7.8,1.0,479,False
66194,2016,4,25,0.0,1.0,480,False
66194,2016,4,26,0.0,1.0,481,False
66194,2016,4,27,0.0,1.0,482,False
66194,2016,4,28,0.2,1.0,483,False
66194,2016,4,29,0.0,1.0,484,False
66194,2016,4,30,0.0,1.0,485,False
66194,2016,5,1,2.4,1.0,486,False
66194,2016,5,2,0.0,1.0,487,False
66194,2016,5,3,0.0,1.0,488,False
66194,2016,5,4,0.0,1.0,489,False
66194,2016,5,5,0.0,1.0,490,False
66194,2016,5,6,0.0,1.0,491,False
66194,2016,5,7,0.0,1.0,492,False
66194,2016,5,8,0.0,1.0,493,False
66194,2016,5,9,2.6,1.0,494,False
66194,2016,5,10,0.2,1.0,495,False
66194,2016,5,11,0.0,1.0,496,False
66194,2016,5,12,0.0,1.0,497,False
66194,2016,5,13,0.0,1.0,498,False
66194,2016,5,14,0.0,1.0,499,False
66194,2016,5,15,0.0,1.0,500,False
66194,2016,5,16,0.0,1.0,501,False
66194,2016,5,17,0.0,1.0,502,False
66194,2016,5,18,0.0,1.0,503,False
66194,2016,5,19,0.0,1.0,504,False
66194,2016,5,20,0.0,1.0,505,False
66194,2016,5,22,0.0,1.0,507,False
66194,2016,5,23,0.0,1.0,508,False
66194,2016,5,24,0.0,1.0,509,False
66194,2016,5,25,0.0,1.0,510,False
66194,2016,5,26,0.4,1.0,511,False
66194,2016,5,27,0.0,1.0,512,False
66194,2016,5,28,0.0,1.0,513,False
66194,2016,5,29,3.8,1.0,514,False
66194,2016,5,30,0.2,1.0,515,False
66194,2016,5,31,0.8,1.0,516,False
66194,2016,6,1,9.2,1.0,517,False
66194,2016,6,2,0.0,1.0,518,False
66194,2016,6,3,0.0,1.0,519,False
66194,2016,6,4,36.6,1.0,520,False
66194,2016,6,5,110.0,1.0,521,False
66194,2016,6,6,99.8,1.0,522,False
66194,2016,6,7,0.2,1.0,523,False
66194,2016,6,8,0.0,1.0,524,False
66194,2016,6,9,0.4,1.0,525,False
66194,2016,6,10,0.0,1.0,526,False
66194,2016,6,11,0.0,1.0,527,False
66194,2016,6,12,0.0,1.0,528,False
66194,2016,6,13,0.0,1.0,529,False
66194,2016,6,14,0.0,1.0,530,False
66194,2016,6,15,0.0,1.0,531,False
66194,2016,6,16,0.0,1.0,532,False
66194,2016,6,17,0.0,1.0,533,False
66194,2016,6,18,4.2,1.0,534,False
66194,2016,6,19,0.2,1.0,535,False
66194,2016,6,20,33.4,1.0,536,False
66194,2016,6,21,0.2,1.0,537,False
66194,2016,6,22,0.0,1.0,538,False
66194,2016,6,23,0.0,1.0,539,False
66194,2016,6,24,0.0,1.0,540,False
66194,2016,6,25,0.6,1.0,541,False
66194,2016,6,26,0.0,1.0,542,False
66194,2016,6,27,0.0,1.0,543,False
66194,2016,6,28,1.6,1.0,544,False
66194,2016,6,29,0.0,1.0,545,False
66194,2016,6,30,0.0,1.0,546,False
66194,2016,7,1,0.0,1.0,547,False
66194,2016,7,2,0.0,1.0,548,False
66194,2016,7,3,0.0,1.0,549,False
66194,2016,7,4,0.0,1.0,550,False
66194,2016,7,5,4.4,1.0,551,False
66194,2016,7,6,0.2,1.0,552,False
66194,2016,7,7,15.6,1.0,553,False
66194,2016,7,8,31.4,1.0,554,False
66194,2016,7,9,12.6,1.0,555,False
66194,2016,7,10,1.0,1.0,556,False
66194,2016,7,11,0.2,1.0,557,False
66194,2016,7,12,0.0,1.0,558,False
66194,2016,7,13,0.0,1.0,559,False
66194,2016,7,14,0.0,1.0,560,False
66194,2016,7,15,0.0,1.0,561,False
66194,2016,7,20,15.0,1.0,566,True
66194,2016,7,21,11.2,1.0,567,False
66194,2016,7,22,0.6,1.0,568,False
66194,2016,7,23,3.2,1.0,569,False
66194,2016,7,24,0.0,1.0,570,False
66194,2016,7,25,0.0,1.0,571,False
66194,2016,7,26,0.0,1.0,572,False
66194,2016,7,27,0.0,1.0,573,False
66194,2016,7,28,0.0,1.0,574,False
66194,2016,7,29,0.0,1.0,575,False
66194,2016,7,30,0.0,1.0,576,False
66194,2016,7,31,0.0,1.0,577,False
66194,2016,8,1,0.0,1.0,578,False
66194,2016,8,2,1.0,1.0,579,False
66194,2016,8,3,15.8,1.0,580,False
66194,2016,8,4,42.6,1.0,581,False
66194,2016,8,5,9.0,1.0,582,False
66194,2016,8,6,1.6,1.0,583,False
66194,2016,8,7,0.0,1.0,584,False
66194,2016,8,8,0.0,1.0,585,False
66194,2016,8,9,0.0,1.0,586,False
66194,2016,8,10,0.0,1.0,587,False
66194,2016,8,11,0.0,1.0,588,False
66194,2016,8,12,0.0,1.0,589,False
66194,2016,8,13,0.0,1.0,590,False
66194,2016,8,14,0.0,1.0,591,False
66194,2016,8,15,0.0,1.0,592,False
66194,2016,8,16,0.0,1.0,593,False
66194,2016,8,17,0.0,1.0,594,False
66194,2016,8,18,0.0,1.0,595,False
66194,2016,8,19,0.0,1.0,596,False
66194,2016,8,20,1.2,1.0,597,False
66194,2016,8,21,0.0,1.0,598,False
66194,2016,8,22,0.0,1.0,599,False
66194,2016,8,23,2.4,1.0,600,False
66194,2016,8,24,5.4,1.0,601,False
66194,2016,8,25,59.8,1.0,602,False
66194,2016,8,26,0.0,1.0,603,False
66194,2016,8,27,0.6,1.0,604,False
66194,2016,8,28,0.0,1.0,605,False
66194,2016,8,29,0.0,1.0,606,False
66194,2016,8,30,0.0,1.0,607,False
66194,2016,8,31,0.0,1.0,608,False
66194,2016,9,1,0.0,1.0,609,False
66194,2016,9,2,11.8,1.0,610,False
66194,2016,9,3,25.6,1.0,611,False
66194,2016,9,4,0.0,1.0,612,False
66194,2016,9,5,0.0,1.0,613,False
66194,2016,9,6,0.0,1.0,614,False
66194,2016,9,7,0.0,1.0,615,False
66194,2016,9,8,0.0,1.0,616,False
66194,2016,9,9,0.0,1.0,617,False
66194,2016,9,10,1.6,1.0,618,False
66194,2016,9,11,0.0,1.0,619,False
66194,2016,9,12,0.0,1.0,620,False
66194,2016,9,13,0.0,1.0,621,False
66194,2016,9,14,1.8,1.0,622,False
66194,2016,9,15,0.2,1.0,623,False
66194,2016,9,16,0.2,1.0,624,False
66194,2016,9,17,0.2,1.0,625,False
66194,2016,9,18,0.0,1.0,626,False
66194,2016,9,19,11.6,1.0,627,False
66194,2016,9,20,0.2,1.0,628,False
66194,2016,9,21,0.0,1.0,629,False
66194,2016,9,22,0.2,1.0,630,False
66194,2016,9,23,0.4,1.0,631,False
66194,2016,9,24,0.0,1.0,632,False
66194,2016,9,25,2.6,1.0,633,False
66194,2016,9,26,0.8,1.0,634,False
66194,2016,9,27,0.0,1.0,635,False
66194,2016,9,28,0.0,1.0,636,False
66194,2016,9,29,2.4,1.0,637,False
66194,2016,9,30,0.6,1.0,638,False
66194,2016,10,1,0.0,1.0,639,False
66194,2016,10,2,0.0,1.0,640,False
66194,2016,10,3,0.0,1.0,641,False
66194,2016,10,4,0.0,1.0,642,False
66194,2016,10,5,0.0,1.0,643,False
66194,2016,10,6,0.0,1.0,644,False
66194,2016,10,7,0.0,1.0,645,False
