Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61031,2015,1,1,31.2,0
61031,2015,1,2,22.9,1
61031,2015,1,3,31.1,2
61031,2015,1,4,27.5,3
61031,2015,1,5,18.6,4
61031,2015,1,6,29.6,5
61031,2015,1,7,30.9,6
61031,2015,1,8,31.8,7
61031,2015,1,9,27.6,8
61031,2015,1,10,17.0,9
61031,2015,1,11,3.1,10
61031,2015,1,12,15.2,11
61031,2015,1,13,28.5,12
61031,2015,1,14,30.0,13
61031,2015,1,15,26.9,14
61031,2015,1,16,30.7,15
61031,2015,1,17,32.0,16
61031,2015,1,18,26.5,17
61031,2015,1,19,3.5,18
61031,2015,1,20,19.8,19
61031,2015,1,21,25.2,20
61031,2015,1,22,22.9,21
61031,2015,1,23,24.0,22
61031,2015,1,24,29.5,23
61031,2015,1,25,29.7,24
61031,2015,1,26,3.4,25
61031,2015,1,27,3.0,26
61031,2015,1,28,8.7,27
61031,2015,1,29,28.0,28
61031,2015,1,30,29.9,29
61031,2015,1,31,28.4,30
61031,2015,2,1,21.2,31
61031,2015,2,2,21.9,32
61031,2015,2,3,20.3,33
61031,2015,2,4,12.7,34
61031,2015,2,5,21.7,35
61031,2015,2,6,26.9,36
61031,2015,2,7,19.3,37
61031,2015,2,8,28.8,38
61031,2015,2,9,22.5,39
61031,2015,2,10,24.5,40
61031,2015,2,11,24.8,41
61031,2015,2,12,26.1,42
61031,2015,2,13,22.0,43
61031,2015,2,14,21.4,44
61031,2015,2,15,25.7,45
61031,2015,2,16,25.9,46
61031,2015,2,17,26.8,47
61031,2015,2,18,20.1,48
61031,2015,2,19,12.2,49
61031,2015,2,20,8.1,50
61031,2015,2,21,12.2,51
61031,2015,2,22,20.7,52
61031,2015,2,23,20.4,53
61031,2015,2,24,17.6,54
61031,2015,2,25,13.3,55
61031,2015,2,26,20.0,56
61031,2015,2,27,21.7,57
61031,2015,2,28,21.0,58
61031,2015,3,1,20.5,59
61031,2015,3,2,10.7,60
61031,2015,3,3,25.0,61
61031,2015,3,4,20.9,62
61031,2015,3,5,24.7,63
61031,2015,3,6,25.0,64
61031,2015,3,7,22.1,65
61031,2015,3,8,16.8,66
61031,2015,3,9,23.9,67
61031,2015,3,10,18.4,68
61031,2015,3,11,21.1,69
61031,2015,3,12,13.9,70
61031,2015,3,13,6.8,71
61031,2015,3,14,20.9,72
61031,2015,3,15,9.4,73
61031,2015,3,16,19.9,74
61031,2015,3,17,14.3,75
61031,2015,3,18,17.7,76
61031,2015,3,19,22.1,77
61031,2015,3,20,20.5,78
61031,2015,3,21,5.5,79
61031,2015,3,22,9.1,80
61031,2015,3,23,19.5,81
61031,2015,3,24,15.1,82
61031,2015,3,25,18.4,83
61031,2015,3,26,20.9,84
61031,2015,3,27,21.9,85
61031,2015,3,28,18.9,86
61031,2015,3,29,18.1,87
61031,2015,3,30,6.7,88
61031,2015,3,31,7.2,89
61031,2015,4,1,17.7,90
61031,2015,4,2,15.9,91
61031,2015,4,3,5.1,92
61031,2015,4,4,3.0,93
61031,2015,4,5,13.1,94
61031,2015,4,6,16.5,95
61031,2015,4,7,15.3,96
61031,2015,4,8,15.3,97
61031,2015,4,9,12.3,98
61031,2015,4,10,13.3,99
61031,2015,4,11,14.1,100
61031,2015,4,12,14.9,101
61031,2015,4,13,11.7,102
61031,2015,4,14,17.2,103
61031,2015,4,15,16.4,104
61031,2015,4,16,16.4,105
61031,2015,4,17,11.3,106
61031,2015,4,18,9.3,107
61031,2015,4,19,9.2,108
61031,2015,4,20,3.2,109
61031,2015,4,21,1.8,110
61031,2015,4,22,6.9,111
61031,2015,4,23,13.3,112
61031,2015,4,24,13.1,113
61031,2015,4,25,15.6,114
61031,2015,4,26,7.1,115
61031,2015,4,27,15.5,116
61031,2015,4,28,14.0,117
61031,2015,4,29,10.2,118
61031,2015,4,30,12.7,119
61031,2015,5,1,5.8,120
61031,2015,5,2,6.4,121
61031,2015,5,3,7.0,122
61031,2015,5,4,4.3,123
61031,2015,5,5,14.1,124
61031,2015,5,6,14.8,125
61031,2015,5,7,14.4,126
61031,2015,5,8,14.3,127
61031,2015,5,9,14.1,128
61031,2015,5,10,14.0,129
61031,2015,5,11,13.4,130
61031,2015,5,12,13.7,131
61031,2015,5,13,11.3,132
61031,2015,5,14,13.6,133
61031,2015,5,15,11.4,134
61031,2015,5,16,6.5,135
61031,2015,5,17,10.7,136
61031,2015,5,18,8.1,137
61031,2015,5,19,8.2,138
61031,2015,5,20,9.4,139
61031,2015,5,21,10.4,140
61031,2015,5,22,3.4,141
61031,2015,5,23,8.6,142
61031,2015,5,24,10.8,143
61031,2015,5,25,11.9,144
61031,2015,5,26,11.8,145
61031,2015,5,27,10.3,146
61031,2015,5,28,11.4,147
61031,2015,5,29,4.7,148
61031,2015,5,30,7.8,149
61031,2015,5,31,3.6,150
61031,2015,6,1,11.7,151
61031,2015,6,2,11.6,152
61031,2015,6,3,11.1,153
61031,2015,6,4,11.5,154
61031,2015,6,5,7.6,155
61031,2015,6,6,10.6,156
61031,2015,6,7,11.3,157
61031,2015,6,8,10.0,158
61031,2015,6,9,11.1,159
61031,2015,6,10,5.5,160
61031,2015,6,11,6.6,161
61031,2015,6,12,6.6,162
61031,2015,6,13,10.4,163
61031,2015,6,14,10.4,164
61031,2015,6,15,8.2,165
61031,2015,6,16,4.5,166
61031,2015,6,17,3.5,167
61031,2015,6,18,10.4,168
61031,2015,6,19,4.3,169
61031,2015,6,20,8.4,170
61031,2015,6,21,9.4,171
61031,2015,6,22,11.1,172
61031,2015,6,23,10.9,173
61031,2015,6,24,7.6,174
61031,2015,6,25,9.3,175
61031,2015,6,26,9.0,176
61031,2015,6,27,11.0,177
61031,2015,6,28,11.1,178
61031,2015,6,29,11.0,179
61031,2015,6,30,6.3,180
61031,2015,7,1,8.6,181
61031,2015,7,2,11.2,182
61031,2015,7,3,9.7,183
61031,2015,7,4,11.2,184
61031,2015,7,5,11.3,185
61031,2015,7,6,11.5,186
61031,2015,7,7,9.3,187
61031,2015,7,8,8.8,188
61031,2015,7,9,11.2,189
61031,2015,7,10,10.8,190
61031,2015,7,11,10.9,191
61031,2015,7,12,10.4,192
61031,2015,7,13,7.1,193
