Year,Month,Day,averagemwh,rainfall_mm,solar_exposure,min_temp,max_temp
2018,1,1,35.77225124999999,7.6,29.5,20.8,28.3
2018,1,1,35.28442302083332,7.6,29.5,20.8,28.3
2018,1,1,36.15000104166666,7.6,29.5,20.8,28.3
2018,1,1,36.0646715625,7.6,29.5,20.8,28.3
2018,1,1,35.16840468749999,7.6,29.5,20.8,28.3
2018,1,1,34.121671666666664,7.6,29.5,20.8,28.3
2018,1,1,37.14209135416668,7.6,29.5,20.8,28.3
2018,1,1,37.85047197916666,7.6,29.5,20.8,28.3
2018,1,1,37.773654479166666,7.6,29.5,20.8,28.3
2018,1,1,37.55963625000001,7.6,29.5,20.8,28.3
2018,1,1,37.90768958333336,7.6,29.5,20.8,28.3
2018,1,1,36.33214520833333,7.6,29.5,20.8,28.3
2018,1,1,38.317710625,7.6,29.5,20.8,28.3
2018,1,1,38.09300114583335,7.6,29.5,20.8,28.3
2018,1,1,38.20466354166666,7.6,29.5,20.8,28.3
2018,1,1,37.63665135416668,7.6,29.5,20.8,28.3
2018,1,1,37.836019583333325,7.6,29.5,20.8,28.3
2018,1,1,35.53843375,7.6,29.5,20.8,28.3
2018,1,1,34.85658208333333,7.6,29.5,20.8,28.3
2018,1,1,36.682970104166685,7.6,29.5,20.8,28.3
2018,1,1,36.68851406250001,7.6,29.5,20.8,28.3
2018,1,1,37.10863322916668,7.6,29.5,20.8,28.3
2018,1,1,39.11142291666669,7.6,29.5,20.8,28.3
2018,1,1,36.445390520833335,7.6,29.5,20.8,28.3
2018,1,1,35.48913677083333,7.6,29.5,20.8,28.3
2018,1,1,39.03836645833332,7.6,29.5,20.8,28.3
2018,1,1,41.66935520833335,7.6,29.5,20.8,28.3
2018,1,1,42.91862302083334,7.6,29.5,20.8,28.3
2018,1,1,43.70481177083334,7.6,29.5,20.8,28.3
2018,1,1,43.53692322916668,7.6,29.5,20.8,28.3
2018,1,1,41.6778678125,7.6,29.5,20.8,28.3
2018,1,1,40.84297656249999,7.6,29.5,20.8,28.3
2018,1,1,42.26548052083336,7.6,29.5,20.8,28.3
2018,1,1,45.07029666666668,7.6,29.5,20.8,28.3
2018,1,1,48.42075239583332,7.6,29.5,20.8,28.3
2018,1,1,43.63630968750001,7.6,29.5,20.8,28.3
2018,1,1,42.985146250000014,7.6,29.5,20.8,28.3
2018,1,1,40.648954270833336,7.6,29.5,20.8,28.3
2018,1,1,39.05737229166667,7.6,29.5,20.8,28.3
2018,1,1,39.93760291666667,7.6,29.5,20.8,28.3
2018,1,1,42.61452312500002,7.6,29.5,20.8,28.3
2018,1,1,42.375756458333335,7.6,29.5,20.8,28.3
2018,1,1,41.1787546875,7.6,29.5,20.8,28.3
2018,1,1,40.83406666666666,7.6,29.5,20.8,28.3
2018,1,1,39.741006250000005,7.6,29.5,20.8,28.3
2018,1,1,41.554920208333336,7.6,29.5,20.8,28.3
2018,1,1,42.39001083333332,7.6,29.5,20.8,28.3
2018,1,1,41.78062062499999,7.6,29.5,20.8,28.3
2018,1,1,42.91268489583334,7.6,29.5,20.8,28.3
2018,1,1,42.54800104166667,7.6,29.5,20.8,28.3
2018,1,1,42.877245000000016,7.6,29.5,20.8,28.3
2018,1,1,41.60560437499999,7.6,29.5,20.8,28.3
2018,1,1,41.9350475,7.6,29.5,20.8,28.3
2018,1,1,44.03385864583333,7.6,29.5,20.8,28.3
2018,1,1,44.46684614583333,7.6,29.5,20.8,28.3
2018,1,1,45.21581343749998,7.6,29.5,20.8,28.3
2018,1,1,45.171267916666665,7.6,29.5,20.8,28.3
2018,1,1,44.81628531250001,7.6,29.5,20.8,28.3
2018,1,1,44.8790459375,7.6,29.5,20.8,28.3
2018,1,1,44.939430312500015,7.6,29.5,20.8,28.3
2018,1,1,47.5690321875,7.6,29.5,20.8,28.3
2018,1,1,42.33299208333333,7.6,29.5,20.8,28.3
2018,1,1,41.03165375,7.6,29.5,20.8,28.3
2018,1,1,41.55749479166668,7.6,29.5,20.8,28.3
2018,1,1,42.17618979166667,7.6,29.5,20.8,28.3
2018,1,1,42.085909479166666,7.6,29.5,20.8,28.3
2018,1,1,42.79171708333334,7.6,29.5,20.8,28.3
2018,1,1,44.86637385416666,7.6,29.5,20.8,28.3
2018,1,1,45.20155906250002,7.6,29.5,20.8,28.3
2018,1,1,47.58031729166668,7.6,29.5,20.8,28.3
2018,1,1,44.66245229166668,7.6,29.5,20.8,28.3
2018,1,1,43.421697291666646,7.6,29.5,20.8,28.3
2018,1,1,41.69152854166666,7.6,29.5,20.8,28.3
2018,1,1,42.74400322916667,7.6,29.5,20.8,28.3
2018,1,1,44.66720447916666,7.6,29.5,20.8,28.3
2018,1,1,43.76064322916665,7.6,29.5,20.8,28.3
2018,1,1,45.14750979166669,7.6,29.5,20.8,28.3
2018,1,1,46.45835104166665,7.6,29.5,20.8,28.3
2018,1,1,45.590791875,7.6,29.5,20.8,28.3
2018,1,1,43.57869770833332,7.6,29.5,20.8,28.3
2018,1,1,41.68578750000001,7.6,29.5,20.8,28.3
2018,1,1,42.726382916666665,7.6,29.5,20.8,28.3
2018,1,1,41.33060718749999,7.6,29.5,20.8,28.3
2018,1,1,41.96157697916667,7.6,29.5,20.8,28.3
2018,1,1,41.38307260416666,7.6,29.5,20.8,28.3
2018,1,1,40.906924375,7.6,29.5,20.8,28.3
2018,1,1,38.62676083333333,7.6,29.5,20.8,28.3
2018,1,1,42.08808760416667,7.6,29.5,20.8,28.3
2018,1,1,42.95089447916667,7.6,29.5,20.8,28.3
2018,1,1,44.11780291666667,7.6,29.5,20.8,28.3
2018,1,1,43.79687395833334,7.6,29.5,20.8,28.3
2018,1,1,42.76103052083334,7.6,29.5,20.8,28.3
2018,1,1,41.38406208333332,7.6,29.5,20.8,28.3
2018,1,1,39.33534041666666,7.6,29.5,20.8,28.3
2018,1,1,41.7509228125,7.6,29.5,20.8,28.3
2018,1,1,42.9576265625,7.6,29.5,20.8,28.3
2018,1,1,42.77389843749999,7.6,29.5,20.8,28.3
2018,1,1,40.9726546875,7.6,29.5,20.8,28.3
2018,1,1,38.09755447916668,7.6,29.5,20.8,28.3
2018,1,1,37.92867479166666,7.6,29.5,20.8,28.3
2018,1,1,37.92234031249999,7.6,29.5,20.8,28.3
2018,1,1,39.85999395833334,7.6,29.5,20.8,28.3
2018,1,1,40.74358927083333,7.6,29.5,20.8,28.3
2018,1,1,38.10408697916665,7.6,29.5,20.8,28.3
2018,1,1,37.67070427083335,7.6,29.5,20.8,28.3
2018,1,1,39.57668093750001,7.6,29.5,20.8,28.3
2018,1,1,42.27042958333334,7.6,29.5,20.8,28.3
2018,1,1,43.78301489583333,7.6,29.5,20.8,28.3
2018,1,1,44.96892947916666,7.6,29.5,20.8,28.3
2018,1,1,42.26132197916668,7.6,29.5,20.8,28.3
2018,1,1,41.17974458333333,7.6,29.5,20.8,28.3
2018,1,1,41.65866354166666,7.6,29.5,20.8,28.3
2018,1,1,41.9839490625,7.6,29.5,20.8,28.3
2018,1,1,40.02412135416666,7.6,29.5,20.8,28.3
2018,1,1,41.982562916666666,7.6,29.5,20.8,28.3
