Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61299,2015,1,1,31.4,0
61299,2015,1,2,25.4,1
61299,2015,1,3,31.3,2
61299,2015,1,4,27.0,3
61299,2015,1,5,16.3,4
61299,2015,1,6,30.6,5
61299,2015,1,7,31.3,6
61299,2015,1,8,31.7,7
61299,2015,1,9,26.8,8
61299,2015,1,10,14.6,9
61299,2015,1,11,3.1,10
61299,2015,1,12,16.6,11
61299,2015,1,13,29.3,12
61299,2015,1,14,30.8,13
61299,2015,1,15,31.1,14
61299,2015,1,16,29.7,15
61299,2015,1,17,32.0,16
61299,2015,1,18,30.6,17
61299,2015,1,19,3.1,18
61299,2015,1,20,21.7,19
61299,2015,1,21,27.8,20
61299,2015,1,22,28.2,21
61299,2015,1,23,24.2,22
61299,2015,1,24,29.6,23
61299,2015,1,25,27.6,24
61299,2015,1,26,3.5,25
61299,2015,1,27,2.9,26
61299,2015,1,28,10.5,27
61299,2015,1,29,30.7,28
61299,2015,1,30,30.5,29
61299,2015,1,31,29.8,30
61299,2015,2,1,26.2,31
61299,2015,2,2,26.2,32
61299,2015,2,3,18.1,33
61299,2015,2,4,16.5,34
61299,2015,2,5,19.3,35
61299,2015,2,6,28.5,36
61299,2015,2,7,21.3,37
61299,2015,2,8,28.8,38
61299,2015,2,9,20.5,39
61299,2015,2,10,26.8,40
61299,2015,2,11,26.6,41
61299,2015,2,12,27.6,42
61299,2015,2,13,25.1,43
61299,2015,2,14,23.2,44
61299,2015,2,15,23.9,45
61299,2015,2,16,26.9,46
61299,2015,2,17,27.5,47
61299,2015,2,18,24.6,48
61299,2015,2,19,12.6,49
61299,2015,2,20,8.8,50
61299,2015,2,21,13.4,51
61299,2015,2,22,20.1,52
61299,2015,2,23,25.1,53
61299,2015,2,24,18.5,54
61299,2015,2,25,16.7,55
61299,2015,2,26,18.3,56
61299,2015,2,27,22.9,57
61299,2015,2,28,21.0,58
61299,2015,3,1,19.2,59
61299,2015,3,2,10.0,60
61299,2015,3,3,24.7,61
61299,2015,3,4,21.4,62
61299,2015,3,5,22.8,63
61299,2015,3,6,24.7,64
61299,2015,3,7,21.9,65
61299,2015,3,8,16.6,66
61299,2015,3,9,23.9,67
61299,2015,3,10,20.8,68
61299,2015,3,11,21.9,69
61299,2015,3,12,17.5,70
61299,2015,3,13,7.7,71
61299,2015,3,14,23.0,72
61299,2015,3,15,11.6,73
61299,2015,3,16,22.7,74
61299,2015,3,17,15.2,75
61299,2015,3,18,16.7,76
61299,2015,3,19,22.0,77
61299,2015,3,20,19.3,78
61299,2015,3,21,7.5,79
61299,2015,3,22,8.1,80
61299,2015,3,23,18.9,81
61299,2015,3,24,14.1,82
61299,2015,3,25,20.3,83
61299,2015,3,26,20.7,84
61299,2015,3,27,21.8,85
61299,2015,3,28,20.4,86
61299,2015,3,29,18.6,87
61299,2015,3,30,7.1,88
61299,2015,3,31,8.7,89
61299,2015,4,1,18.8,90
61299,2015,4,2,14.7,91
61299,2015,4,3,3.4,92
61299,2015,4,4,2.8,93
61299,2015,4,5,14.9,94
61299,2015,4,6,14.5,95
61299,2015,4,7,16.8,96
61299,2015,4,8,14.6,97
61299,2015,4,9,11.3,98
61299,2015,4,10,15.2,99
61299,2015,4,11,17.2,100
61299,2015,4,12,12.9,101
61299,2015,4,13,14.9,102
61299,2015,4,14,17.2,103
61299,2015,4,15,16.8,104
61299,2015,4,16,16.5,105
61299,2015,4,17,11.0,106
61299,2015,4,18,10.4,107
61299,2015,4,19,9.1,108
61299,2015,4,20,3.4,109
61299,2015,4,21,2.9,110
61299,2015,4,22,8.1,111
61299,2015,4,23,13.9,112
61299,2015,4,24,12.7,113
61299,2015,4,25,15.4,114
61299,2015,4,26,5.9,115
61299,2015,4,27,15.7,116
61299,2015,4,28,15.3,117
61299,2015,4,29,13.1,118
61299,2015,4,30,12.4,119
61299,2015,5,1,6.9,120
61299,2015,5,2,6.0,121
61299,2015,5,3,4.9,122
61299,2015,5,4,6.1,123
61299,2015,5,5,13.9,124
61299,2015,5,6,14.7,125
61299,2015,5,7,14.2,126
61299,2015,5,8,14.1,127
61299,2015,5,9,13.8,128
61299,2015,5,10,13.4,129
61299,2015,5,11,13.2,130
61299,2015,5,12,13.5,131
61299,2015,5,13,11.6,132
61299,2015,5,14,13.4,133
61299,2015,5,15,11.4,134
61299,2015,5,16,7.7,135
61299,2015,5,17,10.1,136
61299,2015,5,18,7.2,137
61299,2015,5,19,8.3,138
61299,2015,5,20,8.2,139
61299,2015,5,21,11.8,140
61299,2015,5,22,3.0,141
61299,2015,5,23,8.1,142
61299,2015,5,24,8.9,143
61299,2015,5,25,11.2,144
61299,2015,5,26,11.2,145
61299,2015,5,27,10.5,146
61299,2015,5,28,11.2,147
61299,2015,5,29,4.6,148
61299,2015,5,30,8.7,149
61299,2015,5,31,3.0,150
61299,2015,6,1,10.7,151
61299,2015,6,2,11.5,152
61299,2015,6,3,11.4,153
61299,2015,6,4,11.3,154
61299,2015,6,5,7.8,155
61299,2015,6,6,10.9,156
61299,2015,6,7,11.1,157
61299,2015,6,8,10.4,158
61299,2015,6,9,11.2,159
61299,2015,6,10,3.9,160
61299,2015,6,11,5.9,161
61299,2015,6,12,8.8,162
61299,2015,6,13,10.0,163
61299,2015,6,14,9.7,164
61299,2015,6,15,5.3,165
61299,2015,6,16,3.9,166
61299,2015,6,17,2.8,167
61299,2015,6,18,9.4,168
61299,2015,6,19,4.4,169
61299,2015,6,20,9.9,170
61299,2015,6,21,7.8,171
61299,2015,6,22,11.0,172
61299,2015,6,23,10.8,173
61299,2015,6,24,7.9,174
61299,2015,6,25,7.3,175
61299,2015,6,26,10.2,176
61299,2015,6,27,10.8,177
61299,2015,6,28,10.8,178
61299,2015,6,29,10.5,179
61299,2015,6,30,7.3,180
61299,2015,7,1,9.9,181
61299,2015,7,2,11.1,182
61299,2015,7,3,11.0,183
61299,2015,7,4,11.2,184
61299,2015,7,5,11.3,185
61299,2015,7,6,11.4,186
61299,2015,7,7,8.0,187
61299,2015,7,8,10.7,188
61299,2015,7,9,11.1,189
61299,2015,7,10,11.0,190
61299,2015,7,11,10.7,191
61299,2015,7,12,10.6,192
61299,2015,7,13,7.7,193
61299,2015,7,14,11.8,194
61299,2015,7,15,11.3,195
61299,2015,7,16,7.7,196
61299,2015,7,17,5.8,197
61299,2015,7,18,9.1,198
61299,2015,7,19,9.2,199
61299,2015,7,20,11.4,200
61299,2015,7,21,11.7,201
61299,2015,7,22,6.3,202
61299,2015,7,23,9.9,203
61299,2015,7,24,7.9,204
61299,2015,7,25,12.6,205
61299,2015,7,26,12.3,206
61299,2015,7,27,13.1,207
61299,2015,7,28,12.9,208
61299,2015,7,29,12.8,209
61299,2015,7,30,13.0,210
61299,2015,7,31,12.4,211
61299,2015,8,1,12.7,212
61299,2015,8,2,13.0,213
61299,2015,8,3,13.8,214
61299,2015,8,4,9.5,215
61299,2015,8,5,11.5,216
61299,2015,8,6,14.1,217
61299,2015,8,7,14.1,218
61299,2015,8,8,13.1,219
61299,2015,8,9,14.1,220
61299,2015,8,10,14.4,221
61299,2015,8,11,14.3,222
61299,2015,8,12,10.1,223
61299,2015,8,13,15.0,224
61299,2015,8,14,15.0,225
61299,2015,8,15,3.8,226
61299,2015,8,16,14.9,227
61299,2015,8,17,15.6,228
61299,2015,8,18,15.6,229
61299,2015,8,19,15.5,230
61299,2015,8,20,15.8,231
61299,2015,8,21,15.8,232
61299,2015,8,22,15.4,233
61299,2015,8,23,3.2,234
61299,2015,8,24,3.9,235
61299,2015,8,25,12.3,236
61299,2015,8,26,7.5,237
61299,2015,8,27,6.2,238
61299,2015,8,28,15.1,239
61299,2015,8,29,16.0,240
61299,2015,8,30,17.4,241
61299,2015,8,31,14.4,242
61299,2015,9,1,18.0,243
61299,2015,9,2,16.8,244
61299,2015,9,3,13.4,245
61299,2015,9,4,8.4,246
61299,2015,9,5,17.0,247
61299,2015,9,6,11.7,248
61299,2015,9,7,18.3,249
61299,2015,9,8,18.9,250
61299,2015,9,9,19.1,251
61299,2015,9,10,10.3,252
61299,2015,9,11,18.8,253
61299,2015,9,12,19.6,254
61299,2015,9,13,19.5,255
61299,2015,9,14,20.0,256
61299,2015,9,15,19.8,257
61299,2015,9,16,20.5,258
61299,2015,9,17,6.5,259
61299,2015,9,18,14.5,260
61299,2015,9,19,15.6,261
61299,2015,9,20,7.2,262
61299,2015,9,21,17.7,263
61299,2015,9,22,18.7,264
61299,2015,9,23,15.5,265
61299,2015,9,24,18.3,266
61299,2015,9,25,11.3,267
61299,2015,9,26,15.0,268
61299,2015,9,27,13.2,269
61299,2015,9,28,22.7,270
61299,2015,9,29,22.6,271
61299,2015,9,30,19.0,272
61299,2015,10,1,22.5,273
61299,2015,10,2,21.2,274
61299,2015,10,3,23.8,275
61299,2015,10,4,24.1,276
61299,2015,10,5,23.9,277
61299,2015,10,6,24.5,278
61299,2015,10,7,7.7,279
61299,2015,10,8,11.3,280
61299,2015,10,9,24.2,281
61299,2015,10,10,24.0,282
61299,2015,10,11,20.0,283
61299,2015,10,12,21.9,284
61299,2015,10,13,14.5,285
61299,2015,10,14,25.0,286
61299,2015,10,15,25.8,287
61299,2015,10,16,25.8,288
61299,2015,10,17,22.7,289
61299,2015,10,18,9.8,290
61299,2015,10,19,25.3,291
61299,2015,10,20,24.9,292
61299,2015,10,21,20.0,293
61299,2015,10,22,12.3,294
61299,2015,10,23,21.9,295
61299,2015,10,24,26.9,296
61299,2015,10,25,22.4,297
61299,2015,10,26,15.7,298
61299,2015,10,27,9.9,299
61299,2015,10,28,25.3,300
61299,2015,10,29,27.5,301
61299,2015,10,30,26.2,302
61299,2015,10,31,16.2,303
61299,2015,11,1,24.8,304
61299,2015,11,2,21.2,305
61299,2015,11,3,3.2,306
61299,2015,11,4,4.2,307
61299,2015,11,5,8.8,308
61299,2015,11,6,18.8,309
61299,2015,11,7,24.7,310
61299,2015,11,8,9.8,311
61299,2015,11,9,28.9,312
61299,2015,11,10,29.5,313
61299,2015,11,11,27.4,314
61299,2015,11,12,23.0,315
61299,2015,11,13,17.7,316
61299,2015,11,14,6.2,317
61299,2015,11,15,10.9,318
61299,2015,11,16,30.2,319
61299,2015,11,17,30.9,320
61299,2015,11,18,30.1,321
61299,2015,11,19,29.7,322
61299,2015,11,20,30.6,323
61299,2015,11,21,10.2,324
61299,2015,11,22,11.9,325
61299,2015,11,23,27.1,326
61299,2015,11,24,30.4,327
61299,2015,11,25,31.4,328
61299,2015,11,26,28.4,329
61299,2015,11,27,14.4,330
61299,2015,11,28,7.9,331
61299,2015,11,29,23.2,332
61299,2015,11,30,31.1,333
61299,2015,12,1,26.7,334
61299,2015,12,2,11.1,335
61299,2015,12,3,21.5,336
61299,2015,12,4,28.0,337
61299,2015,12,5,32.2,338
61299,2015,12,6,31.6,339
61299,2015,12,7,29.4,340
61299,2015,12,8,19.2,341
61299,2015,12,9,20.6,342
61299,2015,12,10,22.3,343
61299,2015,12,11,31.6,344
61299,2015,12,12,29.6,345
61299,2015,12,13,23.7,346
61299,2015,12,14,31.5,347
61299,2015,12,15,28.9,348
61299,2015,12,16,8.2,349
61299,2015,12,17,31.5,350
61299,2015,12,18,32.4,351
61299,2015,12,19,32.7,352
61299,2015,12,20,32.1,353
61299,2015,12,21,24.2,354
61299,2015,12,22,3.0,355
61299,2015,12,23,6.7,356
61299,2015,12,24,30.6,357
61299,2015,12,25,28.7,358
61299,2015,12,26,22.3,359
61299,2015,12,27,12.7,360
61299,2015,12,28,10.2,361
61299,2015,12,29,30.5,362
61299,2015,12,30,32.7,363
61299,2015,12,31,31.0,364
61299,2016,1,1,32.5,365
61299,2016,1,2,26.8,366
61299,2016,1,3,13.3,367
61299,2016,1,4,10.2,368
61299,2016,1,5,3.2,369
61299,2016,1,6,3.6,370
61299,2016,1,7,22.6,371
61299,2016,1,8,31.3,372
61299,2016,1,9,20.3,373
61299,2016,1,10,31.3,374
61299,2016,1,11,25.9,375
61299,2016,1,12,24.6,376
61299,2016,1,13,27.0,377
61299,2016,1,14,23.8,378
61299,2016,1,15,4.0,379
61299,2016,1,16,20.5,380
61299,2016,1,17,20.9,381
61299,2016,1,18,31.1,382
61299,2016,1,19,31.2,383
61299,2016,1,20,30.7,384
61299,2016,1,21,18.9,385
61299,2016,1,22,11.4,386
61299,2016,1,23,22.0,387
61299,2016,1,24,15.3,388
61299,2016,1,25,13.3,389
61299,2016,1,26,28.4,390
61299,2016,1,27,12.1,391
61299,2016,1,28,19.8,392
61299,2016,1,29,21.3,393
61299,2016,1,30,29.0,394
61299,2016,1,31,30.3,395
61299,2016,2,1,17.5,396
61299,2016,2,2,29.5,397
61299,2016,2,3,27.3,398
61299,2016,2,4,4.1,399
61299,2016,2,5,17.1,400
61299,2016,2,6,20.5,401
61299,2016,2,7,27.5,402
61299,2016,2,8,22.5,403
61299,2016,2,9,25.4,404
61299,2016,2,10,28.7,405
61299,2016,2,11,28.1,406
61299,2016,2,12,27.6,407
61299,2016,2,13,28.1,408
61299,2016,2,14,27.4,409
61299,2016,2,15,24.2,410
61299,2016,2,16,26.3,411
61299,2016,2,17,12.9,412
61299,2016,2,18,23.2,413
61299,2016,2,19,26.6,414
61299,2016,2,20,15.0,415
61299,2016,2,21,24.8,416
61299,2016,2,22,26.2,417
61299,2016,2,23,26.2,418
61299,2016,2,24,23.4,419
61299,2016,2,25,26.0,420
61299,2016,2,26,11.8,421
61299,2016,2,27,22.5,422
61299,2016,2,28,25.4,423
61299,2016,2,29,24.8,424
61299,2016,3,1,24.1,425
61299,2016,3,2,23.8,426
61299,2016,3,3,24.0,427
61299,2016,3,4,21.4,428
61299,2016,3,5,24.9,429
61299,2016,3,6,23.8,430
61299,2016,3,7,23.4,431
61299,2016,3,8,23.3,432
61299,2016,3,9,22.8,433
61299,2016,3,10,19.9,434
61299,2016,3,11,20.1,435
61299,2016,3,12,21.7,436
61299,2016,3,13,22.0,437
61299,2016,3,14,17.3,438
61299,2016,3,15,9.3,439
61299,2016,3,16,10.3,440
61299,2016,3,17,13.2,441
61299,2016,3,18,6.8,442
61299,2016,3,19,22.0,443
61299,2016,3,20,15.9,444
61299,2016,3,21,18.7,445
61299,2016,3,22,19.3,446
61299,2016,3,23,21.7,447
61299,2016,3,24,21.9,448
61299,2016,3,25,8.3,449
61299,2016,3,26,21.3,450
