year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2015,14.157300881748828,931.2,15.70027397260274,12.435890410958905,23.846153846153847
2016,15.88385304694754,973.8,16.42950819672131,12.81043956043956,24.84109589041096
2017,19.17613306456743,641.6,16.161263736263734,12.63213296398892,24.693628808864265
2018,19.32806295444139,678.6,16.624657534246577,12.281267217630855,24.874931129476586
2019,20.959319852621338,601.8,17.064383561643837,12.533608815426996,25.231564245810056
2020,19.808680499429222,1111.2,15.46174863387978,12.857377049180329,23.884972677595627
2021,24.370459861495842,944.8,15.799452054794521,12.007671232876714,23.324931506849317
2022,18.66095944200982,2038.4,15.64065934065934,12.696164383561644,22.7441095890411
2023,20.046933608917126,740.8,16.616164383561642,12.318630136986302,24.604109589041094
