year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,averagemwh
2018,15.25073,14.58265,13.90021,13.86641,13.6711,13.1907,12.77736,12.09786,11.65138,11.2044,10.83961,10.74013,10.82676,10.68454,10.21636,10.13973,10.26224,10.41537,10.61393,11.08494,11.76925,12.68892,13.52775,14.69894,16.33146,17.47589,18.48032,19.60081,20.66654,21.65022,22.50526,22.61911,23.16375,23.05579,23.15488,22.60429,22.66962,23.14471,22.35468,22.76238,22.50765,22.7587,22.39394,22.52834,22.73107,22.9678,23.13136,22.66352,21.82929,21.82463,21.86429,22.02423,23.17784,23.03885,23.49372,22.53118,22.91609,22.6826,22.81399,22.91573,22.62803,22.91025,23.02813,22.8441,22.5938,22.20276,21.84426,21.67053,21.76595,22.0796,22.30429,22.32126,22.3352,22.28683,21.81305,21.31392,21.09451,20.66241,19.83346,19.58326,19.20442,18.60646,18.35167,18.34855,18.25764,17.67107,17.37346,17.01586,17.27943,17.63552,17.47374,18.07105,17.22795,16.16549,16.61743,16.16686,18.79497916666667
2018,15.76053,15.15579,14.21955,14.47864,14.23173,13.52685,13.22635,12.27985,11.93942,11.57072,11.14232,11.14232,10.8554,10.48456,10.48367,10.59189,10.59189,10.97795,10.8954,11.34551,12.02708,12.93693,13.65961,14.80201,16.62337,17.85353,18.47534,19.5819,20.50634,21.41998,22.32128,22.38722,22.40458,22.66545,22.57558,22.53092,22.95032,22.53487,22.41356,22.83939,22.50213,22.31841,22.44297,22.70498,22.86963,23.12551,22.89819,22.57797,22.39045,22.31251,22.73345,22.74229,22.78472,22.69656,23.20449,23.10366,23.29876,22.94111,22.28818,21.99377,22.266,22.74424,22.60174,22.92359,22.39051,22.24752,21.96253,22.0267,21.68508,22.01663,22.3155,22.4343,22.048,22.13349,22.06718,22.0288,21.23116,20.66622,20.07841,19.74476,19.50846,19.11735,18.72432,18.48412,18.16548,17.71708,17.44926,17.20763,17.1676,17.2455,17.48314,18.09263,17.01516,15.97346,16.68411,16.04656,18.875349583333332
2018,15.55101,15.06795,14.55257,14.47036,14.12015,13.56068,13.20881,12.51598,13.33673,12.01237,11.58796,11.15969,10.88379,10.91597,10.72636,10.81175,11.02074,11.05561,11.27608,11.76198,12.57651,13.41906,14.23528,15.11291,16.84098,18.04826,18.8248,19.81982,20.88109,22.05305,22.78228,23.07039,23.27438,23.18512,23.32912,22.69372,23.08603,22.89046,22.44297,22.7562,22.49122,22.45072,23.19218,23.22235,23.31191,23.76924,23.65309,23.12136,22.68382,22.3315,22.82557,22.85483,22.67749,23.36914,23.6533,23.41333,23.77711,23.86934,23.98908,23.84418,23.67224,23.52325,23.27805,23.11414,23.01615,23.15147,23.31693,23.33447,23.0646,23.32913,23.71471,23.83675,23.70243,23.65822,23.37623,23.22834,22.51222,22.25053,21.38251,21.03847,20.83577,20.41215,20.25618,19.66323,19.05956,18.96421,18.78248,18.33587,18.25261,18.36268,18.35705,18.84717,18.00507,17.15633,17.64035,16.96197,19.550138020833334
2018,16.52215,15.69728,14.8277,14.94754,14.65113,14.00059,13.71167,13.00929,12.57416,12.08785,11.84002,11.53328,11.21426,11.11398,11.20919,11.20919,11.29542,11.32287,11.53425,12.04575,12.70876,13.37942,14.39751,15.51281,17.32175,18.39104,19.10565,19.886,20.95963,22.41904,23.18411,23.58768,24.02959,23.56742,23.028,23.15064,23.03534,23.27693,23.27336,23.43191,22.76011,23.01755,23.27067,23.55995,24.04804,24.45772,24.00572,24.11269,23.83227,23.76573,23.91408,23.95276,24.09602,24.02751,23.79102,23.66821,23.79538,23.31167,23.36497,22.95135,22.12418,22.07304,22.25904,22.60156,22.97625,23.01356,22.6309,22.66974,22.35885,22.52817,22.92716,23.03328,22.59376,22.43653,22.33433,22.08356,21.60481,21.47104,21.09861,20.92452,20.60568,20.24949,20.09882,19.67851,19.41958,18.90424,18.83759,18.71675,18.35096,18.4715,18.34191,19.11742,17.78167,16.88367,17.52175,16.91245,19.618046458333342
2018,16.52668,15.92252,15.18074,15.1659,14.8419,14.0879,13.94834,13.09831,12.87503,12.32005,11.96419,11.8644,11.41927,11.19586,11.14746,11.21199,11.34225,11.70976,11.47004,11.81424,12.65108,13.43928,14.21836,15.54272,17.01435,18.08021,19.30709,20.01366,21.03682,22.14268,23.07303,23.26939,23.21318,23.10185,23.00902,22.5393,22.3449,22.51305,22.12718,22.13828,22.64112,22.9049,22.6967,22.48698,22.41266,22.4652,22.32978,22.16828,21.62786,21.53947,21.41625,21.36165,21.26375,21.78988,21.47493,21.28277,21.3934,21.81146,21.54486,21.06027,20.79205,20.87991,20.94714,20.96044,20.96883,20.99372,20.63744,20.7667,20.46221,20.95775,21.52844,21.53542,21.22608,20.86617,20.56851,20.46051,20.30222,19.86774,19.4464,19.28782,19.03699,18.71457,18.63244,18.43678,18.26403,17.83557,17.89308,17.21823,17.48779,18.01855,17.95932,18.53974,17.50842,16.58604,17.54706,16.8531,18.72439208333333
2018,16.21449,15.87095,15.06533,14.98461,14.37231,13.95623,13.4812,12.75511,12.31838,11.9551,11.72617,11.18688,11.12689,11.16448,10.93644,10.80952,10.78796,10.83085,11.02215,11.08762,11.37937,11.60901,12.06159,12.61559,13.32789,13.75164,13.82333,14.02476,14.53578,15.11837,15.71847,16.27301,16.5828,17.42298,17.51519,17.0032,17.01817,17.39651,17.00061,16.9308,17.32228,17.2613,17.52549,17.40317,17.04615,16.83698,16.51286,16.69195,16.36504,16.32755,16.33795,16.27931,16.02415,16.13,15.96029,15.9739,15.81028,16.17729,16.09804,15.96064,16.19029,16.03008,15.91781,16.1107,16.30774,16.32766,16.32766,16.32766,16.32766,16.32766,17.20959,18.20527,18.14871,18.07174,17.99635,17.68519,17.35599,17.1153,16.54834,16.30688,16.28458,16.2258,16.05629,15.72187,15.59057,15.51952,15.51559,15.12889,15.34292,15.78752,16.09904,17.03239,16.22742,15.39183,15.96735,15.67806,15.345982083333334
2018,15.29924,15.0198,14.35686,14.36806,13.95892,13.29985,12.99868,12.50902,12.03587,11.4815,10.96227,10.72978,10.41699,10.41699,10.21395,10.11862,9.85402,9.84598,9.84598,9.9023,10.15338,10.22849,10.6463,10.57274,10.74316,10.99215,11.00606,11.27848,11.40409,11.72412,11.98085,12.0019,12.52157,12.72734,13.30356,13.34282,13.583,13.8815,14.20845,14.38398,14.29686,14.07797,13.97449,13.99053,13.92797,13.8279,13.82939,13.77577,13.61961,13.54698,13.47039,13.51893,13.35264,13.23978,12.93897,13.30009,13.27651,13.21443,13.22714,13.4084,13.56169,13.56082,13.59733,13.62332,13.95578,14.32617,14.86718,15.24354,15.64,16.26494,17.33314,17.85293,17.84419,18.14237,18.07294,17.73875,17.6703,17.68592,17.63943,17.48724,17.25234,17.10588,17.03073,16.77521,16.7511,16.71862,16.67093,16.50145,16.86315,16.98918,16.6581,17.50432,16.70514,15.9028,16.5209,16.07356,13.96109125
2018,15.80661,15.25667,14.49911,14.46425,14.29501,14.68251,13.4347,12.74978,12.61187,11.91625,11.30628,11.02595,10.93405,10.83197,10.80768,10.68678,10.78651,11.11645,11.54077,11.67522,12.78412,13.51852,14.40374,15.53751,17.16939,18.29674,19.53951,20.55197,21.41085,22.75649,23.4752,23.80337,23.78515,23.84232,23.78315,23.12468,23.40308,23.41756,23.47407,22.9702,22.89067,23.2092,23.16052,23.18077,23.5462,23.5095,23.42846,23.09037,22.52102,21.86959,22.09021,22.46841,22.9885,22.80019,23.15382,23.48904,23.27369,23.27013,22.77514,22.95047,22.67143,22.79761,22.7803,22.66546,22.95709,23.03165,22.84121,23.04485,23.13096,23.86657,24.11264,24.37431,24.21371,23.86624,23.64081,23.50503,23.0753,22.65352,21.83486,21.59975,21.31265,21.08871,20.94183,20.38259,19.90105,19.45133,19.48746,19.10013,19.0393,19.46798,19.45591,20.07228,19.19272,18.19088,18.56335,17.92934,19.764403645833337
2018,17.55982,16.76892,15.88863,15.89575,15.63023,14.72178,14.37436,14.60212,13.41299,12.95785,12.53069,12.22774,12.19467,11.69074,11.62491,11.62608,11.66749,11.94895,11.77483,12.44116,13.02794,13.86759,14.75183,15.73199,17.80734,19.1134,19.9291,21.1292,22.49586,23.87451,24.94004,25.41641,25.42144,24.89963,24.79772,24.75708,24.39231,24.14511,23.4269,23.61734,23.56979,23.5579,23.75885,23.51314,23.35663,23.30922,23.11878,22.68733,22.15567,22.40113,22.99298,23.11365,23.1347,23.3655,23.02132,22.80329,22.88511,22.84758,22.83091,22.43677,22.37464,22.37331,22.21582,22.40842,22.784,22.85436,22.97956,23.06523,22.90886,23.60268,24.15509,24.2474,24.0396,23.98222,23.79597,23.38375,22.7363,22.42201,21.82908,21.42918,21.39983,21.15242,20.81237,20.41982,20.01372,19.58843,19.31509,19.04492,19.03979,19.29792,19.17824,19.90424,18.85257,17.87581,18.54001,17.98893,20.124523854166668
2018,17.28744,16.77973,15.89289,15.81335,15.54425,14.80117,14.49817,13.62515,13.01367,12.76368,12.40675,11.82423,11.84267,11.79563,11.84713,11.85857,11.9563,12.01683,12.14584,12.39657,13.66845,14.35705,15.32868,17.29645,18.88822,19.93059,20.81291,21.78568,22.94439,24.12732,24.78584,25.20732,25.04943,24.87301,24.6709,24.57753,24.48445,24.2562,23.4207,23.1784,23.22183,23.61015,23.62822,23.47644,23.154,23.39223,22.78839,22.43329,21.92758,22.04226,22.07718,22.4056,22.65226,22.46849,22.85947,22.97175,23.31327,23.43905,22.91767,22.42426,22.22518,22.12292,22.34407,22.35658,22.39343,22.61882,22.84062,23.09037,22.62155,23.08699,23.51301,23.70958,23.27186,23.49513,23.09236,23.11266,22.74761,22.38096,21.98293,21.85733,21.51213,21.31394,20.66573,20.4516,20.3247,19.91774,19.5892,19.1593,18.93257,19.32531,19.26936,19.80985,18.74757,17.99172,18.45562,17.9312,20.096025312499997
