year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00,averagemwh
2022,18.517855952,17.942145508,17.170059855,17.113361062,16.568983658,15.711131617,15.132536226,14.491706791,14.074981243,13.715914383,13.506136327,13.311476807,13.07522252,12.835138308,12.889391594,12.864047285,13.378445239,13.545940668,13.546596212,13.725182728,14.027008603,13.88027329,13.893302188,13.889872063,14.405301602,14.805390881,15.167284151,15.632481479,15.639930624,15.675433969,15.844703676,16.355460778,16.227839854,16.819014741,17.128268008,16.908108779,16.135437784,16.614886531,16.043434823,15.92562367,15.22127668,15.332249098,15.955683323,15.189624783,17.028728344,15.959272529,17.552145755,17.52503926,17.035406181,18.073728165,15.193176222,14.406665882,14.347068436,15.808523865,17.002822356,18.169096612,17.782475032,17.068269616,16.019193628,16.240769666,16.939825351,16.842127112,17.749362739,18.656156753,18.519536249,19.403562849,19.754824719,20.292365105,20.688993293,20.418281997,20.515550159,20.589632519,20.694244549,20.569393249,20.449882896,20.067302572,19.808726478,19.419716862,19.004660428,18.744331844,18.472826058,18.376548639,18.39711025,18.228427848,18.153412576,17.914781599,18.022744294,17.709482563,17.987601809,18.488300789,18.599623713,19.612723555,19.255711747,18.523272111,18.970629552,18.367908269,16.82558447921875
2022,17.808796588,17.174154804,16.859878984,16.906285621,16.26606845,15.517654528,15.024672101,14.540190047,14.005676933,13.623938019,13.335970977,12.871307641,12.665311092,12.506272131,12.487116341,12.440615586,12.558380028,12.776199666,12.848217452,12.853513673,13.245593864,13.137495661,12.989620961,12.821374404,13.031731509,13.005312534,12.973053715,12.755054506,12.805898114,13.193007496,13.073930188,12.459099871,12.638474068,13.674801944,13.233681506,12.829651497,12.488169299,12.040435235,11.85381761,12.357822799,13.413659186,12.643950657,12.698165706,12.6258044,13.834051694,14.557281965,14.066271084,13.413213968,12.233201115,12.198537102,11.993331374,11.883328566,12.367363956,11.793709164,12.326167016,13.998036168,15.479298894,15.545326975,15.18911763,13.491757358,13.529142243,13.853389692,14.565925254,15.385763371,16.707571901,17.938759536,18.986544048,19.502808452,19.791987251,19.147809825,19.250812004,19.609951871,19.824003797,19.96427919,19.908797607,19.449428692,19.312984807,19.255312095,19.018398743,18.572351031,18.340019833,18.395114791,18.502881827,18.495496114,18.219578682,17.987158366,17.969739628,17.601855919,17.683606652,18.044276131,18.288524146,18.855763685,18.15136269,17.621014583,17.968809336,17.473359535,15.214629216135423
2022,17.06107867,16.544454759,15.850672805,15.93745955,15.372413922,14.790505529,14.426465226,13.818969053,13.485852642,13.096561796,12.961857945,12.631873122,12.493271308,12.42460027,12.386847812,12.460859076,13.135611585,13.370935734,13.750392694,13.969282798,14.697915519,15.045096197,15.321250716,16.035661323,17.416888059,18.387769924,19.261219324,20.021968656,20.800279339,22.030820063,22.950789512,23.765281975,23.834714344,23.861335549,23.630887448,22.67819428,21.898442476,21.260829782,20.875702295,20.450183617,20.082953914,19.873752675,19.922783883,20.01480829,19.763631967,19.871220666,20.016145531,19.673189101,19.410241587,19.255197975,19.395120387,19.584309077,19.604507997,19.750600307,20.163860999,20.485154169,20.525295398,21.305528647,21.543841594,21.675234923,21.840125792,22.218334553,22.737872185,23.412476611,23.748100692,24.321248123,24.540887113,25.260724278,25.268326126,24.432827805,24.141950359,24.227074473,24.061968988,23.604122633,23.308724627,23.02672917,22.563934945,22.048712307,21.562785278,21.227080063,20.95815117,20.64668352,20.384146624,20.034908168,19.735051892,19.407037468,19.37302186,19.055166804,19.013433155,19.160271058,19.239147119,19.789031376,19.110655425,18.449909413,18.619746979,18.056359662,19.423951079114584
2022,35.244413386,34.158978899,32.946654219,32.529697416,31.53114248,30.278451644,29.246294371,28.122382622,27.063278622,26.266412295,25.816656456,25.611013209,25.265697703,24.7989405,24.7331584,25.00493913,26.892746693,27.112143763,27.867253971,28.435975883,29.860784905,30.664304921,31.297526823,32.32887217,35.257759576,37.790442905,39.406803281,39.982900904,42.3019744,44.272103702,45.784098451,47.539956896,48.334142416,48.607072297,48.922615999,48.488045999,49.29971339,49.841903712,50.188451894,50.7463414,51.465107618,52.083491464,52.749129871,52.907808228,51.780303148,53.112987756,52.198331096,52.059558565,51.82883147,51.402613201,52.375474884,52.380467499,51.25950855,51.191763321,52.881621734,52.652259261,52.418871932,52.147308419,52.622551479,51.795026874,50.66717538,51.403381148,51.332621718,52.427556844,52.995520059,53.783099866,54.444413446,54.718077063,53.999558118,52.817459809,52.067073244,52.464489242,52.4618326,51.837445527,50.728512327,50.510711842,49.801633671,48.894978614,47.189255566,46.909370748,46.123805858,45.499901148,44.986123494,44.228824392,43.598958462,42.277641752,41.730793539,40.814816814,41.315977429,41.731762112,41.507637631,42.102166536,40.26530787,38.879738632,39.773679825,38.439360544,43.415476322322924
2022,18.737827033,18.000291178,17.198090524,17.139055033,16.66149559,16.032208091,15.343571045,14.769710761,14.237150966,13.847959103,13.461631035,13.224841666,13.01716033,13.066665371,12.888186639,12.987633431,13.82556447,13.996348252,14.298485649,14.464419668,15.486911633,15.984311904,16.03732548,17.121623487,18.218551175,19.162011099,20.200844319,21.096008747,22.358615073,23.616101388,24.764824344,24.966134997,24.880907801,25.547790052,25.618162808,25.736949398,25.73100258,25.4345074,25.592128729,26.252101402,26.133182593,25.555702675,24.668506846,24.890938058,24.730054015,24.559486246,25.54957276,25.372366322,24.616910815,23.952749337,23.476305696,23.511039952,24.247780705,24.513983325,23.89157167,22.450392279,22.978065371,21.103897976,22.58569044,23.320659786,23.721930785,23.892546973,23.230767127,24.641776568,25.102069536,25.468928206,25.582246928,26.421989409,26.752071491,25.976452821,25.521958265,25.566602199,25.234921544,25.115614795,24.637842868,24.265786683,24.231381187,23.808220292,23.462559388,23.139667415,22.70620983,22.605512946,22.504714739,22.109230743,21.733525038,21.314201612,21.016849271,20.577225366,20.437177005,20.377648911,20.425838497,20.835561704,20.071100108,19.311669693,19.839923363,19.109016486,21.394424024062502
2022,18.54463276,17.706537412,16.987501957,17.01107284,16.5170876,15.804569095,15.245441371,14.64708587,14.063674785,13.671932508,13.370912999,13.183693748,12.905630569,12.91535327,12.836796464,12.951206574,13.925540453,14.044018401,14.152232035,14.28728476,15.041177674,15.50244549,15.783296194,16.528862418,18.190655498,19.634347453,20.381483697,20.712975255,21.695970557,23.457969163,24.466231934,24.955566647,25.449363266,25.549471553,25.608998613,24.547741757,24.483372107,24.969727503,24.152785162,22.112988377,23.871852215,23.179591673,22.852446674,23.765410558,23.919979942,24.686729566,23.971237899,23.304811004,23.861781342,23.081925028,22.410651444,22.221497253,23.576449324,23.832460039,24.667696911,24.592054795,23.59528293,22.070160685,21.045042706,21.573151866,23.475039344,22.88625683,22.83592569,23.591822458,23.839849889,23.858838883,24.31905197,25.367002504,25.068930242,24.39531089,24.221978338,24.374738142,24.012241608,23.825117357,23.513830386,23.182262784,22.895600042,22.681552366,22.326239606,22.067911194,21.729253548,21.275631787,21.329865655,21.19084473,20.84805054,20.68422028,20.54756719,19.994609537,19.934429341,20.097204251,20.09347255,20.780646491,20.022666188,19.230490507,19.631573743,18.81639816,20.760669527750014
2022,18.316563777,17.573212342,16.76144491,16.851115906,16.498233945,15.893609487,15.197984522,14.521361965,14.038247394,13.616477335,13.208170269,12.99669591,12.877499646,12.790397877,12.69240147,12.996692786,13.565057456,13.358307819,13.671047152,13.969150465,14.7085983,15.039919897,15.571106579,15.876370122,17.158680434,18.195622748,18.811379807,19.185016184,19.858864921,20.389133011,20.653818624,20.669773674,21.302527713,21.60133142,22.235609402,21.913499564,21.676208062,22.785077657,20.393810059,22.205485221,22.107803761,22.218177578,21.174005666,21.900810862,23.61075013,23.330428725,23.56471395,20.975386914,20.523482178,22.537067677,21.167884912,21.651772771,22.725642203,23.799039746,20.840804703,20.848825191,20.716302535,20.605061105,20.269994601,20.7192818,20.860989044,21.209487478,21.212688456,22.126475397,22.897950652,23.554423206,23.671078771,24.14502209,23.678502385,23.265332933,23.259126367,23.498603739,23.098473569,22.603874531,22.339398938,21.971026218,21.797958892,21.47966095,21.102865184,20.958726765,20.717804414,20.450801731,20.038031696,19.924266328,19.566352447,19.381817312,19.425518679,19.11908667,19.364686894,19.722988182,19.740489855,20.23967497,19.39332404,18.845281842,19.311632183,18.695563367,19.578976343906245
2022,18.220666562,17.525371776,16.814782251,16.81709635,16.298628772,15.683856712,15.19691781,14.62492648,14.109953304,13.722699425,13.398523748,13.027521796,12.655729828,12.625309771,12.634156786,12.723310824,12.847599481,13.06237385,13.395128607,13.455217951,13.756960027,13.786644867,13.650042694,13.656231333,14.013891831,14.431591979,14.47586708,14.614533901,14.569009401,14.966328086,15.385007408,15.491091849,15.865147429,15.714359988,16.382220677,15.470804406,15.331529257,15.340702956,14.759743851,14.465658335,14.664887625,14.110864437,14.325428545,15.772767406,13.225402874,16.284397469,16.686009384,13.932499447,12.705483553,13.70733252,16.101677548,13.511831528,15.998810003,13.726052119,13.681360363,14.565080879,13.647297832,16.631331219,15.523999175,16.006493538,16.980288098,15.848807714,15.927607486,16.937138937,18.46891228,19.288713562,19.812201569,20.449863917,20.234356254,20.007409698,20.313415778,20.352998773,20.068586672,19.915840856,19.878310322,19.674498939,19.361384091,19.073807285,18.722193198,18.490065172,18.228654436,18.201061711,18.013685777,17.764894183,17.58525954,17.580009049,17.784885332,17.504877118,17.74608483,18.163146023,18.513689069,19.299118392,18.640386489,18.122800026,18.519934571,18.088711516,16.13895568297917
2022,17.582251866,17.007110229,16.489084558,16.607877672,16.147860613,15.289889575,14.673063984,14.096205546,13.706089664,13.376787903,13.010682883,12.633007976,12.466022766,12.125748895,12.050803909,11.966341432,12.123081787,12.488948601,12.624940368,12.427074325,12.560711781,12.493969524,12.412479643,12.376028294,12.438558442,12.471414087,12.631978873,12.91342776,12.657816671,12.718472578,13.018654975,13.031427833,13.585968908,13.838253395,14.328328555,15.111303685,15.726447286,15.594703713,15.597929134,15.844344255,15.75508928,15.487803097,15.438981721,15.056079702,15.197046211,15.371956854,15.506786672,15.751534601,15.573022337,15.358084544,13.946711307,15.058555977,15.101686323,14.283532045,14.170658199,14.651869962,14.418301156,14.827946147,14.508699869,15.063158654,15.998001691,16.358471575,17.068765262,17.482325296,17.910912047,18.496284306,18.768249246,19.559900014,19.272577111,19.16251219,19.445483744,19.69672917,19.637227143,19.591844993,19.649503767,19.527167234,19.204985431,19.119339703,18.769306915,18.780791472,18.568857651,18.635328759,18.647492261,18.364888323,18.285851239,17.995344329,17.994856265,17.871070914,18.09463779,18.268036512,18.463025758,19.098789932,18.5284227,17.695129369,18.261180529,17.708540017,15.79952530479166
2022,17.250861529,16.75525259,16.410189968,16.292378694,15.791455217,14.80053875,14.390619745,13.940424099,13.510895506,13.021897143,12.744807744,12.492590019,12.511899291,12.296488372,12.349942593,12.309020124,12.97572028,12.886192615,13.387399655,13.709363363,14.530748218,15.078895626,15.438182235,16.125081416,17.687601518,18.674639179,19.332653885,20.204901284,20.78441028,21.947276917,22.384464779,22.634598374,22.285930705,22.424237443,21.836273111,21.209112664,21.173420571,20.543084399,20.230119619,20.049587851,19.683418116,19.554657048,19.538084984,19.106700316,18.90883081,18.857575323,19.074363502,19.228512414,18.851568971,18.892461839,18.978582866,19.67333966,21.213546666,21.752063999,21.068625234,21.7488019,20.92679603,20.136316582,20.559755887,20.913931565,20.915143312,21.367499288,21.831465465,22.475984271,23.050732186,23.627018712,24.824875837,25.258444671,24.565709781,23.94671867,24.139880753,23.978218729,23.846039268,23.716352975,23.294409108,23.153130637,22.728723476,22.240688026,21.761941229,21.432304931,21.220294654,20.943999275,20.823050631,20.559892323,20.513670467,20.280901564,20.012460559,19.719336022,19.724828307,19.992028347,19.987147397,20.501275761,19.618231266,18.941997213,19.530294509,18.753352983,19.336970142562507
