year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01DEC2011,Date_01FEB2012,Date_01JAN2012,Date_01NOV2011,Date_01OCT2011,Date_02APR2012,Date_02DEC2011,Date_02FEB2012,Date_02JAN2012,Date_02MAR2012,Date_02NOV2011,Date_03APR2012,Date_03DEC2011,Date_03FEB2012,Date_03JAN2012,Date_03MAR2012,Date_03NOV2011,Date_03OCT2011,Date_04APR2012,Date_04DEC2011,Date_04FEB2012,Date_04JAN2012,Date_04MAR2012,Date_04NOV2011,Date_04OCT2011,Date_05APR2012,Date_05DEC2011,Date_05FEB2012,Date_05JAN2012,Date_05MAR2012,Date_05NOV2011,Date_05OCT2011,Date_06APR2012,Date_06DEC2011,Date_06FEB2012,Date_06JAN2012,Date_06MAR2012,Date_06NOV2011,Date_06OCT2011,Date_07APR2012,Date_07DEC2011,Date_07FEB2012,Date_07JAN2012,Date_07NOV2011,Date_07OCT2011,Date_08APR2012,Date_08DEC2011,Date_08FEB2012,Date_08JAN2012,Date_08MAR2012,Date_08NOV2011,Date_08OCT2011,Date_09APR2012,Date_09DEC2011,Date_09FEB2012,Date_09JAN2012,Date_09MAR2012,Date_09NOV2011,Date_09OCT2011,Date_10APR2012,Date_10DEC2011,Date_10FEB2012,Date_10JAN2012,Date_10MAR2012,Date_10NOV2011,Date_10OCT2011,Date_11APR2012,Date_11DEC2011,Date_11FEB2012,Date_11JAN2012,Date_11MAR2012,Date_11NOV2011,Date_11OCT2011,Date_12APR2012,Date_12DEC2011,Date_12FEB2012,Date_12JAN2012,Date_12MAR2012,Date_12NOV2011,Date_12OCT2011,Date_13APR2012,Date_13DEC2011,Date_13FEB2012,Date_13JAN2012,Date_13MAR2012,Date_13NOV2011,Date_13OCT2011,Date_14APR2012,Date_14DEC2011,Date_14FEB2012,Date_14JAN2012,Date_14MAR2012,Date_14NOV2011,Date_14OCT2011,Date_15APR2012,Date_15DEC2011,Date_15FEB2012,Date_15JAN2012,Date_15MAR2012,Date_15NOV2011,Date_15OCT2011,Date_16APR2012,Date_16DEC2011,Date_16FEB2012,Date_16JAN2012,Date_16MAR2012,Date_16NOV2011,Date_16OCT2011,Date_17APR2012,Date_17FEB2012,Date_17JAN2012,Date_17MAR2012,Date_17NOV2011,Date_17OCT2011,Date_18APR2012,Date_18FEB2012,Date_18JAN2012,Date_18MAR2012,Date_18NOV2011,Date_18OCT2011,Date_19DEC2011,Date_19FEB2012,Date_19JAN2012,Date_19MAR2012,Date_19NOV2011,Date_19OCT2011,Date_20APR2012,Date_20DEC2011,Date_20FEB2012,Date_20JAN2012,Date_20MAR2012,Date_20NOV2011,Date_20OCT2011,Date_21APR2012,Date_21DEC2011,Date_21FEB2012,Date_21JAN2012,Date_21MAR2012,Date_21NOV2011,Date_21OCT2011,Date_22APR2012,Date_22DEC2011,Date_22FEB2012,Date_22JAN2012,Date_22MAR2012,Date_22NOV2011,Date_22OCT2011,Date_23APR2012,Date_23DEC2011,Date_23FEB2012,Date_23JAN2012,Date_23MAR2012,Date_23NOV2011,Date_23OCT2011,Date_24APR2012,Date_24DEC2011,Date_24FEB2012,Date_24JAN2012,Date_24MAR2012,Date_24NOV2011,Date_24OCT2011,Date_24SEP2011,Date_25APR2012,Date_25DEC2011,Date_25FEB2012,Date_25JAN2012,Date_25MAR2012,Date_25NOV2011,Date_25OCT2011,Date_25SEP2011,Date_26APR2012,Date_26DEC2011,Date_26FEB2012,Date_26JAN2012,Date_26MAR2012,Date_26NOV2011,Date_26OCT2011,Date_26SEP2011,Date_27APR2012,Date_27DEC2011,Date_27FEB2012,Date_27JAN2012,Date_27MAR2012,Date_27NOV2011,Date_27OCT2011,Date_27SEP2011,Date_28APR2012,Date_28DEC2011,Date_28FEB2012,Date_28JAN2012,Date_28MAR2012,Date_28OCT2011,Date_28SEP2011,Date_29APR2012,Date_29DEC2011,Date_29FEB2012,Date_29JAN2012,Date_29NOV2011,Date_29OCT2011,Date_29SEP2011,Date_30APR2012,Date_30DEC2011,Date_30JAN2012,Date_30MAR2012,Date_30NOV2011,Date_30OCT2011,Date_30SEP2011,Date_31DEC2011,Date_31JAN2012,Date_31MAR2012,Date_31OCT2011
2012,11.35151,11.30007,10.78565,11.16289,11.38581,10.93998,10.59703,10.03117,9.68823,9.22525,8.69368,8.71083,8.64224,8.60795,8.36788,8.36788,8.33359,8.36788,8.41933,8.45362,8.72798,8.8823,9.10522,9.41387,10.08261,10.66562,11.33437,11.67731,12.55183,13.32345,13.76928,14.07794,14.54091,15.5869,15.70693,16.10132,16.71862,17.19874,17.52454,17.78175,18.0904,18.33047,18.19329,18.67341,18.99921,19.01636,19.05065,19.63366,19.80513,20.06234,20.07949,19.56507,20.11379,20.81683,20.93686,21.19407,21.29695,21.67419,21.29695,21.3141,21.94855,22.01714,22.13717,22.63444,22.63444,22.72018,22.73732,22.8745,22.70303,22.01714,21.12548,20.54247,17.98752,17.57599,17.09586,16.90724,16.63288,16.32423,16.11846,16.03273,15.89555,15.67263,15.20966,15.05533,14.76383,14.40373,14.07794,13.59781,13.47778,13.73499,13.51207,12.79189,12.48324,12.689,12.3975,11.57443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,11.7459,11.66017,11.21434,11.52299,11.7459,11.16289,10.8028,10.30553,9.97973,9.68823,9.2424,8.93374,8.71083,8.65939,8.48791,8.52221,8.48791,8.64224,8.64224,8.65939,8.79657,9.25954,9.48246,9.70537,10.35697,11.06001,11.83164,12.08885,13.0491,13.87217,14.30085,14.76383,15.82696,16.61574,16.95868,17.55884,17.74746,18.1247,18.15899,18.46765,18.65627,18.93062,18.63912,18.86203,19.08495,19.30786,19.23927,19.34216,19.82228,19.90802,19.90802,19.90802,20.19952,20.45673,20.61106,20.76538,21.02259,21.19407,21.09118,20.50817,21.07404,21.75993,22.2229,22.66873,23.08027,23.25174,23.49181,23.68043,23.50895,23.59469,23.44036,23.50895,20.88542,20.42244,20.09664,19.78799,19.01636,18.58768,18.4162,18.38191,17.85034,17.90178,17.54169,17.28448,16.92439,16.39282,15.8784,15.5869,15.2611,15.70693,15.24395,14.45518,14.09508,15.99843,16.77006,15.72408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,15.92984,15.70693,15.00389,15.46687,15.82696,15.12392,13.9579,13.64925,13.32345,12.84333,12.36321,11.96882,11.7802,11.48869,11.36866,11.38581,11.33437,11.30007,11.26578,11.24863,11.90023,12.08885,12.24317,12.689,13.58066,14.54091,15.60405,16.03273,17.11301,18.4505,19.29072,19.41075,20.371,20.78253,21.21121,21.74278,21.9314,21.84566,21.62275,21.53701,21.82852,21.84566,21.45128,21.2798,21.38269,21.45128,21.45128,21.39983,21.58845,21.86281,21.77707,21.81137,22.15432,22.13717,22.15432,22.17146,22.10287,22.32579,22.34294,22.49726,22.41153,22.37723,22.49726,22.60015,22.65159,22.66873,22.72018,22.92594,22.65159,22.72018,22.73732,22.48011,21.02259,20.85112,20.19952,19.75369,19.27357,19.1021,17.55884,17.49025,17.43881,17.21589,16.87295,16.59859,15.08963,14.76383,14.02649,13.56352,13.3749,13.75214,13.51207,12.99766,12.44894,12.65471,12.55183,11.84879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,12.02026,11.93452,11.24863,11.83164,12.02026,11.21434,10.95713,10.42556,10.06547,9.72252,9.51675,9.34528,9.05378,8.95089,8.96804,8.89945,9.01948,9.10522,9.10522,9.25954,9.49961,9.63678,9.72252,10.11691,11.00857,11.55728,12.26032,12.62042,14.09508,15.31254,15.68978,16.28994,17.19874,18.02182,18.10755,18.05611,18.34761,18.50194,18.34761,18.38191,18.57053,18.91348,18.67341,18.48479,18.57053,18.31332,18.51909,18.79344,18.86203,18.65627,18.69056,18.70771,18.82774,18.79344,18.63912,18.57053,18.69056,18.87918,18.67341,18.36476,18.31332,18.48479,18.4505,18.62197,18.58768,18.63912,18.55338,18.48479,18.24473,18.27902,17.90178,17.67887,15.60405,14.90101,14.38659,15.53546,15.38113,15.12392,15.03818,15.74122,15.65549,15.56975,15.36398,15.15822,14.9353,14.69524,14.38659,13.94076,14.26656,14.72953,14.9696,14.36944,13.85502,14.36944,14.36944,13.59781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,13.58066,13.54637,12.99766,13.49493,13.92361,13.16913,12.44894,11.79734,11.28293,10.68277,10.44271,10.1855,9.92829,9.72252,9.58534,9.49961,9.39672,9.29384,9.41387,9.27669,9.51675,9.72252,9.91114,9.70537,9.92829,10.23694,10.85424,10.93998,11.4544,11.95167,12.58612,13.25487,14.16367,14.45518,14.90101,15.14107,15.60405,15.5869,15.51831,15.56975,15.53546,15.77552,15.75837,15.68978,15.8784,15.86126,15.74122,15.82696,16.04988,15.98129,15.89555,15.94699,15.9127,16.10132,16.10132,16.18705,16.47856,16.63288,16.56429,16.65003,16.80436,16.83865,16.83865,16.8558,17.25019,17.40451,17.11301,17.23304,17.26733,17.33592,17.23304,17.26733,16.65003,16.11846,15.79267,15.5526,15.36398,15.17536,14.66094,15.08963,15.27825,15.36398,15.14107,15.00389,14.78098,14.38659,14.11223,13.9922,14.57521,15.32969,15.31254,14.72953,14.18082,14.6438,14.54091,13.88932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,14.16367,14.19797,13.35775,14.11223,14.24941,13.47778,12.689,12.03741,11.66017,11.00857,10.68277,10.20265,10.11691,10.04832,9.84255,9.8597,9.73967,9.5339,9.58534,9.63678,9.80826,9.58534,9.65393,9.65393,9.89399,10.11691,10.16835,10.28838,10.69992,11.16289,11.66017,11.7802,12.24317,13.23772,14.04364,14.35229,14.42088,14.43803,14.78098,15.14107,15.74122,15.72408,16.08417,16.15276,16.16991,15.86126,15.5869,15.9127,16.25564,16.16991,16.11846,16.30709,16.66718,16.65003,16.34138,16.35853,16.37567,16.22135,16.06702,16.22135,16.27279,16.44426,16.37567,16.27279,16.16991,16.34138,16.46141,16.44426,15.96414,15.60405,15.14107,15.20966,15.17536,14.79812,14.9353,14.84956,14.9696,14.66094,14.84956,15.20966,15.5526,15.44972,15.24395,15.02104,14.90101,14.55806,14.19797,13.71784,14.09508,14.76383,14.9696,14.48947,13.64925,14.06079,14.18082,13.51207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,13.97505,13.83787,13.27201,13.83787,14.30085,13.58066,12.99766,12.29462,11.91738,11.33437,10.66562,10.477,10.20265,10.03117,9.94544,9.84255,10.03117,10.20265,10.04832,10.16835,10.66562,10.8371,10.97427,11.14575,12.15744,12.56897,14.09508,14.43803,15.39828,16.68433,17.38737,18.00467,18.99921,19.56507,19.87372,20.57676,21.02259,21.51987,21.69134,21.75993,22.12002,22.2229,22.39438,22.49726,23.01168,23.16601,23.45751,23.92049,24.21199,24.70926,24.86359,25.39516,25.89243,26.13249,26.30396,26.25252,26.40685,26.64691,27.09274,26.80123,26.85268,26.73265,27.50427,27.91581,28.29305,28.70459,28.91035,29.35618,29.44192,29.59624,29.64769,29.73342,27.89866,27.26421,26.32111,26.02961,25.7381,25.84099,25.65237,25.65237,25.46374,25.20654,24.74356,24.40061,23.74901,22.89165,21.05689,19.51363,19.03351,19.11924,18.48479,17.25019,15.92984,15.80981,15.80981,14.91815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,14.88386,14.55806,14.00935,14.59235,14.76383,13.80358,13.16913,12.51753,12.08885,11.57443,11.09431,10.88854,10.64848,10.44271,10.477,10.30553,10.11691,10.42556,10.49415,10.49415,10.90568,11.11145,11.04286,11.47155,12.51753,13.27201,14.40373,14.59235,15.82696,16.97583,17.33592,17.76461,18.48479,19.05065,19.47934,20.07949,20.38814,20.45673,20.16523,20.88542,21.05689,21.05689,21.03974,21.15977,21.24551,21.17692,21.09118,21.19407,21.38269,21.3141,21.07404,21.12548,21.21121,21.09118,20.954,21.17692,21.12548,21.39983,21.34839,21.38269,21.43413,21.38269,21.48557,21.50272,21.72563,21.87996,21.9314,21.9657,21.84566,21.81137,21.67419,21.29695,19.41075,18.79344,17.86749,17.43881,17.07871,16.73577,16.73577,16.89009,17.21589,16.75292,16.04988,16.08417,15.98129,15.72408,15.22681,14.95245,15.15822,15.72408,15.00389,14.67809,14.06079,14.43803,14.42088,13.71784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,13.85502,13.75214,13.15198,13.71784,13.85502,13.0148,12.41465,11.79734,11.38581,10.95713,10.54559,10.20265,9.91114,9.87685,9.70537,9.68823,9.75682,9.70537,9.84255,9.84255,10.44271,10.5113,10.63133,10.93998,12.00311,12.98051,14.00935,14.57521,15.98129,16.94154,17.4731,17.97037,18.43335,18.94777,19.08495,19.35931,19.73655,19.83943,20.55962,20.25096,19.97661,19.90802,19.85658,19.7194,19.73655,19.78799,19.6851,19.77084,19.95946,19.99376,19.87372,19.63366,19.61651,19.78799,19.59937,19.47934,19.3936,19.41075,19.42789,19.32501,19.23927,19.05065,19.25642,19.47934,19.41075,19.59937,19.58222,19.82228,19.70225,19.83943,19.97661,19.77084,18.4505,17.81605,16.87295,16.87295,16.68433,16.70147,16.65003,16.49571,16.30709,16.10132,15.82696,15.44972,15.00389,14.88386,14.54091,14.00935,14.21511,15.07248,14.9696,14.40373,13.7007,14.00935,13.97505,13.23772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,13.6664,13.61496,13.11769,13.54637,14.00935,13.18628,12.75759,11.95167,11.54013,10.87139,10.477,10.03117,9.87685,9.63678,9.5682,9.34528,9.55105,9.68823,9.65393,9.65393,9.8254,10.03117,10.49415,10.81995,11.7459,12.62042,13.7007,14.35229,15.29539,16.39282,16.89009,17.1816,17.21589,17.86749,18.07326,18.43335,18.89633,18.89633,18.87918,18.82774,18.99921,19.13639,19.1021,19.1021,19.03351,18.93062,18.81059,19.15354,19.18783,18.84489,19.35931,19.22213,19.23927,19.20498,19.17068,18.98206,19.0678,19.13639,19.01636,18.7763,18.96492,19.17068,19.0678,19.17068,19.27357,19.13639,19.23927,19.35931,19.41075,19.56507,19.61651,19.54793,19.22213,19.13639,18.79344,18.51909,18.21044,18.22758,18.29617,18.29617,18.15899,17.90178,17.64457,17.23304,16.35853,15.75837,14.83242,14.04364,14.45518,15.17536,15.15822,14.57521,13.83787,14.12938,14.26656,13.49493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,13.94076,13.75214,13.15198,13.6664,14.02649,13.28916,12.63756,12.14029,11.69446,11.26578,10.69992,10.30553,9.99688,9.97973,9.72252,9.65393,9.61964,9.72252,9.72252,9.75682,10.09976,10.21979,10.42556,10.85424,12.17459,12.94621,13.71784,14.09508,15.08963,16.15276,16.8215,16.94154,17.62743,18.86203,19.29072,18.84489,18.99921,19.22213,19.22213,19.30786,19.18783,19.22213,19.49648,19.37645,18.50194,18.84489,19.51363,20.02805,20.06234,19.99376,19.85658,19.82228,19.90802,19.99376,20.02805,20.07949,19.97661,20.11379,19.99376,20.0452,20.21667,20.19952,20.13093,20.45673,20.6625,20.69679,20.86827,20.91971,20.40529,20.40529,20.42244,20.02805,18.0904,17.30163,16.54715,16.18705,15.9127,15.77552,15.84411,16.15276,16.2385,16.01558,15.46687,15.41543,15.20966,14.90101,14.67809,14.19797,14.52377,15.20966,15.2611,14.74668,14.2837,14.54091,15.41543,14.55806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,14.76383,14.83242,14.21511,14.57521,14.98674,14.21511,13.64925,12.86048,12.29462,11.91738,11.43725,11.06001,10.68277,10.57989,10.42556,10.37412,10.25409,10.1855,10.27123,10.27123,10.27123,10.32268,10.1855,10.30553,10.88854,11.18004,11.62587,12.03741,12.48324,12.84333,13.7007,14.07794,14.57521,15.39828,16.18705,16.58144,17.11301,17.23304,17.35307,17.55884,17.78175,18.1247,18.17614,18.33047,18.50194,18.79344,19.20498,19.44504,19.75369,20.13093,20.45673,20.83397,20.93686,20.954,20.97115,21.22836,21.79422,22.41153,22.42867,22.84021,23.28604,23.5261,23.8176,24.05767,23.95478,24.5035,24.55494,24.52064,24.09196,23.86905,23.45751,23.14886,21.86281,21.02259,20.50817,20.02805,19.49648,19.25642,18.93062,18.91348,19.20498,19.30786,19.08495,18.84489,18.60482,18.31332,17.69602,17.42166,18.00467,18.62197,18.36476,17.71316,17.07871,17.26733,16.95868,16.30709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
