averagemwh,year,index
44.384958762886605,2015,0
47.93073350515462,2015,1
46.42516649484537,2015,2
43.59727268041237,2015,3
43.008568041237126,2015,4
43.66974237113403,2015,5
43.02066659793816,2015,6
43.0017886597938,2015,7
43.29723030927835,2015,8
42.036458247422686,2015,9
41.24872278350516,2015,10
41.99032731958764,2015,11
41.68264268041238,2015,12
42.68967247422679,2015,13
43.49982721649484,2015,14
43.51697731958763,2015,15
43.92820639175258,2015,16
43.997547938144336,2015,17
45.86283649484535,2015,18
33.04024886597938,2015,19
33.81632350515465,2015,20
32.46168329896907,2015,21
33.66210886597937,2015,22
35.09759340206186,2015,23
35.56246360824743,2015,24
35.01407144329897,2015,25
36.5899674226804,2015,26
37.148900309278346,2015,27
35.78627567010311,2015,28
35.637307628865976,2015,29
32.48165701030928,2015,30
47.9752818556701,2015,31
40.18358072164948,2015,32
40.95205958762888,2015,33
43.371595567010296,2015,34
39.6250855670103,2015,35
39.51039237113402,2015,36
42.34317845360824,2015,37
41.968304742268046,2015,38
44.37596113402061,2015,39
46.40950989690722,2015,40
46.965327010309295,2015,41
44.6611180412371,2015,42
45.72074268041237,2015,43
43.79783402061856,2015,44
46.25261855670104,2015,45
46.35642989690721,2015,46
41.13046041237113,2015,47
36.31250463917526,2015,48
36.98790278350516,2015,49
34.23013814432989,2015,50
35.17195350515465,2015,51
36.350884020618544,2015,52
38.68782659793815,2015,53
40.249997628866,2015,54
43.6157888659794,2015,55
42.85480628865981,2015,56
44.35259061855671,2015,57
44.99405979381443,2015,58
40.672103711340206,2015,59
37.42160154639175,2015,60
38.861218350515465,2015,61
44.302821030927845,2015,62
42.95051783505154,2015,63
32.290147731958754,2015,64
31.334267938144336,2015,65
31.935254329896907,2015,66
32.74983711340207,2015,67
33.55825061855669,2015,68
32.826185463917525,2015,69
33.55189742268041,2015,70
34.213608865979374,2015,71
34.608516494845354,2015,72
35.257696391752575,2015,73
35.35418515463916,2015,74
34.876006701030924,2015,75
33.8621018556701,2015,76
34.244092886597954,2015,77
34.21739742268041,2015,78
33.74230381443297,2015,79
34.040970103092775,2015,80
37.58777948453607,2015,81
32.904366597938136,2015,82
32.83333278350516,2015,83
31.360426185567004,2015,84
31.55581010309277,2015,85
31.19522474226805,2015,86
31.05016432989692,2015,87
32.157767731958764,2015,88
32.803092989690725,2015,89
30.839568350515474,2015,90
30.901458247422696,2015,91
31.52924103092785,2015,92
31.48750865979381,2015,93
31.44847577319587,2015,94
32.756566597938146,2015,95
37.50278845360827,2015,96
34.13141494845361,2015,97
33.4618087628866,2015,98
32.68405556701031,2015,99
32.90931907216495,2015,100
34.45221237113403,2015,101
32.99742670103091,2015,102
33.17006268041237,2015,103
33.285443917525775,2015,104
33.10992484536084,2015,105
32.89180175257732,2015,106
33.811061958762885,2015,107
34.03998958762886,2015,108
31.37764948453608,2015,109
32.62501587628865,2015,110
33.71430608247423,2015,111
32.68541979381443,2015,112
32.07191113402061,2015,113
32.438866701030925,2015,114
37.13443247422681,2015,115
32.869345670103094,2015,116
32.189522474226806,2015,117
32.5765268041237,2015,118
32.959674845360816,2015,119
31.395006494845365,2015,120
31.60234144329897,2015,121
32.09652855670103,2015,122
32.1903193814433,2015,123
33.298694020618555,2015,124
31.942417319587623,2015,125
32.04661762886598,2015,126
30.66624309278352,2015,127
38.80158216494844,2015,128
36.83825041237113,2015,129
35.44765927835053,2015,130
33.39005927835053,2015,131
32.69712783505156,2015,132
32.419051443298976,2015,133
33.20760917525774,2015,134
33.29079701030928,2015,135
34.78433917525774,2015,136
37.53170226804124,2015,137
36.97390731958764,2015,138
