Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
61386,2015,1,1,30.7,0
61386,2015,1,2,19.7,1
61386,2015,1,3,31.4,2
61386,2015,1,4,26.8,3
61386,2015,1,5,13.1,4
61386,2015,1,6,29.6,5
61386,2015,1,7,31.3,6
61386,2015,1,8,31.8,7
61386,2015,1,9,25.0,8
61386,2015,1,10,12.9,9
61386,2015,1,11,3.2,10
61386,2015,1,12,13.2,11
61386,2015,1,13,23.5,12
61386,2015,1,14,30.1,13
61386,2015,1,15,26.4,14
61386,2015,1,16,27.0,15
61386,2015,1,17,32.1,16
61386,2015,1,18,27.6,17
61386,2015,1,19,3.2,18
61386,2015,1,20,20.7,19
61386,2015,1,21,27.8,20
61386,2015,1,22,24.5,21
61386,2015,1,23,27.5,22
61386,2015,1,24,29.0,23
61386,2015,1,25,25.7,24
61386,2015,1,26,3.5,25
61386,2015,1,27,3.0,26
61386,2015,1,28,7.2,27
61386,2015,1,29,28.2,28
61386,2015,1,30,29.9,29
61386,2015,1,31,26.5,30
61386,2015,2,1,19.1,31
61386,2015,2,2,23.9,32
61386,2015,2,3,18.7,33
61386,2015,2,4,9.6,34
61386,2015,2,5,14.5,35
61386,2015,2,6,21.6,36
61386,2015,2,7,19.4,37
61386,2015,2,8,28.3,38
61386,2015,2,9,4.9,39
61386,2015,2,10,19.7,40
61386,2015,2,11,23.9,41
61386,2015,2,12,24.4,42
61386,2015,2,13,22.3,43
61386,2015,2,14,20.1,44
61386,2015,2,15,23.0,45
61386,2015,2,16,24.8,46
61386,2015,2,17,25.8,47
61386,2015,2,18,24.1,48
61386,2015,2,19,13.2,49
61386,2015,2,20,8.5,50
61386,2015,2,21,13.2,51
61386,2015,2,22,12.8,52
61386,2015,2,23,21.8,53
61386,2015,2,24,11.4,54
61386,2015,2,25,8.2,55
61386,2015,2,26,11.2,56
61386,2015,2,27,18.7,57
61386,2015,2,28,17.8,58
61386,2015,3,1,20.9,59
61386,2015,3,2,11.8,60
61386,2015,3,3,23.7,61
61386,2015,3,4,15.5,62
61386,2015,3,5,22.5,63
61386,2015,3,6,24.7,64
61386,2015,3,7,20.0,65
61386,2015,3,8,15.4,66
61386,2015,3,9,23.8,67
61386,2015,3,10,12.6,68
61386,2015,3,11,19.1,69
61386,2015,3,12,19.4,70
61386,2015,3,13,3.3,71
61386,2015,3,14,19.6,72
61386,2015,3,15,13.1,73
61386,2015,3,16,17.3,74
61386,2015,3,17,14.2,75
61386,2015,3,18,16.2,76
61386,2015,3,19,21.8,77
61386,2015,3,20,17.7,78
61386,2015,3,21,5.0,79
61386,2015,3,22,4.2,80
61386,2015,3,23,17.1,81
61386,2015,3,24,10.7,82
61386,2015,3,25,17.0,83
61386,2015,3,26,20.6,84
61386,2015,3,27,21.6,85
61386,2015,3,28,16.5,86
61386,2015,3,29,18.0,87
61386,2015,3,30,9.3,88
61386,2015,3,31,8.7,89
61386,2015,4,1,15.6,90
61386,2015,4,2,13.8,91
61386,2015,4,3,3.2,92
61386,2015,4,4,2.9,93
61386,2015,4,5,15.1,94
61386,2015,4,6,14.5,95
61386,2015,4,7,15.1,96
61386,2015,4,8,13.9,97
61386,2015,4,9,11.8,98
61386,2015,4,10,12.6,99
61386,2015,4,11,14.4,100
61386,2015,4,12,14.0,101
61386,2015,4,13,13.8,102
61386,2015,4,14,16.6,103
61386,2015,4,15,16.6,104
61386,2015,4,16,15.6,105
61386,2015,4,17,8.3,106
61386,2015,4,18,10.4,107
61386,2015,4,19,13.5,108
61386,2015,4,20,3.2,109
61386,2015,4,21,3.2,110
61386,2015,4,22,6.3,111
61386,2015,4,23,8.0,112
61386,2015,4,24,14.4,113
61386,2015,4,25,14.7,114
61386,2015,4,26,7.1,115
61386,2015,4,27,15.3,116
61386,2015,4,28,14.7,117
61386,2015,4,29,10.3,118
61386,2015,4,30,8.9,119
61386,2015,5,1,8.0,120
61386,2015,5,2,6.4,121
61386,2015,5,3,3.2,122
61386,2015,5,4,7.9,123
61386,2015,5,5,14.0,124
61386,2015,5,6,14.5,125
61386,2015,5,7,14.1,126
61386,2015,5,8,14.0,127
61386,2015,5,9,13.7,128
61386,2015,5,10,12.6,129
61386,2015,5,11,13.1,130
61386,2015,5,12,13.5,131
61386,2015,5,13,11.9,132
61386,2015,5,14,13.3,133
61386,2015,5,15,11.1,134
61386,2015,5,16,8.6,135
61386,2015,5,17,9.8,136
61386,2015,5,18,6.3,137
61386,2015,5,19,8.0,138
61386,2015,5,20,9.9,139
61386,2015,5,21,11.8,140
61386,2015,5,22,3.6,141
61386,2015,5,23,10.0,142
61386,2015,5,24,10.9,143
61386,2015,5,25,10.5,144
61386,2015,5,26,10.6,145
61386,2015,5,27,10.5,146
61386,2015,5,28,10.9,147
61386,2015,5,29,3.7,148
61386,2015,5,30,8.1,149
61386,2015,5,31,4.0,150
61386,2015,6,1,11.5,151
61386,2015,6,2,11.4,152
61386,2015,6,3,11.2,153
61386,2015,6,4,11.3,154
61386,2015,6,5,7.4,155
61386,2015,6,6,10.7,156
61386,2015,6,7,11.1,157
61386,2015,6,8,10.2,158
61386,2015,6,9,11.0,159
61386,2015,6,10,3.9,160
61386,2015,6,11,6.1,161
61386,2015,6,12,8.5,162
61386,2015,6,13,9.9,163
61386,2015,6,14,10.0,164
61386,2015,6,15,5.8,165
61386,2015,6,16,3.6,166
61386,2015,6,17,3.3,167
61386,2015,6,18,9.1,168
61386,2015,6,19,4.7,169
61386,2015,6,20,10.4,170
61386,2015,6,21,7.7,171
61386,2015,6,22,10.7,172
61386,2015,6,23,10.6,173
61386,2015,6,24,10.0,174
61386,2015,6,25,5.6,175
61386,2015,6,26,9.4,176
61386,2015,6,27,10.8,177
