year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2015,13.377789847397294,1446.6,15.477260273972602,15.299175824175823,22.601933701657458
2016,14.064824024779481,1172.2,16.522677595628416,15.692076502732242,23.36639344262295
2017,14.429217186061233,1116.8,16.01208791208791,15.593972602739727,23.178021978021977
2018,14.117321666666667,1045.6,16.40684931506849,15.34191780821918,23.15412087912088
2019,14.676483943617265,976.6,16.967945205479452,15.429041095890412,23.687671232876713
2020,14.122415643382352,1558.2,15.28688524590164,15.44153005464481,22.923626373626377
2021,15.063754333200642,1347.2,15.60958904109589,14.892011019283746,22.609418282548475
2022,14.57920874077655,1793.2,15.692307692307692,15.116438356164384,22.454520547945204
2023,14.341458233874764,821.4,17.005205479452055,15.450285714285716,23.664469914040115
