Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
67038,2015,1,1,30.6,0
67038,2015,1,2,18.4,1
67038,2015,1,3,31.1,2
67038,2015,1,4,26.9,3
67038,2015,1,5,13.3,4
67038,2015,1,6,25.6,5
67038,2015,1,7,30.9,6
67038,2015,1,8,31.8,7
67038,2015,1,9,23.3,8
67038,2015,1,10,13.9,9
67038,2015,1,11,3.0,10
67038,2015,1,12,9.2,11
67038,2015,1,13,21.5,12
67038,2015,1,14,30.7,13
67038,2015,1,15,27.6,14
67038,2015,1,16,29.9,15
67038,2015,1,17,32.2,16
67038,2015,1,18,30.7,17
67038,2015,1,19,3.5,18
67038,2015,1,20,22.8,19
67038,2015,1,21,26.9,20
67038,2015,1,22,27.9,21
67038,2015,1,23,28.6,22
67038,2015,1,24,26.1,23
67038,2015,1,25,27.1,24
67038,2015,1,26,2.9,25
67038,2015,1,27,3.1,26
67038,2015,1,28,6.3,27
67038,2015,1,29,25.7,28
67038,2015,1,30,30.2,29
67038,2015,1,31,27.0,30
67038,2015,2,1,17.1,31
67038,2015,2,2,15.4,32
67038,2015,2,3,23.8,33
67038,2015,2,4,17.9,34
67038,2015,2,5,17.2,35
67038,2015,2,6,15.8,36
67038,2015,2,7,21.0,37
67038,2015,2,8,27.8,38
67038,2015,2,9,9.1,39
67038,2015,2,10,20.3,40
67038,2015,2,11,25.3,41
67038,2015,2,12,24.7,42
67038,2015,2,13,13.3,43
67038,2015,2,14,17.4,44
67038,2015,2,15,21.4,45
67038,2015,2,16,23.8,46
67038,2015,2,17,26.2,47
67038,2015,2,18,24.0,48
67038,2015,2,19,17.6,49
67038,2015,2,20,14.1,50
67038,2015,2,21,10.2,51
67038,2015,2,22,16.6,52
67038,2015,2,23,16.5,53
67038,2015,2,24,14.4,54
67038,2015,2,25,10.5,55
67038,2015,2,26,11.9,56
67038,2015,2,27,18.9,57
67038,2015,2,28,21.3,58
67038,2015,3,1,17.9,59
67038,2015,3,2,11.7,60
67038,2015,3,3,20.0,61
67038,2015,3,4,16.0,62
67038,2015,3,5,23.1,63
67038,2015,3,6,24.3,64
67038,2015,3,7,14.0,65
67038,2015,3,8,19.6,66
67038,2015,3,9,24.0,67
67038,2015,3,10,11.5,68
67038,2015,3,11,15.7,69
67038,2015,3,12,17.8,70
67038,2015,3,13,3.4,71
67038,2015,3,14,20.3,72
67038,2015,3,15,13.1,73
67038,2015,3,16,13.0,74
67038,2015,3,17,11.8,75
67038,2015,3,18,17.6,76
67038,2015,3,19,22.1,77
67038,2015,3,20,17.2,78
67038,2015,3,21,7.4,79
67038,2015,3,22,6.3,80
67038,2015,3,23,18.3,81
67038,2015,3,24,4.9,82
67038,2015,3,25,15.6,83
67038,2015,3,26,20.6,84
67038,2015,3,27,21.4,85
67038,2015,3,28,19.1,86
67038,2015,3,29,17.4,87
67038,2015,3,30,10.4,88
67038,2015,3,31,8.1,89
67038,2015,4,1,12.1,90
67038,2015,4,2,14.0,91
67038,2015,4,3,3.1,92
67038,2015,4,4,3.2,93
67038,2015,4,5,17.9,94
67038,2015,4,6,14.8,95
67038,2015,4,7,15.3,96
67038,2015,4,8,12.7,97
67038,2015,4,9,14.8,98
67038,2015,4,10,11.3,99
67038,2015,4,11,11.9,100
67038,2015,4,12,11.9,101
67038,2015,4,13,14.8,102
67038,2015,4,14,15.9,103
67038,2015,4,15,15.6,104
67038,2015,4,16,14.5,105
67038,2015,4,17,3.7,106
67038,2015,4,18,12.6,107
67038,2015,4,19,13.7,108
67038,2015,4,20,4.4,109
67038,2015,4,21,3.0,110
67038,2015,4,22,2.6,111
67038,2015,4,23,10.2,112
67038,2015,4,24,13.8,113
67038,2015,4,25,13.6,114
67038,2015,4,26,3.7,115
67038,2015,4,27,13.8,116
67038,2015,4,28,15.0,117
67038,2015,4,29,9.0,118
67038,2015,4,30,8.0,119
67038,2015,5,1,9.4,120
67038,2015,5,2,6.4,121
67038,2015,5,3,4.5,122
67038,2015,5,4,7.0,123
67038,2015,5,5,13.9,124
