year,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,Date_01FEB2011,Date_01MAR2011,Date_02APR2011,Date_02FEB2011,Date_03APR2011,Date_03FEB2011,Date_03MAR2011,Date_04FEB2011,Date_04MAR2011,Date_05APR2011,Date_05FEB2011,Date_05MAR2011,Date_06APR2011,Date_06FEB2011,Date_06MAR2011,Date_07APR2011,Date_07FEB2011,Date_07MAR2011,Date_08APR2011,Date_08FEB2011,Date_08MAR2011,Date_09APR2011,Date_09FEB2011,Date_09MAR2011,Date_10APR2011,Date_10FEB2011,Date_10MAR2011,Date_11APR2011,Date_11FEB2011,Date_11MAR2011,Date_12APR2011,Date_12FEB2011,Date_12MAR2011,Date_13APR2011,Date_13FEB2011,Date_13MAR2011,Date_14APR2011,Date_14FEB2011,Date_14MAR2011,Date_15APR2011,Date_15FEB2011,Date_15MAR2011,Date_16APR2011,Date_16FEB2011,Date_16MAR2011,Date_17APR2011,Date_17FEB2011,Date_17MAR2011,Date_18APR2011,Date_18FEB2011,Date_18MAR2011,Date_19APR2011,Date_19FEB2011,Date_19MAR2011,Date_20APR2011,Date_20FEB2011,Date_20MAR2011,Date_21APR2011,Date_21FEB2011,Date_21MAR2011,Date_22APR2011,Date_22FEB2011,Date_22MAR2011,Date_23APR2011,Date_23FEB2011,Date_23MAR2011,Date_24APR2011,Date_24FEB2011,Date_24MAR2011,Date_25APR2011,Date_25FEB2011,Date_25MAR2011,Date_26APR2011,Date_26FEB2011,Date_26MAR2011,Date_27APR2011,Date_27FEB2011,Date_27MAR2011,Date_28APR2011,Date_28FEB2011,Date_28MAR2011,Date_29APR2011,Date_29MAR2011,Date_30APR2011,Date_30MAR2011,Date_31MAR2011
2011,1.80733,1.80733,1.80733,1.80733,1.80733,1.80733,1.80733,1.80733,1.5947,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.2226,1.68329,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.70101,1.80733,2.01995,2.01995,2.01995,2.03767,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.17942,2.12627,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.71873,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.80733,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.37433,2.55152,2.55152,2.55152,2.55152,2.51608,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,2.10855,1.77189,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,1.64786,1.20488,1.06313,1.06313,1.06313,1.06313,1.06313,1.06313,1.06313,1.06313,1.06313,1.06313,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,0.9391,1.2226,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.54154,1.43523,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.95682,0.99226,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,1.41751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.41751,1.41751,1.41751,1.68329,1.86048,1.86048,1.86048,1.66557,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.38207,1.73645,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.47067,1.38207,1.38207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.47067,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.84276,1.38207,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.25804,1.09857,1.09857,1.09857,1.09857,1.09857,1.45295,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,1.73645,2.21486,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.26802,2.21486,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.32892,1.20488,1.20488,1.20488,1.20488,1.20488,1.20488,1.20488,1.20488,1.20488,1.20488,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.73645,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,2.19714,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.32117,2.21486,1.78961,1.78961,1.78961,1.78961,1.78961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.78961,1.45295,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.3112,1.11629,1.11629,1.11629,1.11629,1.11629,1.66557,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.75417,1.91364,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,2.23258,1.89592,1.68329,1.68329,1.68329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.68329,1.45295,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.16945,1.18716,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.8782,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,2.07311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,2.07311,2.07311,1.68329,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.63014,1.48839,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.13401,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.48839,1.82504,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.94908,1.8782,1.36435,1.36435,1.36435,1.36435,1.36435,1.36435,0.79735,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.58472,0.85051,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,1.04541,0.44297,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,0.05316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
