Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),index
67112,2015,6,22,0.5,1.0,172
67112,2015,6,23,0.0,1.0,173
67112,2015,6,24,0.0,1.0,174
67112,2015,6,25,0.0,1.0,175
67112,2015,6,26,2.5,1.0,176
67112,2015,6,27,0.0,1.0,177
67112,2015,6,28,0.5,1.0,178
67112,2015,6,29,0.0,1.0,179
67112,2015,6,30,0.0,1.0,180
67112,2015,7,1,2.5,1.0,181
67112,2015,7,2,0.0,1.0,182
67112,2015,7,3,0.0,1.0,183
67112,2015,7,4,0.0,1.0,184
67112,2015,7,5,0.0,1.0,185
67112,2015,7,6,0.0,1.0,186
67112,2015,7,7,0.0,1.0,187
67112,2015,7,8,0.0,1.0,188
67112,2015,7,9,0.5,1.0,189
67112,2015,7,10,0.0,1.0,190
67112,2015,7,11,1.5,1.0,191
67112,2015,7,12,10.0,1.0,192
67112,2015,7,13,4.5,1.0,193
67112,2015,7,14,0.0,1.0,194
67112,2015,7,15,0.0,1.0,195
67112,2015,7,16,0.5,1.0,196
67112,2015,7,17,11.0,1.0,197
67112,2015,7,18,1.0,1.0,198
67112,2015,7,19,0.0,1.0,199
67112,2015,7,20,0.0,1.0,200
67112,2015,7,21,0.0,1.0,201
67112,2015,7,22,0.0,1.0,202
67112,2015,7,23,9.0,1.0,203
67112,2015,7,24,0.5,1.0,204
67112,2015,7,25,0.0,1.0,205
67112,2015,7,26,0.0,1.0,206
67112,2015,7,27,0.0,1.0,207
67112,2015,7,28,0.0,1.0,208
67112,2015,7,29,0.0,1.0,209
67112,2015,7,30,0.0,1.0,210
67112,2015,7,31,0.0,1.0,211
67112,2015,8,1,0.0,1.0,212
67112,2015,8,2,0.0,1.0,213
67112,2015,8,3,0.0,1.0,214
67112,2015,8,4,0.0,1.0,215
67112,2015,8,5,0.0,1.0,216
67112,2015,8,6,0.0,1.0,217
67112,2015,8,7,0.0,1.0,218
67112,2015,8,8,0.0,1.0,219
67112,2015,8,9,0.0,1.0,220
67112,2015,8,10,0.5,1.0,221
67112,2015,8,11,0.0,1.0,222
67112,2015,8,12,0.0,1.0,223
67112,2015,8,13,0.0,1.0,224
67112,2015,8,14,0.0,1.0,225
67112,2015,8,15,0.0,1.0,226
67112,2015,8,16,0.0,1.0,227
67112,2015,8,17,3.0,1.0,228
67112,2015,8,18,0.0,1.0,229
67112,2015,8,19,0.0,1.0,230
67112,2015,8,20,0.0,1.0,231
67112,2015,8,21,0.0,1.0,232
67112,2015,8,22,0.0,1.0,233
67112,2015,8,23,3.5,1.0,234
67112,2015,8,24,4.0,1.0,235
67112,2015,8,25,15.5,1.0,236
67112,2015,8,26,7.0,1.0,237
67112,2015,8,27,0.0,1.0,238
67112,2015,8,28,0.0,1.0,239
67112,2015,8,29,0.0,1.0,240
67112,2015,8,30,0.0,1.0,241
67112,2015,8,31,0.0,1.0,242
67112,2015,9,1,0.0,1.0,243
67112,2015,9,2,0.0,1.0,244
67112,2015,9,3,1.5,1.0,245
67112,2015,9,4,1.5,1.0,246
67112,2015,9,5,0.0,1.0,247
67112,2015,9,6,0.5,1.0,248
67112,2015,9,7,1.5,1.0,249
67112,2015,9,8,0.0,1.0,250
67112,2015,9,9,0.0,1.0,251
67112,2015,9,10,0.0,1.0,252
67112,2015,9,11,0.0,1.0,253
67112,2015,9,12,0.0,1.0,254
67112,2015,9,13,0.0,1.0,255
67112,2015,9,14,0.0,1.0,256
67112,2015,9,15,0.0,1.0,257
67112,2015,9,16,0.0,1.0,258
67112,2015,9,17,0.0,1.0,259
67112,2015,9,18,5.5,1.0,260
67112,2015,9,19,3.0,1.0,261
67112,2015,9,20,1.0,1.0,262
67112,2015,9,21,0.0,1.0,263
67112,2015,9,22,0.5,1.0,264
67112,2015,9,23,0.0,1.0,265
67112,2015,9,24,0.0,1.0,266
67112,2015,9,25,5.5,1.0,267
67112,2015,9,26,4.0,1.0,268
67112,2015,9,27,1.0,1.0,269
67112,2015,9,28,0.0,1.0,270
67112,2015,9,29,0.0,1.0,271
67112,2015,9,30,0.5,1.0,272
67112,2015,10,1,0.0,1.0,273
67112,2015,10,2,0.0,1.0,274
67112,2015,10,3,0.0,1.0,275
67112,2015,10,4,0.0,1.0,276
67112,2015,10,5,0.0,1.0,277
67112,2015,10,6,0.0,1.0,278
67112,2015,10,7,0.0,1.0,279
67112,2015,10,8,0.0,1.0,280
67112,2015,10,9,0.0,1.0,281
67112,2015,10,10,0.0,1.0,282
67112,2015,10,11,0.0,1.0,283
67112,2015,10,12,2.5,1.0,284
67112,2015,10,13,1.5,1.0,285
67112,2015,10,14,5.5,1.0,286
67112,2015,10,15,0.0,1.0,287
67112,2015,10,16,0.0,1.0,288
67112,2015,10,17,0.0,1.0,289
67112,2015,10,18,0.0,1.0,290
67112,2015,10,19,0.0,1.0,291
67112,2015,10,20,0.0,1.0,292
67112,2015,10,21,8.0,1.0,293
67112,2015,10,22,2.0,1.0,294
67112,2015,10,23,8.5,1.0,295
67112,2015,10,24,0.0,1.0,296
67112,2015,10,25,0.0,1.0,297
67112,2015,10,26,0.0,1.0,298
67112,2015,10,27,13.5,1.0,299
67112,2015,10,28,0.0,1.0,300
67112,2015,10,29,0.0,1.0,301
67112,2015,10,30,0.0,1.0,302
67112,2015,10,31,0.0,1.0,303
67112,2015,11,1,0.0,1.0,304
67112,2015,11,2,14.5,1.0,305
67112,2015,11,3,1.0,1.0,306
67112,2015,11,4,3.0,1.0,307
67112,2015,11,5,8.5,1.0,308
67112,2015,11,6,13.0,1.0,309
67112,2015,11,7,1.0,1.0,310
67112,2015,11,8,0.0,1.0,311
67112,2015,11,9,0.0,1.0,312
67112,2015,11,10,0.0,1.0,313
67112,2015,11,11,0.0,1.0,314
67112,2015,11,12,0.0,1.0,315
67112,2015,11,13,4.0,1.0,316
67112,2015,11,14,31.5,1.0,317
67112,2015,11,15,14.5,1.0,318
67112,2015,11,16,9.0,1.0,319
67112,2015,11,17,0.0,1.0,320
67112,2015,11,18,0.0,1.0,321
67112,2015,11,19,0.0,1.0,322
67112,2015,11,20,0.0,1.0,323
67112,2015,11,21,0.0,1.0,324
67112,2015,11,22,0.0,1.0,325
67112,2015,11,23,0.0,1.0,326
67112,2015,11,24,0.0,1.0,327
67112,2015,11,25,0.0,1.0,328
67112,2015,11,26,0.0,1.0,329
67112,2015,11,27,0.0,1.0,330
67112,2015,11,28,0.0,1.0,331
67112,2015,11,29,0.0,1.0,332
67112,2015,11,30,0.0,1.0,333
67112,2015,12,1,0.0,1.0,334
67112,2015,12,2,0.0,1.0,335
67112,2015,12,3,0.0,1.0,336
67112,2015,12,4,0.0,1.0,337
67112,2015,12,5,0.0,1.0,338
67112,2015,12,6,0.0,1.0,339
67112,2015,12,7,0.0,1.0,340
67112,2015,12,8,0.0,1.0,341
67112,2015,12,9,1.5,1.0,342
67112,2015,12,10,3.0,1.0,343
67112,2015,12,11,0.0,1.0,344
67112,2015,12,12,0.0,1.0,345
67112,2015,12,13,0.0,1.0,346
67112,2015,12,14,0.0,1.0,347
67112,2015,12,15,0.0,1.0,348
67112,2015,12,16,3.5,1.0,349
67112,2015,12,17,2.0,1.0,350
67112,2015,12,18,0.0,1.0,351
67112,2015,12,19,0.0,1.0,352
67112,2015,12,20,0.0,1.0,353
67112,2015,12,21,0.0,1.0,354
67112,2015,12,22,29.0,1.0,355
67112,2015,12,23,20.5,1.0,356
67112,2015,12,24,0.5,1.0,357
67112,2015,12,25,0.0,1.0,358
67112,2015,12,26,0.0,1.0,359
67112,2015,12,27,1.0,1.0,360
67112,2015,12,28,0.5,1.0,361
67112,2015,12,29,0.0,1.0,362
67112,2015,12,30,0.0,1.0,363
67112,2015,12,31,0.0,1.0,364
67112,2016,1,1,0.0,1.0,365
67112,2016,1,2,0.0,1.0,366
67112,2016,1,3,0.0,1.0,367
67112,2016,1,4,31.0,1.0,368
67112,2016,1,5,29.0,1.0,369
67112,2016,1,6,116.5,1.0,370
67112,2016,1,7,23.0,1.0,371
67112,2016,1,8,0.0,1.0,372
67112,2016,1,9,0.5,1.0,373
67112,2016,1,10,0.0,1.0,374
67112,2016,1,11,0.0,1.0,375
67112,2016,1,12,0.0,1.0,376
67112,2016,1,13,0.0,1.0,377
67112,2016,1,14,0.0,1.0,378
67112,2016,1,15,39.0,1.0,379
67112,2016,1,16,6.5,1.0,380
67112,2016,1,17,0.5,1.0,381
67112,2016,1,18,0.0,1.0,382
67112,2016,1,19,0.0,1.0,383
67112,2016,1,20,0.0,1.0,384
67112,2016,1,21,0.0,1.0,385
67112,2016,1,22,32.0,1.0,386
67112,2016,1,23,17.5,1.0,387
67112,2016,1,24,0.0,1.0,388
67112,2016,1,25,0.0,1.0,389
67112,2016,1,26,4.5,1.0,390
67112,2016,1,27,0.5,1.0,391
67112,2016,1,28,0.0,1.0,392
67112,2016,1,29,0.0,1.0,393
67112,2016,1,30,4.0,1.0,394
67112,2016,1,31,39.0,1.0,395
67112,2016,2,1,0.0,1.0,396
67112,2016,2,2,1.5,1.0,397
67112,2016,2,3,0.0,1.0,398
67112,2016,2,4,4.0,1.0,399
67112,2016,2,5,0.5,1.0,400
67112,2016,2,6,1.0,1.0,401
67112,2016,2,7,0.0,1.0,402
67112,2016,2,8,0.0,1.0,403
67112,2016,2,9,0.0,1.0,404
67112,2016,2,10,0.0,1.0,405
67112,2016,2,11,0.0,1.0,406
67112,2016,2,12,0.0,1.0,407
67112,2016,2,13,0.0,1.0,408
67112,2016,2,14,0.0,1.0,409
67112,2016,2,15,0.0,1.0,410
67112,2016,2,16,0.0,1.0,411
67112,2016,2,17,0.0,1.0,412
67112,2016,2,18,0.0,1.0,413
67112,2016,2,19,0.0,1.0,414
67112,2016,2,20,0.0,1.0,415
67112,2016,2,21,10.0,1.0,416
67112,2016,2,22,0.0,1.0,417
67112,2016,2,23,0.0,1.0,418
67112,2016,2,24,0.0,1.0,419
67112,2016,2,25,0.0,1.0,420
67112,2016,2,26,0.0,1.0,421
67112,2016,2,27,0.0,1.0,422
67112,2016,2,28,0.0,1.0,423
67112,2016,2,29,0.0,1.0,424
67112,2016,3,1,0.5,1.0,425
67112,2016,3,2,0.0,1.0,426
67112,2016,3,3,0.0,1.0,427
67112,2016,3,4,0.0,1.0,428
67112,2016,3,5,0.0,1.0,429
67112,2016,3,6,0.0,1.0,430
67112,2016,3,7,0.0,1.0,431
67112,2016,3,8,0.0,1.0,432
67112,2016,3,9,0.0,1.0,433
67112,2016,3,10,0.0,1.0,434
67112,2016,3,11,0.0,1.0,435
67112,2016,3,12,1.0,1.0,436
67112,2016,3,13,0.0,1.0,437
67112,2016,3,14,0.0,1.0,438
67112,2016,3,15,6.0,1.0,439
67112,2016,3,16,4.5,1.0,440
67112,2016,3,17,10.5,1.0,441
67112,2016,3,18,0.5,1.0,442
67112,2016,3,19,2.0,1.0,443
67112,2016,3,20,0.0,1.0,444
67112,2016,3,21,22.5,1.0,445
67112,2016,3,22,1.0,1.0,446
67112,2016,3,23,0.0,1.0,447
67112,2016,3,24,0.0,1.0,448
67112,2016,3,25,0.0,1.0,449
67112,2016,3,26,0.0,1.0,450
67112,2016,3,27,0.0,1.0,451
67112,2016,3,28,0.0,1.0,452
67112,2016,3,29,1.0,1.0,453
67112,2016,3,30,2.5,1.0,454
67112,2016,3,31,0.0,1.0,455
67112,2016,4,1,0.0,1.0,456
67112,2016,4,2,0.0,1.0,457
67112,2016,4,3,0.0,1.0,458
67112,2016,4,4,7.5,1.0,459
67112,2016,4,5,0.5,1.0,460
67112,2016,4,6,0.5,1.0,461
67112,2016,4,7,0.0,1.0,462
67112,2016,4,8,0.0,1.0,463
67112,2016,4,9,0.0,1.0,464
67112,2016,4,10,0.0,1.0,465
67112,2016,4,11,0.0,1.0,466
67112,2016,4,12,0.0,1.0,467
67112,2016,4,13,0.0,1.0,468
67112,2016,4,14,0.5,1.0,469
67112,2016,4,15,1.0,1.0,470
67112,2016,4,16,0.0,1.0,471
67112,2016,4,17,0.0,1.0,472
67112,2016,4,18,2.5,1.0,473
67112,2016,4,19,1.0,1.0,474
67112,2016,4,20,0.5,1.0,475
67112,2016,4,21,0.0,1.0,476
67112,2016,4,22,0.0,1.0,477
67112,2016,4,23,3.0,1.0,478
67112,2016,4,24,3.0,1.0,479
67112,2016,4,25,0.0,1.0,480
67112,2016,4,26,0.0,1.0,481
67112,2016,4,27,0.0,1.0,482
67112,2016,4,28,0.0,1.0,483
67112,2016,4,29,0.0,1.0,484
67112,2016,4,30,0.0,1.0,485
67112,2016,5,1,3.5,1.0,486
67112,2016,5,2,0.0,1.0,487
67112,2016,5,3,0.0,1.0,488
67112,2016,5,4,0.0,1.0,489
67112,2016,5,5,0.0,1.0,490
67112,2016,5,6,0.0,1.0,491
67112,2016,5,7,0.0,1.0,492
67112,2016,5,8,0.0,1.0,493
67112,2016,5,9,3.0,1.0,494
67112,2016,5,10,1.5,1.0,495
67112,2016,5,11,0.0,1.0,496
67112,2016,5,12,0.0,1.0,497
67112,2016,5,13,0.0,1.0,498
67112,2016,5,14,0.0,1.0,499
67112,2016,5,15,0.0,1.0,500
67112,2016,5,16,0.0,1.0,501
67112,2016,5,17,0.0,1.0,502
67112,2016,5,18,0.0,1.0,503
67112,2016,5,19,0.0,1.0,504
67112,2016,5,20,0.0,1.0,505
67112,2016,5,21,0.0,1.0,506
67112,2016,5,22,0.0,1.0,507
67112,2016,5,23,0.0,1.0,508
67112,2016,5,24,0.0,1.0,509
67112,2016,5,25,0.0,1.0,510
67112,2016,5,26,0.0,1.0,511
67112,2016,5,27,0.0,1.0,512
67112,2016,5,28,0.5,1.0,513
67112,2016,5,29,1.5,1.0,514
67112,2016,5,30,0.0,1.0,515
67112,2016,5,31,0.0,1.0,516
67112,2016,6,1,15.0,1.0,517
67112,2016,6,2,0.0,1.0,518
67112,2016,6,3,0.5,1.0,519
67112,2016,6,4,10.5,1.0,520
67112,2016,6,5,112.0,1.0,521
67112,2016,6,6,122.5,1.0,522
67112,2016,6,7,0.0,1.0,523
67112,2016,6,8,1.0,1.0,524
67112,2016,6,9,0.0,1.0,525
67112,2016,6,10,0.0,1.0,526
67112,2016,6,11,0.0,1.0,527
67112,2016,6,12,0.0,1.0,528
67112,2016,6,13,0.0,1.0,529
67112,2016,6,14,0.0,1.0,530
67112,2016,6,15,0.0,1.0,531
67112,2016,6,16,0.0,1.0,532
67112,2016,6,17,0.0,1.0,533
67112,2016,6,18,4.5,1.0,534
67112,2016,6,19,0.0,1.0,535
67112,2016,6,20,31.0,1.0,536
67112,2016,6,21,0.0,1.0,537
67112,2016,6,22,0.0,1.0,538
67112,2016,6,23,0.0,1.0,539
67112,2016,6,24,0.5,1.0,540
67112,2016,6,25,0.0,1.0,541
67112,2016,6,26,0.0,1.0,542
67112,2016,6,27,0.0,1.0,543
67112,2016,6,28,0.5,1.0,544
67112,2016,6,29,0.0,1.0,545
67112,2016,6,30,0.0,1.0,546
67112,2016,7,1,0.0,1.0,547
67112,2016,7,2,0.0,1.0,548
67112,2016,7,3,0.0,1.0,549
67112,2016,7,4,0.0,1.0,550
67112,2016,7,5,4.5,1.0,551
67112,2016,7,6,0.0,1.0,552
67112,2016,7,7,4.5,1.0,553
67112,2016,7,8,10.5,1.0,554
67112,2016,7,9,10.0,1.0,555
67112,2016,7,10,2.0,1.0,556
67112,2016,7,11,0.5,1.0,557
67112,2016,7,12,0.5,1.0,558
67112,2016,7,13,0.0,1.0,559
67112,2016,7,14,0.0,1.0,560
67112,2016,7,15,0.0,1.0,561
67112,2016,7,16,0.0,1.0,562
67112,2016,7,17,1.5,1.0,563
67112,2016,7,18,0.0,1.0,564
67112,2016,7,19,0.0,1.0,565
67112,2016,7,20,20.5,1.0,566
67112,2016,7,21,16.5,1.0,567
67112,2016,7,22,0.0,1.0,568
67112,2016,7,23,1.5,1.0,569
67112,2016,7,24,0.0,1.0,570
67112,2016,7,25,0.0,1.0,571
67112,2016,7,26,0.0,1.0,572
67112,2016,7,27,0.0,1.0,573
67112,2016,7,28,0.0,1.0,574
67112,2016,7,29,0.0,1.0,575
67112,2016,7,30,0.0,1.0,576
67112,2016,7,31,0.0,1.0,577
67112,2016,8,1,0.0,1.0,578
67112,2016,8,2,1.0,1.0,579
67112,2016,8,3,15.0,1.0,580
67112,2016,8,4,24.0,1.0,581
67112,2016,8,5,3.5,1.0,582
67112,2016,8,6,1.0,1.0,583
67112,2016,8,7,0.0,1.0,584
67112,2016,8,8,4.5,1.0,585
67112,2016,8,9,0.0,1.0,586
67112,2016,8,10,0.0,1.0,587
67112,2016,8,11,0.0,1.0,588
67112,2016,8,12,0.0,1.0,589
67112,2016,8,13,0.0,1.0,590
67112,2016,8,14,0.0,1.0,591
67112,2016,8,15,0.0,1.0,592
67112,2016,8,16,0.0,1.0,593
67112,2016,8,17,0.0,1.0,594
67112,2016,8,18,0.0,1.0,595
67112,2016,8,19,0.0,1.0,596
67112,2016,8,20,1.5,1.0,597
67112,2016,8,21,0.0,1.0,598
67112,2016,8,22,0.0,1.0,599
67112,2016,8,23,2.5,1.0,600
67112,2016,8,24,1.5,1.0,601
67112,2016,8,25,36.5,1.0,602
67112,2016,8,26,0.0,1.0,603
67112,2016,8,27,0.0,1.0,604
67112,2016,8,28,0.0,1.0,605
67112,2016,8,29,0.0,1.0,606
67112,2016,8,30,0.0,1.0,607
67112,2016,8,31,0.0,1.0,608
67112,2016,9,1,0.0,1.0,609
67112,2016,9,2,12.0,1.0,610
67112,2016,9,3,16.5,1.0,611
67112,2016,9,4,0.0,1.0,612
67112,2016,9,5,0.0,1.0,613
67112,2016,9,6,0.0,1.0,614
67112,2016,9,7,0.0,1.0,615
67112,2016,9,8,0.0,1.0,616
67112,2016,9,9,0.0,1.0,617
67112,2016,9,10,1.5,1.0,618
67112,2016,9,11,0.0,1.0,619
67112,2016,9,12,0.0,1.0,620
67112,2016,9,13,0.0,1.0,621
67112,2016,9,14,2.5,1.0,622
67112,2016,9,15,0.0,1.0,623
67112,2016,9,16,0.0,1.0,624
67112,2016,9,17,0.0,1.0,625
67112,2016,9,18,0.0,1.0,626
67112,2016,9,19,12.5,1.0,627
67112,2016,9,20,0.0,1.0,628
67112,2016,9,21,0.0,1.0,629
67112,2016,9,22,0.5,1.0,630
67112,2016,9,23,0.0,1.0,631
67112,2016,9,24,0.0,1.0,632
67112,2016,9,25,1.5,1.0,633
67112,2016,9,26,0.0,1.0,634
67112,2016,9,27,0.0,1.0,635
67112,2016,9,28,0.0,1.0,636
67112,2016,9,29,1.5,1.0,637
67112,2016,9,30,0.5,1.0,638
67112,2016,10,1,0.0,1.0,639
67112,2016,10,2,0.0,1.0,640
67112,2016,10,3,0.0,1.0,641
67112,2016,10,4,0.0,1.0,642
67112,2016,10,5,0.0,1.0,643
67112,2016,10,6,0.0,1.0,644
67112,2016,10,7,0.5,1.0,645
67112,2016,10,8,0.0,1.0,646
67112,2016,10,9,0.0,1.0,647
67112,2016,10,10,0.0,1.0,648
67112,2016,10,11,0.5,1.0,649
67112,2016,10,12,0.0,1.0,650
67112,2016,10,13,0.0,1.0,651
67112,2016,10,14,0.0,1.0,652
67112,2016,10,15,0.0,1.0,653
67112,2016,10,16,0.0,1.0,654
67112,2016,10,17,0.0,1.0,655
67112,2016,10,18,3.0,1.0,656
67112,2016,10,19,0.0,1.0,657
67112,2016,10,20,0.0,1.0,658
67112,2016,10,21,0.0,1.0,659
67112,2016,10,22,9.5,1.0,660
67112,2016,10,23,0.0,1.0,661
67112,2016,10,24,0.0,1.0,662
67112,2016,10,25,0.0,1.0,663
67112,2016,10,26,0.0,1.0,664
67112,2016,10,27,0.0,1.0,665
67112,2016,10,28,2.0,1.0,666
67112,2016,10,29,2.5,1.0,667
67112,2016,10,30,0.5,1.0,668
67112,2016,10,31,0.5,1.0,669
67112,2016,11,1,0.0,1.0,670
67112,2016,11,2,0.0,1.0,671
67112,2016,11,3,0.0,1.0,672
67112,2016,11,4,0.0,1.0,673
67112,2016,11,5,0.0,1.0,674
67112,2016,11,6,0.0,1.0,675
67112,2016,11,7,0.0,1.0,676
67112,2016,11,8,0.0,1.0,677
67112,2016,11,9,2.5,1.0,678
67112,2016,11,10,10.5,1.0,679
67112,2016,11,11,0.0,1.0,680
67112,2016,11,12,9.5,1.0,681
67112,2016,11,13,0.0,1.0,682
67112,2016,11,14,0.0,1.0,683
67112,2016,11,15,0.5,1.0,684
67112,2016,11,16,0.0,1.0,685
67112,2016,11,17,0.0,1.0,686
67112,2016,11,18,0.0,1.0,687
67112,2016,11,19,0.0,1.0,688
67112,2016,11,20,0.5,1.0,689
67112,2016,11,21,0.0,1.0,690
67112,2016,11,22,0.0,1.0,691
67112,2016,11,23,0.0,1.0,692
67112,2016,11,24,5.0,1.0,693
