Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,index,Quality_Y
66059,2015,1,3,20.9,1.0,2,True
66059,2015,1,4,20.4,1.0,3,True
66059,2015,1,5,18.6,1.0,4,True
66059,2015,1,6,19.8,1.0,5,True
66059,2015,1,7,20.4,1.0,6,True
66059,2015,1,8,18.3,1.0,7,True
66059,2015,1,9,19.3,1.0,8,True
66059,2015,1,10,20.4,1.0,9,True
66059,2015,1,11,18.9,1.0,10,True
66059,2015,1,12,18.7,1.0,11,True
66059,2015,1,13,17.6,1.0,12,True
66059,2015,1,14,19.5,1.0,13,True
66059,2015,1,15,19.5,1.0,14,True
66059,2015,1,16,18.5,1.0,15,True
66059,2015,1,17,19.5,1.0,16,True
66059,2015,1,18,18.6,1.0,17,True
66059,2015,1,19,17.9,1.0,18,True
66059,2015,1,20,16.1,1.0,19,True
66059,2015,1,21,18.2,1.0,20,True
66059,2015,1,22,20.1,1.0,21,True
66059,2015,1,23,20.6,1.0,22,True
66059,2015,1,24,20.4,1.0,23,True
66059,2015,1,25,20.1,1.0,24,True
66059,2015,1,26,18.3,1.0,25,True
66059,2015,1,27,17.4,1.0,26,True
66059,2015,1,28,15.9,1.0,27,True
66059,2015,1,29,13.2,1.0,28,True
66059,2015,2,1,17.1,1.0,31,True
66059,2015,2,2,16.4,1.0,32,True
66059,2015,2,3,14.9,1.0,33,True
66059,2015,2,4,14.7,1.0,34,True
66059,2015,2,5,16.9,1.0,35,True
66059,2015,2,6,15.6,1.0,36,True
66059,2015,2,7,16.6,1.0,37,True
66059,2015,2,8,17.7,1.0,38,True
66059,2015,2,9,21.0,1.0,39,True
66059,2015,2,10,19.0,1.0,40,True
66059,2015,2,11,20.0,1.0,41,True
66059,2015,2,12,19.7,1.0,42,True
66059,2015,2,13,18.5,1.0,43,True
66059,2015,2,14,18.6,1.0,44,True
66059,2015,2,15,18.7,1.0,45,True
66059,2015,2,16,19.2,1.0,46,True
66059,2015,2,17,19.1,1.0,47,True
66059,2015,2,18,19.4,1.0,48,True
66059,2015,2,19,18.9,1.0,49,True
66059,2015,2,20,19.8,1.0,50,True
66059,2015,2,21,18.6,1.0,51,True
66059,2015,2,22,18.9,1.0,52,True
66059,2015,2,23,19.4,1.0,53,True
66059,2015,2,24,19.5,1.0,54,True
66059,2015,2,25,18.1,1.0,55,True
66059,2015,2,26,17.7,1.0,56,True
66059,2015,2,27,18.3,1.0,57,True
66059,2015,2,28,18.3,1.0,58,True
66059,2015,3,1,20.6,1.0,59,True
66059,2015,3,2,15.8,1.0,60,True
66059,2015,3,3,15.3,1.0,61,True
66059,2015,3,4,19.9,1.0,62,True
66059,2015,3,5,18.1,1.0,63,True
66059,2015,3,6,13.9,1.0,64,True
66059,2015,3,7,17.3,1.0,65,True
66059,2015,3,8,17.9,1.0,66,True
66059,2015,3,9,18.0,1.0,67,True
66059,2015,3,10,19.4,1.0,68,True
66059,2015,3,11,18.9,1.0,69,True
66059,2015,3,12,17.6,1.0,70,True
66059,2015,3,13,17.4,1.0,71,True
66059,2015,3,14,13.4,1.0,72,True
66059,2015,3,15,15.8,1.0,73,True
66059,2015,3,16,13.1,1.0,74,True
66059,2015,3,17,14.0,1.0,75,True
66059,2015,3,18,17.7,1.0,76,True
66059,2015,3,19,19.3,1.0,77,True
66059,2015,3,20,18.3,1.0,78,True
66059,2015,3,21,16.4,1.0,79,True
66059,2015,3,22,16.1,1.0,80,True
66059,2015,3,23,17.2,1.0,81,True
66059,2015,3,24,19.4,1.0,82,True
66059,2015,3,25,13.3,1.0,83,True
66059,2015,3,26,15.0,1.0,84,True
66059,2015,3,27,10.4,1.0,85,True
66059,2015,3,28,12.8,1.0,86,True
66059,2015,3,29,13.9,1.0,87,True
66059,2015,3,30,16.4,1.0,88,True
66059,2015,3,31,16.3,1.0,89,True
66059,2015,4,1,16.2,1.0,90,True
66059,2015,4,2,17.6,1.0,91,True
66059,2015,4,3,16.1,1.0,92,True
66059,2015,4,4,15.9,1.0,93,True
66059,2015,4,5,14.0,1.0,94,True
66059,2015,4,6,13.6,1.0,95,True
66059,2015,4,7,13.1,1.0,96,True
66059,2015,4,8,12.0,1.0,97,True
66059,2015,4,9,13.1,1.0,98,True
66059,2015,4,10,12.5,1.0,99,True
66059,2015,4,11,14.2,1.0,100,True
66059,2015,4,12,13.5,1.0,101,True
66059,2015,4,13,13.5,1.0,102,True
66059,2015,4,14,12.3,1.0,103,True
66059,2015,4,15,13.9,1.0,104,True
66059,2015,4,16,17.1,1.0,105,True
66059,2015,4,17,18.3,1.0,106,True
66059,2015,4,18,18.7,1.0,107,True
66059,2015,4,19,15.8,1.0,108,True
66059,2015,4,20,11.0,1.0,109,True
66059,2015,4,21,12.9,1.0,110,True
66059,2015,4,22,12.4,1.0,111,True
66059,2015,4,23,13.9,1.0,112,True
66059,2015,4,24,14.1,1.0,113,True
66059,2015,4,25,12.5,1.0,114,True
66059,2015,4,26,10.4,1.0,115,True
66059,2015,4,27,10.8,1.0,116,True
66059,2015,4,28,8.7,1.0,117,True
66059,2015,4,29,9.4,1.0,118,True
66059,2015,4,30,12.7,1.0,119,True
66059,2015,5,1,13.3,1.0,120,True
66059,2015,5,2,15.1,1.0,121,True
66059,2015,5,3,17.6,1.0,122,True
66059,2015,5,4,15.3,1.0,123,True
66059,2015,5,5,14.6,1.0,124,True
66059,2015,5,6,9.4,1.0,125,True
66059,2015,5,7,8.2,1.0,126,True
66059,2015,5,8,9.1,1.0,127,True
66059,2015,5,9,7.7,1.0,128,True
66059,2015,5,10,9.3,1.0,129,True
66059,2015,5,11,13.6,1.0,130,True
66059,2015,5,12,10.3,1.0,131,True
66059,2015,5,13,10.6,1.0,132,True
66059,2015,5,14,5.3,1.0,133,True
66059,2015,5,15,9.1,1.0,134,True
66059,2015,5,16,11.7,1.0,135,True
66059,2015,5,17,9.9,1.0,136,True
66059,2015,5,18,10.6,1.0,137,True
66059,2015,5,19,13.2,1.0,138,True
66059,2015,5,20,14.2,1.0,139,True
66059,2015,5,21,11.7,1.0,140,True
66059,2015,5,22,11.5,1.0,141,True
66059,2015,5,23,8.8,1.0,142,True
66059,2015,5,24,6.6,1.0,143,True
66059,2015,5,25,8.1,1.0,144,True
66059,2015,5,26,7.1,1.0,145,True
66059,2015,5,27,9.6,1.0,146,True
66059,2015,5,28,9.4,1.0,147,True
66059,2015,5,29,14.9,1.0,148,True
66059,2015,5,30,9.2,1.0,149,True
66059,2015,5,31,8.5,1.0,150,True
66059,2015,6,1,7.9,1.0,151,True
66059,2015,6,2,4.7,1.0,152,True
66059,2015,6,3,4.8,1.0,153,True
66059,2015,6,4,5.3,1.0,154,True
66059,2015,6,5,6.3,1.0,155,True
66059,2015,6,6,7.7,1.0,156,True
66059,2015,6,7,9.9,1.0,157,True
66059,2015,6,8,13.0,1.0,158,True
66059,2015,6,9,12.8,1.0,159,True
66059,2015,6,10,11.0,1.0,160,True
66059,2015,6,11,10.4,1.0,161,True
66059,2015,6,12,10.9,1.0,162,True
66059,2015,6,13,12.1,1.0,163,True
66059,2015,6,14,7.7,1.0,164,True
66059,2015,6,15,10.3,1.0,165,True
66059,2015,6,16,12.7,1.0,166,True
66059,2015,6,17,13.4,1.0,167,True
66059,2015,6,18,8.8,1.0,168,True
66059,2015,6,19,8.4,1.0,169,True
66059,2015,6,20,7.3,1.0,170,True
66059,2015,6,21,6.6,1.0,171,True
