averagemwh,year,index
9.322539896907214,2015,0
9.427879793814434,2015,1
9.464249072164952,2015,2
9.59740546391752,2015,3
9.714558144329898,2015,4
8.444684639175254,2015,5
9.360900412371134,2015,6
9.56207463917526,2015,7
9.817167216494845,2015,8
12.434124020618556,2015,9
13.08571927835052,2015,10
13.789468659793812,2015,11
13.658563608247428,2015,12
11.594467319587627,2015,13
11.54975432989691,2015,14
12.093928041237112,2015,15
10.89077371134021,2015,16
10.45279742268041,2015,17
11.535901958762889,2015,18
11.066267731958764,2015,19
11.775872371134025,2015,20
11.91507226804124,2015,21
11.879692783505153,2015,22
11.728841443298966,2015,23
11.120860515463916,2015,24
10.87521536082474,2015,25
11.219739278350517,2015,26
11.38089886597938,2015,27
13.099872886597938,2015,28
11.362794226804125,2015,29
12.112658144329895,2015,30
8.90873907216495,2015,31
11.238335463917528,2015,32
11.905851030927836,2015,33
11.33410381443299,2015,34
11.207956494845355,2015,35
12.184373402061857,2015,36
11.296953917525776,2015,37
11.474949484536085,2015,38
11.475986288659795,2015,39
11.315802061855674,2015,40
11.344469587628865,2015,41
11.171292783505152,2015,42
10.19786546391752,2015,43
11.459160721649484,2015,44
11.962527113402064,2015,45
11.777637525773196,2015,46
11.22931412371134,2015,47
11.078877010309276,2015,48
11.257238762886596,2015,49
10.505421237113405,2015,50
10.50389567010309,2015,51
10.624429278350515,2015,52
11.4015612371134,2015,53
11.325006907216494,2015,54
11.318175257731951,2015,55
10.985971443298972,2015,56
11.382649793814432,2015,57
10.11880463917526,2015,58
10.316747010309278,2015,59
12.368228556701032,2015,60
11.245290927835052,2015,61
10.821770824742266,2015,62
11.039843814432986,2015,63
10.17278639175258,2015,64
10.246656391752577,2015,65
10.732271546391756,2015,66
10.754535360824743,2015,67
11.315729381443296,2015,68
11.253814639175255,2015,69
10.164548556701032,2015,70
12.92354927835052,2015,71
12.477338659793816,2015,72
12.852423711340208,2015,73
11.813116082474227,2015,74
11.506166288659792,2015,75
10.007851649484532,2015,76
10.86440474226804,2015,77
11.009643917525771,2015,78
11.281700721649486,2015,79
12.155503092783508,2015,80
11.523182989690724,2015,81
12.806853711340208,2015,82
11.305841855670096,2015,83
10.95515628865979,2015,84
10.228408969072172,2015,85
11.54099319587629,2015,86
12.600124536082472,2015,87
11.742168144329902,2015,88
11.752721546391752,2015,89
11.335240824742275,2015,90
10.954359381443304,2015,91
10.401596391752577,2015,92
10.28423288659794,2015,93
10.326810412371133,2015,94
10.832921958762888,2015,95
10.149410824742269,2015,96
11.199026494845356,2015,97
10.879450412371128,2015,98
9.724489072164948,2015,99
9.55259237113402,2015,100
9.786767319587629,2015,101
10.695475567010304,2015,102
10.947401855670105,2015,103
11.081844020618556,2015,104
11.210613298969074,2015,105
10.270307628865975,2015,106
9.979462268041232,2015,107
10.825717938144336,2015,108
10.980290309278349,2015,109
11.42509762886598,2015,110
12.218699072164949,2015,111
10.646549690721653,2015,112
10.002517525773191,2015,113
10.108778144329897,2015,114
10.506554742268044,2015,115
10.831864536082474,2015,116
10.883408453608247,2015,117
10.80996505154639,2015,118
11.220001546391751,2015,119
10.724198556701028,2015,120
10.414321546391756,2015,121
11.115691546391751,2015,122
10.982041546391748,2015,123
12.632757216494843,2015,124
12.228635670103092,2015,125
11.709226288659794,2015,126
11.23117381443299,2015,127
9.80743587628866,2015,128
9.984150927835053,2015,129
10.294637216494849,2015,130
10.228513402061855,2015,131
10.2870118556701,2015,132
11.509377835051549,2015,133
12.601082577319584,2015,134
10.307139793814436,2015,135
13.097250721649486,2015,136
11.234452164948454,2015,137
9.964932268041233,2015,138
9.979877422680412,2015,139
10.292511030927832,2015,140
10.793498453608244,2015,141
10.548036701030924,2015,142
10.911042886597937,2015,143
10.064115360824742,2015,144
9.865317731958765,2015,145
10.181660206185567,2015,146
10.01836391752577,2015,147
9.073484639175255,2015,148
9.32870546391752,2015,149
9.643949793814429,2015,150
9.766313608247426,2015,151
10.107909484536082,2015,152
9.841769278350514,2015,153
9.860922783505154,2015,154
8.763788041237117,2015,155
12.337813402061856,2015,156
11.431179587628868,2015,157
10.983869896907215,2015,158
10.478368350515462,2015,159
9.727880824742268,2015,160
10.547650412371135,2015,161
9.888430206185568,2015,162
10.06221701030928,2015,163
10.14432237113402,2015,164
10.148103092783504,2015,165
10.01646649484536,2015,166
10.604011855670102,2015,167
10.409972268041235,2015,168
9.085553814432991,2015,169
9.7812512371134,2015,170
10.379776701030927,2015,171
9.854096391752584,2015,172
9.654200412371136,2015,173
9.664021546391757,2015,174
