averagemwh,year
26.6870978125,2015
27.017005416666663,2015
27.618411354166668,2015
27.213305833333333,2015
25.17599135416667,2015
24.82268552083333,2015
26.49561958333333,2015
25.83241229166667,2015
25.414089895833328,2015
25.115261562500013,2015
24.6874725,2015
23.475015312500005,2015
22.989710416666668,2015
24.1075009375,2015
24.20984833333333,2015
24.159835625000003,2015
25.20099875,2015
24.192879375000004,2015
23.736511875,2015
23.60790614583334,2015
22.269345312500004,2015
22.327038854166656,2015
23.2122684375,2015
23.303005833333327,2015
23.20226572916667,2015
26.84463875000001,2015
26.749792708333345,2015
25.96155281249999,2015
26.02781947916668,2015
25.545909583333323,2015
23.395351458333327,2015
26.710318229166663,2015
22.597823437499997,2015
22.505656979166663,2015
24.8291171875,2015
26.861249895833343,2015
27.497486354166664,2015
26.694956979166665,2015
26.639943020833325,2015
23.757052395833337,2015
23.30175583333333,2015
23.138320520833336,2015
22.253448333333328,2015
21.066891354166657,2015
21.92497,2015
22.84895958333334,2015
25.49285958333333,2015
25.45427802083333,2015
25.978699895833326,2015
25.192960104166676,2015
24.8426903125,2015
26.041216250000016,2015
27.20669708333335,2015
24.364888229166663,2015
24.127505312500016,2015
26.656018749999987,2015
26.416134479166672,2015
23.19619302083333,2015
22.997748541666663,2015
26.338257812500004,2015
26.78372968749999,2015
25.9658396875,2015
24.43615697916668,2015
24.03998333333333,2015
27.031294166666672,2015
26.598145833333323,2015
25.98691645833333,2015
24.3923959375,2015
22.27327510416667,2015
23.196728020833344,2015
23.04061677083335,2015
23.221199270833328,2015
22.955237083333344,2015
24.156977395833337,2015
25.204570624999985,2015
27.05165635416668,2015
25.18206458333333,2015
24.66228697916667,2015
25.331210937499996,2015
24.345062500000008,2015
22.55459791666665,2015
24.92449802083334,2015
24.824828854166668,2015
26.925909166666678,2015
26.476864895833334,2015
25.518580729166683,2015
23.274963125000003,2015
23.329798749999995,2015
23.864580625,2015
26.567245937499997,2015
26.40898989583333,2015
26.471327604166675,2015
24.258253958333334,2015
24.364710416666664,2015
26.09623031250001,2015
27.453546666666654,2015
23.6943578125,2015
25.57430947916666,2015
24.776602500000006,2015
25.423734895833345,2015
24.729268541666656,2015
23.40017333333333,2015
23.253171770833323,2015
23.432860416666674,2015
22.977743020833326,2015
23.21030364583333,2015
21.89835604166666,2015
21.39769177083333,2015
22.115019791666665,2015
21.901392812500003,2015
22.926836562500004,2015
23.528063749999987,2015
20.1752315625,2015
20.951324583333346,2015
21.60506604166666,2015
21.887460625000003,2015
20.09092385416668,2015
19.783522291666667,2015
21.48717843750001,2015
22.95398708333332,2015
22.33257645833333,2015
24.49742322916666,2015
25.543944479166665,2015
24.890025208333324,2015
26.04282385416667,2015
23.4778728125,2015
23.062229375,2015
22.125914791666663,2015
24.19109343749999,2015
25.14455489583335,2015
23.0581215625,2015
23.354269375000005,2015
24.881451354166668,2015
25.261370937499997,2015
26.03282072916668,2015
24.98897958333333,2015
24.35720802083333,2015
21.792793125,2015
20.43672770833334,2015
20.94418041666668,2015
20.288295937500003,2015
18.89221989583334,2015
18.59607135416668,2015
19.279998750000008,2015
23.8149240625,2015
22.644799583333334,2015
26.49294020833334,2015
24.98647812499999,2015
23.51413177083333,2015
23.403746875,2015
22.938982499999995,2015
21.968731145833328,2015
22.00213312499999,2015
23.05169083333333,2015
23.032578749999995,2015
20.586051666666663,2015
20.5885515625,2015
21.910859583333323,2015
23.394458229166677,2015
24.343097916666665,2015
22.724642604166664,2015
22.79376729166667,2015
23.702394687500004,2015
23.132247499999995,2015
22.878967395833328,2015
21.12547739583334,2015
24.66568041666666,2015
24.469916041666668,2015
23.99729312500001,2015
22.53887958333333,2015
21.835482916666663,2015
22.49940552083332,2015
23.14046416666667,2015
23.67149447916667,2015
24.326307499999995,2015
25.601637916666675,2015
23.198693645833327,2015
23.46715625,2015
23.581828958333336,2015
21.55826833333334,2015
22.010528541666677,2015
23.57432645833333,2015
23.942279270833325,2015
25.561448854166684,2015
23.458581770833334,2015
25.655401666666663,2015
23.50752416666667,2015
22.86628583333334,2015
23.029185937499992,2015
23.265496666666664,2015
21.72027406250001,2015
21.712236458333333,2015
21.802438333333328,2015
21.15048333333333,2015
22.27666895833333,2015
22.37026447916666,2015
22.24612510416667,2015
23.479123020833335,2015
23.1340340625,2015
21.23086239583334,2015
21.501289062500003,2015
23.45072281249999,2015
23.6618490625,2015
24.458484062499995,2015
22.30471156249999,2015
22.35276020833333,2015
23.75705208333333,2015
23.62219645833333,2015
24.35560125000001,2015
24.27200739583333,2015
23.951388854166662,2015
24.25718197916667,2015
23.953175729166677,2015
22.67945166666668,2015
23.58736531250001,2015
26.53955989583334,2015
24.422761041666664,2015
23.741155312499988,2015
21.550408958333325,2015
21.613282291666664,2015
22.843422708333332,2015
22.8060909375,2015
22.98274531250001,2015
23.53485197916667,2015
29.460138229166677,2015
27.408713333333328,2015
25.90832416666668,2015
25.127943229166675,2015
27.64949,2015
27.952961875,2015
26.746398541666665,2015
27.46747854166665,2015
28.478455,2015
23.005786354166663,2015
23.83421552083334,2015
23.560215625,2015
23.65148916666668,2015
23.9637134375,2015
22.826096875,2015
23.32408333333333,2015
31.36706104166666,2015
28.29358572916665,2015
28.473096666666677,2015
28.532040208333346,2015
29.53962322916667,2015
29.92436625,2015
31.75716260416667,2015
30.18336166666667,2015
26.42202875,2015
24.973260729166668,2015
25.35961062500001,2015
26.46918427083333,2015
26.1399915625,2015
27.24099197916668,2015
28.50453322916667,2015
29.153630104166663,2015
26.85767791666668,2015
25.507148645833336,2015
25.670763020833338,2015
27.254744791666663,2015
28.23053385416668,2015
26.09015708333333,2015
26.52366302083332,2015
28.411294270833334,2015
28.07942281249999,2015
26.928231666666665,2015
25.72756291666667,2015
26.95949010416666,2015
27.42871843750001,2015
29.33689229166666,2015
30.33322208333334,2015
30.39359458333333,2015
29.39315666666666,2015
27.552322083333323,2015
26.796054791666663,2015
27.61591,2015
27.849184479166656,2015
27.645025000000004,2015
27.774701145833347,2015
27.791848541666656,2015
26.37701739583333,2015
26.079439895833328,2015
28.59205583333332,2015
28.365925520833333,2015
28.40236343749999,2015
28.551510104166667,2015
28.813363333333328,2015
27.367274166666665,2015
25.4453478125,2015
25.860097604166658,2015
25.612533229166672,2015
25.75971395833333,2015
25.9820940625,2015
24.330951145833332,2015
23.9487090625,2015
23.808136562500007,2015
23.7072184375,2015
28.08371020833333,2015
28.05513114583334,2015
29.095222187500013,2015
28.712266041666663,2015
29.554090625,2015
29.30099010416666,2015
27.74951624999999,2015
25.27226729166666,2015
26.31146458333333,2015
26.881791145833333,2015
27.657885312500003,2015
28.524538437499995,2015
28.22178177083332,2015
25.820265625000005,2015
24.76142000000001,2015
26.045860000000005,2015
24.41525916666667,2015
24.59459114583333,2015
24.697653333333356,2015
24.630671874999997,2015
24.658536145833335,2015
23.07705458333333,2015
23.648095312499997,2015
24.32005552083335,2015
24.350241875000005,2015
22.7001709375,2015
22.62640281249999,2015
24.04248375,2015
24.3370240625,2015
24.79892947916667,2015
23.08580739583333,2015
22.975420937499997,2015
26.10408927083334,2015
27.009145729166672,2015
27.4435440625,2015
27.7241521875,2015
27.95385489583333,2015
28.073528750000005,2015
26.25645104166668,2015
25.07310802083333,2015
24.9911225,2015
22.237016041666664,2015
21.854058854166663,2015
23.406604687500003,2015
24.6346015625,2015
24.53832635416667,2015
26.45418072916668,2015
25.911003124999997,2015
25.6271803125,2015
27.07273364583332,2015
27.506953541666665,2015
25.77579104166666,2015
22.763401354166675,2015
23.6711378125,2015
25.14759114583333,2015
25.444633020833336,2015
27.64931125000001,2015
27.9192034375,2015
27.790062291666672,2015
27.067911354166657,2015
26.835707604166657,2015
24.950040729166663,2015
23.225485312499995,2016
24.766600312500007,2016
24.7299834375,2016
24.578872916666672,2016
24.203775833333324,2016
22.50369208333333,2016
21.84834343750001,2016
22.49226020833333,2016
24.548151145833327,2016
22.468325625,2016
21.97355416666667,2016
25.83294802083333,2016
26.12748864583335,2016
22.596751666666677,2016
22.57353125,2016
24.07624260416668,2016
25.910289166666672,2016
25.073822916666657,2016
24.809110729166665,2016
26.34629531249999,2016
28.184808125000004,2016
29.0932575,2016
26.8037353125,2016
25.81919437500001,2016
27.458726354166675,2016
25.71345229166665,2016
26.069080312499995,2016
27.163471354166678,2016
27.53856864583334,2016
25.682372291666663,2016
25.2256475,2016
23.067409583333344,2016
28.03548312499999,2016
28.46630927083332,2016
27.83882510416668,2016
27.54928604166666,2016
24.235748229166678,2016
23.768662187499995,2016
24.39453947916668,2016
25.058461250000008,2016
23.497878333333343,2016
21.908716145833328,2016
21.76617864583333,2016
22.885576250000003,2016
24.43883656249999,2016
24.175910625,2016
24.25378833333333,2016
24.524573020833348,2016
23.731688854166663,2016
25.88403260416668,2016
27.8618665625,2016
25.73577979166667,2016
26.35093875,2016
26.90786979166667,2016
28.650821354166663,2016
25.81258510416666,2016
26.450071979166665,2016
28.426119895833327,2016
28.814077812500003,2016
29.2584790625,2016
28.624742916666666,2016
28.313055104166665,2016
25.282805312500013,2016
24.914316770833324,2016
25.2931646875,2016
24.209133854166662,2016
24.590125416666663,2016
26.93537656250001,2016
27.22312947916667,2016
24.98397749999999,2016
25.360503958333336,2016
28.15104812500001,2016
30.31821770833334,2016
28.47720520833332,2016
28.14104666666668,2016
28.071384999999992,2016
25.31942239583334,2016
26.10105364583333,2016
27.81899895833332,2016
24.60745093749999,2016
22.17539260416666,2016
27.74755104166665,2016
25.28405541666669,2016
26.13320406250001,2016
24.738199791666677,2016
26.87000177083333,2016
26.35433229166668,2016
25.80544125,2016
25.5344778125,2016
25.81883708333334,2016
23.120994479166672,2016
22.478863958333324,2016
23.55682239583334,2016
24.284689166666663,2016
25.909575104166667,2016
24.417938437499995,2016
19.861042604166663,2016
19.4764784375,2016
19.2783909375,2016
18.839170729166668,2016
26.32914833333334,2016
25.050601458333336,2016
23.719364270833324,2016
24.694616354166666,2016
23.63987916666666,2016
27.654670104166676,2016
29.65983291666665,2016
28.363068020833328,2016
25.5310834375,2016
23.516989895833323,2016
20.85487166666665,2016
20.680004583333325,2016
25.036491250000008,2016
21.8463790625,2016
22.00820583333334,2016
26.97020718750001,2016
25.80419010416667,2016
21.502718125,2016
20.980617708333337,2016
21.80261760416666,2016
21.784755104166667,2016
22.369371874999985,2016
22.374194375,2016
22.59121447916667,2016
20.18791260416666,2016
20.04037416666667,2016
20.32687739583333,2016
20.505137291666667,2016
21.91264572916666,2016
23.62416093749999,2016
27.59858416666668,2016
25.33263916666667,2016
19.9583896875,2016
19.800491250000004,2016
20.82254125000001,2016
20.98347625,2016
21.7192025,2016
23.606298750000004,2016
22.913976979166662,2016
23.18226083333333,2016
24.303621979166667,2016
23.851005208333344,2016
24.131435416666665,2016
25.774539687499992,2016
24.307195104166663,2016
24.44151583333334,2016
23.98371802083335,2016
23.511631354166667,2016
25.341570729166666,2016
26.465075729166674,2016
24.714979687500005,2016
24.402934583333334,2016
22.01928083333333,2016
21.67579885416667,2016
22.899686666666664,2016
22.811092812499997,2016
23.660777604166665,2016
27.052370833333335,2016
24.635136770833338,2016
22.715890416666667,2016
23.57182593750001,2016
24.63495854166668,2016
21.91282447916667,2016
21.717594375,2016
24.10142802083333,2016
23.86940364583332,2016
21.75939177083333,2016
22.723391979166664,2016
29.223112708333343,2016
26.87446739583333,2016
25.9570875,2016
23.50788010416666,2016
23.274249166666664,2016
22.235764375,2016
22.453321041666666,2016
24.683007187500007,2016
22.14556312500001,2016
23.442149479166677,2016
23.692928125000005,2016
24.35792333333332,2016
21.94265333333332,2016
22.87271645833333,2016
24.6401384375,2016
24.487956458333347,2016
24.43240624999999,2016
24.52671625,2016
25.14955656250001,2016
22.713745625,2016
22.15663729166666,2016
23.262102499999983,2016
23.26353166666665,2016
23.33658614583335,2016
24.51617770833333,2016
24.24057083333333,2016
22.94005458333334,2016
23.074375104166677,2016
23.289966875,2016
25.657188020833345,2016
25.3926546875,2016
25.005234166666664,2016
22.44778427083333,2016
23.03311458333333,2016
25.016665312499995,2016
24.55118687500001,2016
24.348813333333325,2016
24.677827187500004,2016
24.636565729166676,2016
22.35025947916668,2016
24.67889833333333,2016
26.62422427083335,2016
26.611006770833328,2016
27.287253437499995,2016
26.48168677083333,2016
24.088745520833346,2016
21.741350625,2016
23.07026677083334,2016
23.57307645833333,2016
23.84671854166667,2016
24.70890625,2016
24.689972812499988,2016
24.774637395833334,2016
28.54007822916667,2016
28.50274697916667,2016
26.74872114583333,2016
27.885980104166663,2016
28.877844687500005,2016
28.880166562500005,2016
28.10157177083333,2016
24.381321249999985,2016
24.333452604166656,2016
24.388108541666664,2016
24.25896864583333,2016
22.6767721875,2016
22.904867291666665,2016
24.761241458333327,2016
25.668976666666666,2016
26.026569479166668,2016
26.29396020833333,2016
25.90760999999999,2016
25.558948958333332,2016
31.181298437500004,2016
28.137652291666644,2016
25.004161458333325,2016
26.27681291666667,2016
27.299399895833336,2016
27.099704583333345,2016
25.503398333333337,2016
24.69122343749999,2016
26.14267072916667,2016
26.434175208333333,2016
26.3180734375,2016
25.891176666666667,2016
27.1122078125,2016
24.43758645833334,2016
23.768126874999997,2016
26.68370354166668,2016
31.901485312500004,2016
33.72874520833333,2016
36.08578458333334,2016
33.71695708333333,2016
26.21608239583334,2016
28.236785520833337,2016
29.238117083333343,2016
30.21712,2016
30.84424718750001,2016
29.232401041666677,2016
30.18246854166665,2016
29.63125374999999,2016
30.292318541666663,2016
31.92041833333334,2016
32.72098291666668,2016
33.41669968749999,2016
30.54577656249999,2016
30.25159322916667,2016
28.54900885416667,2016
29.007878125,2016
28.543471875000005,2016
30.377697708333347,2016
31.768058229166662,2016
32.034912812500004,2016
31.4206465625,2016
26.897866979166665,2016
26.46882729166666,2016
28.942682291666657,2016
30.152996145833335,2016
30.846211666666672,2016
30.88925822916667,2016
32.7011578125,2016
29.082897500000005,2016
29.066822395833334,2016
29.233472083333343,2016
26.8919728125,2016
32.046166041666666,2016
31.957035520833333,2016
33.47367895833333,2016
31.239350312500004,2016
28.58794781249999,2016
30.771013541666665,2016
30.53595322916665,2016
31.371348125,2016
32.70758718750002,2016
31.466908437499995,2016
29.772005,2016
30.26874114583333,2016
28.18570083333333,2016
26.56295875,2016
26.927874791666664,2016
27.38692208333333,2016
28.984478541666675,2016
27.519812916666663,2016
26.98664,2016
27.480696041666672,2016
28.051023541666662,2016
28.017442916666656,2016
29.76521708333334,2016
30.791733541666662,2016
31.102528229166666,2016
29.420127916666672,2016
31.562290520833333,2016
29.441562083333327,2016
24.181091041666672,2016
