Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66073,2015,1,1,31.0,0
66073,2015,1,2,18.3,1
66073,2015,1,3,31.4,2
66073,2015,1,4,24.4,3
66073,2015,1,5,16.3,4
66073,2015,1,6,27.9,5
66073,2015,1,7,31.1,6
66073,2015,1,8,31.9,7
66073,2015,1,9,26.4,8
66073,2015,1,10,15.9,9
66073,2015,1,11,3.2,10
66073,2015,1,12,15.7,11
66073,2015,1,13,22.0,12
66073,2015,1,14,28.2,13
66073,2015,1,15,30.8,14
66073,2015,1,16,28.3,15
66073,2015,1,17,32.0,16
66073,2015,1,18,30.2,17
66073,2015,1,19,6.5,18
66073,2015,1,20,23.6,19
66073,2015,1,21,29.2,20
66073,2015,1,22,29.1,21
66073,2015,1,23,28.7,22
66073,2015,1,24,28.2,23
66073,2015,1,25,26.8,24
66073,2015,1,26,3.3,25
66073,2015,1,27,3.3,26
66073,2015,1,28,4.4,27
66073,2015,1,29,30.3,28
66073,2015,1,30,28.0,29
66073,2015,1,31,29.2,30
66073,2015,2,1,18.9,31
66073,2015,2,2,26.0,32
66073,2015,2,3,24.0,33
66073,2015,2,4,18.9,34
66073,2015,2,5,6.5,35
66073,2015,2,6,17.3,36
66073,2015,2,7,21.6,37
66073,2015,2,8,28.2,38
66073,2015,2,9,9.1,39
66073,2015,2,10,21.3,40
66073,2015,2,11,26.3,41
66073,2015,2,12,25.8,42
66073,2015,2,13,16.4,43
66073,2015,2,14,18.2,44
66073,2015,2,15,25.0,45
66073,2015,2,16,25.9,46
66073,2015,2,17,26.6,47
66073,2015,2,18,26.5,48
66073,2015,2,19,19.4,49
66073,2015,2,20,14.5,50
66073,2015,2,21,11.7,51
66073,2015,2,22,22.4,52
66073,2015,2,23,19.2,53
66073,2015,2,24,15.6,54
66073,2015,2,25,9.1,55
66073,2015,2,26,15.2,56
66073,2015,2,27,20.9,57
66073,2015,2,28,20.4,58
66073,2015,3,1,17.9,59
66073,2015,3,2,14.0,60
66073,2015,3,3,21.6,61
66073,2015,3,4,18.8,62
66073,2015,3,5,22.8,63
66073,2015,3,6,23.8,64
66073,2015,3,7,17.1,65
66073,2015,3,8,18.4,66
66073,2015,3,9,23.8,67
66073,2015,3,10,6.8,68
66073,2015,3,11,19.2,69
66073,2015,3,12,20.1,70
66073,2015,3,13,3.5,71
66073,2015,3,14,20.7,72
66073,2015,3,15,13.5,73
66073,2015,3,16,13.7,74
66073,2015,3,17,12.3,75
66073,2015,3,18,17.6,76
66073,2015,3,19,21.5,77
66073,2015,3,20,15.0,78
66073,2015,3,21,6.7,79
66073,2015,3,22,10.2,80
66073,2015,3,23,17.7,81
66073,2015,3,24,6.0,82
66073,2015,3,25,18.2,83
66073,2015,3,26,20.1,84
66073,2015,3,27,21.0,85
66073,2015,3,28,18.4,86
66073,2015,3,29,16.7,87
66073,2015,3,30,8.8,88
66073,2015,3,31,10.1,89
66073,2015,4,1,17.7,90
66073,2015,4,2,14.6,91
66073,2015,4,3,3.7,92
66073,2015,4,4,3.2,93
66073,2015,4,5,17.0,94
66073,2015,4,6,14.1,95
66073,2015,4,7,15.2,96
66073,2015,4,8,12.1,97
66073,2015,4,9,13.1,98
66073,2015,4,10,14.5,99
66073,2015,4,11,11.4,100
66073,2015,4,12,10.9,101
66073,2015,4,13,15.9,102
66073,2015,4,14,16.2,103
66073,2015,4,15,16.2,104
66073,2015,4,16,14.6,105
66073,2015,4,17,3.9,106
66073,2015,4,18,13.2,107
66073,2015,4,19,10.4,108
66073,2015,4,20,3.4,109
66073,2015,4,21,3.2,110
66073,2015,4,22,3.8,111
66073,2015,4,23,13.3,112
66073,2015,4,24,13.2,113
66073,2015,4,25,14.0,114
66073,2015,4,26,4.2,115
66073,2015,4,27,15.1,116
66073,2015,4,28,14.7,117
66073,2015,4,29,6.6,118
66073,2015,4,30,7.6,119
66073,2015,5,1,7.2,120
66073,2015,5,2,8.9,121
66073,2015,5,3,4.7,122
66073,2015,5,4,5.9,123
66073,2015,5,5,13.7,124
66073,2015,5,6,14.0,125
66073,2015,5,7,13.8,126
66073,2015,5,8,13.6,127
66073,2015,5,9,13.4,128
66073,2015,5,10,10.4,129
66073,2015,5,11,12.8,130
66073,2015,5,12,13.1,131
66073,2015,5,13,10.9,132
66073,2015,5,14,12.9,133
66073,2015,5,15,10.8,134
66073,2015,5,16,11.9,135
66073,2015,5,17,9.1,136
66073,2015,5,18,6.1,137
66073,2015,5,19,6.4,138
66073,2015,5,20,10.7,139
66073,2015,5,21,9.7,140
66073,2015,5,22,5.6,141
66073,2015,5,23,11.2,142
66073,2015,5,24,11.5,143
66073,2015,5,25,10.1,144
66073,2015,5,26,10.8,145
66073,2015,5,27,10.5,146
66073,2015,5,28,10.6,147
66073,2015,5,29,3.9,148
66073,2015,5,30,6.1,149
66073,2015,5,31,5.1,150
66073,2015,6,1,11.0,151
66073,2015,6,2,11.0,152
66073,2015,6,3,10.7,153
66073,2015,6,4,10.9,154
66073,2015,6,5,10.0,155
66073,2015,6,6,8.6,156
66073,2015,6,7,10.7,157
66073,2015,6,8,11.0,158
66073,2015,6,9,9.8,159
66073,2015,6,10,3.6,160
66073,2015,6,11,5.9,161
66073,2015,6,12,7.7,162
66073,2015,6,13,9.4,163
66073,2015,6,14,9.6,164
66073,2015,6,15,6.4,165
66073,2015,6,16,3.4,166
66073,2015,6,17,3.8,167
66073,2015,6,18,6.4,168
66073,2015,6,19,4.7,169
66073,2015,6,20,9.7,170
66073,2015,6,21,5.1,171
66073,2015,6,22,10.6,172
66073,2015,6,23,10.3,173
66073,2015,6,24,9.2,174
66073,2015,6,25,6.6,175
66073,2015,6,26,10.1,176
66073,2015,6,27,10.5,177
66073,2015,6,28,10.4,178
66073,2015,6,29,9.0,179
66073,2015,6,30,8.0,180
66073,2015,7,1,10.0,181
66073,2015,7,2,10.4,182
66073,2015,7,3,10.6,183
66073,2015,7,4,10.2,184
66073,2015,7,5,10.7,185
66073,2015,7,6,10.9,186
66073,2015,7,7,7.0,187
66073,2015,7,8,9.7,188
66073,2015,7,9,10.7,189
66073,2015,7,10,7.1,190
66073,2015,7,11,10.8,191
66073,2015,7,12,9.1,192
66073,2015,7,13,8.5,193
66073,2015,7,14,11.3,194
66073,2015,7,15,11.3,195
66073,2015,7,16,6.1,196
66073,2015,7,17,4.2,197
66073,2015,7,18,8.2,198
66073,2015,7,19,11.1,199
66073,2015,7,20,9.8,200
66073,2015,7,21,11.5,201
66073,2015,7,22,6.7,202
66073,2015,7,23,6.8,203
66073,2015,7,24,8.9,204
66073,2015,7,25,12.2,205
66073,2015,7,26,11.8,206
66073,2015,7,27,12.5,207
66073,2015,7,28,12.4,208
66073,2015,7,29,11.8,209
66073,2015,7,30,12.5,210
66073,2015,7,31,12.5,211
66073,2015,8,1,11.1,212
66073,2015,8,2,9.6,213
66073,2015,8,3,13.1,214
66073,2015,8,4,9.2,215
66073,2015,8,5,10.1,216
66073,2015,8,6,12.4,217
66073,2015,8,7,13.3,218
66073,2015,8,8,12.8,219
66073,2015,8,9,13.3,220
66073,2015,8,10,13.8,221
66073,2015,8,11,13.8,222
66073,2015,8,12,11.5,223
66073,2015,8,13,14.4,224
66073,2015,8,14,14.3,225
66073,2015,8,15,8.7,226
66073,2015,8,16,12.9,227
66073,2015,8,17,14.8,228
66073,2015,8,18,14.4,229
66073,2015,8,19,11.9,230
66073,2015,8,20,15.1,231
