year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2015,16.77746263013539,1009.0,15.70027397260274,12.435890410958905,23.846153846153847
2016,17.66557208362349,1016.0,16.42950819672131,12.81043956043956,24.84109589041096
2017,17.038839056186866,760.0,16.161263736263734,12.63213296398892,24.693628808864265
2018,16.321259571112666,722.0,16.624657534246577,12.281267217630855,24.874931129476586
2019,16.44625525103878,647.0,17.064383561643837,12.533608815426996,25.231564245810056
2020,15.704471357367318,1318.0,15.46174863387978,12.857377049180329,23.884972677595627
2021,16.760596432743256,1069.0,15.799452054794521,12.007671232876714,23.324931506849317
2022,16.42757650246852,2030.0,15.64065934065934,12.696164383561644,22.7441095890411
2023,16.44373123220845,847.0,16.616164383561642,12.318630136986302,24.604109589041094
