Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66207,2015,1,1,29.8,0
66207,2015,1,2,18.4,1
66207,2015,1,3,30.7,2
66207,2015,1,4,21.5,3
66207,2015,1,5,15.9,4
66207,2015,1,6,28.8,5
66207,2015,1,7,30.1,6
66207,2015,1,8,31.7,7
66207,2015,1,9,20.1,8
66207,2015,1,10,14.4,9
66207,2015,1,11,3.3,10
66207,2015,1,12,20.2,11
66207,2015,1,13,22.2,12
66207,2015,1,14,29.7,13
66207,2015,1,15,29.2,14
66207,2015,1,16,29.5,15
66207,2015,1,17,32.1,16
66207,2015,1,18,30.8,17
66207,2015,1,19,3.8,18
66207,2015,1,20,20.4,19
66207,2015,1,21,26.2,20
66207,2015,1,22,27.0,21
66207,2015,1,23,28.8,22
66207,2015,1,24,25.9,23
66207,2015,1,25,29.4,24
66207,2015,1,26,3.5,25
66207,2015,1,27,3.8,26
66207,2015,1,28,5.4,27
66207,2015,1,29,27.5,28
66207,2015,1,30,29.0,29
66207,2015,1,31,27.5,30
66207,2015,2,1,19.3,31
66207,2015,2,2,25.8,32
66207,2015,2,3,28.5,33
66207,2015,2,4,19.3,34
66207,2015,2,5,11.6,35
66207,2015,2,6,15.1,36
66207,2015,2,7,21.6,37
66207,2015,2,8,28.4,38
66207,2015,2,9,15.0,39
66207,2015,2,10,19.7,40
66207,2015,2,11,23.4,41
66207,2015,2,12,23.9,42
66207,2015,2,13,15.7,43
66207,2015,2,14,15.7,44
66207,2015,2,15,22.6,45
66207,2015,2,16,22.9,46
66207,2015,2,17,26.8,47
66207,2015,2,18,24.8,48
66207,2015,2,19,15.7,49
66207,2015,2,20,16.1,50
66207,2015,2,21,8.6,51
66207,2015,2,22,15.8,52
66207,2015,2,23,13.7,53
66207,2015,2,24,20.2,54
66207,2015,2,25,9.6,55
66207,2015,2,26,14.0,56
66207,2015,2,27,22.1,57
66207,2015,2,28,17.3,58
66207,2015,3,1,15.9,59
66207,2015,3,2,11.5,60
66207,2015,3,3,19.6,61
66207,2015,3,4,19.8,62
66207,2015,3,5,22.2,63
66207,2015,3,6,24.1,64
66207,2015,3,7,17.3,65
66207,2015,3,8,21.9,66
66207,2015,3,9,23.8,67
66207,2015,3,10,12.8,68
66207,2015,3,11,19.7,69
66207,2015,3,12,18.5,70
66207,2015,3,13,3.8,71
66207,2015,3,14,19.8,72
66207,2015,3,15,14.8,73
66207,2015,3,16,16.3,74
66207,2015,3,17,11.5,75
66207,2015,3,18,17.4,76
66207,2015,3,19,21.7,77
66207,2015,3,20,14.3,78
66207,2015,3,21,12.1,79
66207,2015,3,22,6.2,80
66207,2015,3,23,16.7,81
66207,2015,3,24,3.7,82
66207,2015,3,25,15.1,83
66207,2015,3,26,20.5,84
66207,2015,3,27,21.2,85
66207,2015,3,28,18.6,86
66207,2015,3,29,16.7,87
66207,2015,3,30,9.8,88
66207,2015,3,31,8.2,89
66207,2015,4,1,13.4,90
66207,2015,4,2,14.1,91
66207,2015,4,3,3.3,92
66207,2015,4,4,3.4,93
66207,2015,4,5,16.8,94
66207,2015,4,6,13.9,95
66207,2015,4,7,14.3,96
66207,2015,4,8,11.9,97
66207,2015,4,9,13.2,98
66207,2015,4,10,11.3,99
66207,2015,4,11,11.8,100
66207,2015,4,12,11.1,101
66207,2015,4,13,13.6,102
66207,2015,4,14,15.8,103
66207,2015,4,15,16.2,104
66207,2015,4,16,15.2,105
66207,2015,4,17,3.9,106
66207,2015,4,18,11.2,107
66207,2015,4,19,13.9,108
