Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66078,2015,1,1,31.2,0
66078,2015,1,2,19.1,1
66078,2015,1,3,30.8,2
66078,2015,1,4,18.0,3
66078,2015,1,5,14.9,4
66078,2015,1,6,25.4,5
66078,2015,1,7,28.5,6
66078,2015,1,8,31.6,7
66078,2015,1,9,15.8,8
66078,2015,1,10,13.9,9
66078,2015,1,11,3.2,10
66078,2015,1,12,17.3,11
66078,2015,1,13,20.1,12
66078,2015,1,14,30.2,13
66078,2015,1,15,29.6,14
66078,2015,1,16,28.9,15
66078,2015,1,17,32.1,16
66078,2015,1,18,30.1,17
66078,2015,1,19,8.0,18
66078,2015,1,20,18.6,19
66078,2015,1,21,26.8,20
66078,2015,1,22,27.2,21
66078,2015,1,23,29.0,22
66078,2015,1,24,24.3,23
66078,2015,1,25,29.0,24
66078,2015,1,26,3.8,25
66078,2015,1,27,4.0,26
66078,2015,1,28,9.9,27
66078,2015,1,29,28.3,28
66078,2015,1,30,26.8,29
66078,2015,1,31,26.7,30
66078,2015,2,1,21.4,31
66078,2015,2,2,26.3,32
66078,2015,2,3,29.1,33
66078,2015,2,4,19.6,34
66078,2015,2,5,12.3,35
66078,2015,2,6,15.0,36
66078,2015,2,7,20.2,37
66078,2015,2,8,26.9,38
66078,2015,2,9,13.7,39
66078,2015,2,10,19.2,40
66078,2015,2,11,22.5,41
66078,2015,2,12,20.0,42
66078,2015,2,13,17.6,43
66078,2015,2,14,16.3,44
66078,2015,2,15,20.8,45
66078,2015,2,16,22.8,46
66078,2015,2,17,26.0,47
66078,2015,2,18,22.9,48
66078,2015,2,19,15.2,49
66078,2015,2,20,14.8,50
66078,2015,2,21,9.2,51
66078,2015,2,22,18.5,52
66078,2015,2,23,13.5,53
66078,2015,2,24,17.9,54
66078,2015,2,25,11.1,55
66078,2015,2,26,14.7,56
66078,2015,2,27,21.9,57
66078,2015,2,28,20.5,58
66078,2015,3,1,15.1,59
66078,2015,3,2,13.1,60
66078,2015,3,3,20.5,61
66078,2015,3,4,19.0,62
66078,2015,3,5,22.7,63
66078,2015,3,6,23.8,64
66078,2015,3,7,17.8,65
66078,2015,3,8,22.5,66
66078,2015,3,9,24.0,67
66078,2015,3,10,12.2,68
66078,2015,3,11,19.7,69
66078,2015,3,12,17.9,70
66078,2015,3,13,5.7,71
66078,2015,3,14,18.2,72
66078,2015,3,15,14.0,73
66078,2015,3,16,17.0,74
66078,2015,3,17,10.3,75
66078,2015,3,18,17.3,76
66078,2015,3,19,21.8,77
66078,2015,3,20,13.9,78
66078,2015,3,21,9.9,79
66078,2015,3,22,7.0,80
66078,2015,3,23,16.5,81
66078,2015,3,24,2.9,82
66078,2015,3,25,17.8,83
66078,2015,3,26,20.5,84
66078,2015,3,27,21.3,85
66078,2015,3,28,18.7,86
66078,2015,3,29,18.1,87
66078,2015,3,30,10.1,88
66078,2015,3,31,11.4,89
66078,2015,4,1,14.2,90
66078,2015,4,2,13.5,91
66078,2015,4,3,3.5,92
66078,2015,4,4,3.3,93
66078,2015,4,5,17.5,94
66078,2015,4,6,15.0,95
66078,2015,4,7,14.5,96
66078,2015,4,8,13.6,97
66078,2015,4,9,14.3,98
66078,2015,4,10,12.9,99
66078,2015,4,11,11.9,100
66078,2015,4,12,11.5,101
66078,2015,4,13,13.3,102
66078,2015,4,14,15.3,103
66078,2015,4,15,16.1,104
66078,2015,4,16,15.3,105
66078,2015,4,17,3.1,106
66078,2015,4,18,11.1,107
66078,2015,4,19,15.2,108
66078,2015,4,20,3.3,109
66078,2015,4,21,3.9,110
66078,2015,4,22,4.0,111
66078,2015,4,23,13.0,112
66078,2015,4,24,13.4,113
66078,2015,4,25,12.4,114
66078,2015,4,26,6.1,115
66078,2015,4,27,14.3,116
66078,2015,4,28,14.8,117
