year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2015,26.534629344362745,1265.0,15.81972602739726,14.916438356164383,23.396164383561644
2016,26.932216627025465,1113.0,16.612295081967215,15.314754098360655,24.12185792349727
2017,27.96649289457071,881.0,16.205219780219778,14.96510989010989,24.08712328767123
2018,28.1403740109986,871.0,16.621369863013697,14.775068493150684,23.876986301369865
2019,27.4231211175554,750.0,17.101369863013698,14.8375,24.47013698630137
2020,24.544612248021412,1189.0,15.583333333333334,14.774725274725276,23.535792349726776
2021,25.325780530866385,1258.0,15.833698630136986,14.159279778393351,22.815616438356166
2022,24.837484524518057,2241.0,15.747252747252746,14.430939226519337,22.412054794520547
2023,24.757268506650192,925.0,16.81917808219178,14.579338842975208,23.833977900552487
