Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66193,2015,1,1,30.3,0
66193,2015,1,2,19.4,1
66193,2015,1,3,30.8,2
66193,2015,1,4,25.5,3
66193,2015,1,5,14.4,4
66193,2015,1,6,24.9,5
66193,2015,1,7,30.1,6
66193,2015,1,8,31.8,7
66193,2015,1,9,22.8,8
66193,2015,1,10,13.9,9
66193,2015,1,11,3.0,10
66193,2015,1,12,8.2,11
66193,2015,1,13,20.8,12
66193,2015,1,14,30.7,13
66193,2015,1,15,27.9,14
66193,2015,1,16,29.3,15
66193,2015,1,17,32.2,16
66193,2015,1,18,31.0,17
66193,2015,1,19,3.6,18
66193,2015,1,20,22.2,19
66193,2015,1,21,27.3,20
66193,2015,1,22,28.2,21
66193,2015,1,23,28.7,22
66193,2015,1,24,25.6,23
66193,2015,1,25,25.8,24
66193,2015,1,26,3.0,25
66193,2015,1,27,3.2,26
66193,2015,1,28,6.0,27
66193,2015,1,29,27.8,28
66193,2015,1,30,29.3,29
66193,2015,1,31,27.9,30
66193,2015,2,1,15.5,31
66193,2015,2,2,17.1,32
66193,2015,2,3,23.7,33
66193,2015,2,4,16.0,34
66193,2015,2,5,15.3,35
66193,2015,2,6,16.1,36
66193,2015,2,7,20.7,37
66193,2015,2,8,27.6,38
66193,2015,2,9,8.8,39
66193,2015,2,10,19.5,40
66193,2015,2,11,22.1,41
66193,2015,2,12,24.7,42
66193,2015,2,13,11.6,43
66193,2015,2,14,16.7,44
66193,2015,2,15,22.4,45
66193,2015,2,16,23.4,46
66193,2015,2,17,26.6,47
66193,2015,2,18,25.0,48
66193,2015,2,19,17.4,49
66193,2015,2,20,14.2,50
66193,2015,2,21,8.9,51
66193,2015,2,22,17.7,52
66193,2015,2,23,16.5,53
66193,2015,2,24,14.5,54
66193,2015,2,25,8.9,55
66193,2015,2,26,12.3,56
66193,2015,2,27,18.3,57
66193,2015,2,28,21.8,58
66193,2015,3,1,17.6,59
66193,2015,3,2,11.2,60
66193,2015,3,3,19.5,61
66193,2015,3,4,17.3,62
66193,2015,3,5,23.3,63
66193,2015,3,6,24.5,64
66193,2015,3,7,15.1,65
66193,2015,3,8,19.9,66
66193,2015,3,9,24.0,67
66193,2015,3,10,13.0,68
66193,2015,3,11,16.0,69
66193,2015,3,12,17.6,70
66193,2015,3,13,3.7,71
66193,2015,3,14,20.1,72
66193,2015,3,15,10.4,73
66193,2015,3,16,13.0,74
66193,2015,3,17,11.9,75
66193,2015,3,18,17.2,76
66193,2015,3,19,22.1,77
66193,2015,3,20,17.4,78
66193,2015,3,21,6.7,79
66193,2015,3,22,5.8,80
66193,2015,3,23,18.5,81
66193,2015,3,24,4.7,82
66193,2015,3,25,16.2,83
66193,2015,3,26,20.6,84
66193,2015,3,27,21.4,85
66193,2015,3,28,19.4,86
66193,2015,3,29,16.7,87
66193,2015,3,30,10.4,88
66193,2015,3,31,6.7,89
66193,2015,4,1,12.0,90
66193,2015,4,2,14.0,91
66193,2015,4,3,3.0,92
66193,2015,4,4,3.1,93
66193,2015,4,5,17.7,94
66193,2015,4,6,14.4,95
66193,2015,4,7,14.9,96
66193,2015,4,8,11.7,97
66193,2015,4,9,13.5,98
66193,2015,4,10,11.9,99
66193,2015,4,11,11.5,100
66193,2015,4,12,11.6,101
66193,2015,4,13,14.3,102
66193,2015,4,14,15.9,103
66193,2015,4,15,15.6,104
66193,2015,4,16,14.7,105
66193,2015,4,17,3.7,106
66193,2015,4,18,12.8,107
66193,2015,4,19,14.0,108
66193,2015,4,20,3.7,109
66193,2015,4,21,2.9,110
66193,2015,4,22,2.9,111
66193,2015,4,23,11.0,112
66193,2015,4,24,13.7,113
66193,2015,4,25,13.5,114
66193,2015,4,26,4.2,115
66193,2015,4,27,14.0,116
66193,2015,4,28,14.9,117
66193,2015,4,29,9.1,118
66193,2015,4,30,8.9,119
66193,2015,5,1,9.2,120
66193,2015,5,2,7.6,121
66193,2015,5,3,3.9,122
66193,2015,5,4,6.6,123
66193,2015,5,5,13.8,124
66193,2015,5,6,13.4,125
66193,2015,5,7,13.9,126
66193,2015,5,8,13.7,127
66193,2015,5,9,13.5,128
66193,2015,5,10,11.7,129
66193,2015,5,11,12.2,130
66193,2015,5,12,13.2,131
66193,2015,5,13,12.3,132
66193,2015,5,14,13.0,133
66193,2015,5,15,11.5,134
66193,2015,5,16,10.4,135
66193,2015,5,17,9.5,136
66193,2015,5,18,7.5,137
66193,2015,5,19,5.8,138
66193,2015,5,20,10.0,139
66193,2015,5,21,10.0,140
66193,2015,5,22,4.8,141
66193,2015,5,23,10.7,142
66193,2015,5,24,11.9,143
66193,2015,5,25,9.0,144
66193,2015,5,26,10.5,145
66193,2015,5,27,10.8,146
66193,2015,5,28,10.2,147
66193,2015,5,29,4.7,148
66193,2015,5,30,5.4,149
66193,2015,5,31,4.5,150
66193,2015,6,1,10.9,151
66193,2015,6,2,11.3,152
66193,2015,6,3,10.8,153
66193,2015,6,4,11.0,154
66193,2015,6,5,9.7,155
66193,2015,6,6,9.9,156
66193,2015,6,7,10.9,157
66193,2015,6,8,11.1,158
66193,2015,6,9,9.7,159
66193,2015,6,10,4.3,160
66193,2015,6,11,6.0,161
66193,2015,6,12,7.4,162
66193,2015,6,13,9.2,163
66193,2015,6,14,8.7,164
66193,2015,6,15,5.4,165
66193,2015,6,16,3.1,166
66193,2015,6,17,3.7,167
66193,2015,6,18,5.6,168
66193,2015,6,19,7.8,169
66193,2015,6,20,10.4,170
66193,2015,6,21,7.1,171
66193,2015,6,22,10.5,172
66193,2015,6,23,10.4,173
66193,2015,6,24,9.4,174
66193,2015,6,25,6.1,175
66193,2015,6,26,9.9,176
66193,2015,6,27,10.7,177
66193,2015,6,28,10.6,178
66193,2015,6,29,9.7,179
66193,2015,6,30,8.3,180
66193,2015,7,1,9.8,181
66193,2015,7,2,10.3,182
66193,2015,7,3,10.6,183
66193,2015,7,4,10.8,184
