year,averagemwh,rainfall_amount,daily_global_solar_exposure,minimum_temperature,maximum_temperature
2017,3.799850944654304,577.0,16.376923076923077,14.96510989010989,24.08712328767123
2018,3.6351586753090657,553.0,16.82082191780822,14.775068493150684,23.876986301369865
2019,3.3104082014079674,607.0,17.132328767123287,14.8375,24.47013698630137
2020,2.999310761415525,1051.0,15.861748633879781,14.774725274725276,23.535792349726776
2021,2.823748658494475,877.0,16.021095890410958,14.159279778393351,22.815616438356166
2022,2.9075539803734176,616.0,15.87087912087912,14.430939226519337,22.412054794520547
2023,3.138680823863637,623.0,17.015890410958903,14.579338842975208,23.833977900552487
