Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66016,2015,1,1,30.9,0
66016,2015,1,2,18.4,1
66016,2015,1,3,31.2,2
66016,2015,1,4,24.2,3
66016,2015,1,5,16.1,4
66016,2015,1,6,30.5,5
66016,2015,1,7,31.1,6
66016,2015,1,8,31.6,7
66016,2015,1,9,25.4,8
66016,2015,1,10,14.7,9
66016,2015,1,11,3.2,10
66016,2015,1,12,17.1,11
66016,2015,1,13,25.0,12
66016,2015,1,14,27.6,13
66016,2015,1,15,30.0,14
66016,2015,1,16,26.5,15
66016,2015,1,17,31.8,16
66016,2015,1,18,31.0,17
66016,2015,1,19,6.9,18
66016,2015,1,20,24.9,19
66016,2015,1,21,29.0,20
66016,2015,1,22,29.2,21
66016,2015,1,23,28.4,22
66016,2015,1,24,28.2,23
66016,2015,1,25,26.8,24
66016,2015,1,26,3.3,25
66016,2015,1,27,3.2,26
66016,2015,1,28,5.6,27
66016,2015,1,29,30.2,28
66016,2015,1,30,28.3,29
66016,2015,1,31,29.1,30
66016,2015,2,1,20.6,31
66016,2015,2,2,27.0,32
66016,2015,2,3,24.7,33
66016,2015,2,4,22.6,34
66016,2015,2,5,8.5,35
66016,2015,2,6,19.3,36
66016,2015,2,7,18.6,37
66016,2015,2,8,27.9,38
66016,2015,2,9,11.7,39
66016,2015,2,10,21.6,40
66016,2015,2,11,26.8,41
66016,2015,2,12,26.4,42
66016,2015,2,13,18.2,43
66016,2015,2,14,18.8,44
66016,2015,2,15,25.6,45
66016,2015,2,16,26.1,46
66016,2015,2,17,26.9,47
66016,2015,2,18,26.7,48
66016,2015,2,19,19.4,49
66016,2015,2,20,14.3,50
66016,2015,2,21,12.0,51
66016,2015,2,22,23.2,52
66016,2015,2,23,18.8,53
66016,2015,2,24,18.6,54
66016,2015,2,25,7.3,55
66016,2015,2,26,15.4,56
66016,2015,2,27,22.8,57
66016,2015,2,28,20.4,58
66016,2015,3,1,16.9,59
66016,2015,3,2,15.5,60
66016,2015,3,3,20.8,61
66016,2015,3,4,18.2,62
66016,2015,3,5,23.2,63
66016,2015,3,6,23.6,64
66016,2015,3,7,18.2,65
66016,2015,3,8,19.9,66
66016,2015,3,9,23.3,67
66016,2015,3,10,7.2,68
66016,2015,3,11,20.3,69
66016,2015,3,12,21.1,70
66016,2015,3,13,3.6,71
66016,2015,3,14,20.3,72
66016,2015,3,15,12.7,73
66016,2015,3,16,16.7,74
